,Group,ChargeCode,Description,Price,Hospital,Year
680,SCO,406503386,AMPLIFIED PROBE C DIFF,297.0,Sharp Coronado Hospital,2019
681,SCO,406503389,LDL CHOLESTEROL DIRECT,93.0,Sharp Coronado Hospital,2019
682,SCO,406503390,TESTOSTERONE TOTAL,87.0,Sharp Coronado Hospital,2019
683,SCO,406503391,SEX HORMONE GLOBU (SHBG),95.0,Sharp Coronado Hospital,2019
684,SCO,406503401,SENSITIVITY DISK METHOD,61.0,Sharp Coronado Hospital,2019
685,SCO,406503403,PLATELET AB HIT,72.0,Sharp Coronado Hospital,2019
686,SCO,406503405,RPR/VDRL QUALITATIVE,72.0,Sharp Coronado Hospital,2019
687,SCO,406503406,RESP VIRUS MOL AMP 3 TO 5,282.0,Sharp Coronado Hospital,2019
688,SCO,406540010,IMMUNOGLOBULIN E IGE ,50.0,Sharp Coronado Hospital,2019
689,SCO,406544898,RHOGAM                         ,456.0,Sharp Coronado Hospital,2019
690,SCO,406551302,DRUG 2 COMBO 1 PRESUMP,1012.0,Sharp Coronado Hospital,2019
691,SCO,406551304,DRUG 4 COMBO 1 PRESUMP,1702.0,Sharp Coronado Hospital,2019
692,SCO,406551323,DRUG 3 COMBO 2 PRESUMP,1357.0,Sharp Coronado Hospital,2019
693,SCO,406553003,DRUG 3 COMBO1 PRESUMP NONOPTIC ,1011.0,Sharp Coronado Hospital,2019
694,SCO,406560032,GLUC TOL (1ST 3 SPEC),433.0,Sharp Coronado Hospital,2019
695,SCO,406560034,GLUC TOL EA ADDL SPEC,83.0,Sharp Coronado Hospital,2019
696,SCO,406560056,TISSUE PROCESSING,50.0,Sharp Coronado Hospital,2019
697,SCO,406561056,LIPID (CARDIAC RISK) PANEL,248.0,Sharp Coronado Hospital,2019
698,SCO,406570030,HLA B27  ,46.0,Sharp Coronado Hospital,2019
699,SCO,406623348,COCCI CF UC DAVIS,44.0,Sharp Coronado Hospital,2019
700,SCO,406641002,BCR/ABL1 GENE MAJOR QT,95.0,Sharp Coronado Hospital,2019
701,SCO,406662321,ANTIBODY ID PANEL SDBB,70.0,Sharp Coronado Hospital,2019
702,SCO,406663199,ABSORPTION SDBB ,55.0,Sharp Coronado Hospital,2019
703,SCO,406663321,ANTIBODY SCREEN SDBB,49.0,Sharp Coronado Hospital,2019
704,SCO,406663322,DIRECT ANTIGLOBULIN SDBB,15.0,Sharp Coronado Hospital,2019
705,SCO,406663323,RH PHENOTYPE SDBB,54.0,Sharp Coronado Hospital,2019
706,SCO,406663324,ANTIGEN TYPE PATIENT SDBB,29.0,Sharp Coronado Hospital,2019
707,SCO,406663325,ELUATE SDBB,81.0,Sharp Coronado Hospital,2019
708,SCO,406663326,TITRATION SDBB,63.0,Sharp Coronado Hospital,2019
709,SCO,406663340,ANTIBODY ID SELECT SDBB  ,20.0,Sharp Coronado Hospital,2019
710,SCO,406663341,RBC ENZYME PRETREAT SDBB,75.0,Sharp Coronado Hospital,2019
711,SCO,406663342,RBC PRETREAT CHEM SDBB  ,75.0,Sharp Coronado Hospital,2019
712,SCO,406663361,SICKLE CELL TEST SDBB,35.0,Sharp Coronado Hospital,2019
713,SCO,406663363,RBC ANTIGEN MOLECULAR SDBB,500.0,Sharp Coronado Hospital,2019
714,SCO,406670010,IMMUNOGLOBULIN E IGE (PACRIM),18.0,Sharp Coronado Hospital,2019
715,SCO,406690002,GHBA URINE,165.0,Sharp Coronado Hospital,2019
716,SCO,406690003,GHBA BLOOD,165.0,Sharp Coronado Hospital,2019
717,SCO,406690013,NORTRIPTYLINE,13.44,Sharp Coronado Hospital,2019
718,SCO,406690015,PHENYTOIN FREE ,14.83,Sharp Coronado Hospital,2019
719,SCO,406690016,PHENYTOIN TOTAL,14.29,Sharp Coronado Hospital,2019
720,SCO,406690017,PRIMIDONE ,2.8,Sharp Coronado Hospital,2019
721,SCO,406690019,ACTH,19.6,Sharp Coronado Hospital,2019
722,SCO,406690022,OLIGO CSF ALBUMIN SERUM,6.16,Sharp Coronado Hospital,2019
723,SCO,406690026,ALDOLASE,5.0,Sharp Coronado Hospital,2019
724,SCO,406690027,ALDOSTERONE,19.6,Sharp Coronado Hospital,2019
725,SCO,406690028,A1 ANTITRYPSIN TOTAL,7.0,Sharp Coronado Hospital,2019
726,SCO,406690029,ALUMINUM,11.2,Sharp Coronado Hospital,2019
727,SCO,406690031,AMINOLEVULINIC ACID,32.76,Sharp Coronado Hospital,2019
728,SCO,406690033,AMYLASE ISOENZ,7.84,Sharp Coronado Hospital,2019
729,SCO,406690034,ANDROSTENEDIONE,20.0,Sharp Coronado Hospital,2019
730,SCO,406690035,ANGIOTENSIN I CONV ENZYME,6.0,Sharp Coronado Hospital,2019
731,SCO,406690036,LIPOPROTEIN A,10.0,Sharp Coronado Hospital,2019
732,SCO,406690037,ARSENIC,14.0,Sharp Coronado Hospital,2019
733,SCO,406690038,BETA 2 MICROGLOBULIN,11.2,Sharp Coronado Hospital,2019
734,SCO,406690039,BILE ACID,12.6,Sharp Coronado Hospital,2019
735,SCO,406690040,CADMIUM,14.0,Sharp Coronado Hospital,2019
736,SCO,406690041,VITAMIN D 25 HYDROXY,9.0,Sharp Coronado Hospital,2019
737,SCO,406690043,CALCIUM URINE 24HR,5.88,Sharp Coronado Hospital,2019
738,SCO,406690044,STONE ANALYSIS,16.0,Sharp Coronado Hospital,2019
739,SCO,406690046,CAROTENE,12.6,Sharp Coronado Hospital,2019
740,SCO,406690047,CATCHOL PL FRACTIONATED,20.0,Sharp Coronado Hospital,2019
741,SCO,406690048,CATCHOL UR FRACTIONATED,15.0,Sharp Coronado Hospital,2019
742,SCO,406690049,CERULOPLASMIN,8.4,Sharp Coronado Hospital,2019
743,SCO,406690052,CHOLINESTERASE SERUM,8.96,Sharp Coronado Hospital,2019
744,SCO,406690054,GABAPENTIN,18.2,Sharp Coronado Hospital,2019
745,SCO,406690057,LAMOTRIGINE,9.0,Sharp Coronado Hospital,2019
746,SCO,406690060,AMIODARONE,18.2,Sharp Coronado Hospital,2019
747,SCO,406690061,CHROMIUM,14.0,Sharp Coronado Hospital,2019
748,SCO,406690062,CITRATE URINE,12.6,Sharp Coronado Hospital,2019
749,SCO,406690063,N TELOPEPTIDE,111.16,Sharp Coronado Hospital,2019
750,SCO,406690064,COPPER,12.6,Sharp Coronado Hospital,2019
751,SCO,406690065,CORTISOL FREE URINE,15.4,Sharp Coronado Hospital,2019
752,SCO,406690066,CK ISOENZ CK TOTAL,5.56,Sharp Coronado Hospital,2019
753,SCO,406690067,CK ISOENZYMES,11.44,Sharp Coronado Hospital,2019
754,SCO,406690068,CREATININE URINE,5.6,Sharp Coronado Hospital,2019
755,SCO,406690070,CRYOGLOB QL/QT,7.0,Sharp Coronado Hospital,2019
756,SCO,406690072,DHEA,15.0,Sharp Coronado Hospital,2019
757,SCO,406690073,DHEA SULFATE,11.2,Sharp Coronado Hospital,2019
758,SCO,406690074,VIT D 1 25 DIHYDROXY,18.0,Sharp Coronado Hospital,2019
759,SCO,406690075,ERYTHROPOIETIN,15.0,Sharp Coronado Hospital,2019
760,SCO,406690076,ESTROGEN FRACTIONATED,17.0,Sharp Coronado Hospital,2019
761,SCO,406690077,ESTRIOL,14.28,Sharp Coronado Hospital,2019
762,SCO,406690078,ESTRONE,28.0,Sharp Coronado Hospital,2019
763,SCO,406690079,FATS/LIPIDS FECES QUAL,14.56,Sharp Coronado Hospital,2019
764,SCO,406690081,FOLATE RBC,14.0,Sharp Coronado Hospital,2019
765,SCO,406690082,CRYOGLOB QT IMMUNOGLOB,9.24,Sharp Coronado Hospital,2019
766,SCO,406690085,OLIGO CSF IGG,12.85,Sharp Coronado Hospital,2019
767,SCO,406690086,IGE,6.75,Sharp Coronado Hospital,2019
768,SCO,406690088,GASTRIN,8.0,Sharp Coronado Hospital,2019
769,SCO,406690089,G6PD,17.64,Sharp Coronado Hospital,2019
770,SCO,406690090,FRUCTOSAMINE,10.64,Sharp Coronado Hospital,2019
771,SCO,406690091,GLYCATED ALBUMIN,45.64,Sharp Coronado Hospital,2019
772,SCO,406690092,GROWTH HORMONE,8.0,Sharp Coronado Hospital,2019
773,SCO,406690094,HEAVY METAL QUANT EACH,19.6,Sharp Coronado Hospital,2019
774,SCO,406690096,HGB EVAL 50610 NORMAL,23.0,Sharp Coronado Hospital,2019
775,SCO,406690097,HEMOGLOBIN A2/F,29.4,Sharp Coronado Hospital,2019
776,SCO,406690100,HISTAMINE,23.8,Sharp Coronado Hospital,2019
777,SCO,406690102,HVA URINE,15.4,Sharp Coronado Hospital,2019
778,SCO,406690104,HIAA URINE,15.68,Sharp Coronado Hospital,2019
779,SCO,406690105,HYDROXYPROGESTERONE 17,19.6,Sharp Coronado Hospital,2019
780,SCO,406690106,GLIADIN AB,9.8,Sharp Coronado Hospital,2019
781,SCO,406690107,ENDOMYSIAL AB ,5.0,Sharp Coronado Hospital,2019
782,SCO,406690108,GBM IGG,28.0,Sharp Coronado Hospital,2019
783,SCO,406690110,PTH RELATED PEPTIDE,50.0,Sharp Coronado Hospital,2019
784,SCO,406690114,TUMOR NECROSIS FACTOR,95.0,Sharp Coronado Hospital,2019
785,SCO,406690115,INSULIN TOTAL,8.4,Sharp Coronado Hospital,2019
786,SCO,406690116,LD ISOENZ LD TOTAL,5.0,Sharp Coronado Hospital,2019
787,SCO,406690117,LD ISOENZYMES,15.44,Sharp Coronado Hospital,2019
788,SCO,406690118,LEAD,7.0,Sharp Coronado Hospital,2019
789,SCO,406690119,LIPOPROTEIN ELP,48.16,Sharp Coronado Hospital,2019
790,SCO,406690122,MERCURY QT BLD OR UR,9.8,Sharp Coronado Hospital,2019
791,SCO,406690123,METANEPHRINES URINE,21.0,Sharp Coronado Hospital,2019
792,SCO,406690125,MYELIN BASIC PROTEIN CSF,26.6,Sharp Coronado Hospital,2019
793,SCO,406690126,MYOGLOBIN,12.04,Sharp Coronado Hospital,2019
794,SCO,406690127,OLIGO CSF ALBUMIN CSF,7.34,Sharp Coronado Hospital,2019
795,SCO,406690130,OLIGOCLONAL BANDS,28.0,Sharp Coronado Hospital,2019
796,SCO,406690132,ORGANIC ACIDS URINE,70.0,Sharp Coronado Hospital,2019
797,SCO,406690133,METHYLMALONIC ACID,15.0,Sharp Coronado Hospital,2019
798,SCO,406690134,OXALATE URINE,19.32,Sharp Coronado Hospital,2019
799,SCO,406690137,ALK PHOSPHATASE TOTAL ,5.01,Sharp Coronado Hospital,2019
800,SCO,406690138,ALK PHOS ISOENZYMES,14.31,Sharp Coronado Hospital,2019
801,SCO,406690139,PHOSPHORUS URINE,6.44,Sharp Coronado Hospital,2019
802,SCO,406690140,PORPHYRIN URINE,25.48,Sharp Coronado Hospital,2019
803,SCO,406690142,PSA TOTAL,6.5,Sharp Coronado Hospital,2019
804,SCO,406690143,PSA FREE ,6.5,Sharp Coronado Hospital,2019
805,SCO,406690147,VITAMIN B6,10.0,Sharp Coronado Hospital,2019
806,SCO,406690151,RENIN ACTIVITY,12.6,Sharp Coronado Hospital,2019
807,SCO,406690152,SEROTONIN,35.0,Sharp Coronado Hospital,2019
808,SCO,406690153,SEXHORM BND GLB (SHBG),6.0,Sharp Coronado Hospital,2019
809,SCO,406690154,SIALIC ACID (LASA),27.16,Sharp Coronado Hospital,2019
810,SCO,406690155,SOMATOMEDIN (IGF1),9.0,Sharp Coronado Hospital,2019
811,SCO,406690157,PORPHYRN,17.92,Sharp Coronado Hospital,2019
812,SCO,406690158,TESTOSTERONE FREE,7.5,Sharp Coronado Hospital,2019
813,SCO,406690159,THIOCYANATE,23.8,Sharp Coronado Hospital,2019
814,SCO,406690161,THYROXINE BINDING GLOBULIN,12.6,Sharp Coronado Hospital,2019
815,SCO,406690162,THYROID STIMULATING IMM GLOB,22.0,Sharp Coronado Hospital,2019
816,SCO,406690164,T3 FREE,5.0,Sharp Coronado Hospital,2019
817,SCO,406690165,T3 REVERSE,17.0,Sharp Coronado Hospital,2019
818,SCO,406690168,URIC ACID URINE,6.16,Sharp Coronado Hospital,2019
819,SCO,406690169,VASOPRESSIN (ADH),29.4,Sharp Coronado Hospital,2019
820,SCO,406690170,ZINC ,9.8,Sharp Coronado Hospital,2019
821,SCO,406690171,C PEPTIDE,11.2,Sharp Coronado Hospital,2019
822,SCO,406690175,PROTEIN S FUNCTIONAL,36.4,Sharp Coronado Hospital,2019
823,SCO,406690176,VISCOSITY,9.8,Sharp Coronado Hospital,2019
824,SCO,406690177,PLT AB DIRECT IGG/IGM,30.8,Sharp Coronado Hospital,2019
825,SCO,406690183,CARDIOLIPIN IGG/IGM,11.76,Sharp Coronado Hospital,2019
826,SCO,406690184,COMPLEMENT 2,33.6,Sharp Coronado Hospital,2019
827,SCO,406690185,C1 ESTERASE INHIBITOR,13.16,Sharp Coronado Hospital,2019
828,SCO,406690186,COMPLEMENT TOTAL (CH50),8.5,Sharp Coronado Hospital,2019
829,SCO,406690187,DS DNA AB,8.96,Sharp Coronado Hospital,2019
830,SCO,406690188,SS DNA IGG,17.92,Sharp Coronado Hospital,2019
831,SCO,406690189,RIBOSOMAL P AB,22.4,Sharp Coronado Hospital,2019
832,SCO,406690190,ENA AB EA,12.6,Sharp Coronado Hospital,2019
833,SCO,406690191,HISTONE AB,11.2,Sharp Coronado Hospital,2019
834,SCO,406690192,JO1 IGG,22.4,Sharp Coronado Hospital,2019
835,SCO,406690193,ANNA CSF,180.0,Sharp Coronado Hospital,2019
836,SCO,406690195,ANCA ATYPICAL,12.0,Sharp Coronado Hospital,2019
837,SCO,406690196,RETICULIN AB,14.0,Sharp Coronado Hospital,2019
838,SCO,406690198,ENDOMYSIAL AB TITER,18.0,Sharp Coronado Hospital,2019
839,SCO,406690200,CA 15 3,10.0,Sharp Coronado Hospital,2019
840,SCO,406690203,CHROMOGRANIN A,36.0,Sharp Coronado Hospital,2019
841,SCO,406690204,RABIES AB,57.04,Sharp Coronado Hospital,2019
842,SCO,406690205,PNEUMONITIS PRECIPITIN EA ,4.9,Sharp Coronado Hospital,2019
843,SCO,406690206,C1Q BINDING ASSAY,16.8,Sharp Coronado Hospital,2019
844,SCO,406690207,RAJI CELL ,137.76,Sharp Coronado Hospital,2019
845,SCO,406690209,INTRINSIC FACTOR AB,22.68,Sharp Coronado Hospital,2019
846,SCO,406690210,CD4 TOTAL T CELL COUNT,18.1,Sharp Coronado Hospital,2019
847,SCO,406690211,CD4/CD8 ABS COUNT,22.5,Sharp Coronado Hospital,2019
848,SCO,406690212,TPO AB,8.4,Sharp Coronado Hospital,2019
849,SCO,406690213,BARTONELLA HENSELAE AB,10.36,Sharp Coronado Hospital,2019
850,SCO,406690214,BLASTOMYCES AB BY ID,12.32,Sharp Coronado Hospital,2019
851,SCO,406690215,LYME ABS,8.4,Sharp Coronado Hospital,2019
852,SCO,406690216,BRUCELLA AB,12.6,Sharp Coronado Hospital,2019
853,SCO,406690217,CANDIDA AB,11.76,Sharp Coronado Hospital,2019
854,SCO,406690218,CHLAMYDIA AB IGG,8.1,Sharp Coronado Hospital,2019
855,SCO,406690219,CHLAMYDIA AB IGM,8.7,Sharp Coronado Hospital,2019
856,SCO,406690220,COCCI AB CSF,11.2,Sharp Coronado Hospital,2019
857,SCO,406690221,COCCI AB BLOOD,9.8,Sharp Coronado Hospital,2019
858,SCO,406690222,QFEVER IGG,11.9,Sharp Coronado Hospital,2019
859,SCO,406690224,CMV AB IGG,9.8,Sharp Coronado Hospital,2019
860,SCO,406690225,CMV AB IGM,10.36,Sharp Coronado Hospital,2019
861,SCO,406690227,CA ENCEPHALITIS AB IGG,17.36,Sharp Coronado Hospital,2019
862,SCO,406690228,E EQUINE ENCEPH AB IGG,17.36,Sharp Coronado Hospital,2019
863,SCO,406690229,ST LOUIS ENCEPH AB IGG,17.36,Sharp Coronado Hospital,2019
864,SCO,406690230,W EQUINE ENCEPH AB IGG,17.36,Sharp Coronado Hospital,2019
865,SCO,406690231,COXSACKIE B AB,20.44,Sharp Coronado Hospital,2019
866,SCO,406690233,EBV EARLY AG IGG,8.96,Sharp Coronado Hospital,2019
867,SCO,406690234,EBV VIRAL CAPSID AB IGM,8.96,Sharp Coronado Hospital,2019
868,SCO,406690237,HTLV I/II AB,11.2,Sharp Coronado Hospital,2019
869,SCO,406690239,HSV AB NON SPECIFIC,11.2,Sharp Coronado Hospital,2019
870,SCO,406690241,HISTOPLASMA ABS BY ID,9.8,Sharp Coronado Hospital,2019
871,SCO,406690242,HEPATITIS BE AB,14.0,Sharp Coronado Hospital,2019
872,SCO,406690244,LEGIONELLA AB,10.36,Sharp Coronado Hospital,2019
873,SCO,406690246,MUMPS IGG,5.0,Sharp Coronado Hospital,2019
874,SCO,406690247,MUMPS IGM,7.0,Sharp Coronado Hospital,2019
875,SCO,406690248,MYCOPLASMA IGG,9.8,Sharp Coronado Hospital,2019
876,SCO,406690249,PARVOVIRUS IGG/IGM,15.4,Sharp Coronado Hospital,2019
877,SCO,406690250,CHAGAS AB,16.8,Sharp Coronado Hospital,2019
878,SCO,406690251,AMOEBIC AB,11.2,Sharp Coronado Hospital,2019
879,SCO,406690253,RUBELLA IGM,8.4,Sharp Coronado Hospital,2019
880,SCO,406690254,TETANUS AB IGG,9.8,Sharp Coronado Hospital,2019
881,SCO,406690257,TOXOPLASMA IGM,9.8,Sharp Coronado Hospital,2019
882,SCO,406690258,TREPONEMA PALLIDUM AB,14.56,Sharp Coronado Hospital,2019
883,SCO,406690259,FTA ABS,9.8,Sharp Coronado Hospital,2019
884,SCO,406690260,DENGUE FEVER IGG/M,17.78,Sharp Coronado Hospital,2019
885,SCO,406690261,THYROGLOBULIN AB,7.0,Sharp Coronado Hospital,2019
886,SCO,406690264,CLOS DIFFICILE CULTURE,23.0,Sharp Coronado Hospital,2019
887,SCO,406690265,MYCOPLASMA CULTURE,36.4,Sharp Coronado Hospital,2019
888,SCO,406690267,CHLAMYDIA CULTURE,30.0,Sharp Coronado Hospital,2019
889,SCO,406690268,CHLAMYDIA STAIN,8.0,Sharp Coronado Hospital,2019
890,SCO,406690269,FUNGAL DNA PROBE,129.92,Sharp Coronado Hospital,2019
891,SCO,406690272,C DIFFICILE CYTOTOXIN,25.2,Sharp Coronado Hospital,2019
892,SCO,406690273,CMV CULTURE,65.4,Sharp Coronado Hospital,2019
893,SCO,406690274,HSV CULTURE,18.43,Sharp Coronado Hospital,2019
894,SCO,406690275,VIRUS CULT RESPIRATORY,54.0,Sharp Coronado Hospital,2019
895,SCO,406690276,CMV SHELL VIAL CULTURE,61.04,Sharp Coronado Hospital,2019
896,SCO,406690278,V ZOST DFA/HSV2,23.1,Sharp Coronado Hospital,2019
897,SCO,406690280,V ZOST DFA/HSV1,23.1,Sharp Coronado Hospital,2019
898,SCO,406690282,GIARDIA AG,16.8,Sharp Coronado Hospital,2019
899,SCO,406690283,ENTAMOEBA AG             ,16.8,Sharp Coronado Hospital,2019
900,SCO,406690284,H PYLORI AG,40.0,Sharp Coronado Hospital,2019
901,SCO,406690285,HEPATITIS BE AG,13.16,Sharp Coronado Hospital,2019
902,SCO,406690287,ROTAVIRUS AG,8.12,Sharp Coronado Hospital,2019
903,SCO,406690290,LYME PCR,89.6,Sharp Coronado Hospital,2019
904,SCO,406690291,CHLAMYDIA DNA PROBE,18.0,Sharp Coronado Hospital,2019
905,SCO,406690293,HEPATITIS C RNA QL,50.0,Sharp Coronado Hospital,2019
906,SCO,406690295,HSV PCR,50.0,Sharp Coronado Hospital,2019
907,SCO,406690296,HIV 1 RNA QT,55.0,Sharp Coronado Hospital,2019
908,SCO,406690297,LEGIONELLA PCR,91.0,Sharp Coronado Hospital,2019
909,SCO,406690301,ENTROVIRUS PCR,75.0,Sharp Coronado Hospital,2019
910,SCO,406690302,TOXOPLASMA PCR,80.0,Sharp Coronado Hospital,2019
911,SCO,406690303,VARICELLA ZOSTER PCR,55.0,Sharp Coronado Hospital,2019
912,SCO,406690309,HSV TISSUE CULTURE,6.49,Sharp Coronado Hospital,2019
913,SCO,406690310,SPERM AB,48.25,Sharp Coronado Hospital,2019
914,SCO,406690312,HEPATITIS C GENOTYPE,65.0,Sharp Coronado Hospital,2019
915,SCO,406690314,TESTOSTERONE TOTAL,6.0,Sharp Coronado Hospital,2019
916,SCO,406690315,HEPATITIS B SURFACE AB QT,10.36,Sharp Coronado Hospital,2019
917,SCO,406690317,EBV NUCLEAR AG AB IGG,8.96,Sharp Coronado Hospital,2019
918,SCO,406690319,HEPARIN INDUCED PLATELET,45.0,Sharp Coronado Hospital,2019
919,SCO,406690367,PLATELET AB INDIRECT,61.6,Sharp Coronado Hospital,2019
920,SCO,406690374,VARICELLA ZOSTER AB,8.0,Sharp Coronado Hospital,2019
921,SCO,406690376,VDRL CSF,5.6,Sharp Coronado Hospital,2019
922,SCO,406690378,VASOACT INTS PEPTIDE (VIP,26.6,Sharp Coronado Hospital,2019
923,SCO,406690379,VITAMIN A,9.0,Sharp Coronado Hospital,2019
924,SCO,406690380,VITAMIN E,14.0,Sharp Coronado Hospital,2019
925,SCO,406690381,VANILLYMANDELIC ACID,17.08,Sharp Coronado Hospital,2019
926,SCO,406690382,YERSINIA AB,33.88,Sharp Coronado Hospital,2019
927,SCO,406690384,HIV PHENOTYPE 1,746.52,Sharp Coronado Hospital,2019
928,SCO,406690385,HIV PHENOTYPE 2,39.85,Sharp Coronado Hospital,2019
929,SCO,406690386,THYROGLOBULIN,14.0,Sharp Coronado Hospital,2019
930,SCO,406690387,THYROGLOBULIN AB,7.0,Sharp Coronado Hospital,2019
931,SCO,406690390,COXSACKIE A AB,22.12,Sharp Coronado Hospital,2019
932,SCO,406690391,HEPATITIS B DNA QT,70.0,Sharp Coronado Hospital,2019
933,SCO,406690392,CARDIOLIPIN IGA,11.76,Sharp Coronado Hospital,2019
934,SCO,406690393,ANTI PHOSPHOLIPID AB,18.2,Sharp Coronado Hospital,2019
935,SCO,406690399,BLASTOMYCES AB BY CF,11.2,Sharp Coronado Hospital,2019
936,SCO,406690450,THYROGLOBULIN LC MS,64.4,Sharp Coronado Hospital,2019
937,SCO,406690451,VIRUS CULT NONRESPIRATORY,40.0,Sharp Coronado Hospital,2019
938,SCO,406690452,CALPROTECTIN FECAL,78.0,Sharp Coronado Hospital,2019
939,SCO,406690453,AFP TOTAL AND L3 PERCENT,85.0,Sharp Coronado Hospital,2019
940,SCO,406690454,ONCOPROTEIN DES GAMMA CP,95.0,Sharp Coronado Hospital,2019
941,SCO,406690461,MTHFR MUTATION DETECTION,70.0,Sharp Coronado Hospital,2019
942,SCO,406690462,JAK2 V617F MUTATION QUANT,170.0,Sharp Coronado Hospital,2019
943,SCO,406690463,BCR/ABL 1 MAJR (P210) QTE,200.0,Sharp Coronado Hospital,2019
944,SCO,406690464,BCR/ABL 1 MINR (P190) QT,220.0,Sharp Coronado Hospital,2019
945,SCO,406690465,HEMOCHROMATOSIS MUTATION,67.0,Sharp Coronado Hospital,2019
946,SCO,406690600,HTLV WESTERN BLOT,72.8,Sharp Coronado Hospital,2019
947,SCO,406690601,A1 ANTITRYPSIN PHENO,33.0,Sharp Coronado Hospital,2019
948,SCO,406690604,RUBEOLA IGM (MEASLES),8.26,Sharp Coronado Hospital,2019
949,SCO,406690605,CCP IGG MULT STEP METHOD,10.0,Sharp Coronado Hospital,2019
950,SCO,406690607,INFECTIOUS AGENT AMPL PRO,46.5,Sharp Coronado Hospital,2019
951,SCO,406690608,C1 ESTERASE INHIBITOR FUNCT,25.48,Sharp Coronado Hospital,2019
952,SCO,406690609,GONADOTROPIN CHORIONIC QT,12.04,Sharp Coronado Hospital,2019
953,SCO,406690613,LDL CHOLESTEROL DIRECT,9.8,Sharp Coronado Hospital,2019
954,SCO,406690615,SOMATOSTATIN,194.0,Sharp Coronado Hospital,2019
955,SCO,406690616,CLOZAPINE,13.0,Sharp Coronado Hospital,2019
956,SCO,406690617,ALLERGEN SPECIFIC IGE QT,3.75,Sharp Coronado Hospital,2019
957,SCO,406690624,MICROSOMAL ANTIBODIES IGG,13.44,Sharp Coronado Hospital,2019
958,SCO,406690630,TSH RECEPTOR AB,25.0,Sharp Coronado Hospital,2019
959,SCO,406690631,IMMUNOGLOBULIN G SUBCLASS,13.44,Sharp Coronado Hospital,2019
960,SCO,406690632,HERPES SIMPLEX TYPE 1 AB,6.0,Sharp Coronado Hospital,2019
961,SCO,406690633,HERPES SIMPLEX TYPE 2 AB,6.0,Sharp Coronado Hospital,2019
962,SCO,406690636,GLUTAMIC ACID DECARBOX RIA,39.2,Sharp Coronado Hospital,2019
963,SCO,406690637,IGF BINDING PROTEIN 3,10.0,Sharp Coronado Hospital,2019
964,SCO,406690638,MICROALBUMIN URINE QT ,3.76,Sharp Coronado Hospital,2019
965,SCO,406690639,IMMUNOFIX ELP URINE ,29.35,Sharp Coronado Hospital,2019
966,SCO,406690640,NEPHELOM KAPPA LAMBDA,13.5,Sharp Coronado Hospital,2019
967,SCO,406690641,OXYCARBAZEPINE METABOLITE,13.0,Sharp Coronado Hospital,2019
968,SCO,406690642,TISSUE TRANSGLUTAMINASE A,5.0,Sharp Coronado Hospital,2019
969,SCO,406690643,TISSUE TRANSGLUTAMINASE A,10.0,Sharp Coronado Hospital,2019
970,SCO,406690650,VIRUS ISO C TRACH (SHELL,9.97,Sharp Coronado Hospital,2019
971,SCO,406690654,CMV IGG,9.8,Sharp Coronado Hospital,2019
972,SCO,406690655,HSV IGG ,9.8,Sharp Coronado Hospital,2019
973,SCO,406690656,RUBELLA/TOXOPL IGG EA,9.8,Sharp Coronado Hospital,2019
974,SCO,406690657,KD HEAT SHOCK PROTEIN,100.0,Sharp Coronado Hospital,2019
975,SCO,406690658,CYSTINE URINE QT,70.0,Sharp Coronado Hospital,2019
976,SCO,406690671,NEURONAL NUCLEAR AB IMMBL,111.72,Sharp Coronado Hospital,2019
977,SCO,406690672,N TELOPEPTIDE URINE,26.6,Sharp Coronado Hospital,2019
978,SCO,406690674,VARICELLA ZOSTER DFA ,42.28,Sharp Coronado Hospital,2019
979,SCO,406690675,V ZOSTER DFA ,42.28,Sharp Coronado Hospital,2019
980,SCO,406690676,HSV1 DFA,23.1,Sharp Coronado Hospital,2019
981,SCO,406690677,HSV2 DFA ,23.1,Sharp Coronado Hospital,2019
982,SCO,406690678,TESTOSTERONE TOTAL BY LCM,14.5,Sharp Coronado Hospital,2019
983,SCO,406690679,MYCOPHENOLIC ACID,20.0,Sharp Coronado Hospital,2019
984,SCO,406690680,TESTOSTERONE FREE BY LCMS,20.0,Sharp Coronado Hospital,2019
985,SCO,406690681,MYCOPLASMA PNEU PCR,45.0,Sharp Coronado Hospital,2019
986,SCO,406690683,BORDETELLA ANTIBODY,16.8,Sharp Coronado Hospital,2019
987,SCO,406690684,METANEPHRINES,25.0,Sharp Coronado Hospital,2019
988,SCO,406690685,CAROTENES FRACTIONATED,42.0,Sharp Coronado Hospital,2019
989,SCO,406690686,THIAMINE (VITAMIN B1),12.0,Sharp Coronado Hospital,2019
990,SCO,406690687,HEPATITIS DELTA AGENT,12.6,Sharp Coronado Hospital,2019
991,SCO,406690688,LDL SUBCLASSES ,47.09,Sharp Coronado Hospital,2019
992,SCO,406690689,CHOLESTEROL ,8.35,Sharp Coronado Hospital,2019
993,SCO,406690690,POLIOVIRUS ANTIBODY,40.04,Sharp Coronado Hospital,2019
994,SCO,406690691,LEVETIRACETAM (KEPPRA) ,11.0,Sharp Coronado Hospital,2019
995,SCO,406690692,ASPERGILLUS ANTIBODIES,11.2,Sharp Coronado Hospital,2019
996,SCO,406690693,DIPTHERIA ANTIBODY IGG,9.8,Sharp Coronado Hospital,2019
997,SCO,406690694,STREP PNEUMO ABS,2.52,Sharp Coronado Hospital,2019
