,CDM,Description,REVENUE,HCPCS,CPT,Price,Hospital,Year
1276,41070251,Aph ARBC ACDA AS1,300,,86890,265.0,College Medical Center,2019
1277,41070251,Aph ARBC ACDA AS3,300,,86890,265.0,College Medical Center,2019
1278,41070251,Aph ARBC CP2D AS3,300,,86890,265.0,College Medical Center,2019
1279,41070251,Auto RBC AS1,300,,86890,265.0,College Medical Center,2019
1280,41070251,Auto RBC AS3,300,,86890,265.0,College Medical Center,2019
1281,41070251,Auto RBC AS5,300,,86890,265.0,College Medical Center,2019
1282,41070251,Auto RBC CP2D,300,,86890,265.0,College Medical Center,2019
1283,41070251,Auto RBC CPD,300,,86890,265.0,College Medical Center,2019
1284,41070251,Auto RBC CPDA1,300,,86890,265.0,College Medical Center,2019
1285,42351011,ER Urine Pregnancy Test,300,,81025,182.0,College Medical Center,2019
1286,42580548,FC - Hemoglobin,300,,85018,6.5,College Medical Center,2019
1287,42580549,FC - Pregnancy Tests,300,,84703,20.5,College Medical Center,2019
1288,42580550,FC - Wet Mount KOH,300,,87210,11.75,College Medical Center,2019
1289,4093000,Amphetamine Ur Qual.,301,,80101,38.0,College Medical Center,2019
1290,40601291,Bedside Glucose,301,,82962,32.2,College Medical Center,2019
1291,40609968,Acetaminophen Level,301,,80329,164.0,College Medical Center,2019
1292,40609968,Acetaminophen Level,301,,80329,64.0,College Medical Center,2019
1293,40609968,HC - Acetaminophen Level,301,,80329,64.0,College Medical Center,2019
1294,40609976,Acid Phosphatase Total-ARUP,301,,84060,7.6,College Medical Center,2019
1295,40609980,Adenosine Deaminase RBC-ARUP,301,,84311,7.6,College Medical Center,2019
1296,40609984,Aldosterone Urine-ARUP,301,,82088,45.06,College Medical Center,2019
1297,40609992,Angiotensin Converting Enzyme-ARUP,301,,82164,16.14,College Medical Center,2019
1298,40610016,Acetone,301,,82009,79.52,College Medical Center,2019
1299,40610020,Acetylcholine Binding Antibody-ARUP,301,,83519,14.94,College Medical Center,2019
1300,40610022,Acetylcholine Modulating Antibody-ARUP,301,,83519,14.94,College Medical Center,2019
1301,40610023,Acetylcholine Blocking Antibody-ARUP,301,,83519,14.94,College Medical Center,2019
1302,40610024,Prostatic Acid Phosphatase-ARUP,301,,84066,14.24,College Medical Center,2019
1303,40610030,Arginine Vasopressin Hormone-ARUP,301,,84588,37.53,College Medical Center,2019
1304,40610057,Albumin Level,301,,82040,53.0,College Medical Center,2019
1305,40610057,Albumin Level,301,,82040,53.0,College Medical Center,2019
1306,40610057,HC - Albumin Level,301,,82040,53.0,College Medical Center,2019
1307,40610060,Albumin Level Urine,301,,82043,53.0,College Medical Center,2019
1308,40610060,Urine 24 Hour Albumin,301,,82043,53.0,College Medical Center,2019
1309,40610065,Ethanol Level,301,G0479,80320,200.0,College Medical Center,2019
1310,40610065,Ethanol Level,301,,80320,200.0,College Medical Center,2019
1311,40610065,HC - Ethanol Level,301,,80320,200.0,College Medical Center,2019
1312,40610081,Alkaline Phosphatase,301,,84075,74.0,College Medical Center,2019
1313,40610083,Alkaline Phosphatase Isoenzymes-ARUP,301,,84080,22.07,College Medical Center,2019
1314,40610090,Alpha-1-Antitrypsin-ARUP,301,,82103,14.85,College Medical Center,2019
1315,40610097,Amiodarone and Metabolite-ARUP,301,,80299,30.28,College Medical Center,2019
1316,40610099,Ammonia Level,301,,82140,204.0,College Medical Center,2019
1317,40610115,Amylase Level,301,,82150,158.0,College Medical Center,2019
1318,40610120,Amylase Isoenzymes-ARUP,301,,82150,14.34,College Medical Center,2019
1319,40610131,Aldosterone-ARUP,301,,82088,45.6,College Medical Center,2019
1320,40610148,"Amino Acids Quantitative, Plasma-ARUP",301,,82139,18.65,College Medical Center,2019
1321,40610156,Alpha Fetoprotein Tumor Marker-ARUP,301,,82105,12.03,College Medical Center,2019
1322,40610161,.Reflex Bill PR3-ARUP,301,,83516,10.27,College Medical Center,2019
1323,40610162,.Reflex Bill ANA Titer-ARUP,301,,86039,12.34,College Medical Center,2019
1324,40610162,.Reflex Bill ANCA Titer-ARUP,301,,86256,13.33,College Medical Center,2019
1325,40610167,.Reflex Bill DSDNA-ARUP,301,,86225,15.19,College Medical Center,2019
1326,40610176,.Reflex Bill SSB-ARUP,301,,86235,15.2,College Medical Center,2019
1327,40610184,.Reflex Bill SSA-ARUP,301,,86235,15.2,College Medical Center,2019
1328,40610191,GBM IgG Antibody by IFA-ARUP,301,,86255,12.16,College Medical Center,2019
1329,40610198,Adrenocorticotropic Hormone-ARUP,301,,82024,42.7,College Medical Center,2019
1330,40610206,Aldolase-ARUP,301,,82085,10.74,College Medical Center,2019
1331,40610222,Amikacin Level,301,,80150,96.25,College Medical Center,2019
1332,40610222,Amikacin Level Peak,301,,80150,96.25,College Medical Center,2019
1333,40610222,Amikacin Level Trough,301,,80150,96.25,College Medical Center,2019
1334,40610232,.Reflex Bill Arsenic Fract-ARUP,301,,82175,20.98,College Medical Center,2019
1335,40610234,.Reflex Bill ASM Titer-ARUP,301,,86256,13.33,College Medical Center,2019
1336,40610241,Glutamic Acid Decarboxylase Antibody-ARUP,301,,83516,10.27,College Medical Center,2019
1337,40610248,Mitochondrial M2 IgG Antibody-ARUP,301,,83516,10.27,College Medical Center,2019
1338,40610257,Arsenic Blood-ARUP,301,,82175,20.98,College Medical Center,2019
1339,40610280,Vitamin B1 (Thiamine) Plasma-ARUP,301,,84425,23.48,College Medical Center,2019
1340,40610290,Beta-2 Microglobulin-ARUP,301,,82232,17.71,College Medical Center,2019
1341,40610293,B-Type Natriuretic Peptide,301,,83880,600.0,College Medical Center,2019
1342,40610297,Beta Human Chorionic Gonadotropin Quantitative,301,,84702,300.0,College Medical Center,2019
1343,40610298,Beta-Hydroxybutyric Acid-ARUP,301,,82010,9.03,College Medical Center,2019
1344,40610305,Barbituate Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1345,40610305,Barbituate Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1346,40610305,Urine Barbiturate Screen,301,G0431,,32.0,College Medical Center,2019
1347,40610305,Urine Barbiturate Screen,301,G0431,,32.0,College Medical Center,2019
1348,40610315,BMP,301,,80048,375.0,College Medical Center,2019
1349,40610315,Basic Metabolic Panel,301,,80048,375.0,College Medical Center,2019
1350,40610315,HC - BMP,301,,80048,375.0,College Medical Center,2019
1351,40610321,Benzodiazepine Ur Qual.,301,,,38.0,College Medical Center,2019
1352,40610321,Benzodiazepine Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1353,40610321,Urine Benzodiazepine Screen,301,G0431,,32.0,College Medical Center,2019
1354,40610321,Urine Benzodiazepine Screen,301,G0431,,32.0,College Medical Center,2019
1355,40610330,Bile Acids Total-ARUP,301,,82239,18.94,College Medical Center,2019
1356,40610347,Bilirubin Total,301,,82247,95.0,College Medical Center,2019
1357,40610347,Bilirubin Total,301,,82247,95.0,College Medical Center,2019
1358,40610354,Blood Urea Nitrogen,301,,84520,70.0,College Medical Center,2019
1359,40610362,Bilirubin Direct,301,,82248,82.0,College Medical Center,2019
1360,40610362,Bilirubin Direct,301,,82248,82.0,College Medical Center,2019
1361,40610404,Vitamin B12 Level,301,,82607,56.0,College Medical Center,2019
1362,40610450,Bromide Level-ARUP,301,,80299,15.14,College Medical Center,2019
1363,40610452,Buprenorphine Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1364,40610452,U Buprenorphine Screen,301,G0431,,32.0,College Medical Center,2019
1365,40610480,C-Peptide-ARUP,301,,84681,21.64,College Medical Center,2019
1366,40610503,Calcium Level Urine,301,,82340,36.0,College Medical Center,2019
1367,40610505,Urine 24 Hour Calcium,301,,82340,126.0,College Medical Center,2019
1368,40610511,Calcium Level Total,301,,82310,59.0,College Medical Center,2019
1369,40610520,"Calcium,Ionized-ARUP",301,,82330,15.1,College Medical Center,2019
1370,40610536,Catecholamine Epi/Nor-ARUP,301,,82384,27.92,College Medical Center,2019
1371,40610537,Catecholamines Panel Urine Free-ARUP,301,,82384,27.92,College Medical Center,2019
1372,40610539,Ceruloplasmin-ARUP,301,,82390,11.87,College Medical Center,2019
1373,40610578,Chloride Level,301,,82435,49.0,College Medical Center,2019
1374,40610586,Cholesterol Total,301,,82465,95.0,College Medical Center,2019
1375,40610586,Cholesterol Total,301,,82465,95.0,College Medical Center,2019
1376,40610586,Cholesterol Total,301,,82465,95.0,College Medical Center,2019
1377,40610610,Carbon Dioxide Level,301,,82374,40.0,College Medical Center,2019
1378,40610628,Creatine Kinase,301,,82550,150.0,College Medical Center,2019
1379,40610636,CKMB,301,,82553,360.0,College Medical Center,2019
1380,40610644,Creatinine,301,,82565,55.0,College Medical Center,2019
1381,40610651,Creatinine Clearance,301,,82575,111.0,College Medical Center,2019
1382,40610651,Creatinine Clearance,301,,82575,111.0,College Medical Center,2019
1383,40610669,Chloride Level Urine,301,,82436,140.0,College Medical Center,2019
1384,40610671,Ur Chloride,301,,82436,126.0,College Medical Center,2019
1385,40610693,Maternal Screen for Public Health,301,,0,13.0,College Medical Center,2019
1386,40610701,Carotene Level-ARUP,301,,82380,10.2,College Medical Center,2019
1387,40610750,Cortisol-ARUP,301,,82530,18.48,College Medical Center,2019
1388,40610751,Cortisol Urine Free by LC-MS/MS-ARUP,301,,82530,18.48,College Medical Center,2019
1389,40610770,CMP,301,,80053,475.0,College Medical Center,2019
1390,40610770,Comprehensive Metabolic Panel,301,,80053,475.0,College Medical Center,2019
1391,40610770,HC - CMP,301,,80053,475.0,College Medical Center,2019
1392,40610776,Calcitonin-ARUP,301,,82308,29.61,College Medical Center,2019
1393,40610784,Copper Level-ARUP,301,,82525,13.72,College Medical Center,2019
1394,40610800,Creatine Kinase Isoenzymes-ARUP,301,,82552,14.36,College Medical Center,2019
1395,40610805,Acanthamoeba Culture-ARUP,301,,87081,7.33,College Medical Center,2019
1396,40610807,.Reflex Bill Cytotoxin Cell-ARUP,301,,87230,21.82,College Medical Center,2019
1397,40610808,Cyclic Citrullinated Peptid IgG Ab-ARUP,301,,86200,7.1,College Medical Center,2019
1398,40610818,Digitoxin Level-ARUP,301,,80299,15.14,College Medical Center,2019
1399,40610826,Digoxin Level,301,,80162,151.68,College Medical Center,2019
1400,40610834,Phenytoin Level Total,301,,80185,183.0,College Medical Center,2019
1401,40610870,Urea Nitrogen Urine,301,,84540,110.0,College Medical Center,2019
1402,40610870,Urine 24 Hour Nitrogen,301,,84540,110.0,College Medical Center,2019
1403,40610875,DHEA Sulfate-ARUP,301,,82627,24.58,College Medical Center,2019
1404,40610891,Drug Screen (Nonforensic) Comprehensive Serum/Urin,301,G0479,,185.4,College Medical Center,2019
1405,40610909,Electrolyte Panel,301,,80051,154.0,College Medical Center,2019
1406,40610916,"Estradiol, Adult Premenopausal Female-ARUP",301,,82670,30.9,College Medical Center,2019
1407,40610918,Estrone by TMS-ARUP,301,,82679,21.12,College Medical Center,2019
1408,40610930,Erythropoietin-ARUP,301,,82668,20.78,College Medical Center,2019
1409,40610954,Factor V Leiden (F5) R506Q Mutation-ARUP,301,,,31.83,College Medical Center,2019
1410,40610966,Folate Level,301,,82746,48.23,College Medical Center,2019
1411,40610982,Ferritin,301,,82728,169.0,College Medical Center,2019
1412,40610990,Follicle Stimulating Hormone-ARUP,301,,83001,20.55,College Medical Center,2019
1413,40611008,.Reflex Bill FTA Ab-ARUP,301,,86780,18.97,College Medical Center,2019
1414,40611105,Gastrin Level-ARUP,301,,82941,19.2,College Medical Center,2019
1415,40611113,Gamma Glutamyl Transferase,301,,82977,97.0,College Medical Center,2019
1416,40611121,Gentamicin Level,301,,80170,187.0,College Medical Center,2019
1417,40611121,Gentamicin Level Peak,301,,80170,187.0,College Medical Center,2019
1418,40611121,Gentamicin Level Trough,301,,80170,187.0,College Medical Center,2019
1419,40611133,"Gliadin Peptide IgA, IgG  Antibodies,-ARUP",301,,83516,10.27,College Medical Center,2019
1420,40611137,Glucose Cerebrospinal Fluid,301,,82947,60.0,College Medical Center,2019
1421,40611139,Glucose Baseline,301,,82947,55.0,College Medical Center,2019
1422,40611139,Glucose Fasting,301,,82947,55.0,College Medical Center,2019
1423,40611139,Glucose Random,301,,82947,55.0,College Medical Center,2019
1424,40611140,Glucose CSF,301,,82947,60.0,College Medical Center,2019
1425,40611147,Glucose 3 Hour,301,,82951,140.0,College Medical Center,2019
1426,40611147,Glucose Tolerance Test 3 Hour,301,,82951,140.0,College Medical Center,2019
1427,40611147,Glucose Tolerance Test 4 Hour,301,,82951,140.0,College Medical Center,2019
1428,40611147,Glucose Tolerance Test 5 Hour,301,,82951,140.0,College Medical Center,2019
1429,40611154,Glucose 1 Hour,301,,82952,58.0,College Medical Center,2019
1430,40611154,Glucose 2 Hour,301,,82952,58.0,College Medical Center,2019
1431,40611154,Glucose 4 Hour,301,,82952,58.0,College Medical Center,2019
1432,40611154,Glucose 5 Hour,301,,82952,58.0,College Medical Center,2019
1433,40611181,HC - Hemoglobin A1C,301,,83036,105.0,College Medical Center,2019
1434,40611181,Hemoglobin A1C,301,,83036,105.0,College Medical Center,2019
1435,40611181,Hemoglobin A1c,301,,83036,105.0,College Medical Center,2019
1436,40611204,Glucose 1 Hour Post Prandial,301,,82950,57.0,College Medical Center,2019
1437,40611360,Growth Hormone-ARUP,301,,83003,18.43,College Medical Center,2019
1438,40611378,Haptoglobin-ARUP,301,,83010,13.9,College Medical Center,2019
1439,40611394,Cholesterol High Density Lipid,301,,83718,85.0,College Medical Center,2019
1440,40611394,HDL Cholesterol,301,,83718,85.0,College Medical Center,2019
1441,40611394,HDL Cholesterol,301,,83718,85.0,College Medical Center,2019
1442,40611402,Hemoglobin Evaluation-ARUP,301,,83021,19.97,College Medical Center,2019
1443,40611430,Hepatic Function Panel,301,,80076,320.0,College Medical Center,2019
1444,40611440,Hepatitis B Virus DNA Ultra Quant RT- PCR-ARUP,301,,87517,47.36,College Medical Center,2019
1445,40611481,zzFetal Fibronectin,301,,82731,316.75,College Medical Center,2019
1446,40611493,HCV Quant with Reflex to HCV Genotype-ARUP,301,,87522,47.36,College Medical Center,2019
1447,40611500,Bordetella Pertussis Culture - ARUP,301,,87081,7.33,College Medical Center,2019
1448,40611502,40611502 -Culture Stain-ARUP,301,,86813,13.32,College Medical Center,2019
1449,40611507,17-Hydroxyprogesterone-ARUP,301,,83498,30.03,College Medical Center,2019
1450,40611509,.Reflex Bill Heterophile Titer-ARUP,301,,86309,7.08,College Medical Center,2019
1451,40611528,Immunoglobulin A-ARUP,301,,82784,10.56,College Medical Center,2019
1452,40611530,Immunoglobulin E-ARUP,301,,82785,18.21,College Medical Center,2019
1453,40611531,Immunoglobulin G Subclass 1-ARUP,301,,82787,111.8,College Medical Center,2019
1454,40611533,Immunoglobulin G CSF Index-ARUP,301,,82784,20.31,College Medical Center,2019
1455,40611536,Immunoglobulin M-ARUP,301,,82784,18.24,College Medical Center,2019
1456,40611551,Iron Urine-ARUP,301,,83540,119.44,College Medical Center,2019
1457,40611552,Iron Level,301,,83540,85.0,College Medical Center,2019
1458,40611552,Iron Level,301,,83540,85.0,College Medical Center,2019
1459,40611565,.Reflex Bill Hep C Geno-ARUP,301,,87902,284.62,College Medical Center,2019
1460,40611595,.Reflex Bill HIV WB-ARUP,301,,86689,21.4,College Medical Center,2019
1461,40611595,.Reflex Bill Hexagonal Phos-ARUP,301,,85597,19.87,College Medical Center,2019
1462,40611597,Bordetella Pertussis DFA-ARUP,301,,87265,220.0,College Medical Center,2019
1463,40611599,IGF-1 (Insulin-Like Growth Factor 1)-ARUP,301,,84305,20.8,College Medical Center,2019
1464,40611600,17-Ketosteroids Urine-ARUP,301,,83586,14.15,College Medical Center,2019
1465,40611605,Keppra{R} (Levetiracetam) Level-ARUP,301,,80299,15.14,College Medical Center,2019
1466,40611625,Homocysteine Total-ARUP,301,,83090,18.65,College Medical Center,2019
1467,40611631,Intrinsic Factor Blocking Antibody-ARUP,301,,86340,16.66,College Medical Center,2019
1468,40611659,Lactic Acid Lvl,301,,83605,158.0,College Medical Center,2019
1469,40611660,Lactic Acid Cerebrospinal Fluid-ARUP,301,,83605,7.68,College Medical Center,2019
1470,40611670,Lamotrigine Level-ARUP,301,,80299,17.6,College Medical Center,2019
1471,40611675,Lactate Dehydrogenase,301,,83615,124.0,College Medical Center,2019
1472,40611682,Lactate Dehydrogenase Body Fluid-ARUP,301,,83615,6.68,College Medical Center,2019
1473,40611683,Lactate Dehydrogenase Isoenzymes-ARUP,301,,83625,20.83,College Medical Center,2019
1474,40611691,Lipase Level,301,,83690,143.0,College Medical Center,2019
1475,40611720,Lipoprotein (a)-ARUP,301,,82172,20.8,College Medical Center,2019
1476,40611726,HC - Lithium Level,301,,80178,97.0,College Medical Center,2019
1477,40611726,Lithium Level,301,,80178,97.0,College Medical Center,2019
1478,40611726,Lithium Level,301,,80178,97.0,College Medical Center,2019
1479,40611741,Luteinizing Hormone-ARUP,301,,83002,20.48,College Medical Center,2019
1480,40611763,.Reflex Bill MHA TP-ARUP,301,,86780,18.97,College Medical Center,2019
1481,40611766,Phosphorus Level Urine,301,,84105,91.0,College Medical Center,2019
1482,40611766,Urine 24 Hour Phosphorus,301,,84105,91.0,College Medical Center,2019
1483,40611780,Myoglobin,301,,83874,250.0,College Medical Center,2019
1484,40611816,HC - Magnesium Level,301,,83735,150.0,College Medical Center,2019
1485,40611816,Magnesium Level,301,,83735,150.0,College Medical Center,2019
1486,40611816,Magnesium Level,301,,83735,150.0,College Medical Center,2019
1487,40611817,Magnesium Level Urine,301,,83735,370.0,College Medical Center,2019
1488,40611818,Mercury Blood-ARUP,301,,83825,11.2,College Medical Center,2019
1489,40611822,Methylmalonic Acid (MMA) Quantitative-ARUP,301,,83918,18.2,College Medical Center,2019
1490,40611824,Metanephrines Urine-ARUP,301,,83835,35.34,College Medical Center,2019
1491,40611827,Metanephrines (Free)-ARUP,301,,83835,18.73,College Medical Center,2019
1492,40611840,5' Nucleotidase-ARUP,301,,83915,12.33,College Medical Center,2019
1493,40611857,Procainamide and NAPA-ARUP,301,,80299,19.14,College Medical Center,2019
1494,40611909,Oxycodone Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1495,40611909,Oxycodone Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1496,40611909,U Oxycodone Screen,301,G0431,,32.0,College Medical Center,2019
1497,40611909,U Oxycodone Screen,301,G0431,,32.0,College Medical Center,2019
1498,40611915,Osmolality-ARUP,301,,83930,7.3,College Medical Center,2019
1499,40611923,Osmolality Urine-ARUP,301,G0480,80361,10.24,College Medical Center,2019
1500,40611939,Parathyroid Hormone-Related Peptide-ARUP,301,,82397,188.08,College Medical Center,2019
1501,40611948,Propoxyphene Ur Qual.,301,,80101,38.0,College Medical Center,2019
1502,40611948,Propoxyphene Ur Qual.,301,,80101,38.0,College Medical Center,2019
1503,40611948,Urine Propoxyphene Screen,301,G0431,,32.0,College Medical Center,2019
1504,40611956,Phosphorus Level,301,,84100,56.0,College Medical Center,2019
1505,40611957,pH Body Fluid,301,,83986,40.0,College Medical Center,2019
1506,40611963,Phospholipids-ARUP,301,,84311,7.6,College Medical Center,2019
1507,40611965,Phenylalanine,301,,S3620,112.7,College Medical Center,2019
1508,40611998,Potassium Level,301,,84132,63.0,College Medical Center,2019
1509,40612000,Prealbumin,301,,84134,60.0,College Medical Center,2019
1510,40612004,Protein Electrophoresis-ARUP,301,,84165,17.19,College Medical Center,2019
1511,40612037,Protein 24 Hour Urine,301,,84156,42.0,College Medical Center,2019
1512,40612037,Protein Urine,301,,84156,75.0,College Medical Center,2019
1513,40612038,Protein Total Blood,301,,84155,59.0,College Medical Center,2019
1514,40612039,Urine 24 Hour Protein,301,,84155,42.0,College Medical Center,2019
1515,40612053,Prolactin-ARUP,301,,84146,21.42,College Medical Center,2019
1516,40612056,PSA Total With Free PSA Reflex-ARUP,301,,84154,26.65,College Medical Center,2019
1517,40612087,HC - Phenobarbital Level,301,,80184,147.0,College Medical Center,2019
1518,40612087,Phenobarbital Level,301,,80184,147.0,College Medical Center,2019
1519,40612087,Phenobarbital Level,301,,80184,147.0,College Medical Center,2019
1520,40612096,Vitamin B6 (Pyridoxine)-ARUP,301,,84207,15.86,College Medical Center,2019
1521,40612103,Quinidine Level-ARUP,301,,80194,16.0,College Medical Center,2019
1522,40612111,Beta Human Chorionic Gonadotropin Qualitative,301,,84703,200.0,College Medical Center,2019
1523,40612137,Primidone and Metabolite-ARUP,301,,80188,12.83,College Medical Center,2019
1524,40612145,Potassium Level Urine,301,,84133,61.0,College Medical Center,2019
1525,40612161,Renin Activity-ARUP,301,,84244,24.32,College Medical Center,2019
1526,40612188,.Reflex Bill Reptilase Time-ARUP,301,,85635,10.89,College Medical Center,2019
1527,40612189,.Reflex Bill Thrombin Time-ARUP,301,,85670,6.38,College Medical Center,2019
1528,40612190,.Reflex Bill DRVVT 1:1 Mix-ARUP,301,,85613,10.58,College Medical Center,2019
1529,40612191,.Reflex Bill DRVVT Confirmation-ARUP,301,,85613,10.58,College Medical Center,2019
1530,40612193,.Reflex Bill Platelet Neutral-ARUP,301,,85597,19.87,College Medical Center,2019
1531,40612194,.Reflex Bill Ptt-D 1:1 Mix -ARUP,301,,85597,41.55,College Medical Center,2019
1532,40612195,.Reflex Bill PTT-D Heparin-ARUP,301,,85525,16.91,College Medical Center,2019
1533,40612202,HC - Salicylate Level,301,,80329,73.0,College Medical Center,2019
1534,40612202,Salicylate Level,301,G0480,80329,73.0,College Medical Center,2019
1535,40612202,Salicylate Level,301,,80329,73.0,College Medical Center,2019
1536,40612210,5-Hydroxyindoleacetic Acid (HIAA) Urine-ARUP,301,,83497,14.26,College Medical Center,2019
1537,40612228,Aspartate Aminotransferase,301,,84450,74.0,College Medical Center,2019
1538,40612236,Alanine Aminotransferase,301,,84460,74.0,College Medical Center,2019
1539,40612244,Sodium Level,301,,84295,55.0,College Medical Center,2019
1540,40612251,Carbamazepine Level,301,,80156,204.0,College Medical Center,2019
1541,40612251,HC - Tegretol Level,301,,80156,204.0,College Medical Center,2019
1542,40612251,Tegretol Level,301,,80156,204.0,College Medical Center,2019
1543,40612269,Transferrin,301,,84466,10.05,College Medical Center,2019
1544,40612269,Transferrin,301,,84466,10.05,College Medical Center,2019
1545,40612274,.Reflex Bill Southern Blot-ARUP,301,,,22.15,College Medical Center,2019
1546,40612275,Urine 24 Hour Potassium,301,,84133,63.0,College Medical Center,2019
1547,40612277,Sodium Level Urine,301,,84300,60.0,College Medical Center,2019
1548,40612285,Urine 24 Hour Sodium,301,,84300,63.0,College Medical Center,2019
1549,40612289,Sulfonylurea Hypoglycemics-ARUP,301,,82542,84.6,College Medical Center,2019
1550,40612293,Tacrolimus-ARUP,301,,80197,15.18,College Medical Center,2019
1551,40612294,Free T4,301,,84439,49.6,College Medical Center,2019
1552,40612294,HC - Free T4,301,,84439,49.6,College Medical Center,2019
1553,40612294,Thyroxine Free,301,,84439,49.6,College Medical Center,2019
1554,40612296,Testosterone Free and Total by LC-MS/MS-ARUP,301,,84403,38.4,College Medical Center,2019
1555,40612297,"Testosterone Free, Adult Male-ARUP",301,,84402,28.15,College Medical Center,2019
1556,40612301,Theophylline Level,301,,80198,166.0,College Medical Center,2019
1557,40612319,T3 Resin Uptake,301,,84479,91.0,College Medical Center,2019
1558,40612319,T3 Uptake,301,,84479,91.0,College Medical Center,2019
1559,40612319,T3 Uptake,301,,84479,91.0,College Medical Center,2019
1560,40612327,Thyroxine,301,,84436,90.0,College Medical Center,2019
1561,40612327,Thyroxine,301,,84436,90.0,College Medical Center,2019
1562,40612327,Thyroxine,301,,84436,90.0,College Medical Center,2019
1563,40612350,Tobra Trough,301,,80200,200.0,College Medical Center,2019
1564,40612350,Tobramycin Level,301,,80200,200.0,College Medical Center,2019
1565,40612350,Tobramycin Level Peak,301,,80200,200.0,College Medical Center,2019
1566,40612368,Triglyceride,301,,84478,95.0,College Medical Center,2019
1567,40612368,Triglyceride,301,,84478,95.0,College Medical Center,2019
1568,40612368,Triglycerides,301,,84478,95.0,College Medical Center,2019
1569,40612372,Troponin-I,301,,84484,250.0,College Medical Center,2019
1570,40612380,T3 Free-ARUP,301,,84481,17.71,College Medical Center,2019
1571,40612384,T3 Reverse-ARUP,301,,84482,23.04,College Medical Center,2019
1572,40612392,Thyroxine Binding Globulin-ARUP,301,,84442,14.4,College Medical Center,2019
1573,40612400,HC - TSH,301,,84443,200.0,College Medical Center,2019
1574,40612400,TSH,301,,84443,200.0,College Medical Center,2019
1575,40612400,Thyroid Stimulating Hormone,301,,84443,200.0,College Medical Center,2019
1576,40612401,Thyroid Stimulating Hormone Receptor Ab-ARUP,301,,83520,36.8,College Medical Center,2019
1577,40612410,Thyroid Stimulating Immune Globulins-ARUP,301,,84445,77.0,College Medical Center,2019
1578,40612418,Testosterone Urine-ARUP,301,,84403,28.54,College Medical Center,2019
1579,40612418,"Testosterone, Adult Male-ARUP",301,,84403,28.54,College Medical Center,2019
1580,40612419,Testosterone Free by LC-MS/MS-ARUP,301,,84403,54.4,College Medical Center,2019
1581,40612419,"Testosterone, LC-MS/MS-ARUP",301,,84403,54.4,College Medical Center,2019
1582,40612459,Uric Acid,301,,84550,61.0,College Medical Center,2019
1583,40612461,Urine 24 Hour Uric Acid,301,,84560,122.0,College Medical Center,2019
1584,40612477,Varicella-Zoster Virus by PCR-ARUP,301,,,102.4,College Medical Center,2019
1585,40612480,Vitamin A (Retinol)-ARUP,301,,84590,12.82,College Medical Center,2019
1586,40612482,Vitamin C Level-ARUP,301,,82180,14.68,College Medical Center,2019
1587,40612483,"Vitamin D, 1,25-Dihydroxy-ARUP",301,,82306,36.24,College Medical Center,2019
1588,40612483,"Vitamin D, 25-Hydroxy-ARUP",301,,82306,36.24,College Medical Center,2019
1589,40612484,Vitamin E-ARUP,301,,84446,16.7,College Medical Center,2019
1590,40612490,Vitamin K1-ARUP,301,,84597,104.0,College Medical Center,2019
1591,40612509,Vanillylmandelic Acid (VMA) Urine-ARUP,301,,84585,17.14,College Medical Center,2019
1592,40612512,Glucose 2 Hour Post Prandial,301,,81050,57.0,College Medical Center,2019
1593,40612512,Total Volume Creatinine Clearance,301,,81050,40.0,College Medical Center,2019
1594,40612512,Urine Total Volume Albumin,301,,81050,40.0,College Medical Center,2019
1595,40612512,Urine Total Volume Calcium,301,,81050,40.0,College Medical Center,2019
1596,40612512,Urine Total Volume Chloride,301,,81050,40.0,College Medical Center,2019
1597,40612512,Urine Total Volume Creatinine,301,,81050,40.0,College Medical Center,2019
1598,40612512,Urine Total Volume Glucose,301,,81050,40.0,College Medical Center,2019
1599,40612512,Urine Total Volume Magnesium,301,,81050,40.0,College Medical Center,2019
1600,40612512,Urine Total Volume Microalbumin,301,,81050,40.0,College Medical Center,2019
1601,40612512,Urine Total Volume Phosphorus,301,,81050,40.0,College Medical Center,2019
1602,40612512,Urine Total Volume Potassium,301,,81050,40.0,College Medical Center,2019
1603,40612512,Urine Total Volume Protein,301,,81050,40.0,College Medical Center,2019
1604,40612512,Urine Total Volume Sodium,301,,81050,40.0,College Medical Center,2019
1605,40612512,Urine Total Volume Urea,301,,81050,40.0,College Medical Center,2019
1606,40612512,Urine Total Volume Uric Acid,301,,81050,40.0,College Medical Center,2019
1607,40612517,Creatinine Urine,301,,82570,76.0,College Medical Center,2019
1608,40612517,U Creatinine.,301,,82570,8.74,College Medical Center,2019
1609,40612517,U Creatinine.,301,,82570,8.74,College Medical Center,2019
1610,40612517,Urine 24 Hour Creatinine,301,,82570,76.0,College Medical Center,2019
1611,40612517,Urine Creatinine,301,,82570,76.0,College Medical Center,2019
1612,40612541,Vancomycin Level,301,,80202,150.0,College Medical Center,2019
1613,40612541,Vancomycin Level Peak,301,,80202,150.0,College Medical Center,2019
