,IVNUM,IVDESC,IVREVCD,IVCPTCD,Price,Hospital,Year
3116,3190174,SEC SPINE THORACIC 2 VIEWS,320,72070TC,148.5,Stanislaus Surgical Center,2019
3117,3190175,SEC SPINE THORACIC 3 VIEWS,320,72072TC,148.5,Stanislaus Surgical Center,2019
3118,3190176,SEC SPINE THORACIC COMPLETE MIN 4 VIEWS,320,72074TC,148.5,Stanislaus Surgical Center,2019
3119,3190177,SEC SPINE THORACOLUMBAR 2 VIEWS,320,72080TC,148.5,Stanislaus Surgical Center,2019
3120,3190178,SECSPINE SCOLIOSIS STUDY SUPINE AND EREC,320,72090TC,249.5,Stanislaus Surgical Center,2019
3121,3190179,SEC SPINE LUMBAR MIN 4 VIEWS,320,72110TC,249.5,Stanislaus Surgical Center,2019
3122,3190180,SEC SPINE LUMBROSACRAL COMPLETE,320,72114TC,249.5,Stanislaus Surgical Center,2019
3123,3190181,SEC SPINE LUMBAR BENDING ONLY MIN 4 V,320,72120TC,148.5,Stanislaus Surgical Center,2019
3124,3190182,SEC PELVIS 1 OR 2 VIEWS,320,72170TC,148.5,Stanislaus Surgical Center,2019
3125,3190183,SEC PELVIS MIN 3 VIEWS,320,72190TC,148.5,Stanislaus Surgical Center,2019
3126,3190184,SEC SACROILIAC JOINTS MIN 3 VIEWS LEFT,320,72200TCLT,148.5,Stanislaus Surgical Center,2019
3127,3190185,SEC SPINE SACRUM AND COCCYX MIN 2 VIEWS,320,72220TC,148.5,Stanislaus Surgical Center,2019
3128,3190186,SEC FLUORO MYELOGRAM SPINE CERVICAL,320,72240TC,1406.0,Stanislaus Surgical Center,2019
3129,3190187,SEC FLUORO MYELOGRAM THORACIC,320,72255,1406.0,Stanislaus Surgical Center,2019
3130,3190188,SEC FLUORO MYELOGRAM SPINE LUMBAR,320,72265TC,1406.0,Stanislaus Surgical Center,2019
3131,3190189,SEC FLUORO MYELOGRAM MULTIPLE REGIONS,320,72270,1406.0,Stanislaus Surgical Center,2019
3132,3190190,SEC CERVICAL THORACIC DISKOGRAPHY,320,72285,2931.0,Stanislaus Surgical Center,2019
3133,3190191,SEC DISKOGRAPHY LUMBAR,320,72295,811.5,Stanislaus Surgical Center,2019
3134,3190192,SEC CLAVICAL COMPLETE RIGHT,320,73000TCRT,148.5,Stanislaus Surgical Center,2019
3135,3190193,SEC SCAPULA COMPLETE RIGHT,320,73010TCRT,148.5,Stanislaus Surgical Center,2019
3136,3190194,SEC SHOULDER 1 VIEW RIGHT,320,73020TCRT,148.5,Stanislaus Surgical Center,2019
3137,3190195,SEC FLUORO ARTHROGRAM SHOULDER RIGHT,322,73040TCRT,892.5,Stanislaus Surgical Center,2019
3138,3190196,SEC A C JOINT BILAT RT,341,73050RTTC,148.5,Stanislaus Surgical Center,2019
3139,3190197,SEC HUMERUS MIN 2 VIEWS RIGHT,320,73060TCRT,148.5,Stanislaus Surgical Center,2019
3140,3190198,SEC ELBOW 2 VIEWS RIGHT,320,73070RTTC,148.5,Stanislaus Surgical Center,2019
3141,3190199,SEC ELBOW COMPLETE RIGHT,320,73080TCRT,148.5,Stanislaus Surgical Center,2019
3142,3190200,SEC FLUORO ARTHROGRAM ELBOW RIGHT,322,73085RTTC,892.5,Stanislaus Surgical Center,2019
3143,3190201,SEC FOREARM 2 VIEWS RIGHT,320,73090TCRT,148.5,Stanislaus Surgical Center,2019
3144,3190202,SEC WRIST TWO VIEWS RT,320,73100RTTC,148.5,Stanislaus Surgical Center,2019
3145,3190203,SEC WRIST MIN 3 VIEWS RIGHT,320,73110TCRT,148.5,Stanislaus Surgical Center,2019
3146,3190204,SEC FLUORO ARTHROGRAM WRIST RIGHT,322,73115RTTC,892.5,Stanislaus Surgical Center,2019
3147,3190205,SEC HAND 2 VIEWS RIGHT,320,73120RTTC,148.5,Stanislaus Surgical Center,2019
3148,3190206,SEC HAND MIN 3 VIEWS RIGHT,320,73130TCRT,148.5,Stanislaus Surgical Center,2019
3149,3190207,SEC FINGER 3 VIEWS RIGHT,320,73140TCRT,148.5,Stanislaus Surgical Center,2019
3150,3190208,SEC HIP 1 VIEW RIGHT,320,73500TCRT,148.5,Stanislaus Surgical Center,2019
3151,3190209,SEC HIP BILAT MIN 2 VWS HIP INCL PEL RT,320,73520TCRT,148.5,Stanislaus Surgical Center,2019
3152,3190210,SEC FLUORO ARTHROGRAM HIP RIGHT,322,73525TCRT,892.5,Stanislaus Surgical Center,2019
3153,3190211,SEC FLUORO ARTHROGRAM SACROILIAC RIGHT,322,73542RTTC,811.0,Stanislaus Surgical Center,2019
3154,3190212,SEC FEMUR 2 VIEWS RIGHT,320,73550TCRT,148.5,Stanislaus Surgical Center,2019
3155,3190213,SEC KNEE 3 VIEWS RIGHT,320,73562TCRT,148.5,Stanislaus Surgical Center,2019
3156,3190214,SEC KNEE 4 OR MORE VIEWS RIGHT,320,73564TCRT,148.5,Stanislaus Surgical Center,2019
3157,3190215,SEC KNEE AP BILATERAL 1 VIEW RT,320,73565TCRT,148.5,Stanislaus Surgical Center,2019
3158,3190216,SEC FLUORO ARTHROGRAM KNEE RIGHT,322,73580RTTC,892.5,Stanislaus Surgical Center,2019
3159,3190217,SEC TIB/FIB 2 VIEWS RIGHT,320,73590TCRT,148.5,Stanislaus Surgical Center,2019
3160,3190218,SEC ANKLE 2 VIEWS RIGHT,320,73600RTTC,148.5,Stanislaus Surgical Center,2019
3161,3190219,SEC ANKLE COMPLETE 3 VIEWS RIGHT,320,73610TCRT,148.5,Stanislaus Surgical Center,2019
3162,3190220,SEC FLUORO ARTHROGRAM ANKLE RIGHT,322,73615RTTC,892.5,Stanislaus Surgical Center,2019
3163,3190221,SEC FOOT 2 VIEWS RIGHT,320,73620RTTC,148.5,Stanislaus Surgical Center,2019
3164,3190222,SEC FOOT COMPLETE MIN 3 VIEWS RIGHT,320,73630TCRT,148.5,Stanislaus Surgical Center,2019
3165,3190223,SEC CALCANEUS MIN 2 VIEWS RIGHT,320,73650TCRT,148.5,Stanislaus Surgical Center,2019
3166,3190224,SEC TOES MIN 2 VIEWS RIGHT,320,73660TCRT,148.5,Stanislaus Surgical Center,2019
3167,3190225,SEC ABDOMEN ANT POST AND ADDITIONAL,320,74010,148.5,Stanislaus Surgical Center,2019
3168,3190226,SEC ABDOMEN ACUTE /DECUBS OR PA/AP CHEST,320,74022TC,249.5,Stanislaus Surgical Center,2019
3169,3190227,SEC SPINE LUMBAR COMP W/ BENDING VIEWS,320,74110,230.0,Stanislaus Surgical Center,2019
3170,3190228,SEC FLUORO IVP WWO KUB,320,74400TC,604.0,Stanislaus Surgical Center,2019
3171,3190229,SEC FLUORO UROGRAM W CONTRAST INFUSION,320,74410,604.0,Stanislaus Surgical Center,2019
3172,3190230,SEC FLUORO CYSTOGRAM,320,74430,604.0,Stanislaus Surgical Center,2019
3173,3190231,SEC ABSCESS DRAINAGE,359,75989,735.0,Stanislaus Surgical Center,2019
3174,3190232,SEC FLUORO GUIDE FOR VEIN DEVICE,320,75998,119.0,Stanislaus Surgical Center,2019
3175,3190233,SEC FLUORO PHYSICIAN TIME 1 HOUR OR MORE,320,76001,119.0,Stanislaus Surgical Center,2019
3176,3190234,SEC FLUORO GUIDANCE NEEDLE LOCATION,320,76003,228.0,Stanislaus Surgical Center,2019
3177,3190235,SEC FLUORO GUIDE NEEDLE OR CATH LOCATION,320,76005,228.0,Stanislaus Surgical Center,2019
3178,3190236,SEC STRESS VIEW ANY JOINT,320,76006,119.0,Stanislaus Surgical Center,2019
3179,3190237,SEC SSH FLUOR PRECUT VERTEBROPLASTY,320,76012,577.5,Stanislaus Surgical Center,2019
3180,3190238,SEC ABCESS FISTULA OR SINUS TRA,320,76080,787.5,Stanislaus Surgical Center,2019
3181,3190239,SEC FLUORO FOR VEIN DEVICE,320,77001,293.0,Stanislaus Surgical Center,2019
3182,3190240,SEC FLUORO GUIDANCE NEEDLE PLACEMENT,320,77002,227.5,Stanislaus Surgical Center,2019
3183,3190241,SEC MM MAMMOGRAPHY DIAG CAD,401,77051TC,54.0,Stanislaus Surgical Center,2019
3184,3190242,SEC MM MAMMOGRAPHY SCREENING CAD,403,77052,54.0,Stanislaus Surgical Center,2019
3185,3190243,SEC BONE AGE STUDY,320,77072,148.5,Stanislaus Surgical Center,2019
3186,3190244,SEC SCANOGRAM,320,77073TC,148.5,Stanislaus Surgical Center,2019
3187,3190245,SEC DEXA SCAN HIPS/PELVIS/SPINE,320,77080,324.5,Stanislaus Surgical Center,2019
3188,3190246,SEC DEXA SCAN RADIUS/WRIST/HEEL,320,77081TC,148.5,Stanislaus Surgical Center,2019
3189,3190247,SEC DEXA SCAN VERTEBRAL FRX ASSESSMENT,320,77082,148.5,Stanislaus Surgical Center,2019
3190,3190248,SEC MM MAMMOGRAPHY SCREENING BILAT CAD,403,G0202,378.5,Stanislaus Surgical Center,2019
3191,3190249,SEC MM MAMMOGRAPHY DX BILATERAL CAD,401,G0204TC,378.5,Stanislaus Surgical Center,2019
3192,3190250,SEC MM MAMMOGRAPHY DX RT CAD,401,G0206TC,324.5,Stanislaus Surgical Center,2019
3193,3190251,INJ FOR KNEE ARTHROGRAM,320,27370,854.0,Stanislaus Surgical Center,2019
3194,3190252,"BIOPSY THYROID, PERCUTANEOUS CORE NEEDLE",761,60100,950.0,Stanislaus Surgical Center,2019
3195,3190253,SEC KNEE 4 OR MORE VIEWS LEFT,320,73564TCLT,148.5,Stanislaus Surgical Center,2019
3196,3190254,SEC WRIST MIN 3 VIEWS LEFT,320,73110TCLT,148.5,Stanislaus Surgical Center,2019
3197,3190255,SEC CALCANEUS MIN 2 VIEWS LEFT,320,73650TCLT,148.5,Stanislaus Surgical Center,2019
3198,3190256,SEC HAND MIN 3 VIEWS LEFT,320,73130TCLT,148.5,Stanislaus Surgical Center,2019
3199,3190257,SEC SHOULDER 2 VIEWS RIGHT,320,73030TCRT,148.5,Stanislaus Surgical Center,2019
3200,3190258,SEC SHOULDER 2 VIEWS LEFT,320,73030TCLT,148.5,Stanislaus Surgical Center,2019
3201,3190259,"RADILOGIC EXAMINATION, OSSEOUS SURVEY CO",320,77075TC,297.0,Stanislaus Surgical Center,2019
3202,3190260,"SEC RADILOGIC EXAMINATION, OSSEOUS SURVE",320,77075TC,148.5,Stanislaus Surgical Center,2019
3203,3190261,SEC  HIP TWO VIEWS RT,320,73510TCRT,148.5,Stanislaus Surgical Center,2019
3204,3190262,SEC  HIP TWO VIEWS LT,320,73510TCLT,148.5,Stanislaus Surgical Center,2019
3205,3190263,SEC ANKLE COMPLETE 3 VIEWS LEFT,320,73610TCLT,148.5,Stanislaus Surgical Center,2019
3206,3190264,SEC CERVICAL SPINE 2 3 VIEWS,320,72040TC,148.5,Stanislaus Surgical Center,2019
3207,3190265,SEC HAND MIN 3 VIEWS LEFT,320,72040TC,148.5,Stanislaus Surgical Center,2019
3208,3190266,SEC CHEST 2 VIEWS PA  AND LATERAL,324,71020TC,249.0,Stanislaus Surgical Center,2019
3209,3190267,SEC TIB/FIB 2 VIEWS LEFT,320,73590TCLT,148.5,Stanislaus Surgical Center,2019
3210,3190268,SEC SPINE LUMBOSACRAL 2 OR 3 VIEWS,320,72100TC,148.5,Stanislaus Surgical Center,2019
3211,3190269,SEC KNEE TWO VIEWS RIGHT,320,73560TCRT,148.5,Stanislaus Surgical Center,2019
3212,3190270,SEC KNEE TWO VIEWS LEFT,320,73560TCLT,148.5,Stanislaus Surgical Center,2019
3213,3190271,SEC WRIST MIN 3 VIEWS LEFT,320,73110TCLT,148.5,Stanislaus Surgical Center,2019
3214,3190272,SEC ELBOW COMPLETE LEFT,320,73080TCLT,148.5,Stanislaus Surgical Center,2019
3215,3190273,SEC FEMUR 2 VIEWS LEFT,320,73550TCLT,148.5,Stanislaus Surgical Center,2019
3216,3190274,SEC FOOT COMPLETE MIN 3 VIEWS LEFT,320,73630TCLT,148.5,Stanislaus Surgical Center,2019
3217,3190275,SEC TOES MIN 2 VIEWS LEFT,320,73660TCLT,148.5,Stanislaus Surgical Center,2019
3218,3190276,SEC TIB/FIB 2 VIEWS LEFT,320,73590TCLT,148.5,Stanislaus Surgical Center,2019
3219,3190277,SEC FOREARM 2 VIEWS LEFT,320,73090TCLT,148.5,Stanislaus Surgical Center,2019
3220,3190278,SEC HUMERUS MIN 2 VIEWS LEFT,320,73060TCLT,148.5,Stanislaus Surgical Center,2019
3221,3190279,SEC CLAVICAL COMPLETE LEFT,320,73000TCLT,148.5,Stanislaus Surgical Center,2019
3222,3190280,SEC HIP BILAT MIN 2 VWS HIP INCL PEL LT,320,73520TCLT,148.5,Stanislaus Surgical Center,2019
3223,3190281,SEC SCAPULA COMPLETE LEFT,320,73010TCLT,148.5,Stanislaus Surgical Center,2019
3224,3190282,SEC ABDOMEN TWO OR THREE VIEWS,320,74020TC,148.5,Stanislaus Surgical Center,2019
3225,3190283,SEC FOOT 2 VIEWS LEFT,320,73620TCLT,148.5,Stanislaus Surgical Center,2019
3226,3190284,KNEE AP BILATERAL 1 VIEW LT,320,73565TCLT,297.0,Stanislaus Surgical Center,2019
3227,3190285,SEC KNEE AP BILATERAL 1 VIEW LT,320,73565TCLT,148.5,Stanislaus Surgical Center,2019
3228,3190286,SEC KNEE 3 VIEWS LEFT,320,73562TCRT,148.5,Stanislaus Surgical Center,2019
3229,3190287,SEC FINGER 3 VIEWS LEFT,320,73140TCLT,148.5,Stanislaus Surgical Center,2019
3230,3190288,WRIST ARTHROGRAPHY,360,25246,1785.0,Stanislaus Surgical Center,2019
3231,3190289,SEC CHEST SINGLE VIEW FRONTAL,324,71010,148.5,Stanislaus Surgical Center,2019
3232,3190290,SEC RIBS 2 VIEWS RIGHT,320,71100TCRT,148.5,Stanislaus Surgical Center,2019
3233,3190291,SEC HIPS MIN 2 VIEWS AND PELVIS BILAT,320,73520TC,148.5,Stanislaus Surgical Center,2019
3234,3190292,URETERAL REFLUX STUDY RP VOIDING CYSTOGR,340,78740,1785.0,Stanislaus Surgical Center,2019
3235,3190297,SEC HIPS BILAT MIN 2 VWS HIP INCL PELVIS,320,73521TC,297.0,Stanislaus Surgical Center,2019
3236,3190298,SEC MM MAMMOGRAPHY DX LT CAD,401,G0206TC,324.5,Stanislaus Surgical Center,2019
3237,3190299,"RADIOLOGIC EXAMINATION, TEMPOROMANDIBULA",320,70328TC,297.0,Stanislaus Surgical Center,2019
3238,3190300,SHUNTOGRAM INDWELLING NONVASCULAR SHUNT.,320,75809TC,1785.0,Stanislaus Surgical Center,2019
3239,3190301,SSH SEC FEMUR RIGHT 1 VIEW,320,73551TCRT,148.5,Stanislaus Surgical Center,2019
3240,3190302,SSH SEC FEMUR LEFT 1 VIEW,320,73551TCLT,148.5,Stanislaus Surgical Center,2019
3241,3190303,SEC FEMUR RIGHT 1 VIEW,320,73551TCRT,148.5,Stanislaus Surgical Center,2019
3242,3190304,SEC FEMUR LEFT 1 VIEW,320,73551TCLT,148.5,Stanislaus Surgical Center,2019
3243,3190305,X-RAY CHEST 2 VIEWS FRONTAL & LATL.,320,71046TC,498.0,Stanislaus Surgical Center,2019
3244,3190306,SEC. X-RAY CHEST 2 VIEWS FRONTAL & LATL.,320,71046TC,249.0,Stanislaus Surgical Center,2019
3245,3190307,X-RAY CHEST SINGLE VIEW AP/PA,320,71045TC,297.0,Stanislaus Surgical Center,2019
3246,3190308,SEC. X-RAY CHEST SINGLE VIEW AP/PA,320,71045TC,148.5,Stanislaus Surgical Center,2019
3247,3190309,MM BILAT. SCREENING CAD,403,77067TC,757.0,Stanislaus Surgical Center,2019
3248,3190310,SEC MM MAMMOGRAPHY SCREENING CAD,403,77067TC,378.5,Stanislaus Surgical Center,2019
3249,3190311,MM BILAT. DIAGNOSTIC CAD,401,77066TC,757.0,Stanislaus Surgical Center,2019
3250,3190312,SEC MM MAMMOGRAPHY DX BILAT. CAD,401,77066TC,378.5,Stanislaus Surgical Center,2019
3251,3190313,MM RT DIAGNOSTIC CAD,401,77065TCRT,649.0,Stanislaus Surgical Center,2019
3252,3190314,SEC MM MAMMOGRAPHY DX RT  CAD,403,77065TCRT,324.5,Stanislaus Surgical Center,2019
3253,3190315,MM LEFT DIAGNOSTIC CAD,401,77065TCLT,649.0,Stanislaus Surgical Center,2019
3254,3190316,SEC MM MAMMOGRAPHY CAD,403,77065TCLT,324.5,Stanislaus Surgical Center,2019
3255,3190317,X-RAY CHEST 3 VIEW,320,71047,498.0,Stanislaus Surgical Center,2019
3256,3200001,MRI TEMPOROMANDIBULAR JOINTS RIGHT,610,70336TCRT,2205.0,Stanislaus Surgical Center,2019
3257,3200002,MRI ORBITS FACE NECK WO CONTRAST,610,70540TC,2205.0,Stanislaus Surgical Center,2019
3258,3200003,MRI ORBITS FACE NECK W CONTRAST,610,70542,2310.0,Stanislaus Surgical Center,2019
3259,3200004,MRI ORBITS FACE NECK WWO CONTRAST,610,70543TC,4218.0,Stanislaus Surgical Center,2019
3260,3200005,MR ANGIO HEAD WO CONTRAST,615,70544TC,2205.0,Stanislaus Surgical Center,2019
3261,3200006,MR ANGIO HEAD W CONTRAST,615,70545TC,2310.0,Stanislaus Surgical Center,2019
3262,3200007,MR ANGIOGRAPHY HEAD WWO CONTRAST,615,70546TC,4218.0,Stanislaus Surgical Center,2019
3263,3200008,MR ANGIO NECK WO CONTRAST,615,70547TC,2205.0,Stanislaus Surgical Center,2019
3264,3200009,MR ANGIO NECK W CONTRAST,615,70548TC,2310.0,Stanislaus Surgical Center,2019
3265,3200010,MR ANGIO NECK WWO CONTRAST,615,70549TC,4218.0,Stanislaus Surgical Center,2019
3266,3200011,MRI BRAIN WO CONT,610,70551TC,2205.0,Stanislaus Surgical Center,2019
3267,3200012,MRI BRAIN W CONT,610,70552TC,2310.0,Stanislaus Surgical Center,2019
3268,3200013,MRI BRAIN WWO CONT,610,70553TC,4218.0,Stanislaus Surgical Center,2019
3269,3200014,MRI CHEST WO CONT,610,71550TC,2205.0,Stanislaus Surgical Center,2019
3270,3200015,MRI CHEST W CONT,610,71551,2310.0,Stanislaus Surgical Center,2019
3271,3200016,MRI CHEST WWO CONT,610,71552TC,4218.0,Stanislaus Surgical Center,2019
3272,3200017,MR ANGIO CHEST WWO CONTRAST,615,71555TC,4218.0,Stanislaus Surgical Center,2019
3273,3200018,MRI SPINE CERVICAL WO CONT,610,72141TC,2205.0,Stanislaus Surgical Center,2019
3274,3200019,MRI SPINE CERVICAL W CONT,610,72142TC,2310.0,Stanislaus Surgical Center,2019
3275,3200020,MRI SPINE THORACIC WO CONT,610,72146TC,2205.0,Stanislaus Surgical Center,2019
3276,3200021,MRI SPINE THORACIC W CONT,610,72147TC,2310.0,Stanislaus Surgical Center,2019
3277,3200022,MRI SPINE LUMBAR WO CONT,610,72148TC,2205.0,Stanislaus Surgical Center,2019
3278,3200023,MRI SPINE LUMBAR W CONT,610,72149TC,2310.0,Stanislaus Surgical Center,2019
3279,3200024,MRI SPINE CERVICAL WWO CONT,610,72156TC,4218.0,Stanislaus Surgical Center,2019
3280,3200025,MRI SPINE THORACIC WWO CONT,610,72157TC,4218.0,Stanislaus Surgical Center,2019
3281,3200026,MRI SPINE LUMBAR WWO CONT,610,72158TC,4218.0,Stanislaus Surgical Center,2019
3282,3200027,MRI PELVIS HIPS WO CONT RT,610,72195TCRT,2205.0,Stanislaus Surgical Center,2019
3283,3200028,MRI PELVIS HIPS W CONT RT,610,72196TCRT,2310.0,Stanislaus Surgical Center,2019
3284,3200029,MRI PELVIS HIPS WWO CONT RT,610,72197TC,4218.0,Stanislaus Surgical Center,2019
3285,3200030,MRI UPPER EXT NONJOINT WO CONTRAST RIGHT,610,73218TCRT,2205.0,Stanislaus Surgical Center,2019
3286,3200031,MRI UPPER EXT NONJOINT W CONTRAST RIGHT,610,73219RTTC,2310.0,Stanislaus Surgical Center,2019
3287,3200032,MRI UPPER EXT NONJOINT WWO CONTRAST RT,610,73220RTTC,4218.0,Stanislaus Surgical Center,2019
3288,3200033,MRI UPPER JOINT WO CONTRAST RIGHT,610,73221TCRT,2205.0,Stanislaus Surgical Center,2019
3289,3200034,MRI UPPER JOINT W CONTRAST RIGHT,610,73222TCRT,2310.0,Stanislaus Surgical Center,2019
3290,3200035,MRI UPPER JOINT WWO CONTRAST RIGHT,610,73223TCRT,4218.0,Stanislaus Surgical Center,2019
3291,3200036,MR ANGIO UPPER EXT WWO CONTRAST RIGHT,615,73225RTTC,2163.0,Stanislaus Surgical Center,2019
3292,3200037,MRI LOW EXT NONJOINT WO CONTRAST RIGHT,610,73718TCRT,2205.0,Stanislaus Surgical Center,2019
3293,3200038,MRI LOW EXT NONJOINT W CONTRAST RIGHT,610,73719TCRT,2310.0,Stanislaus Surgical Center,2019
3294,3200039,MRI LOW EXT NONJOINT WWO CONTRAST RIGHT,610,73720TCRT,4218.0,Stanislaus Surgical Center,2019
3295,3200040,MRI LOW EXT JOINT WO CONTRAST RIGHT,610,73721TCRT,2205.0,Stanislaus Surgical Center,2019
3296,3200041,MRI LOW EXT JOINT W CONTRAST RIGHT,610,73722TCRT,2310.0,Stanislaus Surgical Center,2019
3297,3200042,MRI LOW EXT JOINT WWO CONTRAST RIGHT,610,73723TCRT,4218.0,Stanislaus Surgical Center,2019
3298,3200043,MR ANGIO LOW JOINT WWO CONTRAST RIGHT,616,73725RTTC,2163.0,Stanislaus Surgical Center,2019
3299,3200044,MRI ABDOMEN WO CONTRAST,610,74181TC,2205.0,Stanislaus Surgical Center,2019
3300,3200045,MRI ABDOMEN W CONTRAST,610,74182TC,2310.0,Stanislaus Surgical Center,2019
3301,3200046,MRI ABDOMEN WWO CONTRAST,610,74183TC,4218.0,Stanislaus Surgical Center,2019
3302,3200047,MR ANGIO ABDOMEN WWO CONTRAST,615,74185TC,2163.0,Stanislaus Surgical Center,2019
3303,3200048,MRI GUIDANCE NEEDLE PLACEMENT,610,77021,1730.0,Stanislaus Surgical Center,2019
3304,3290001,MRI TEMPOROMANDIBULAR JOINTS LEFT,610,70336TCLT,2205.0,Stanislaus Surgical Center,2019
3305,3290027,MRI PELVIS/HIPS WO CONTRAST,610,72195TC,2205.0,Stanislaus Surgical Center,2019
3306,3290028,MRI PELVIS/HIPS W CONTRAST,610,72196TC,2310.0,Stanislaus Surgical Center,2019
3307,3290029,MRI PELVIS/HIPS WWO CONTRAST,610,72197TC,4218.0,Stanislaus Surgical Center,2019
3308,3290030,MRI UPPER EXT NONJOINT WO CONTRAST LEFT,610,73218TCLT,2205.0,Stanislaus Surgical Center,2019
3309,3290031,MRI UPPER EXT NONJOINT W CONTRAST LEFT,610,73219LTTC,2310.0,Stanislaus Surgical Center,2019
3310,3290032,MRI UPPER EXT NONJOINT WWO CONTRAST LEFT,610,73220LTTC,4218.0,Stanislaus Surgical Center,2019
3311,3290033,MRI UPPER JOINT WO CONTRAST LEFT,610,73221TCLT,2205.0,Stanislaus Surgical Center,2019
3312,3290034,MRI UPPER JOINT W CONTRAST LEFT,610,73222TCLT,2310.0,Stanislaus Surgical Center,2019
3313,3290035,MRI UPPER JOINT WWO CONTRAST LEFT,610,73223TCLT,4218.0,Stanislaus Surgical Center,2019
3314,3290036,MR ANGIO UPPER EXT WWO CONTRAST LEFT,615,73225LTTC,2163.0,Stanislaus Surgical Center,2019
3315,3290037,MRI LOW EXT NONJOINT WO CONTRAST LEFT,610,73718TCLT,2205.0,Stanislaus Surgical Center,2019
3316,3290038,MRI LOW EXT NONJOINT W CONTRAST LEFT,610,73719TCLT,2310.0,Stanislaus Surgical Center,2019
3317,3290039,MRI LOW EXT NONJOINT WWO CONTRAST LEFT,610,73720TCLT,4218.0,Stanislaus Surgical Center,2019
3318,3290040,MRI LOW EXT JOINT WO CONTRAST LEFT,610,73721TCLT,2205.0,Stanislaus Surgical Center,2019
3319,3290041,MRI LOW EXT JOINT W CONTRAST LEFT,610,73722TCLT,2310.0,Stanislaus Surgical Center,2019
3320,3290042,MRI LOW EXT JOINT WWO CONTRAST LEFT,610,73723TCLT,4218.0,Stanislaus Surgical Center,2019
3321,3290043,MR ANGIO LOW JOINT WWO CONTRAST LEFT,616,73725LTTC,2163.0,Stanislaus Surgical Center,2019
3322,3290044,MRI ORBITS WWO CONTRAST,610,74182TC,4218.0,Stanislaus Surgical Center,2019
3323,3290045,MRI ORBITS W CONTRAST,610,74182TC,2310.0,Stanislaus Surgical Center,2019
3324,3290046,MRI ORBITS WO CONTRAST,610,74182,2205.0,Stanislaus Surgical Center,2019
3325,3290047,MRI PITUITARY W CONTRAST,610,74182,2310.0,Stanislaus Surgical Center,2019
3326,3290048,MRI PITUITARY WWO CONTRAST,610,74182,4218.0,Stanislaus Surgical Center,2019
3327,3290049,MRI PITUITARY WO CONTRAST,610,74182,2205.0,Stanislaus Surgical Center,2019
3328,3290050,MRI SACRUM,610,74182,2205.0,Stanislaus Surgical Center,2019
3329,3290051,SEC MRI TEMPOROMANDIBULAR JOINTS RIGHT,610,70336TCRT,1102.5,Stanislaus Surgical Center,2019
3330,3290052,SEC MRI ORBITS FACE NECK WO CONTRAST,610,70540TC,1102.5,Stanislaus Surgical Center,2019
3331,3290053,SEC MRI ORBITS FACE NECK W CONTRAST,610,70542,1155.0,Stanislaus Surgical Center,2019
3332,3290054,SEC MRI ORBITS FACE NECK WWO CONTRAST,610,70543TC,2109.0,Stanislaus Surgical Center,2019
3333,3290055,SEC MR ANGIO HEAD WO CONTRAST,615,70544TC,1102.5,Stanislaus Surgical Center,2019
3334,3290056,SEC MR ANGIO HEAD W CONTRAST,615,70545TC,1155.0,Stanislaus Surgical Center,2019
3335,3290057,SEC MR ANGIOGRAPHY HEAD WWO CONTRAST,615,70546TC,2109.0,Stanislaus Surgical Center,2019
3336,3290058,SEC MR ANGIO NECK WO CONTRAST,615,70547TC,1102.5,Stanislaus Surgical Center,2019
3337,3290059,SEC MR ANGIO NECK W CONTRAST,615,70548TC,1155.0,Stanislaus Surgical Center,2019
3338,3290060,SEC MR ANGIO NECK WWO CONTRAST,615,70549TC,2109.0,Stanislaus Surgical Center,2019
3339,3290061,SEC MRI BRAIN WO CONT,610,70551TC,1102.5,Stanislaus Surgical Center,2019
3340,3290062,SEC MRI BRAIN W CONT,610,70552TC,1155.0,Stanislaus Surgical Center,2019
3341,3290063,SEC MRI BRAIN WWO CONT,610,70553TC,2109.0,Stanislaus Surgical Center,2019
3342,3290064,SEC MRI CHEST WO CONT,610,71550,1102.5,Stanislaus Surgical Center,2019
3343,3290065,SEC MRI CHEST W CONT,610,71551,1155.0,Stanislaus Surgical Center,2019
3344,3290066,SEC MRI CHEST WWO CONT,610,71552TC,2109.0,Stanislaus Surgical Center,2019
3345,3290067,SEC MR ANGIO CHEST WWO CONTRAST,615,71555TC,2109.0,Stanislaus Surgical Center,2019
3346,3290068,SEC MRI SPINE CERVICAL WO CONT,610,72141TC,1102.5,Stanislaus Surgical Center,2019
3347,3290069,SEC MRI SPINE CERVICAL W CONT,610,72142TC,1155.0,Stanislaus Surgical Center,2019
3348,3290070,SEC MRI SPINE THORACIC WO CONT,610,72146TC,1102.5,Stanislaus Surgical Center,2019
3349,3290071,SEC MRI SPINE THORACIC W CONT,610,72147TC,1155.0,Stanislaus Surgical Center,2019
3350,3290072,SEC MRI SPINE LUMBAR WO CONT,610,72148TC,1102.5,Stanislaus Surgical Center,2019
3351,3290073,SEC MRI SPINE LUMBAR W CONT,610,72149TC,1155.0,Stanislaus Surgical Center,2019
3352,3290074,SEC MRI SPINE CERVICAL WWO CONT,610,72156TC,2109.0,Stanislaus Surgical Center,2019
3353,3290075,SEC MRI SPINE THORACIC WWO CONT,610,72157TC,2109.0,Stanislaus Surgical Center,2019
3354,3290076,SEC MRI SPINE LUMBAR WWO CONT,610,72158TC,2109.0,Stanislaus Surgical Center,2019
