,Charge Code,Description,Inpatient Price,Outpatient Price,Hospital,Year
480,186198904,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,93.99,93.99,Unversity of California Davis Medical Center,2019
481,186502031,"ESOMEPRAZOLE MAGNESIUM 20 MG CAPSULE,DELAYED RELEA",47.16,47.16,Unversity of California Davis Medical Center,2019
482,187079642,"DILTIAZEM CD 180 MG CAPSULE,EXTENDED RELEASE 24 HR",68.13,68.13,Unversity of California Davis Medical Center,2019
483,187301030,PYRIDOSTIGMINE BROMIDE 60 MG TABLET 30 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
484,187301220,PYRIDOSTIGMINE BROMIDE 60 MG/5 ML ORAL SYRUP 473 M,1231.95,1231.95,Unversity of California Davis Medical Center,2019
485,187301330,"PYRIDOSTIGMINE BROMIDE ER 180 MG TABLET,EXTENDED R",16.22,16.22,Unversity of California Davis Medical Center,2019
486,187355410,FLUCYTOSINE 250 MG CAPSULE 1000 MG,183.24,183.24,Unversity of California Davis Medical Center,2019
487,187355510,FLUCYTOSINE 500 MG CAPSULE 500 MG,68.13,68.13,Unversity of California Davis Medical Center,2019
488,187433005,ISOPROTERENOL 0.2 MG/ML INJECTION SOLUTION 5 ML,12094.0,12094.0,Unversity of California Davis Medical Center,2019
489,206885416,PIPERACILLIN-TAZOBACTAM 3.375 GRAM INTRAVENOUS SOL,552.95,552.95,Unversity of California Davis Medical Center,2019
490,206885508,PIPERACILLIN-TAZOBACTAM 4.5 GRAM INTRAVENOUS SOLUT,700.35,700.35,Unversity of California Davis Medical Center,2019
491,206886101,PIPERACILLIN-TAZOBACTAM 3.375 GRAM IV EXTENDED INF,772.44,772.44,Unversity of California Davis Medical Center,2019
492,228249710,NIFEDIPINE 10 MG CAPSULE 10 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
493,228253010,NIFEDIPINE 20 MG CAPSULE 20 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
494,228259711,INDAPAMIDE 1.25 MG TABLET 100 EACH,68.13,68.13,Unversity of California Davis Medical Center,2019
495,228267211,SPIRONOLACTONE 50 MG TABLET 100 EACH,81.6,81.6,Unversity of California Davis Medical Center,2019
496,245000331,POTASSIUM IODIDE 1 GRAM/ML ORAL SOLUTION 30 ML,340.21,340.21,Unversity of California Davis Medical Center,2019
497,245001201,SOTALOL 80 MG TABLET 40 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
498,245014401,AMIODARONE 100 MG TABLET 100 EACH,706.2,706.2,Unversity of California Davis Medical Center,2019
499,245021111,MIDODRINE 2.5 MG TABLET 2.5 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
500,259050116,GLYCOPYRROLATE 1 MG/5 ML (0.2 MG/ML) ORAL SOLUTION,3401.11,3401.11,Unversity of California Davis Medical Center,2019
501,264230410,ACETIC ACID 0.25 % IRRIGATION SOLUTION 500 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
502,264310311,CEFAZOLIN 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) I,22.71,22.71,Unversity of California Davis Medical Center,2019
503,264310511,CEFAZOLIN 2 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) I,246.51,246.51,Unversity of California Davis Medical Center,2019
504,264320055,PARENTERAL AMINO ACID 15 % COMBINATION NO.1 INTRAV,675.36,675.36,Unversity of California Davis Medical Center,2019
505,264751010,D5W NON-DEHP CARRIER 500 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
506,264762200,DEPRECATED D10 / 0.45% NACL 1L 1000 ML,250.91,250.91,Unversity of California Davis Medical Center,2019
507,264934155,AMINO ACID 10 % INTRAVENOUS SOLUTION 500 ML,1380.72,1380.72,Unversity of California Davis Medical Center,2019
508,264958720,"HEPARIN 25,000 UNIT/250 ML IN D5W CONTINUOUS INFUS",295.47,295.47,Unversity of California Davis Medical Center,2019
509,270044535,DIATRIZOATE MEGLUMINE & SODIUM 66 %-10 % ORAL SOLN,779.2,779.2,Unversity of California Davis Medical Center,2019
510,270044540,DIATRIZOATE MEGLUMINE & SODIUM 66 %-10 % ORAL SOLN,561.39,561.39,Unversity of California Davis Medical Center,2019
511,270141030,DIATRIZOATE MEGLUMINE 18 % URETHRAL SOLUTION 300 M,1089.02,1089.02,Unversity of California Davis Medical Center,2019
512,281032608,NITROGLYCERIN 2 % TRANSDERMAL OINTMENT 1 G,70.55,70.55,Unversity of California Davis Medical Center,2019
513,299382060,METRONIDAZOLE 1 % TOPICAL GEL 60 G,1649.42,1649.42,Unversity of California Davis Medical Center,2019
514,310027110,QUETIAPINE 100 MG TABLET 100 MG,34.13,34.13,Unversity of California Davis Medical Center,2019
515,310032520,MEROPENEM 500 MG INTRAVENOUS SOLUTION 500 MG,1038.65,1038.65,Unversity of California Davis Medical Center,2019
516,310075139,ROSUVASTATIN 10 MG TABLET 10 MG,30.08,30.08,Unversity of California Davis Medical Center,2019
517,310075590,ROSUVASTATIN 5 MG TABLET 5 MG,30.08,30.08,Unversity of California Davis Medical Center,2019
518,327000110,OXYCHLOROSENE SODIUM TOPICAL POWDER FOR SOLUTION 2,21.09,21.09,Unversity of California Davis Medical Center,2019
519,338000403,STERILE WATER FOR IRRIGATION POUR BOTTLE - SOLO US,167.63,167.63,Unversity of California Davis Medical Center,2019
520,338000404,STERILE WATER FOR IRRIGATION POUR BOTTLE - SOLO US,167.63,167.63,Unversity of California Davis Medical Center,2019
521,338001304,"WATER FOR INJECTION, STERILE INTRAVENOUS SOLUTION",167.63,167.63,Unversity of California Davis Medical Center,2019
522,338002303,D10W IV BOLUS - HYPOGLYCEMIA 10 G,167.63,167.63,Unversity of California Davis Medical Center,2019
523,338002304,D10W IV INFUSION 1000 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
524,338004303,NACL 0.45% IV BOLUS 500 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
525,338004804,SODIUM CHLORIDE 0.9 % IRRIGATION SOLUTION CARRIER,167.63,167.63,Unversity of California Davis Medical Center,2019
526,338005403,SODIUM CHLORIDE 3 % INTRAVENOUS BOLUS SOLUTION 300,250.91,250.91,Unversity of California Davis Medical Center,2019
527,338007704,DEPRECATED D5 / 0.2% NACL 1L 1000 ML,250.91,250.91,Unversity of California Davis Medical Center,2019
528,338008503,DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOU,167.63,167.63,Unversity of California Davis Medical Center,2019
529,338008504,DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOU,167.63,167.63,Unversity of California Davis Medical Center,2019
530,338008904,D5 / 0.9% NACL IV INFUSION 1000 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
531,338011703,DEPRECATED LACTATED RINGERS 500ML 500 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
532,338012504,D5 / LACTATED RINGERS IV BOLUS 250 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
533,338013727,LACTATED RINGERS IRRIGATION SOLUTION 3000 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
534,338022104,ELECTROLYTE-A INTRAVENOUS SOLUTION 1000 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
535,338029547,SORBITOL 3 % IRRIGATION SOLUTION 3000 ML,590.94,590.94,Unversity of California Davis Medical Center,2019
536,338035702,MANNITOL 20 % INTRAVENOUS SOLUTION 12.5 G,395.72,395.72,Unversity of California Davis Medical Center,2019
537,338035703,MANNITOL 20 % INTRAVENOUS SOLUTION 12.5 G,247.98,247.98,Unversity of California Davis Medical Center,2019
538,338041102,LIDOCAINE 8 MG/ML INFUSION PREMADE - PEDS 250 ML,640.19,640.19,Unversity of California Davis Medical Center,2019
539,338043103,INTRAOP HEPARIN 2 UNITS/ML IN NACL 0.9% 500 ML IV,167.63,167.63,Unversity of California Davis Medical Center,2019
540,338050206,PARENTERAL AMINO ACID 15% COMBINATION NO. 1 IV SOL,1318.98,1318.98,Unversity of California Davis Medical Center,2019
541,338050748,GENTAMICIN 120 MG/100 ML IN SODIUM CHLORIDE(ISO) I,309.54,309.54,Unversity of California Davis Medical Center,2019
542,338050941,GENTAMICIN 80 MG/50 ML IN SODIUM CHLORIDE(ISO) INT,278.59,278.59,Unversity of California Davis Medical Center,2019
543,338051902,LIPID INJECTABLE EMULSION INFUSION FOR ADULT TPN (,998.97,998.97,Unversity of California Davis Medical Center,2019
544,338051903,LIPID INJECTABLE EMULSION INFUSION > 250 ML FOR PE,1074.77,1074.77,Unversity of California Davis Medical Center,2019
545,338055111,D5W MINI-BAG PLUS 50 ML 50 ML,146.55,146.55,Unversity of California Davis Medical Center,2019
546,338066304,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 %-0.2 %,167.63,167.63,Unversity of California Davis Medical Center,2019
547,338066904,POTASSIUM CHLORIDE 10 MEQ/L IN DEXTROSE 5 %-0.45 %,167.63,167.63,Unversity of California Davis Medical Center,2019
548,338067304,POTASSIUM CHLORIDE 30 MEQ/L IN DEXTROSE 5 %-0.45 %,167.63,167.63,Unversity of California Davis Medical Center,2019
549,338067504,POTASSIUM CHLORIDE 40 MEQ/L IN DEXTROSE 5 %-0.45 %,167.63,167.63,Unversity of California Davis Medical Center,2019
550,338069104,POTASSIUM CHLORIDE 20 MEQ/L IN 0.9 % SODIUM CHLORI,250.91,250.91,Unversity of California Davis Medical Center,2019
551,338070341,POTASSIUM CHLORIDE 20 MEQ/50 ML IN STERILE WATER I,412.25,412.25,Unversity of California Davis Medical Center,2019
552,338070434,POTASSIUM CHLORIDE 20 MEQ/L IN 0.45 % SODIUM CHLOR,167.63,167.63,Unversity of California Davis Medical Center,2019
553,338070541,POTASSIUM CHLORIDE IVPB FROM BAG - PEDS - CENTRAL,412.25,412.25,Unversity of California Davis Medical Center,2019
554,338070948,POTASSIUM CHLORIDE IV SYRINGE FROM BAG - NEONATES,84.42,84.42,Unversity of California Davis Medical Center,2019
555,338071906,DEXTROSE 70 % IN WATER (D70W) INTRAVENOUS SOLUTION,972.78,972.78,Unversity of California Davis Medical Center,2019
556,338080304,POTASSIUM CHLORIDE 20 MEQ/L IN D5-0.9 % SODIUM CHL,272.0,272.0,Unversity of California Davis Medical Center,2019
557,338100702,"DOPAMINE 400 MG/250 ML (1,600 MCG/ML) IN 5 % DEXTR",801.99,801.99,Unversity of California Davis Medical Center,2019
558,338100902,"DOPAMINE 800 MG/250 ML (3,200 MCG/ML) IN 5 % DEXTR",678.59,678.59,Unversity of California Davis Medical Center,2019
559,338101948,NAFCILLIN IV ISO-OSM DEXTROSE SYRINGE FROM BAG - P,703.5,703.5,Unversity of California Davis Medical Center,2019
560,338102341,PENICILLIN G POTASSIUM IN DEXTROSE (ISO-OSM) IV SY,379.89,379.89,Unversity of California Davis Medical Center,2019
561,338104902,NITROGLYCERIN 200 MCG/ML DRIP STRAIGHT RATE 250 ML,654.26,654.26,Unversity of California Davis Medical Center,2019
562,338105548,METRONIDAZOLE IVPB EVAC BAG (FOR DOSES 251 MG TO 4,430.54,430.54,Unversity of California Davis Medical Center,2019
563,338107302,DOBUTAMINE 250 MG/250 ML (1 MG/ML) IN 5 % DEXTROSE,647.22,647.22,Unversity of California Davis Medical Center,2019
564,338107502,DOBUTAMINE DRIP FOR STRESS TEST ECHOCARDIOGRAM 250,1349.34,1349.34,Unversity of California Davis Medical Center,2019
565,338107702,"DOBUTAMINE 1,000 MG/250 ML(4,000 MCG/ML) IN 5 % DE",1683.44,1683.44,Unversity of California Davis Medical Center,2019
566,338111304,AMINO ACIDS 4.25 % WITH LYTES AND CALCIUM IN D5W I,1781.78,1781.78,Unversity of California Davis Medical Center,2019
567,338111504,AMINO ACIDS 4.25 % WITH LYTES AND CALCIUM IN D10W,1781.78,1781.78,Unversity of California Davis Medical Center,2019
568,338112304,AMINO ACIDS 5 %-DEXTROSE 15 %-ELECTROLYTES INTRAVE,1223.82,1223.82,Unversity of California Davis Medical Center,2019
569,338130148,CEFEPIME IV ISO-OSM DEXTROSE SYRINGE FROM BAG - PE,801.76,801.76,Unversity of California Davis Medical Center,2019
570,338350341,CEFAZOLIN 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) I,196.98,196.98,Unversity of California Davis Medical Center,2019
571,338350841,CEFAZOLIN IV ISO-OSM DEXTROSE SYRINGE FROM BAG - P,312.35,312.35,Unversity of California Davis Medical Center,2019
572,338355248,VANCOMYCIN IV ISO-OSM DEXTROSE SYRINGE FROM BAG -,1013.04,1013.04,Unversity of California Davis Medical Center,2019
573,338500341,CEFTRIAXONE 2 GRAM/50 ML IN DEXTROSE (ISO-OSM) INT,633.09,633.09,Unversity of California Davis Medical Center,2019
574,338519741,FAMOTIDINE (PF) 20 MG/50 ML IN 0.9 % NACL (ISO) IN,191.35,191.35,Unversity of California Davis Medical Center,2019
575,338601048,MILRINONE BOLUS (200 MCG/ML) PYXIS 100 ML,1749.38,1749.38,Unversity of California Davis Medical Center,2019
576,338840204,THROMBIN(HUMAN)-FIBRINOGEN-APROTININ SYN-CALCIUM 4,2077.0,2077.0,Unversity of California Davis Medical Center,2019
577,338840210,THROMBIN(HUMAN)-FIBRINOGEN-APROTININ SYN-CALCIUM 1,3930.42,3930.42,Unversity of California Davis Medical Center,2019
578,338954302,NACL 0.9% IV NON-DEHP CARRIER 250 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
579,338954304,NACL 0.9% IV NON-DEHP CARRIER 500 ML,167.63,167.63,Unversity of California Davis Medical Center,2019
580,338954960,CLINDAMYCIN 600 MG/50 ML IN 0.9% SODIUM CHLORIDE I,360.19,360.19,Unversity of California Davis Medical Center,2019
581,338955324,CLINDAMYCIN 900 MG/50 ML IN 0.9% SODIUM CHLORIDE I,440.39,440.39,Unversity of California Davis Medical Center,2019
582,338955524,DEXMEDETOMIDINE 200 MCG/50 ML (4 MCG/ML) IN 0.9 %,809.6,809.6,Unversity of California Davis Medical Center,2019
583,338955712,DEXMEDETOMIDINE 400 MCG/100 ML (4 MCG/ML) IN 0.9 %,1506.24,1506.24,Unversity of California Davis Medical Center,2019
584,363087143,HYDROGEN PEROXIDE 3 % SOLUTION 473 ML,11.91,11.91,Unversity of California Davis Medical Center,2019
585,378003001,CLORAZEPATE DIPOTASSIUM 3.75 MG TABLET 3.75 MG,33.53,33.53,Unversity of California Davis Medical Center,2019
586,378005201,PINDOLOL 5 MG TABLET 2.5 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
587,378014301,INDOMETHACIN 25 MG CAPSULE 25 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
588,378015601,PROBENECID 500 MG TABLET 100 EACH,98.3,98.3,Unversity of California Davis Medical Center,2019
589,378016201,CHLOROTHIAZIDE 500 MG TABLET 250 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
590,378021301,CHLORTHALIDONE 50 MG TABLET 50 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
591,378025301,ACYCLOVIR 400 MG TABLET 100 EACH,217.0,217.0,Unversity of California Davis Medical Center,2019
592,378037301,HYDROXYCHLOROQUINE 200 MG TABLET 200 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
593,378087199,CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH 1,932.08,932.08,Unversity of California Davis Medical Center,2019
594,378087216,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH 1,768.65,768.65,Unversity of California Davis Medical Center,2019
595,378113401,KETOROLAC 10 MG TABLET 10 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
596,378116001,GUANFACINE 1 MG TABLET 1 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
597,378135201,TRIAMTERENE 37.5 MG-HYDROCHLOROTHIAZIDE 25 MG TABL,16.22,16.22,Unversity of California Davis Medical Center,2019
598,378182301,LEVOTHYROXINE 137 MCG TABLET 100 EACH,68.13,68.13,Unversity of California Davis Medical Center,2019
599,378269501,AMITRIPTYLINE 150 MG TABLET 100 EACH,116.2,116.2,Unversity of California Davis Medical Center,2019
600,378302201,CAPTOPRIL 100 MG TABLET 100 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
601,378328691,ETIDRONATE DISODIUM 200 MG TABLET 200 MG,30.73,30.73,Unversity of California Davis Medical Center,2019
602,378354593,MIRTAZAPINE 45 MG TABLET 30 EACH,85.5,85.5,Unversity of California Davis Medical Center,2019
603,378356601,ALENDRONATE 5 MG TABLET 5 MG,24.52,24.52,Unversity of California Davis Medical Center,2019
604,378363501,CETIRIZINE 5 MG TABLET 5 MG,20.93,20.93,Unversity of California Davis Medical Center,2019
605,378609701,FLUPHENAZINE 10 MG TABLET 10 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
606,378672601,ZONISAMIDE 50 MG CAPSULE 50 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
607,378699789,SODIUM CHLORIDE 3% (HYPERTONIC) SOLUTION 15 ML,25.33,25.33,Unversity of California Davis Medical Center,2019
608,378700501,LOXAPINE SUCCINATE 5 MG CAPSULE 5 MG,16.22,16.22,Unversity of California Davis Medical Center,2019
609,378870006,ACYCLOVIR 5 % TOPICAL OINTMENT 15 G,2911.28,2911.28,Unversity of California Davis Medical Center,2019
610,378910293,NITROGLYCERIN 0.1 MG/HR TRANSDERMAL 24 HOUR PATCH,44.46,44.46,Unversity of California Davis Medical Center,2019
611,378911293,NITROGLYCERIN 0.4 MG/HR TRANSDERMAL 24 HOUR PATCH,51.98,51.98,Unversity of California Davis Medical Center,2019
612,378911998,FENTANYL 12 MCG/HR TRANSDERMAL PATCH 1 PATCH,68.13,68.13,Unversity of California Davis Medical Center,2019
613,378912498,FENTANYL 100 MCG/HR TRANSDERMAL PATCH 1 PATCH,68.13,68.13,Unversity of California Davis Medical Center,2019
614,395009116,COMPOUNDING VEHICLE SUSPENSION NO.11 ORAL 473 ML,21.09,21.09,Unversity of California Davis Medical Center,2019
615,395100392,GENTIAN VIOLET 1 % TOPICAL SOLUTION 59 ML,187.61,187.61,Unversity of California Davis Medical Center,2019
616,395166792,METHYL SALICYLATE TOPICAL LIQUID 60 ML,155.33,155.33,Unversity of California Davis Medical Center,2019
617,395194991,CLOVE OIL (BULK) 30 ML,21.09,21.09,Unversity of California Davis Medical Center,2019
618,395266116,SIMPLE SYRUP 480 ML,324.17,324.17,Unversity of California Davis Medical Center,2019
619,395266216,CHERRY FLAVOR (BULK) ORAL SYRUP 473 ML,319.45,319.45,Unversity of California Davis Medical Center,2019
620,395392716,COMPOUNDING VEHICLE SYRUP NO.15 473 ML,21.29,21.29,Unversity of California Davis Medical Center,2019
621,406051262,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET 1 TABLE,33.53,33.53,Unversity of California Davis Medical Center,2019
622,406055262,OXYCODONE 5 MG TABLET 100 EACH,68.13,68.13,Unversity of California Davis Medical Center,2019
623,406114401,METHYLPHENIDATE 10 MG TABLET 10 MG,33.53,33.53,Unversity of California Davis Medical Center,2019
624,406575562,METHADONE 5 MG TABLET 100 EACH,68.13,68.13,Unversity of California Davis Medical Center,2019
625,406577162,METHADONE 10 MG TABLET 100 EACH,68.13,68.13,Unversity of California Davis Medical Center,2019
626,406800330,MORPHINE CONCENTRATE 100 MG/5 ML (20 MG/ML) ORAL S,68.13,68.13,Unversity of California Davis Medical Center,2019
627,406838062,"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE 60 MG",33.53,33.53,Unversity of California Davis Medical Center,2019
628,406902576,FENTANYL 25 MCG/HR TRANSDERMAL PATCH 1 PATCH,68.13,68.13,Unversity of California Davis Medical Center,2019
629,406905076,FENTANYL 50 MCG/HR TRANSDERMAL PATCH 1 PATCH,68.13,68.13,Unversity of California Davis Medical Center,2019
630,407069010,GADODIAMIDE 5 MMOL/10 ML (287 MG/ML) INTRAVENOUS S,1070.53,1070.53,Unversity of California Davis Medical Center,2019
631,407069012,GADODIAMIDE 5 MMOL/10 ML (287 MG/ML) INTRAVENOUS S,1156.51,1156.51,Unversity of California Davis Medical Center,2019
632,407141110,IOHEXOL 180 MG IODINE/ML INTRATHECAL SOLUTION 10 M,753.91,753.91,Unversity of California Davis Medical Center,2019
633,407141310,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION 10 M,756.89,756.89,Unversity of California Davis Medical Center,2019
634,407141361,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION 50 M,872.36,872.36,Unversity of California Davis Medical Center,2019
635,407141365,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION 150,1837.9,1837.9,Unversity of California Davis Medical Center,2019
636,407141476,IOHEXOL 350 MG IODINE/ML INTRAVENOUS SOLUTION 125,1605.34,1605.34,Unversity of California Davis Medical Center,2019
637,407222316,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION 50,997.88,997.88,Unversity of California Davis Medical Center,2019
638,407222317,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION 10,1470.55,1470.55,Unversity of California Davis Medical Center,2019
639,407222319,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION 15,2070.45,2070.45,Unversity of California Davis Medical Center,2019
640,407222321,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION 20,1578.26,1578.26,Unversity of California Davis Medical Center,2019
641,409018101,GEMCITABINE 1 GRAM/26.3 ML (38 MG/ML) INTRAVENOUS,840.56,840.56,Unversity of California Davis Medical Center,2019
642,409020102,DOCETAXEL 20 MG/2 ML (10 MG/ML) INTRAVENOUS SOLUTI,2816.78,2816.78,Unversity of California Davis Medical Center,2019
643,409022011,CEFEPIME 2 GRAM SOLUTION FOR INJECTION 2 G,308.3,308.3,Unversity of California Davis Medical Center,2019
644,409030201,TOPOTECAN 4 MG/4 ML (1 MG/ML) INTRAVENOUS SOLUTION,2349.72,2349.72,Unversity of California Davis Medical Center,2019
645,409102902,HYDROXYETHYL STARCH 130/0.4  6 % IN 0.9 % NACL INT,1129.68,1129.68,Unversity of California Davis Medical Center,2019
646,409106720,MEPIVACAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,407.47,407.47,Unversity of California Davis Medical Center,2019
647,409113002,SODIUM CHLORIDE 4 MEQ/ML INTRAVENOUS SOLUTION 30 M,22.71,22.71,Unversity of California Davis Medical Center,2019
648,409113403,MORPHINE 50 MG/ML INTRAVENOUS SOLUTION 20 ML,391.15,391.15,Unversity of California Davis Medical Center,2019
649,409114402,VERAPAMIL 2.5 MG/ML INTRAVENOUS SOLUTION 2.5 MG,245.75,245.75,Unversity of California Davis Medical Center,2019
650,409115901,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLU,22.71,22.71,Unversity of California Davis Medical Center,2019
651,409115902,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLU,22.71,22.71,Unversity of California Davis Medical Center,2019
652,409116202,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTIO,22.71,22.71,Unversity of California Davis Medical Center,2019
653,409116501,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) INJECTION SOLU,22.71,22.71,Unversity of California Davis Medical Center,2019
654,409116502,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) INJECTION SOLU,22.71,22.71,Unversity of California Davis Medical Center,2019
655,409117830,MEPERIDINE (PF) 50 MG/ML INJECTION SYRINGE 1 ML,44.89,44.89,Unversity of California Davis Medical Center,2019
656,409120703,GENTAMICIN 40 MG/ML INJECTION SOLUTION 2 ML,35.46,35.46,Unversity of California Davis Medical Center,2019
657,409120965,"LIDOCAINE 1.5 %-EPINEPHRINE 1:200,000 INJECTION SO",130.01,130.01,Unversity of California Davis Medical Center,2019
658,409121501,NALOXONE 0.4 MG/ML INJECTION SOLUTION 1 ML,65.85,65.85,Unversity of California Davis Medical Center,2019
659,409127303,DIAZEPAM 5 MG/ML INJECTION SYRINGE 2 ML,772.95,772.95,Unversity of California Davis Medical Center,2019
660,409127332,DIAZEPAM 5 MG/ML INJECTION SYRINGE 2 ML,298.51,298.51,Unversity of California Davis Medical Center,2019
661,409128331,HYDROMORPHONE 1 MG/ML INJECTION SYRINGE 1 ML,63.82,63.82,Unversity of California Davis Medical Center,2019
662,409130431,HYDROMORPHONE 4 MG/ML INJECTION SYRINGE 1 ML,44.89,44.89,Unversity of California Davis Medical Center,2019
663,409131632,"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJECTION",30.39,30.39,Unversity of California Davis Medical Center,2019
664,409141001,ISOPROTERENOL 0.2 MG/ML INJECTION SOLUTION 1 ML,158.43,158.43,Unversity of California Davis Medical Center,2019
665,409141210,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION 0.25 MG,22.71,22.71,Unversity of California Davis Medical Center,2019
666,409146501,NALBUPHINE 20 MG/ML INJECTION SOLUTION 5 MG,25.4,25.4,Unversity of California Davis Medical Center,2019
667,409148202,NITROGLYCERIN 200 MCG/ML DRIP STRAIGHT RATE 250 ML,211.05,211.05,Unversity of California Davis Medical Center,2019
668,409155554,HETASTARCH IN LACT ELECTROLYTE 6 % INTRAVENOUS SOL,1069.32,1069.32,Unversity of California Davis Medical Center,2019
669,409156010,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTIO,22.71,22.71,Unversity of California Davis Medical Center,2019
670,409161050,BUPIVACAINE 0.5 % (5 MG/ML) INJECTION SOLUTION 50,104.12,104.12,Unversity of California Davis Medical Center,2019
671,409163110,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SYRI,71.2,71.2,Unversity of California Davis Medical Center,2019
672,409163201,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION 1 EA,102.15,102.15,Unversity of California Davis Medical Center,2019
673,409163802,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION 20,443.66,443.66,Unversity of California Davis Medical Center,2019
674,409175410,MAGNESIUM SULFATE 4 MEQ/ML (50 %) INJECTION SYRING,116.5,116.5,Unversity of California Davis Medical Center,2019
675,409176102,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IN 8.25 % DEXT,143.51,143.51,Unversity of California Davis Medical Center,2019
676,409177510,DEXTROSE 25 % IN WATER (D25W) INTRAVENOUS SYRINGE,281.4,281.4,Unversity of California Davis Medical Center,2019
677,409177815,METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,45.52,45.52,Unversity of California Davis Medical Center,2019
678,409190201,PROCAINAMIDE 100 MG/ML INJECTION SOLUTION 500 MG,462.76,462.76,Unversity of California Davis Medical Center,2019
679,409196703,ANTICOAG CITRATE PHOS DEXTROSE 2.63 GRAM-222 MG/10,167.63,167.63,Unversity of California Davis Medical Center,2019
680,409212201,ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION 0.625,49.95,49.95,Unversity of California Davis Medical Center,2019
681,409212202,ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION 0.625,44.18,44.18,Unversity of California Davis Medical Center,2019
682,409226501,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION 1 ML,221.74,221.74,Unversity of California Davis Medical Center,2019
683,409226602,ALFENTANIL 500 MCG/ML INJECTION SOLUTION 2 ML,177.56,177.56,Unversity of California Davis Medical Center,2019
684,409226651,INTRAOP ALFENTANIL 500 MCG/ML 5 ML AMP 5 ML,290.69,290.69,Unversity of California Davis Medical Center,2019
685,409226720,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION 20 ML,87.23,87.23,Unversity of California Davis Medical Center,2019
686,409226754,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION 40 ML,154.21,154.21,Unversity of California Davis Medical Center,2019
