,CDM ID,Description,NDC,CPT/HCPCS,CHARGE,CHARGE QUANTITY,Hospital,Year
538,2500000637,CLOTRIMAZOLE 1 % EX CREA,0904-7822-36,,4.0,1  x 14.17 g Tube,Ronald Reagan UCLA Medical Center,2019
539,2500000637,CLOTRIMAZOLE 1 % EX SOLN,51672-2037-1,,81.85,1  x 10 mL Bottle,Ronald Reagan UCLA Medical Center,2019
540,2500000637,CLOTRIMAZOLE 1 % VA CREA,0472-0220-41,,9.076,1  x 45 g Tube,Ronald Reagan UCLA Medical Center,2019
541,2500000637,CLOTRIMAZOLE 10 MG MT TROC,0054-8146-22,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
542,2500000637,CLOZAPINE 100 MG PO TABS,0093-7772-93,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
543,2500000637,CLOZAPINE 100 MG PO TBDP,51079-288-04,,10.23,1 each,Ronald Reagan UCLA Medical Center,2019
544,2500000637,CLOZAPINE 200 MG PO TABS,0093-4405-93,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
545,2500000637,CLOZAPINE 200 MG PO TBDP,18860-106-01,,65.865,1 each,Ronald Reagan UCLA Medical Center,2019
546,2500000637,CLOZAPINE 25 MG PO TABS,0093-4359-93,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
547,2500000637,CLOZAPINE 25 MG PO TBDP,0093-5417-84,,4.413,1 each,Ronald Reagan UCLA Medical Center,2019
548,2500000637,CLOZAPINE 50 MG PO TABS,0093-4404-93,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
549,2500001636,COAG FACT XA INACTIVATED-ZHZO 100 MG IV SOLR,69853-101-01,C9041,8320.0,1 each,Ronald Reagan UCLA Medical Center,2019
550,2500001636,COAG FACT XA INACTIVATED-ZHZO 200 MG IV SOLR,69853-102-01,C9041,16570.0,1 each,Ronald Reagan UCLA Medical Center,2019
551,2500001636,COAGULATION FACTOR IX (RECOMB) 1000 UNITS IV KIT,58394-635-03,J7195,110.0,1 each,Ronald Reagan UCLA Medical Center,2019
552,2500001636,COAGULATION FACTOR IX (RECOMB) 500 UNITS IV KIT,58394-634-03,J7195,110.0,1 each,Ronald Reagan UCLA Medical Center,2019
553,2500001636,COAGULATION FACTOR VIIA RECOMB 1 MG IV SOLR,0169-7201-01,J7189,5054.22,1 each,Ronald Reagan UCLA Medical Center,2019
554,2500001636,COAGULATION FACTOR VIIA RECOMB 2 MG IV SOLR,0169-7202-01,J7189,9180.0,1 each,Ronald Reagan UCLA Medical Center,2019
555,2500001636,COAGULATION FACTOR VIIA RECOMB 5 MG IV SOLR,0169-7205-01,J7189,25800.0,1 each,Ronald Reagan UCLA Medical Center,2019
556,2500001636,COAGULATION FACTOR VIIA RECOMB 8 MG IV SOLR,0169-7208-01,J7189,46233.6,1 each,Ronald Reagan UCLA Medical Center,2019
557,2500000637,COCAINE HCL 4 % EX SOLN,0527-1728-74,,394.175,1  x 4 mL Bottle,Ronald Reagan UCLA Medical Center,2019
558,2500000637,CODEINE SULFATE 15 MG PO TABS,0054-0243-24,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
559,2500000637,CODEINE SULFATE 30 MG PO TABS,0054-0244-24,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
560,2500000637,COLCHICINE 0.6 MG PO TABS,R0254-2008-01,,11.935,1 each,Ronald Reagan UCLA Medical Center,2019
561,2500000636,COLISTIMETHATE SODIUM (CBA) 150 MG IJ SOLR,63323-393-06,J0770,40.0,1 each,Ronald Reagan UCLA Medical Center,2019
562,2500000637,COLLAGENASE 250 UNIT/GM EX OINT,50484-010-30,,501.55,1  x 30 g Tube,Ronald Reagan UCLA Medical Center,2019
563,2500000637,COLLODION FLEXIBLE EX LIQD,38779-0625-5,,42.125,1  x 100 mL Bottle,Ronald Reagan UCLA Medical Center,2019
564,2500000637,CONJ ESTROG-MEDROXYPROGEST ACE 0.3-1.5 MG PO TABS,0046-1105-11,,15.648,1 each,Ronald Reagan UCLA Medical Center,2019
565,2500000637,CONJ ESTROG-MEDROXYPROGEST ACE 0.45-1.5 MG PO TABS,0046-1106-11,,15.648,1 each,Ronald Reagan UCLA Medical Center,2019
566,2500000637,CONJ ESTROG-MEDROXYPROGEST ACE 0.625-2.5 MG PO TABS,0046-1107-11,,15.648,1 each,Ronald Reagan UCLA Medical Center,2019
567,2500000637,CONJ ESTROG-MEDROXYPROGEST ACE 0.625-5 MG PO TABS,0046-1108-11,,15.648,1 each,Ronald Reagan UCLA Medical Center,2019
568,2500000250,COPPER CHLORIDE 0.4 MG/ML IV SOLN,0409-4092-01,,44.298,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
569,2500000636,CORTICORELIN OVINE TRIFLUTATE 100 MCG IV SOLR,55566-0302-1,J0795,3595.16,1 each,Ronald Reagan UCLA Medical Center,2019
570,2500000636,COSYNTROPIN 0.25 MG IJ SOLR,0548-5900-00,J0834,289.941,1 each,Ronald Reagan UCLA Medical Center,2019
571,2500000637,COTRIMOXAZOLE 200-40 MG/5ML PO SUSP,R54879-007-165,,4.0,1  x 5 mL Syringe,Ronald Reagan UCLA Medical Center,2019
572,2500000637,COTRIMOXAZOLE 400-80 MG PO TABS,50268-728-15,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
573,2500000637,COTRIMOXAZOLE 800-160 MG PO TABS,68084-230-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
574,2500000637,CROMOLYN SODIUM 20 MG/2ML IN NEBU,69784-205-60,,37.39,1  x 2 mL Plas Cont,Ronald Reagan UCLA Medical Center,2019
575,2500000637,CROMOLYN SODIUM 4 % OP SOLN,61314-237-10,,40.0,1  x 10 mL Bottle,Ronald Reagan UCLA Medical Center,2019
576,2500000637,CROMOLYN SODIUM 5.2 MG/ACT NA AERS,14832-01103,,15.85,1  x 13 mL Bottle,Ronald Reagan UCLA Medical Center,2019
577,2500000636,CROTALIDAE POLYVAL IMMUNE FAB IV SOLR,50633-110-12,J0840,8704.65,1 each,Ronald Reagan UCLA Medical Center,2019
578,2500000250,CUPRIC SULFATE 0.4 MG/ML IV SOLN,0517-6210-25,,40.0,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
579,2500000636,CYANOCOBALAMIN 1000 MCG/ML IJ SOLN,0517-0031-25,J3420,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
580,2500000637,CYCLOBENZAPRINE HCL 10 MG PO TABS,51079-644-20,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
581,2500000637,CYCLOBENZAPRINE HCL 5 MG PO TABS,68084-753-25,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
582,2500000637,CYCLOPENTOLATE HCL 0.5 % OP SOLN,0065-0395-15,,205.95,1  x 15 mL Bottle,Ronald Reagan UCLA Medical Center,2019
583,2500000637,CYCLOPENTOLATE HCL 1 % OP SOLN,17478-100-02,,40.0,1  x 2 mL Bottle,Ronald Reagan UCLA Medical Center,2019
584,2500000637,CYCLOPENTOLATE HCL 2 % OP SOLN,17478-097-02,,40.0,1  x 2 mL Bottle,Ronald Reagan UCLA Medical Center,2019
585,2500000637,CYCLOPENTOLATE-PHENYLEPHRINE 0.2-1 % OP SOLN,0065-0359-02,,62.775,1  x 2 mL Bottle,Ronald Reagan UCLA Medical Center,2019
586,2500000636,CYCLOPHOSPHAMIDE 1 G IJ SOLR,10019-956-01,J9070,1273.48,1 each,Ronald Reagan UCLA Medical Center,2019
587,2500000636,CYCLOPHOSPHAMIDE 2 G IJ SOLR,10019-957-01,J9070,2548.36,1 each,Ronald Reagan UCLA Medical Center,2019
588,2500000636,CYCLOPHOSPHAMIDE 25 MG PO CAPS,0054-0382-25,J8530,16.988,1 each,Ronald Reagan UCLA Medical Center,2019
589,2500000636,CYCLOPHOSPHAMIDE 50 MG PO CAPS,0054-0383-25,J8530,31.178,1 each,Ronald Reagan UCLA Medical Center,2019
590,2500000636,CYCLOPHOSPHAMIDE 500 MG IJ SOLR,0781-3233-94,J9070,813.75,1 each,Ronald Reagan UCLA Medical Center,2019
591,2500000636,CYCLOSPORINE  MODIFIED 100 MG PO CAPS,0078-0248-15,J7502,19.345,1 each,Ronald Reagan UCLA Medical Center,2019
592,2500000636,CYCLOSPORINE  MODIFIED 100 MG/ML PO SOLN,0078-0274-22,J7502,1054.375,50 mL,Ronald Reagan UCLA Medical Center,2019
593,2500000636,CYCLOSPORINE  MODIFIED 25 MG PO CAPS,0078-0246-15,J7515,4.84,1 each,Ronald Reagan UCLA Medical Center,2019
594,2500000636,CYCLOSPORINE 100 MG PO CAPS,0078-0241-15,J7502,33.203,1 each,Ronald Reagan UCLA Medical Center,2019
595,2500000636,CYCLOSPORINE 100 MG/ML PO SOLN,0078-0110-22,J7502,1611.25,50 mL,Ronald Reagan UCLA Medical Center,2019
596,2500000636,CYCLOSPORINE 25 MG PO CAPS,0078-0240-15,J7515,8.315,1 each,Ronald Reagan UCLA Medical Center,2019
597,2500000636,CYCLOSPORINE 50 MG/ML IV SOLN,0078-0109-01,J7516,155.208,1  x 5 mL Ampule,Ronald Reagan UCLA Medical Center,2019
598,2500000637,CYPROHEPTADINE HCL 2 MG/5ML PO SYRP,39328-044-16,,72.133,473 mL,Ronald Reagan UCLA Medical Center,2019
599,2500000637,CYPROHEPTADINE HCL 4 MG PO TABS,51991-838-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
600,2500000636,CYTARABINE (PF) 100 MG/ML IJ SOLN,63323-120-20,J9100,40.0,1  x 20 mL Vial,Ronald Reagan UCLA Medical Center,2019
601,2500000636,CYTARABINE (PF) 20 MG/ML IJ SOLN,61703-305-38,J9100,40.0,1  x 5 mL Vial,Ronald Reagan UCLA Medical Center,2019
602,2500000637,DABIGATRAN ETEXILATE MESYLATE 150 MG PO CAPS,0597-0360-82,,12.75,1 each,Ronald Reagan UCLA Medical Center,2019
603,2500000637,DABIGATRAN ETEXILATE MESYLATE 75 MG PO CAPS,0597-0149-60,,11.813,1 each,Ronald Reagan UCLA Medical Center,2019
604,2500000636,DACARBAZINE 200 MG IV SOLR,0703-5075-01,J9130,40.0,1 each,Ronald Reagan UCLA Medical Center,2019
605,2500000636,DACTINOMYCIN 0.5 MG IV SOLR,67457-513-05,J9120,3165.44,1 each,Ronald Reagan UCLA Medical Center,2019
606,2500000637,DAKINS (1/2 STRENGTH) 0.25 % EX SOLN,39328-063-25,,22.575,1  x 473 mL Bottle,Ronald Reagan UCLA Medical Center,2019
607,2500000637,DAKINS (1/4 STRENGTH) 0.125 % EX SOLN,0436-0672-16,,23.65,1  x 473 mL Bottle,Ronald Reagan UCLA Medical Center,2019
608,2500000637,DAKINS 0.4-0.5 % EX SOLN,39328-062-50,,22.575,1  x 473 mL Bottle,Ronald Reagan UCLA Medical Center,2019
609,2500000637,DANAZOL 100 MG PO CAPS,0527-1368-01,,8.638,1 each,Ronald Reagan UCLA Medical Center,2019
610,2500000637,DANAZOL 200 MG PO CAPS,0555-0635-02,,5.37,1 each,Ronald Reagan UCLA Medical Center,2019
611,2500000637,DANAZOL 50 MG PO CAPS,0555-0633-02,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
612,2500000637,DANTROLENE SODIUM 100 MG PO CAPS,0115-4433-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
613,2500000637,DANTROLENE SODIUM 25 MG PO CAPS,68084-300-21,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
614,2500003636,DANTROLENE SODIUM 250 MG IV SUSR,42367-540-32,C9399,8053.38,1 each,Ronald Reagan UCLA Medical Center,2019
615,2500000637,DAPSONE 100 MG PO TABS,49938-101-30,,6.348,1 each,Ronald Reagan UCLA Medical Center,2019
616,2500000637,DAPSONE 25 MG PO TABS,49938-102-30,,5.172999999999999,1 each,Ronald Reagan UCLA Medical Center,2019
617,2500000636,DAPTOMYCIN 500 MG IV SOLR,63323-371-10,J0878,491.925,1 each,Ronald Reagan UCLA Medical Center,2019
618,2500000636,DARBEPOETIN ALFA 100 MCG/0.5ML IJ SOSY,55513-025-04,J0882,2809.012,1  x .5 mL Syringe,Ronald Reagan UCLA Medical Center,2019
619,2500000636,DARBEPOETIN ALFA 100 MCG/ML IJ SOLN,55513-005-04,J0882,2809.012,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
620,2500000636,DARBEPOETIN ALFA 200 MCG/0.4ML IJ SOSY,55513-028-01,J0882,4213.53,1  x .4 mL Syringe,Ronald Reagan UCLA Medical Center,2019
621,2500000636,DARBEPOETIN ALFA 200 MCG/ML IJ SOLN,55513-006-01,J0882,4213.53,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
622,2500000636,DARBEPOETIN ALFA 25 MCG/ML IJ SOLN,55513-002-04,J0882,614.4780000000002,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
623,2500000636,DARBEPOETIN ALFA 300 MCG/0.6ML IJ SOSY,55513-111-01,J0882,6320.28,1  x .6 mL Syringe,Ronald Reagan UCLA Medical Center,2019
624,2500000636,DARBEPOETIN ALFA 300 MCG/ML IJ SOLN,55513-110-01,J0882,6071.4,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
625,2500000636,DARBEPOETIN ALFA 40 MCG/0.4ML IJ SOSY,55513-021-04,J0882,1123.612,1  x .4 mL Syringe,Ronald Reagan UCLA Medical Center,2019
626,2500000636,DARBEPOETIN ALFA 500 MCG/ML IJ SOSY,55513-032-01,J0882,10533.78,1  x 1 mL Syringe,Ronald Reagan UCLA Medical Center,2019
627,2500000636,DARBEPOETIN ALFA 60 MCG/0.3ML IJ SOSY,55513-023-04,J0882,1685.412,1  x .3 mL Syringe,Ronald Reagan UCLA Medical Center,2019
628,2500000636,DARBEPOETIN ALFA 60 MCG/ML IJ SOLN,55513-004-04,J0882,1685.412,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
629,2500000637,DARUNAVIR ETHANOLATE 600 MG PO TABS,59676-562-01,,63.843,1 each,Ronald Reagan UCLA Medical Center,2019
630,2500000636,DAUNORUBICIN HCL 20 MG/4ML IV SOLN,0703-5233-13,J9150,238.446,1  x 4 mL Vial,Ronald Reagan UCLA Medical Center,2019
631,2500000636,DAUNORUBICIN-CYTARABINE LIPO 44-100 MG IV SUSR,68727-745-02,J9153,23250.0,1 each,Ronald Reagan UCLA Medical Center,2019
632,2500000636,DECITABINE 50 MG IV SOLR,47335-361-41,J0894,663.355,1 each,Ronald Reagan UCLA Medical Center,2019
633,2500000636,DEFEROXAMINE MESYLATE 2 G IJ SOLR,0409-2337-25,J0895,71.595,1 each,Ronald Reagan UCLA Medical Center,2019
634,2500000636,DEFEROXAMINE MESYLATE 500 MG IJ SOLR,52609-4505-6,J0895,40.0,1 each,Ronald Reagan UCLA Medical Center,2019
635,2500000637,DEMECLOCYCLINE HCL 150 MG PO TABS,62584-159-01,,7.825,1 each,Ronald Reagan UCLA Medical Center,2019
636,2500000637,DEMECLOCYCLINE HCL 300 MG PO TABS,62584-163-65,,18.373,1 each,Ronald Reagan UCLA Medical Center,2019
637,2500000636,DENOSUMAB 120 MG/1.7ML SC SOLN,55513-730-01,J0897,6216.12,1  x 1.7 mL Vial,Ronald Reagan UCLA Medical Center,2019
638,2500000636,DENOSUMAB 60 MG/ML SC SOSY,55513-710-01,J0897,3316.35,1  x 1 mL Syringe,Ronald Reagan UCLA Medical Center,2019
639,2500000637,DESFLURANE IN SOLN,10019-644-34,,326.45,240 mL,Ronald Reagan UCLA Medical Center,2019
640,2500000637,DESIPRAMINE HCL 10 MG PO TABS,45963-341-02,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
641,2500000637,DESIPRAMINE HCL 25 MG PO TABS,0781-1972-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
642,2500000637,DESIPRAMINE HCL 50 MG PO TABS,50742-114-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
643,2500000637,DESMOPRESSIN ACE RHINAL TUBE 0.01 % NA SOLN,0075-2450-01,,628.44,1  x 2.5 mL Bottle,Ronald Reagan UCLA Medical Center,2019
644,2500000637,DESMOPRESSIN ACETATE 0.1 MG PO TABS,68084-606-21,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
645,2500000637,DESMOPRESSIN ACETATE 0.2 MG PO TABS,68084-604-21,,4.038,1 each,Ronald Reagan UCLA Medical Center,2019
646,2500000637,DESMOPRESSIN ACETATE 1.5 MG/ML NA SOLN,0053-6871-00,,2836.28,1  x 2.5 mL Bottle,Ronald Reagan UCLA Medical Center,2019
647,2500000636,DESMOPRESSIN ACETATE 4 MCG/ML IJ SOLN,69918-901-10,J2597,1435.96,1  x 10 mL Vial,Ronald Reagan UCLA Medical Center,2019
648,2500000637,DESMOPRESSIN ACETATE SPRAY 0.01 % NA SOLN,69918-501-05,,195.15,1  x 5 mL Bottle,Ronald Reagan UCLA Medical Center,2019
649,2500000637,DESOGESTREL-ETHINYL ESTRADIOL 0.15-0.02/0.01 MG (21/5) PO TABS,0555-9050-58,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
650,2500000637,DESOGESTREL-ETHINYL ESTRADIOL 0.15-30 MG-MCG PO TABS,70700-113-85,,4.0,.03571  x 28 each Disp Pack,Ronald Reagan UCLA Medical Center,2019
651,2500000637,DESONIDE 0.05 % EX CREA,51672-1280-1,,66.725,1  x 15 g Tube,Ronald Reagan UCLA Medical Center,2019
652,2500000637,DESONIDE 0.05 % EX LOTN,0168-0310-02,,537.501,1  x 59 mL Bottle,Ronald Reagan UCLA Medical Center,2019
653,2500000636,DEXAMETHASONE 0.5 MG PO TABS,0054-8179-25,J8540,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
654,2500000636,DEXAMETHASONE 0.5 MG/5ML PO SOLN,0054-3177-57,J8540,76.8,1  x 240 mL Bottle,Ronald Reagan UCLA Medical Center,2019
655,2500000636,DEXAMETHASONE 0.7 MG IZ IMPL,0023-3348-07,J7312,3999.0,1 each,Ronald Reagan UCLA Medical Center,2019
656,2500000636,DEXAMETHASONE 0.75 MG PO TABS,0054-8180-25,J8540,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
657,2500000636,DEXAMETHASONE 1 MG PO TABS,0054-8174-25,J8540,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
658,2500000636,DEXAMETHASONE 1 MG/ML PO CONC,0054-3176-44,J8540,49.425,30 mL,Ronald Reagan UCLA Medical Center,2019
659,2500000636,DEXAMETHASONE 1.5 MG PO TABS,0054-8181-25,J8540,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
660,2500000636,DEXAMETHASONE 2 MG PO TABS,0054-8176-25,J8540,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
661,2500000636,DEXAMETHASONE 4 MG PO TABS,0054-8175-25,J8540,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
662,2500000636,DEXAMETHASONE 6 MG PO TABS,0054-8183-25,J8540,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
663,2500000636,DEXAMETHASONE SOD PHOSPHATE PF 10 MG/ML IJ SOLN,63323-506-01,J1100,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
664,2500000637,DEXAMETHASONE SODIUM PHOSPHATE 0.1 % OP SOLN,24208-720-02,,110.275,1  x 5 mL Bottle,Ronald Reagan UCLA Medical Center,2019
665,2500000636,DEXAMETHASONE SODIUM PHOSPHATE 10 MG/ML IJ SOLN,0641-0367-25,J1100,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
666,2500000636,DEXAMETHASONE SODIUM PHOSPHATE 20 MG/5ML IJ SOLN,67457-422-54,J1100,40.0,1  x 5 mL Vial,Ronald Reagan UCLA Medical Center,2019
667,2500000636,DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,67457-423-12,J1100,40.0,1  x 1 mL Vial,Ronald Reagan UCLA Medical Center,2019
668,2500000250,DEXMEDETOMIDINE HCL 200 MCG/2ML IV SOLN,42023-146-25,,40.0,1  x 2 mL Vial,Ronald Reagan UCLA Medical Center,2019
669,2500000636,DEXRAZOXANE HCL 250 MG IV SOLR,0143-9247-01,J1190,368.55,1 each,Ronald Reagan UCLA Medical Center,2019
670,2500000636,DEXRAZOXANE HCL 500 MG IV SOLR,0143-9248-01,J1190,1094.28,1 each,Ronald Reagan UCLA Medical Center,2019
671,2500000636,DEXTRAN 40 IN D5W 10 % IV SOLN,0409-7418-03,J7100,110.0,1  x 500 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
672,2500000636,DEXTRAN 40 IN SALINE 10-0.9 % IV SOLN,0409-7419-03,J7100,110.0,1  x 500 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
673,2500000637,DEXTROAMPHETAMINE SULFATE 10 MG PO TABS,0555-0953-02,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
674,2500000637,DEXTROAMPHETAMINE SULFATE 5 MG PO TABS,R0555-0952-02,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
675,2500000637,DEXTROAMPHETAMINE SULFATE ER 10 MG PO CP24,R0406-8961-01,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
676,2500000637,DEXTROAMPHETAMINE SULFATE ER 15 MG PO CP24,0406-8962-01,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
677,2500000637,DEXTROAMPHETAMINE SULFATE ER 5 MG PO CP24,R45963-303-09,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
678,2500000258,DEXTROSE 10 % IV SOLN,0338-0023-04,,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
679,2500000258,DEXTROSE 10 %/0.45 % NACL,0264-7622-00,,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
680,2500000258,DEXTROSE 20 % IV SOLN,0409-7935-19,,70.0,1  x 500 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
681,2500000636,DEXTROSE 30 % IV SOLN,0409-8004-15,J3490,70.0,1  x 500 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
682,2500000636,DEXTROSE 40 % IV SOLN,0409-7937-19,J3490,70.0,1  x 500 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
683,2500000258,DEXTROSE 5 % IV SOLN,0338-0017-04,J7070,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
684,2500000258,DEXTROSE 5 %/0.2 % NACL,0338-0077-04,J7042,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
685,2500000250,DEXTROSE 5 %/0.2 % NACL/20 MEQ KCL,0338-0663-04,,100.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
686,2500000258,DEXTROSE 5 %/0.45 % NACL,0338-0085-04,J7042,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
687,2500000250,DEXTROSE 5 %/0.45 % NACL/10 MEQ KCL,0338-0669-04,,100.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
688,2500000636,DEXTROSE 5 %/0.45 % NACL/20 MEQ KCL,0338-0671-04,J3490,100.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
689,2500000250,DEXTROSE 5 %/0.45 % NACL/30 MEQ KCL,0338-0673-04,,100.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
690,2500000250,DEXTROSE 5 %/0.45 % NACL/40 MEQ KCL,0338-0675-04,,100.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
691,2500000250,DEXTROSE 5 %/0.9 % NACL/20 MEQ KCL,0338-0803-04,,100.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
692,2500000258,DEXTROSE 5 %/LACTATED RINGERS,0338-0125-04,J7121,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
693,2500000636,DEXTROSE 50 % IV SOLN,0409-6648-02,J3490,40.0,1  x 50 mL Vial,Ronald Reagan UCLA Medical Center,2019
694,2500000636,DEXTROSE 70 % IV SOLN,0338-0719-06,J3490,70.0,1  x 2000 mL Plas Cont,Ronald Reagan UCLA Medical Center,2019
695,2500000258,DEXTROSE-NACL 10-0.45 % IV SOLN,0264-7622-00,J7042,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
696,2500000258,DEXTROSE-NACL 2.5-0.45 % IV SOLN,0338-0073-04,J7042,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
697,2500000258,DEXTROSE-NACL 5-0.9 % IV SOLN,0338-0089-04,J7042,70.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
698,2500000258,DEXTROSE-SODIUM CHLORIDE 5-0.45 % IV SOLN,0338-0085-04,,40.0,1  x 1000 mL Flex Cont,Ronald Reagan UCLA Medical Center,2019
699,2500000636,DIATRIZOATE MEGLUMINE & SODIUM 66-10 % PO SOLN,0270-0445-35,Q9963,30.516,1  x 30 mL Bottle,Ronald Reagan UCLA Medical Center,2019
700,2500000637,DIAZEPAM 1 MG/ML PO SOLN,68094-750-62,,8.0,1  x 5 mL Cup,Ronald Reagan UCLA Medical Center,2019
701,2500000637,DIAZEPAM 10 MG PO TABS,51079-286-20,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
702,2500000637,DIAZEPAM 10 MG RE GEL,68682-652-20,,1045.6,1 each,Ronald Reagan UCLA Medical Center,2019
703,2500000637,DIAZEPAM 2 MG PO TABS,51079-284-20,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
704,2500000637,DIAZEPAM 2.5 MG RE GEL,0093-6137-32,,715.33,2 applicator,Ronald Reagan UCLA Medical Center,2019
705,2500000637,DIAZEPAM 20 MG RE GEL,68682-655-20,,1045.96,1 each,Ronald Reagan UCLA Medical Center,2019
706,2500000637,DIAZEPAM 5 MG PO TABS,51079-285-20,,8.0,1 each,Ronald Reagan UCLA Medical Center,2019
707,2500000636,DIAZEPAM 5 MG/ML IJ SOLN,0409-1273-32,J3360,58.17,1  x 2 mL Crtrdg-NDL,Ronald Reagan UCLA Medical Center,2019
708,2500000637,DIBUCAINE 1 % EX OINT,54162-011-01,,13.3,1  x 28 g Tube,Ronald Reagan UCLA Medical Center,2019
709,2500000637,DICLOFENAC SODIUM 0.1 % OP SOLN,61314-014-25,,40.0,1  x 2.5 mL Bottle,Ronald Reagan UCLA Medical Center,2019
710,2500000637,DICLOFENAC SODIUM 25 MG PO TBEC,16571-203-10,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
711,2500000637,DICLOFENAC SODIUM 50 MG PO TBEC,51079-466-20,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
712,2500000637,DICLOFENAC SODIUM 75 MG PO TBEC,68084-333-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
713,2500000637,DICLOFENAC-MISOPROSTOL 50-0.2 MG PO TBEC,59762-0028-1,,6.085,1 each,Ronald Reagan UCLA Medical Center,2019
714,2500000637,DICLOXACILLIN SODIUM 250 MG PO CAPS,0093-3123-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
715,2500000637,DICLOXACILLIN SODIUM 500 MG PO CAPS,0093-3125-01,,4.0,1 each,Ronald Reagan UCLA Medical Center,2019
716,2500000637,DIDANOSINE 2 G PO SOLR,0087-6632-41,,130.0,1  x 100 mL Bottle,Ronald Reagan UCLA Medical Center,2019
717,2500000637,DIGOXIN 0.05 MG/ML PO SOLN,0054-0057-46,,277.65,60 mL,Ronald Reagan UCLA Medical Center,2019
