,Charge Code,Description,CPT4 Code,Price,Hospital,Year
2940,447000010221,STENT ESOPH POLYFLEX 23X18MMX90,C1876,7462.5,Rideout Memorial Hospital,2019
2941,447000010225,PLATE DHS 2 HOLE 135DEG,C1713,2649.6,Rideout Memorial Hospital,2019
2942,447000010226,SCREW LAG 85MM,C1713,1797.75,Rideout Memorial Hospital,2019
2943,447000010229,SCREW CANN LONG 3.0X14MM,C1713,488.75,Rideout Memorial Hospital,2019
2944,447000010230,SCREW CANN LONG 3.0X15MM,C1713,1041.25,Rideout Memorial Hospital,2019
2945,447000010231,SCREW CANN LONG 3.0X16MM,C1713,1041.25,Rideout Memorial Hospital,2019
2946,447000010233,SCREW CANN LONG 3.0X17MM,C1713,1041.25,Rideout Memorial Hospital,2019
2947,447000010234,SCREW CANN LONG 3.0X18MM,C1713,663.0,Rideout Memorial Hospital,2019
2948,447000010236,SCREW CANN LONG 3.0X19MM,C1713,663.0,Rideout Memorial Hospital,2019
2949,447000010237,SCREW CANN LONG 3.0X20MM,C1713,875.93,Rideout Memorial Hospital,2019
2950,447000010238,SCREW CANN LONG 3.0X21MM,C1713,914.18,Rideout Memorial Hospital,2019
2951,447000010239,SCREW CANN LONG 3.0X22MM,C1713,914.18,Rideout Memorial Hospital,2019
2952,447000010240,SCREW CANN LONG 3.0X34MM,C1713,663.0,Rideout Memorial Hospital,2019
2953,447000010241,SCREW CANN LONG 3.0X36MM,C1713,663.0,Rideout Memorial Hospital,2019
2954,447000010242,SCREW CANN LONG 3.0X38MM,C1713,914.18,Rideout Memorial Hospital,2019
2955,447000010243,SCREW CANN LONG 3.0X40MM,C1713,663.0,Rideout Memorial Hospital,2019
2956,447000010245,INSERT TIB CVD,,3200.0,Rideout Memorial Hospital,2019
2957,447000010250,INSERT TIB BEARING SZ9 10MM,,5175.0,Rideout Memorial Hospital,2019
2958,447000010253,NAIL TIB STD 13X345MM,C1713,3052.0,Rideout Memorial Hospital,2019
2959,447000010254,CATHETER IMA 4FRX100CM,C1758,38.75,Rideout Memorial Hospital,2019
2960,447000010256,CATHETER PRC 4FRX100CM,,38.75,Rideout Memorial Hospital,2019
2961,447000010257,CATHETER AR MOD 4FRX100CM,,38.75,Rideout Memorial Hospital,2019
2962,447000010259,PACEMAKER SNGL ITREVIA 7 VR-T DX,C1786,46237.0,Rideout Memorial Hospital,2019
2963,447000010260,SCREW CANN P-THRD 3.0X14MM,C1713,488.75,Rideout Memorial Hospital,2019
2964,447000010261,SCREW CANN P-THRD 3.0X15MM,C1713,663.0,Rideout Memorial Hospital,2019
2965,447000010262,SCREW CANN P-THRD 3.0X16MM,C1713,663.0,Rideout Memorial Hospital,2019
2966,447000010263,SCREW CANN P-THRD 3.0X17MM,C1713,663.0,Rideout Memorial Hospital,2019
2967,447000010264,SCREW CANN P-THRD 3.0X18MM,C1713,875.93,Rideout Memorial Hospital,2019
2968,447000010265,SCREW CANN P-THRD 3.0X19MM,C1713,875.93,Rideout Memorial Hospital,2019
2969,447000010266,SCREW CANN P-THRD 3.0X20MM,C1713,663.0,Rideout Memorial Hospital,2019
2970,447000010267,SCREW CANN P-THRD 3.0X21MM,C1713,875.93,Rideout Memorial Hospital,2019
2971,447000010268,SCREW CANN P-THRD 3.0X22MM,C1713,488.75,Rideout Memorial Hospital,2019
2972,447000010270,SYSTEM ICD SNGL ITREVIA DX DF1 HM,C1786,47990.0,Rideout Memorial Hospital,2019
2973,447000010271,SCREW CANN LONG 3.0X23MM,C1713,914.18,Rideout Memorial Hospital,2019
2974,447000010272,INSERT BEARING TIB SZ9 12MM,,5175.0,Rideout Memorial Hospital,2019
2975,447000010273,SCREW CANN LONG 3.0X25MM,C1713,663.0,Rideout Memorial Hospital,2019
2976,447000010274,SCREW CANN LONG 3.0X26MM,C1713,663.0,Rideout Memorial Hospital,2019
2977,447000010275,SCREW CANN LONG 3.0X27MM,C1713,914.18,Rideout Memorial Hospital,2019
2978,447000010276,SCREW CANN LONG 3.0X28MM,C1713,663.0,Rideout Memorial Hospital,2019
2979,447000010277,SCREW CANN LONG 3.0X29MM,C1713,488.75,Rideout Memorial Hospital,2019
2980,447000010278,SCREW CANN LONG 3.0X30MM,C1713,914.18,Rideout Memorial Hospital,2019
2981,447000010279,SCREW CANN LONG 3.0X32MM,C1713,914.18,Rideout Memorial Hospital,2019
2982,447000010280,SCREW CANN P-THRD 3.0X23MM,C1713,488.75,Rideout Memorial Hospital,2019
2983,447000010281,SCREW CANN SHORT THRD 3.0X24MM,C1713,488.75,Rideout Memorial Hospital,2019
2984,447000010282,SCREW CANN SHORT THRD 3.0X25MM,C1713,875.93,Rideout Memorial Hospital,2019
2985,447000010283,SCREW CANN SHORT THRD 3.0X26MM,C1713,875.93,Rideout Memorial Hospital,2019
2986,447000010284,SCREW CANN SHORT THRD 3.0X27MM,C1713,875.93,Rideout Memorial Hospital,2019
2987,447000010285,SCREW CANN SHORT THRD 3.0X28MM,C1713,488.75,Rideout Memorial Hospital,2019
2988,447000010286,SCREW CANN SHORT THRD 3.0X29MM,C1713,914.18,Rideout Memorial Hospital,2019
2989,447000010287,SCREW CANN SHORT THRD 3.0X30MM,C1713,914.18,Rideout Memorial Hospital,2019
2990,447000010288,SCREW CANN SHORT THRD 3.0X34MM,C1713,914.18,Rideout Memorial Hospital,2019
2991,447000010289,SCREW CANN SHORT THRD 3.0X36MM,C1713,663.0,Rideout Memorial Hospital,2019
2992,447000010290,SCREW CANN SHORT THRD 3.0X38MM,C1713,914.18,Rideout Memorial Hospital,2019
2993,447000010291,SCREW CANN SHORT THRD 3.0X40MM,C1713,914.18,Rideout Memorial Hospital,2019
2994,447000010293,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X10MM,C1713,90.0,Rideout Memorial Hospital,2019
2995,447000010294,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X11MM,C1713,90.0,Rideout Memorial Hospital,2019
2996,447000010295,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X14MM,C1713,90.0,Rideout Memorial Hospital,2019
2997,447000010296,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X16MM,C1713,90.0,Rideout Memorial Hospital,2019
2998,447000010297,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X18MM,C1713,90.0,Rideout Memorial Hospital,2019
2999,447000010298,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X20MM,C1713,90.0,Rideout Memorial Hospital,2019
3000,447000010299,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X22MM,C1713,90.0,Rideout Memorial Hospital,2019
3001,447000010300,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X24MM,C1713,90.0,Rideout Memorial Hospital,2019
3002,447000010310,COMPONENT PATELLA SCORPIO M-DOME X3 #09,,6300.0,Rideout Memorial Hospital,2019
3003,447000010311,MESH DUAL 18X24 CM,C1781,3881.25,Rideout Memorial Hospital,2019
3004,447000010313,MESH BIOLOGIC PERMACOL 15X20CM,C1781,14700.0,Rideout Memorial Hospital,2019
3005,447000010318,LEAD ICD LINOX SMART S DX 65/17,C1777,14000.0,Rideout Memorial Hospital,2019
3006,447000010322,STEM SHOULDER HUM 8X115MM,,9803.5,Rideout Memorial Hospital,2019
3007,447000010323,HEAD OFFSET 44X17MM,,4488.75,Rideout Memorial Hospital,2019
3008,447000010325,LINER ACET 10DEG +4 28X50MM,,5231.25,Rideout Memorial Hospital,2019
3009,447000010326,SLEEVE PROXIMAL 20 LG,,2130.0,Rideout Memorial Hospital,2019
3010,447000010327,SCREW ACET CANC 6.5X15MM,C1713,552.89,Rideout Memorial Hospital,2019
3011,447000010328,HEAD FEM +0NECK 11/13 TAP 28MM,,6356.25,Rideout Memorial Hospital,2019
3012,447000010329,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X26MM,C1713,90.0,Rideout Memorial Hospital,2019
3013,447000010330,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X28MM,C1713,90.0,Rideout Memorial Hospital,2019
3014,447000010331,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X30MM,C1713,38.5,Rideout Memorial Hospital,2019
3015,447000010332,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X32MM,C1713,38.5,Rideout Memorial Hospital,2019
3016,447000010333,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X34MM,C1713,38.5,Rideout Memorial Hospital,2019
3017,447000010334,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X36MM,C1713,38.5,Rideout Memorial Hospital,2019
3018,447000010335,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X28MM,C1713,38.5,Rideout Memorial Hospital,2019
3019,447000010336,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X40MM,C1713,38.5,Rideout Memorial Hospital,2019
3020,447000010337,SCREW CORTEX 2.5MM HEX SOCK TI 3.5X45MM,C1713,38.5,Rideout Memorial Hospital,2019
3021,447000010338,SCREW CORTEX TI 3.5X50MM,C1713,38.5,Rideout Memorial Hospital,2019
3022,447000010339,SCREW SHAFT TI 3.5X16MM,C1713,53.75,Rideout Memorial Hospital,2019
3023,447000010340,SCREW SHAFT TI 3.5X18MM,C1713,85.0,Rideout Memorial Hospital,2019
3024,447000010341,SCREW SHAFT TI 3.5X20MM,C1713,53.75,Rideout Memorial Hospital,2019
3025,447000010342,SCREW SHAFT TI 3.5X22MM,C1713,53.75,Rideout Memorial Hospital,2019
3026,447000010343,SCREW SHAFT TI 3.5X24MM,C1713,53.75,Rideout Memorial Hospital,2019
3027,447000010345,SCREW CANN 16MM 7.0X30MM,C1713,1220.18,Rideout Memorial Hospital,2019
3028,447000010346,SCREW CANN 16MM 7.0X35MM,C1713,1220.18,Rideout Memorial Hospital,2019
3029,447000010347,SCREW CANN 16MM 7.0X55MM,C1713,1220.18,Rideout Memorial Hospital,2019
3030,447000010348,SCREW CANN 16MM 7.0X60MM,C1713,1220.18,Rideout Memorial Hospital,2019
3031,447000010349,SCREW CANN 16MM 7.0X70MM,C1713,1220.18,Rideout Memorial Hospital,2019
3032,447000010350,SCREW CANN 16MM 7.0X75MM,C1713,1220.18,Rideout Memorial Hospital,2019
3033,447000010351,SCREW CANN 16MM 7.0X85MM,C1713,1220.18,Rideout Memorial Hospital,2019
3034,447000010352,SCREW CANN 16MM 7.0X90MM,C1713,1220.18,Rideout Memorial Hospital,2019
3035,447000010353,SCREW CANN 16MM 7.0X95MM,C1713,1220.18,Rideout Memorial Hospital,2019
3036,447000010354,SCREW CANN 16MM 7.0X100MM,C1713,1220.18,Rideout Memorial Hospital,2019
3037,447000010355,SCREW CANN 16MM 7.0X105MM,C1713,1220.18,Rideout Memorial Hospital,2019
3038,447000010356,SCREW CANN 16MM 7.0X110MM,C1713,1220.18,Rideout Memorial Hospital,2019
3039,447000010357,SCREW CANN 16MM 7.0X115MM,C1713,1220.18,Rideout Memorial Hospital,2019
3040,447000010358,SCREW CANN 16MM 7.0X120MM,C1713,1220.18,Rideout Memorial Hospital,2019
3041,447000010359,SCREW CANN 16MM 7.0X125MM,C1713,1220.18,Rideout Memorial Hospital,2019
3042,447000010360,SCREW CANN 16MM 7.0X130MM,C1713,1220.18,Rideout Memorial Hospital,2019
3043,447000010362,SCREW CANN 32MM 7.0X55MM,C1713,1207.0,Rideout Memorial Hospital,2019
3044,447000010363,SCREW CANN 32MM 7.0X60MM,C1713,1207.0,Rideout Memorial Hospital,2019
3045,447000010364,SCREW CANN 32MM 7.0X65MM,C1713,1207.0,Rideout Memorial Hospital,2019
3046,447000010365,SCREW CANN 32MM 7.0X75MM,C1713,1266.5,Rideout Memorial Hospital,2019
3047,447000010368,SCREW CANN 32MM 7.0X80MM,C1713,1007.25,Rideout Memorial Hospital,2019
3048,447000010369,SCREW CANN 32MM 7.0X85MM,C1713,1170.45,Rideout Memorial Hospital,2019
3049,447000010371,SCREW CANN 32MM 7.0X90MM,C1713,1220.18,Rideout Memorial Hospital,2019
3050,447000010372,SCREW CANN 32MM 7.0X95MM,C1713,1266.5,Rideout Memorial Hospital,2019
3051,447000010373,SCREW CANN 32MM 7.0X100MM,C1713,1007.25,Rideout Memorial Hospital,2019
3052,447000010374,SCREW CANN 32MM 7.0X110MM,C1713,862.75,Rideout Memorial Hospital,2019
3053,447000010375,SCREW CANN 32MM 7.0X115MM,C1713,641.75,Rideout Memorial Hospital,2019
3054,447000010376,SCREW CANN 32MM 7.0X120MM,C1713,1170.45,Rideout Memorial Hospital,2019
3055,447000010377,SCREW CANN 32MM 7.0X125MM,C1713,641.75,Rideout Memorial Hospital,2019
3056,447000010378,SCREW CANN 32MM 7.0X130MM,C1713,641.75,Rideout Memorial Hospital,2019
3057,447000010380,PLATE TIB I/B SZ54,C1713,8775.0,Rideout Memorial Hospital,2019
3058,447000010384,ROD FEM FLUTED 10X75MM,C1713,4406.25,Rideout Memorial Hospital,2019
3059,447000010385,INSERT ART SURF I/B II PS 54X21,,5981.25,Rideout Memorial Hospital,2019
3060,447000010414,SCREW LOCKING 3.5X22MM,C1713,569.5,Rideout Memorial Hospital,2019
3061,447000010423,RETRACTOR ALEXIS C-SECTION LG,,246.0,Rideout Memorial Hospital,2019
3062,447000010424,RETRACTOR ALEXIS C-SECTION XL,,321.0,Rideout Memorial Hospital,2019
3063,447000010426,KIT FLEXI-SEAL SIGNAL FMS,,669.97,Rideout Memorial Hospital,2019
3064,447000010427,SCREW CANN PTHRD 3.5X10MM,C1713,858.5,Rideout Memorial Hospital,2019
3065,447000010428,SCREW CANN PTHRD3.5X12MM,C1713,868.28,Rideout Memorial Hospital,2019
3066,447000010429,SCREW CANN PTHRD 3.5X14MM,C1713,868.28,Rideout Memorial Hospital,2019
3067,447000010430,SCREW CANN PTHRD 3.5X16MM,C1713,901.0,Rideout Memorial Hospital,2019
3068,447000010431,SCREW CANN PTHRD 3.5X18MM,C1713,735.25,Rideout Memorial Hospital,2019
3069,447000010432,SCREW CANN PTHRD 3.5X20MM,C1713,629.0,Rideout Memorial Hospital,2019
3070,447000010433,SCREW CANN PTHRD 3.5X22MM,C1713,629.0,Rideout Memorial Hospital,2019
3071,447000010434,SCREW CANN PTHRD 3.5X24MM,C1713,868.28,Rideout Memorial Hospital,2019
3072,447000010435,SCREW CANN PTHRD 3.5X28MM,C1713,868.28,Rideout Memorial Hospital,2019
3073,447000010436,SCREW CANN PTHRD 3.5X32MM,C1713,858.5,Rideout Memorial Hospital,2019
3074,447000010437,SCREW CANN PTHRD 3.5X34MM,C1713,858.5,Rideout Memorial Hospital,2019
3075,447000010438,SCREW CANN PTHRD 3.5X36MM,C1713,964.75,Rideout Memorial Hospital,2019
3076,447000010439,SCREW CANN PTHRD 3.5X38MM,C1713,858.5,Rideout Memorial Hospital,2019
3077,447000010440,SCREW CANN PTHRD 3.5X42MM,C1713,901.0,Rideout Memorial Hospital,2019
3078,447000010441,SCREW CANN PTHRD 3.5X46MM,C1713,868.28,Rideout Memorial Hospital,2019
3079,447000010442,SCREW CANN PTHRD 3.5X48MM,C1713,868.28,Rideout Memorial Hospital,2019
3080,447000010443,SCREW CANN PTHRD 4.5X20MM,C1713,883.58,Rideout Memorial Hospital,2019
3081,447000010444,SCREW CANN PTHRD 4.5X22MM,C1713,883.58,Rideout Memorial Hospital,2019
3082,447000010445,BAG FLEXI-SEAL FMS COLLECTION,,31.3,Rideout Memorial Hospital,2019
3083,447000010446,SCREW STD BONE 1.6X5MM,C1713,125.0,Rideout Memorial Hospital,2019
3084,447000010449,KIT CARMEDA PREC FEMORAL 19FR,,1392.94,Rideout Memorial Hospital,2019
3085,447000010450,KIT CARMEDA PREC FEMORAL 21FR,,1372.75,Rideout Memorial Hospital,2019
3086,447000010451,CANNULA MULTISTAGE FEMORAL VENOUS 21FR,,1700.0,Rideout Memorial Hospital,2019
3087,447000010452,SCREW CANN PTHRD 4.5X24MM,C1713,675.75,Rideout Memorial Hospital,2019
3088,447000010453,SCREW CANN PTHRD 4.5X26MM,C1713,488.75,Rideout Memorial Hospital,2019
3089,447000010454,SCREW CANN PTHRD 4.5X28MM,C1713,675.75,Rideout Memorial Hospital,2019
3090,447000010455,SCREW CANN PTHRD 4.5X30MM,C1713,921.83,Rideout Memorial Hospital,2019
3091,447000010456,SCREW CANN PTHRD 4.5X32MM,C1713,921.83,Rideout Memorial Hospital,2019
3092,447000010457,SCREW CANN PTHRD 4.5X36MM,C1713,1032.75,Rideout Memorial Hospital,2019
3093,447000010458,SCREW CANN PTHRD 4.5X42MM,C1713,883.58,Rideout Memorial Hospital,2019
3094,447000010459,SCREW CANN PTHRD 4.5X48MM,C1713,883.58,Rideout Memorial Hospital,2019
3095,447000010460,SCREW CANN PTHRD 4.5X50MM,C1713,883.58,Rideout Memorial Hospital,2019
3096,447000010462,CANNULA MULTISTAGE FEMORAL VENOUS 25FR,,1700.0,Rideout Memorial Hospital,2019
3097,447000010487,SCREW LOCK F/DFN TI 6.0X90MM,C1713,947.75,Rideout Memorial Hospital,2019
3098,447000010491,ALLOGRAFT TRINITY EVOLUTION 5CC,,9170.0,Rideout Memorial Hospital,2019
3099,447000010492,KEY UHR HEAD REMOVAL 26MM,,655.2,Rideout Memorial Hospital,2019
3100,447000010493,HEAD FEM +2.5NECK C TAP 28MM,C1776,637.5,Rideout Memorial Hospital,2019
3101,447000010494,NAIL TIB SOLID TI 8X300MM,C1713,5253.75,Rideout Memorial Hospital,2019
3102,447000010497,NAIL FEM DIST I/M CANN 10X320MM,C1713,6997.5,Rideout Memorial Hospital,2019
3103,447000010498,NAIL FEM DIST I/M CANN 10X300MM,C1713,6997.5,Rideout Memorial Hospital,2019
3104,447000010500,PACK KNEE ARTHROSCOPY IV,,284.85,Rideout Memorial Hospital,2019
3105,447000010502,NAIL FEM A/R T2 11X380MM,C1713,6123.19,Rideout Memorial Hospital,2019
3106,447000010503,SHELL HEMI ACETABULAR 60MM,,4762.5,Rideout Memorial Hospital,2019
3107,447000010504,PACEMAKER ALTURA 60 DDDR,C1785,17950.0,Rideout Memorial Hospital,2019
3108,447000010510,MATRIX DURAGEN 2X2IN,,2048.16,Rideout Memorial Hospital,2019
3109,447000010512,DRESSING STAMMBERGER SINU FOAM,,301.5,Rideout Memorial Hospital,2019
3110,447000010527,SPACER ANATOMIC PEEK 16X11X8MM,,6750.0,Rideout Memorial Hospital,2019
3111,447000010534,SPACER ANATOMIC PEEK 16X11X6MM,C1821,6750.0,Rideout Memorial Hospital,2019
3112,447000010535,SPACER ANATOMIC PEEK 14X11X7MM,,6750.0,Rideout Memorial Hospital,2019
3113,447000010536,PIN PF,C1713,743.75,Rideout Memorial Hospital,2019
3114,447000010537,IMPLANT TRANSLATIONAL ATLANTIS 65MM,,9232.5,Rideout Memorial Hospital,2019
3115,447000010538,PIN THRD SIGMA LCS STRL,C1713,1870.0,Rideout Memorial Hospital,2019
3116,447000010539,COMPONENT FEM SIGMA PS SZ 4N,,8856.93,Rideout Memorial Hospital,2019
3117,447000010540,BASEPLATE TIB GENESIS II LT SZ4,C1713,4162.5,Rideout Memorial Hospital,2019
3118,447000010541,COMPONENT XLPE LEGION SZ3-4 9MM,,4312.5,Rideout Memorial Hospital,2019
3119,447000010542,COMPONENT FEM LEGION CR LT SZ4,,8606.25,Rideout Memorial Hospital,2019
3120,447000010559,SPACER LORDOTIC CR 6MM,,5343.75,Rideout Memorial Hospital,2019
3121,447000010560,SPACER LORDOTIC CR 7MM,,5505.0,Rideout Memorial Hospital,2019
3122,447000010561,SCREW RESCUE 14MM,C1713,1623.5,Rideout Memorial Hospital,2019
3123,447000010575,NAIL CANN EX HINDFT ARTHRODESIS 12MM,C1713,6671.25,Rideout Memorial Hospital,2019
3124,447000010576,CAP END F/HINDFOOT ARTHRODESIS TI,C1713,1049.75,Rideout Memorial Hospital,2019
3125,447000010577,SCREW LOCKING TI 5.0X40MM,C1713,1079.5,Rideout Memorial Hospital,2019
3126,447000010578,SCREW LOCKING TI 6.0X72MM,C1713,1079.5,Rideout Memorial Hospital,2019
3127,447000010579,PLATE PROX TIB RT 14H 4.5MM,C1713,3760.0,Rideout Memorial Hospital,2019
3128,447000010581,SCREW LOCKING TI T25 STRL 6.0X76MM,C1713,1079.5,Rideout Memorial Hospital,2019
3129,447000010582,KIT LEAD 65CM,,15400.0,Rideout Memorial Hospital,2019
3130,447000010585,KIT PASSING ELEVATOR,,1062.5,Rideout Memorial Hospital,2019
3131,447000010586,KIT EXT 60CM,,2400.0,Rideout Memorial Hospital,2019
3132,447000010587,VALVE HAKIM RT ANGLE RESERVOIR,,16373.0,Rideout Memorial Hospital,2019
3133,447000010590,STENT VIABAHN COVERED 5X25MM,C1874,9432.5,Rideout Memorial Hospital,2019
3134,447000010591,STENT VIABAHN COVERED 5X100MM,C1874,10832.5,Rideout Memorial Hospital,2019
3135,447000010592,STENT VIABAHN COVERED 5X150MM,C1874,12582.5,Rideout Memorial Hospital,2019
3136,447000010593,STENT VIABAHN COVERED 6X25MM,C1874,9432.5,Rideout Memorial Hospital,2019
3137,447000010594,STENT VIABAHN COVERED 7X25MM,C1874,9432.5,Rideout Memorial Hospital,2019
3138,447000010595,STENT VIABAHN COVERED 8X25MM,C1874,9432.5,Rideout Memorial Hospital,2019
3139,447000010597,STENT VIABAHN COVERED 8X100MM,C1874,10832.5,Rideout Memorial Hospital,2019
3140,447000010598,STENT VIABAHN COVERED 8X150MM,C1874,12582.5,Rideout Memorial Hospital,2019
3141,447000010599,ETHANOL BREATH STD .O45 17 LITERS,,257.31,Rideout Memorial Hospital,2019
3142,447000010600,STENT VIABAHN COVERED 9X50MM,C1874,9695.0,Rideout Memorial Hospital,2019
3143,447000010601,STENT VIABAHN COVERED 9X100MM,C1874,11095.0,Rideout Memorial Hospital,2019
3144,447000010602,STENT VIABAHN COVERED 9X150MM,C1874,12582.5,Rideout Memorial Hospital,2019
3145,447000010603,STENT VIABAHN COVERED 10X25MM,C1874,9432.5,Rideout Memorial Hospital,2019
3146,447000010604,STENT VIABAHN COVERED 10X50MM,C1874,9436.0,Rideout Memorial Hospital,2019
3147,447000010605,STENT VIABAHN COVERED 10X100MM,C1874,10832.5,Rideout Memorial Hospital,2019
3148,447000010607,PASSER CATHETER 38CM,C1894,441.0,Rideout Memorial Hospital,2019
3149,447000010608,DRESSING ANTIMICROBIAL FOAM 4INX8IN,,30.5,Rideout Memorial Hospital,2019
3150,447000010618,NAIL FEM DIST I/M CANN 10X380MM,C1713,7185.0,Rideout Memorial Hospital,2019
3151,447000010619,SCREW POLY EXPIDIUM 6X50MM,C1713,7368.75,Rideout Memorial Hospital,2019
3152,447000010620,SCREW POLY EXPIDIUM 5X50MM,C1713,7368.75,Rideout Memorial Hospital,2019
3153,447000010621,ROD 300MM,C1713,3720.0,Rideout Memorial Hospital,2019
3154,447000010639,PISTON CAUSSE FLUROPLASTIC 4X4.5MM,C1713,561.0,Rideout Memorial Hospital,2019
3155,447000010647,COMPONENT FEM PS TRIATHALON LT SZ3,C1776,8550.0,Rideout Memorial Hospital,2019
3156,447000010648,BASEPLATE TIB SZ3,C1713,4612.5,Rideout Memorial Hospital,2019
3157,447000010650,GUIDEWIRE THRD 2.0X230MM,C1769,97.2,Rideout Memorial Hospital,2019
3158,447000010661,IMPLANT PATELLA ASYMMETRIC SZA29,C1776,2720.0,Rideout Memorial Hospital,2019
3159,447000010663,INSERT TIB BEARING SZ3 11MM,,5175.0,Rideout Memorial Hospital,2019
3160,447000010666,PROSTHESIS PENILE SPECTRA 9.5MMX16CM,,15730.0,Rideout Memorial Hospital,2019
3161,447000010667,SPACER LORDOTIC CR .9MM,,5343.75,Rideout Memorial Hospital,2019
3162,447000010669,INTRODUCER CHECK FLO PERFORMER 12FR,,306.0,Rideout Memorial Hospital,2019
3163,447000010670,IMPLANT SPINE ROI-C 14X17X6MM,,10202.5,Rideout Memorial Hospital,2019
3164,447000010672,COMPONENT FEM SIGMA PS SZ 4N,,8856.23,Rideout Memorial Hospital,2019
3165,447000010674,GRAFT STENT TALENT BIFURCATED,,25575.0,Rideout Memorial Hospital,2019
3166,447000010675,GRAFT STENT TALENT CONTRALATERAL LIMB,,15837.5,Rideout Memorial Hospital,2019
3167,447000010679,MESH BIOLOGIC PERMACOL 15X20CM,C1781,17844.75,Rideout Memorial Hospital,2019
3168,447000010680,SCREW POLY EXPEDIUM 6X45MM,C1713,7368.75,Rideout Memorial Hospital,2019
3169,447000010681,ROD PREBENT 75MM,C1713,2460.0,Rideout Memorial Hospital,2019
3170,447000010682,PLATE EAGLE PLUS 14MM,C1713,5531.25,Rideout Memorial Hospital,2019
3171,447000010683,SCREW SELF DRILLING 16MM,C1713,1700.0,Rideout Memorial Hospital,2019
3172,447000010684,PIN FIXATION SMOOTH,C1713,573.75,Rideout Memorial Hospital,2019
3173,447000010685,KIT LEAD 65CM,,17050.0,Rideout Memorial Hospital,2019
3174,447000010686,IMPLANT TRANSFIX 3X50,C1713,1882.75,Rideout Memorial Hospital,2019
3175,447000010687,KIT ACCESSORY,,637.5,Rideout Memorial Hospital,2019
3176,447000010689,COMPONENT PARALLEL BULLET ANGLE 9X9X23MM,,16073.75,Rideout Memorial Hospital,2019
3177,447000010690,ROD PREBENT 65MM,C1713,2360.0,Rideout Memorial Hospital,2019
3178,447000010691,IMPLANT SPINE ROI-C 14X17X5MM,,9182.25,Rideout Memorial Hospital,2019
3179,447000010692,IMPLANT SPINE ROI-C 14X17X7MM,,9182.25,Rideout Memorial Hospital,2019
3180,447000010693,PLATE FIBULA LONG 6 HOLE,C1713,4530.0,Rideout Memorial Hospital,2019
3181,447000010701,STENT ICAST COVERED 7FR 6X59MM,C1874,9712.5,Rideout Memorial Hospital,2019
3182,447000010702,STENT I CAST 7X59MMX120CM,C1876,9712.5,Rideout Memorial Hospital,2019
3183,447000010703,KIT ACCESSORY,,213.75,Rideout Memorial Hospital,2019
3184,447000010707,TUBE FEEDING J JEJUNAL BENT TIP 8.5FR,B4087,588.0,Rideout Memorial Hospital,2019
3185,447000010708,TUBE FEEDING J JEJUNAL BENT TIP 12FR,B4087,588.0,Rideout Memorial Hospital,2019
3186,447000010714,SET BURETROL ADD-ON W/150ML BURETTE 17IN,,25.35,Rideout Memorial Hospital,2019
3187,447000010721,KIT X CALIBER METADIAPHYSICAL,,15918.63,Rideout Memorial Hospital,2019
3188,447000010727,PLATE CONVERGENT TI 15DEGX27.5MM,C1713,3608.0,Rideout Memorial Hospital,2019
3189,447000010729,MESH BIOLOGIC PERMACOL 15X20CMX1.5MM,C1781,18380.1,Rideout Memorial Hospital,2019
3190,447000010732,SEALANT PROGEL PLEURAL AIR LEAK,,3400.0,Rideout Memorial Hospital,2019
3191,447000010733,CANISTER INFOVAC W/O GEL 500ML,,150.67,Rideout Memorial Hospital,2019
3192,447000010737,KIT BONE MULCH DISP,,2824.0,Rideout Memorial Hospital,2019
3193,447000010739,INSERT TIB TRIATHALON TS PLUS X3 #5 25MM,,10178.0,Rideout Memorial Hospital,2019
3194,447000010740,DEVICE FIXATION TIB WASHERLOC 16MM,C1713,2508.0,Rideout Memorial Hospital,2019
3195,447000010746,ROD PREBENT 45MM,C1713,2460.0,Rideout Memorial Hospital,2019
3196,447000010747,CATHETER FOGARTY EMBOLECTOMY 2FR,,315.0,Rideout Memorial Hospital,2019
3197,447000010748,STAPLE ROSTRAL SM,,5943.75,Rideout Memorial Hospital,2019
3198,447000010749,STAPLE CAUDAL SM,,5943.75,Rideout Memorial Hospital,2019
3199,447000010750,SCREW EXPEDIUM ANT 5X35MM,C1713,5493.75,Rideout Memorial Hospital,2019
3200,447000010751,SCREW EXPEDIUM ANT 6X37.5MM,C1713,5493.75,Rideout Memorial Hospital,2019
3201,447000010752,SCREW EXPEDIUM ANT 6X40MM,C1713,5493.75,Rideout Memorial Hospital,2019
