,EAP,Description,Rev Code,IP Price,OP Price,Hospital,Year
779,30045087,HCHG XR VENOGRAM HEP W HEMO EVAL,320,6295.0,6295.0,Eden Medical Center,2019
780,30045088,HCHG XR VENOGRAM HEP WO HEMO EVAL,320,3119.0,3119.0,Eden Medical Center,2019
781,30045089,HCHG VENOUS SAMPLING,320,5824.0,5824.0,Eden Medical Center,2019
782,30045090,HCHG XR EMBOL TRANSCATH,320,11584.0,11584.0,Eden Medical Center,2019
783,30045092,HCHG ANGIOGRAPHY CATH F/U TRANSCATH TX NO THROMBYLSIS,323,2599.0,2599.0,Eden Medical Center,2019
784,30045101,HCHG IR THORACIC AA ENDOVASCULAR PROSTHESIS REPAIR WITHOUT SUBCLAVIAN,320,1120.0,1120.0,Eden Medical Center,2019
785,30045110,HCHG BX TRANSCATHETER,320,4908.0,4908.0,Eden Medical Center,2019
786,30045114,HCHG XR CHANGE PERC TUBE/DRAINAGE CATH W CONTR MON,320,2063.0,2063.0,Eden Medical Center,2019
787,30045115,HCHG XR DRAINAGE W CATH PLACEMENT PERC,320,2642.0,2642.0,Eden Medical Center,2019
788,30045121,HCHG FLUORO 1 HR OR LESS,320,1297.0,1297.0,Eden Medical Center,2019
789,30045123,HCHG CATH CAROTID/INOM ART XCA,361,18636.0,18636.0,Eden Medical Center,2019
790,30045124,HCHG CATH CAROTID/INOM ART CA,361,15864.0,15864.0,Eden Medical Center,2019
791,30045125,HCHG XR 3D RENDERING INTERP&POSTPROC DIF WORK STATION,320,1621.0,1621.0,Eden Medical Center,2019
792,30045126,HCHG PLACE CATH THORACIC AORTA,361,12253.0,12253.0,Eden Medical Center,2019
793,30045127,HCHG REMOVE INTRVAS FOREIGN BODY,361,10879.0,10879.0,Eden Medical Center,2019
794,30045128,HCHG FLUORO CVC PLACE REPLACE REMOVE,320,1562.0,1562.0,Eden Medical Center,2019
795,30045129,HCHG XR FLUORO NDL PLACE,320,1163.0,1163.0,Eden Medical Center,2019
796,30045130,HCHG FLUORO GUIDE/LOC NDL/CATH TIP SPINE/THERPTC INJ,320,1251.0,1251.0,Eden Medical Center,2019
797,30045135,HCHG XR PERITONEOGRAM,320,777.0,777.0,Eden Medical Center,2019
798,30045137,HCHG XR LYMPHANGIOGRAM EXT UNILATERAL RT,320,6044.0,6044.0,Eden Medical Center,2019
799,30045139,HCHG XR LYMPHANGIOGRAM ABD UNILATERAL LT,320,3896.0,3896.0,Eden Medical Center,2019
800,30045140,HCHG XR LYMPHANGIOGRAM ABD UNILATERAL RT,320,3896.0,3896.0,Eden Medical Center,2019
801,30045142,HCHG XR SHUNTOGRAM NONVASC,320,981.0,981.0,Eden Medical Center,2019
802,30045146,HCHG TUBE THORACOSTOMY,361,1849.0,1849.0,Eden Medical Center,2019
803,30045148,HCHG UGI ENDO W GASTROSTOMY TUBE PLACEMENT,361,5137.0,5137.0,Eden Medical Center,2019
804,30045151,HCHG THORACENTESIS WO IMAGING,361,1965.0,1965.0,Eden Medical Center,2019
805,30045152,HCHG CESSJ THERAPY CATH REMOVAL,361,8474.0,8474.0,Eden Medical Center,2019
806,30045153,HCHG CHEMO CNS W/SPINAL PUNCTURE,331,1226.0,1226.0,Eden Medical Center,2019
807,30045154,HCHG PLACE G TUBE PERC,361,3583.0,3583.0,Eden Medical Center,2019
808,30045155,HCHG CHANGE G-TUBE TO G-J PRC,361,4038.0,4038.0,Eden Medical Center,2019
809,30045156,HCHG REMOVE LUNG CATHETER,361,2798.0,2798.0,Eden Medical Center,2019
810,30045163,HCHG CYSTOSTOMY W/ DRAINGE,361,8382.0,8382.0,Eden Medical Center,2019
811,30045165,HCHG THROMBLYTIC ART/VEN THERAPY,361,12872.0,12872.0,Eden Medical Center,2019
812,30045166,HCHG THROMBOLYTIC VENOUS THERAPY,361,5210.0,5210.0,Eden Medical Center,2019
813,30045167,HCHG THROMBOLYTIC ART THERAPY,361,6337.0,6337.0,Eden Medical Center,2019
814,30045170,HCHG TIB/PER REVASC W/TLA,361,20036.0,20036.0,Eden Medical Center,2019
815,30045172,HCHG TIB/PER REVASC W/ATHR,361,29565.0,29565.0,Eden Medical Center,2019
816,30045173,HCHG TIB/PER REVASC W/STNT,361,30180.0,30180.0,Eden Medical Center,2019
817,30045174,HCHG TIB/PER REVAS ST/ATHR,361,40262.0,40262.0,Eden Medical Center,2019
818,30045175,HCHG TIB/PER REVASC ADD-ON,361,13464.0,13464.0,Eden Medical Center,2019
819,30045176,HCHG TB/PR REVS W/ATHR ADD,361,17028.0,17028.0,Eden Medical Center,2019
820,30045177,HCHG TB/PR OP/PR REVS STNT,361,55516.0,55516.0,Eden Medical Center,2019
821,30045179,HCHG FEM/POPL REVAS W/TLA,361,19925.0,19925.0,Eden Medical Center,2019
822,30045180,HCHG FEM/POPL REVAS W/ATHR,361,32306.0,32306.0,Eden Medical Center,2019
823,30045181,HCHG FEM/POPL REVAS W/STNT,361,30297.0,30297.0,Eden Medical Center,2019
824,30045182,HCHG FEM/POP REVSC ST/ATHR,361,37688.0,37688.0,Eden Medical Center,2019
825,30045185,HCHG ILIAC REVASC ADD-ON,361,15877.0,15877.0,Eden Medical Center,2019
826,30045186,HCHG ILIAC REVS W/STNT ADD,361,20110.0,20110.0,Eden Medical Center,2019
827,30045187,HCHG GUIDE CATHET FLUID DRAINAGE,361,2178.0,2178.0,Eden Medical Center,2019
828,30045190,HCHG TRL PER ATHR RENAL AR,361,43293.0,43293.0,Eden Medical Center,2019
829,30045192,HCHG TRL PER ATHR VISCERAL,361,43293.0,43293.0,Eden Medical Center,2019
830,30045193,HCHG ENDOVASC VISC AORTA 2 GRAFT,361,5190.0,5190.0,Eden Medical Center,2019
831,30045204,HCHG OPEN/PERQ PLACE STENT 1ST,361,30723.0,30723.0,Eden Medical Center,2019
832,30045207,HCHG OPEN/PERQ PLACE STENT EA ADD ART,361,21387.0,21387.0,Eden Medical Center,2019
833,30045208,HCHG OPEN/PERQ PLACE STENT SAME,361,26251.0,26251.0,Eden Medical Center,2019
834,30045209,HCHG OPEN/PERQ PLACE STENT EA ADD VEIN,361,17595.0,17595.0,Eden Medical Center,2019
835,30045212,HCHG VASC EMBOLIZE/OCCLUDE VENOUS,361,33578.0,33578.0,Eden Medical Center,2019
836,30045213,HCHG VASC EMBOLIZE/OCCLUDE ARTERY,361,27858.0,27858.0,Eden Medical Center,2019
837,30045214,HCHG VASC EMBOLIZE/OCCLUDE ORGAN,361,26529.0,26529.0,Eden Medical Center,2019
838,30045215,HCHG INSR TUN IP CATH PERC,361,10215.0,10215.0,Eden Medical Center,2019
839,30045229,HCHG VASC EMBOLIZE/OCCLUDE BLEED,361,36020.0,36020.0,Eden Medical Center,2019
840,30045230,HCHG IMAGE CATH FLUID COLXN VISC,361,4682.0,4682.0,Eden Medical Center,2019
841,30045231,HCHG IMAGE CATH FLUID PERI/RETRO,361,4413.0,4413.0,Eden Medical Center,2019
842,30045232,HCHG IMAGE CATH FLUID TRNS/VGNL,361,5860.0,5860.0,Eden Medical Center,2019
843,30045233,HCHG BX BREAST 1ST LESION STRTCTC BI,361,8446.0,8446.0,Eden Medical Center,2019
844,30045234,HCHG BX BREAST ADD LESION STRTCTC,361,2188.0,2188.0,Eden Medical Center,2019
845,30045235,HCHG BX BREAST 1ST LESION US IMAG BI,361,6483.0,6483.0,Eden Medical Center,2019
846,30045236,HCHG BX BREAST ADD LESION US IMAG BI,361,2956.0,2956.0,Eden Medical Center,2019
847,30045247,HCHG INJ/ASPIRATION SMALL JNT/BURSA W/GUIDANCE &RPT,361,1310.0,1310.0,Eden Medical Center,2019
848,30045248,HCHG INJ/ASPIRATION INTER JNT/BURSA W/GUIDANCE &RPT,361,1409.0,1409.0,Eden Medical Center,2019
849,30045249,HCHG INJ/ASPIRATION MAJOR JNT/BURSA W/GUIDANCE &RPT,361,1318.0,1318.0,Eden Medical Center,2019
850,30045250,HCHG PERC VERTEBROPLASTY INJ CERVIOTHORACIC UNI OR BI,361,12924.0,12924.0,Eden Medical Center,2019
851,30045251,HCHG PERC VERTEBROPLASTY INJ LUMBOSACRAL UNI OR BI,361,13979.0,13979.0,Eden Medical Center,2019
852,30045252,HCHG PERC VERTEBROPLASTY INJ CERVO/LUMB EA ADDL,361,7127.0,7127.0,Eden Medical Center,2019
853,30045253,HCHG PERC VERTEBRAL AUGMENTATION THORACIC UNI OR BI,361,22445.0,22445.0,Eden Medical Center,2019
854,30045254,HCHG PERC VERTEBRAL AUGMENTATION LUMBAR UNI OR BI,361,20857.0,20857.0,Eden Medical Center,2019
855,30045255,HCHG PERC VERTEBRAL AUGMENTATION THOR/LUMBAR EA ADDL,361,14097.0,14097.0,Eden Medical Center,2019
856,30045256,HCHG IRC MYELOGRAPHY LUMBAR IJ,361,3256.0,3256.0,Eden Medical Center,2019
857,30045257,HCHG IRC MYELOGRAPHY LUMBAR IJ 2 OR MORE REGIONS,361,3334.0,3334.0,Eden Medical Center,2019
858,30045258,HCHG ICRAN ANEURYSM REP CAROTID COMPLEX,361,96084.0,96084.0,Eden Medical Center,2019
859,30045262,HCHG OPERATING MICROSCOPE ADD-ON,361,8429.0,8429.0,Eden Medical Center,2019
860,30045263,HCHG CATH CAROTID/INOM ART CA BI,361,23796.0,23796.0,Eden Medical Center,2019
861,30045264,HCHG CATH CAROTID/INOM ART XCA BI,361,27954.0,27954.0,Eden Medical Center,2019
862,30045265,HCHG PLACE CATH CAROTD ART BI,361,32574.0,32574.0,Eden Medical Center,2019
863,30045266,HCHG PLACE CATH SUBCLAVIAN ART BI,361,18543.0,18543.0,Eden Medical Center,2019
864,30045267,HCHG PLACE CATH VERTEBRAL ART BI,361,27015.0,27015.0,Eden Medical Center,2019
865,30045268,HCHG PLACE CATH XTRNL CAROTID BI,361,14454.0,14454.0,Eden Medical Center,2019
866,30045269,HCHG PLACE CATH INTRACRANIAL ART BI,361,22311.0,22311.0,Eden Medical Center,2019
867,30045272,HCHG IRC MYELOGRAPHY LUM IJ; CERVICAL,361,3086.0,3086.0,Eden Medical Center,2019
868,30045274,HCHG INTRVASC US NONCORONARY 1ST VSL,361,5773.0,5773.0,Eden Medical Center,2019
869,30045275,HCHG INTRVASC US NONCORONARY EACH ADDL VSL,361,4864.0,4864.0,Eden Medical Center,2019
870,30045276,HCHG INJECTN FOR CHOLANGIOGRAM EXISTNG ACCESS W/IMAGE,361,2434.0,2434.0,Eden Medical Center,2019
871,30045277,HCHG INJECTION FOR CHOLANGIOGRAM NEW ACCESS W/IMAGE,361,2718.0,2718.0,Eden Medical Center,2019
872,30045278,HCHG PLMT BILIARY DRAINAGE CATH EXTERNAL W/IMAGE,361,8950.0,8950.0,Eden Medical Center,2019
873,30045279,HCHG PLMT BILIARY DRAINAGE CATH INTRNL EXTRNL W/IMAGE,361,8766.0,8766.0,Eden Medical Center,2019
874,30045280,HCHG INJ PROC ANTE NEPH/URETOR W/GUIDE NEW ACCESS,361,2441.0,2441.0,Eden Medical Center,2019
875,30045281,HCHG INJ PROC ANTE NEPH/URETOR W/GUIDE INITAL ACCESS,361,2462.0,2462.0,Eden Medical Center,2019
876,30045282,"HCHG PLACEMENT NEPHROSTOMY CATHETER W/GUIDE, S&I BI",361,8748.0,8748.0,Eden Medical Center,2019
877,30045286,HCHG CONVERSION EXT BIL DRG CATH TO INT/EXT W/IMAGE,361,8825.0,8825.0,Eden Medical Center,2019
878,30045287,HCHG EXNG BILIARY DRG CATH INC CHOLANGRPHY W/IMGE,361,8029.0,8029.0,Eden Medical Center,2019
879,30045288,HCHG PERC PLMT BILE DUCT EXISTNG ACCESS,361,16166.0,16166.0,Eden Medical Center,2019
880,30045290,HCHG DILATE BILIARY DUCT/AMPULLA EA DUCT W/IMAGE,361,4479.0,4479.0,Eden Medical Center,2019
881,30045291,HCHG ENDLMNL BX BILIARY TREE ANY MTHD SNGL/MLT W/IMG,361,1749.0,1749.0,Eden Medical Center,2019
882,30045292,HCHG RMVL DCT GLBLDR CALC INCL DSTRCN ANY MTHD W/IMG,361,3373.0,3373.0,Eden Medical Center,2019
883,30045293,HCHG PERC PLMT BILE DUCT NEW ACCESS WO PL CATH,361,1633.0,1633.0,Eden Medical Center,2019
884,30045294,HCHG SCLEROTX FLUID COLLCTN INCL CNTRST INJ W/IMAGE,361,4672.0,4672.0,Eden Medical Center,2019
885,30045295,HCHG PRQ ART M THRMBCT &/NFS ANY MTHD W/IMAGE GDNCE,361,35717.0,35717.0,Eden Medical Center,2019
886,30045296,HCHG ENDOVASC PRLNG ADMN RX AGNT INTL W/IMAGE,361,36515.0,36515.0,Eden Medical Center,2019
887,30045297,HCHG ENDOVASC PRLNG ADMN RX AGNT EA ADDL W/IMAGE,361,36812.0,36812.0,Eden Medical Center,2019
888,30045300,HCHG PLMT URETERAL STENT PRQ W/O SEPARATE CATH,361,7496.0,7496.0,Eden Medical Center,2019
889,30045301,HCHG PLMT URETERAL STENT PRQ W/SEPARATE CATH,361,9476.0,9476.0,Eden Medical Center,2019
890,30045302,HCHG URETERAL EMBOLIZATION/OCCL,361,4709.0,4709.0,Eden Medical Center,2019
891,30045303,HCHG BALLOON DILATE URTRL STRIX,361,4151.0,4151.0,Eden Medical Center,2019
892,30045304,HCHG RML BIL DRNG CATH INCL DX CHOLANGIOGRPHY W/IMG,361,2665.0,2665.0,Eden Medical Center,2019
893,30045305,HCHG PERQ PLMT BILE DUCT NEW ACCSS W PL CATH,361,1801.0,1801.0,Eden Medical Center,2019
894,30045306,HCHG ICRAN AV MALFORM SUPRATENTORIAL COMPLEX,361,69702.0,69702.0,Eden Medical Center,2019
895,30045307,"HCHG PLACEMENT NEPHROSTOMY CATHETER W/GUIDE, S&I LT",361,5832.0,5832.0,Eden Medical Center,2019
896,30045308,"HCHG PLACEMENT NEPHROSTOMY CATHETER W/GUIDE, S&I RT",361,5832.0,5832.0,Eden Medical Center,2019
897,30045309,HCHG ILIAC REVASC W/STENT BI,361,38194.0,38194.0,Eden Medical Center,2019
898,30045310,HCHG ILIAC REVASC W/STENT LT,361,25463.0,25463.0,Eden Medical Center,2019
899,30045311,HCHG ILIAC REVASC W/STENT RT,361,25463.0,25463.0,Eden Medical Center,2019
900,30045313,HCHG ILIAC REVASC LT,361,19266.0,19266.0,Eden Medical Center,2019
901,30045314,HCHG ILIAC REVASC RT,361,19266.0,19266.0,Eden Medical Center,2019
902,30045318,HCHG PLMT NEPHROURETERAL CATH W/GUIDE S&I NEW ACCESS BI,361,10869.0,10869.0,Eden Medical Center,2019
903,30045319,HCHG PLMT NEPHROURETERAL CATH W/GUIDE S&I NEW ACCESS LT,361,7246.0,7246.0,Eden Medical Center,2019
904,30045320,HCHG PLMT NEPHROURETERAL CATH W/GUIDE S&I NEW ACCESS RT,361,7246.0,7246.0,Eden Medical Center,2019
905,30045321,HCHG CONVERT NEPHROSTOMY CATHETER W/GUIDE S&I BI,361,6446.0,6446.0,Eden Medical Center,2019
906,30045323,HCHG CONVERT NEPHROSTOMY CATHETER W/GUIDE S&I RT,361,4297.0,4297.0,Eden Medical Center,2019
907,30045324,HCHG EXCHANGE NEPHROSTOMY CATH W/GUIDE S&I BI,361,5541.0,5541.0,Eden Medical Center,2019
908,30045325,HCHG EXCHANGE NEPHROSTOMY CATH W/GUIDE S&I LT,361,3694.0,3694.0,Eden Medical Center,2019
909,30045326,HCHG EXCHANGE NEPHROSTOMY CATH W/GUIDE S&I RT,361,3694.0,3694.0,Eden Medical Center,2019
910,30045330,HCHG THORACENTESIS W/IMAGING LT,361,2583.0,2583.0,Eden Medical Center,2019
911,30045331,HCHG THORACENTESIS W/IMAGING RT,361,2583.0,2583.0,Eden Medical Center,2019
912,30045332,HCHG THORACENTESIS W/IMAGING BI,361,3874.0,3874.0,Eden Medical Center,2019
913,30045333,HCHG ICRAN HEMATOMA EVACUATION,361,21053.0,21053.0,Eden Medical Center,2019
914,30045334,HCHG ICRAN AV MALFORM SUPRATENTORIAL SIMPLE,361,22874.0,22874.0,Eden Medical Center,2019
915,30045336,HCHG PLMT URETERAL STENT PRQ PREEXIST TRACT LT,361,8857.0,8857.0,Eden Medical Center,2019
916,30045337,HCHG PLMT URETERAL STENT PRQ PREEXIST TRACT RT,361,8857.0,8857.0,Eden Medical Center,2019
917,30045670,"HCHG RMV OBSTRUC FRM COLONIC TUBE, W/FLUOR & W/CONT",361,3316.0,3316.0,Eden Medical Center,2019
918,30045675,HCHG REPR CV CATH W PORT,361,4183.0,4183.0,Eden Medical Center,2019
919,30045677,HCHG INJECTION AIR CON PERITNL,361,1423.0,1423.0,Eden Medical Center,2019
920,30045678,HCHG PLACE DUODEN OR JEJUN TUBE PERC W/FLUORO & W/CON,361,4505.0,4505.0,Eden Medical Center,2019
921,30045680,HCHG REPLACE DUODENOSTOMY OR JEJUN TUBE PERC W/FLUORO,361,2606.0,2606.0,Eden Medical Center,2019
922,30045681,HCHG CHANGE URET STNT INT,361,6883.0,6883.0,Eden Medical Center,2019
923,30045682,HCHG REMOVE URET STNT INT,361,6774.0,6774.0,Eden Medical Center,2019
924,30045683,HCHG CYSTO TUBE CHNG SMPL,361,1143.0,1143.0,Eden Medical Center,2019
925,30045685,HCHG INJECTION PV FACET C/T 2 LVL,361,1622.0,1622.0,Eden Medical Center,2019
926,30045691,HCHG IR ANGIO EXT UNI LT,323,7248.0,7248.0,Eden Medical Center,2019
927,30045692,HCHG IR ANGIO EXT UNI RT,323,7248.0,7248.0,Eden Medical Center,2019
928,30045695,HCHG XR VENOGRAM EXT UNI LT,320,2732.0,2732.0,Eden Medical Center,2019
929,30045696,HCHG XR VENOGRAM EXT UNI RT,320,2732.0,2732.0,Eden Medical Center,2019
930,30045697,HCHG XR VENOGRAM RENL UNI LT,320,4776.0,4776.0,Eden Medical Center,2019
931,30045698,HCHG XR VENOGRAM RENL UNI RT,320,4776.0,4776.0,Eden Medical Center,2019
932,30045711,HCHG XR SPINE SINGLE VIEW,320,547.0,429.0,Eden Medical Center,2019
933,30045716,HCHG INS CATH REN ART 1ST UNILAT,361,11365.0,11365.0,Eden Medical Center,2019
934,30045718,HCHG INS CATH REN ART 1ST BI,361,10635.0,10635.0,Eden Medical Center,2019
935,30045720,HCHG INS CATH REN ART 2ND+ UNILAT,361,11946.0,11946.0,Eden Medical Center,2019
936,30045722,HCHG INS CATH REN ART 2ND+ BILAT,361,25497.0,25497.0,Eden Medical Center,2019
937,30045723,HCHG INSERT ENDOVASCULAR VENA CAVA FILTER,361,14602.0,14602.0,Eden Medical Center,2019
938,30045724,HCHG REDO ENDOVAS VENA CAVA FILTR,361,13896.0,13896.0,Eden Medical Center,2019
939,30045725,HCHG REM ENDOVAS VENA CAVA FILTER,361,11476.0,11476.0,Eden Medical Center,2019
940,30045727,HCHG ABD PARACENTESIS W/IMAGING,361,2567.0,2567.0,Eden Medical Center,2019
941,30045734,HCHG CT ANGIO ABD&PELV W/O&W/DYE,352,6807.0,6807.0,Eden Medical Center,2019
942,30045735,HCHG CYSTO TUBE CHNG CMPLX,361,5450.0,5450.0,Eden Medical Center,2019
943,30045736,HCHG DRAIN PELV HIP JT ABS,361,12046.0,12046.0,Eden Medical Center,2019
944,30045738,HCHG INSTILLATION AGT PLEURODESIS,361,2922.0,2922.0,Eden Medical Center,2019
945,30045742,HCHG LAP BAND ADJ/INJ/ASP,361,2125.0,2125.0,Eden Medical Center,2019
946,30045748,HCHG IJ TRIG PT SGL TENDON,361,667.0,556.0,Eden Medical Center,2019
947,30045753,HCHG IR ANGIO ADRENAL UNI LT,323,4067.0,4067.0,Eden Medical Center,2019
948,30045754,HCHG IR ANGIO ADRENAL UNI RT,323,4067.0,4067.0,Eden Medical Center,2019
949,30045755,HCHG IR ANGIO PULM UNI SEL LT,323,2750.0,2750.0,Eden Medical Center,2019
950,30045756,HCHG IR ANGIO PULM UNI SEL RT,323,2750.0,2750.0,Eden Medical Center,2019
951,30045757,HCHG XR VENOGRAM ADRENL UNI LT,320,2969.0,2969.0,Eden Medical Center,2019
952,30045758,HCHG XR VENOGRAM ADRENL UNI RT,320,2969.0,2969.0,Eden Medical Center,2019
953,30045819,HCHG INJS ANES&STRD IMG TFRML EDRL LMBR/SAC EA LV BIL,361,2634.0,2634.0,Eden Medical Center,2019
954,30045830,HCHG INSERT CATH PLEURA W/O IMAGE,361,3002.0,3002.0,Eden Medical Center,2019
955,30100003,HCHG US INTRAOP,402,903.0,903.0,Eden Medical Center,2019
956,30100004,HCHG US ENCEPHALOGRAM,402,1374.0,1374.0,Eden Medical Center,2019
957,30100013,HCHG US HEAD AND NECK SOFT TISSUE,402,1088.0,1088.0,Eden Medical Center,2019
958,30100014,HCHG US CHEST,402,940.0,940.0,Eden Medical Center,2019
959,30100016,HCHG US ABD COMPLETE,402,1436.0,1312.0,Eden Medical Center,2019
960,30100017,HCHG US ABD LTD,402,1107.0,1104.0,Eden Medical Center,2019
961,30100018,HCHG US RETROPERITONEUM COMPLETE,402,1386.0,1386.0,Eden Medical Center,2019
962,30100019,HCHG US RETROPERITONEUM LTD,402,1007.0,1007.0,Eden Medical Center,2019
963,30100020,HCHG US TRANSPLNT KDNY W/DPPLR,402,1534.0,1534.0,Eden Medical Center,2019
964,30100021,HCHG US SPINAL CANAL,402,1244.0,1244.0,Eden Medical Center,2019
965,30100022,HCHG US OB < 14 WEEKS SINGLE FETUS,402,1114.0,1114.0,Eden Medical Center,2019
966,30100023,HCHG US OB < 14 WEEKS ADDL FETUS,402,707.0,686.0,Eden Medical Center,2019
967,30100024,HCHG US OB > 14 WEEKS SINGLE FETUS,402,1299.0,1299.0,Eden Medical Center,2019
968,30100025,HCHG US OB > 14 WEEKS ADDL FETUS,402,786.0,786.0,Eden Medical Center,2019
969,30100026,HCHG US OB DETAILED SINGLE FETUS,402,1478.0,1478.0,Eden Medical Center,2019
970,30100027,HCHG US OB DETAILED ADDL FETUS,402,2481.0,2481.0,Eden Medical Center,2019
971,30100030,HCHG US OB LTD 1 OR MORE FETUS,402,846.0,846.0,Eden Medical Center,2019
972,30100031,HCHG US OB FOLLOW-UP RE-EVAL PER FETUS,402,689.0,689.0,Eden Medical Center,2019
973,30100032,HCHG US OB TRANSVAGINAL,402,998.0,998.0,Eden Medical Center,2019
974,30100033,HCHG US BIO PROFILE W NONSTRESS,402,1058.0,1058.0,Eden Medical Center,2019
975,30100034,HCHG US BIO PROFILE WO NONSTRESS,402,1202.0,1202.0,Eden Medical Center,2019
976,30100035,HCHG US OB UMBILLICAL ARTERY,402,426.0,426.0,Eden Medical Center,2019
977,30100036,HCHG US OB MID CEREBRAL ARTERY,402,891.0,891.0,Eden Medical Center,2019
978,30100039,HCHG US TRANSVAGINAL NON-OB,402,1052.0,1042.0,Eden Medical Center,2019
979,30100040,HCHG US SONOHYSTEROGRAM SALINE INFUSION,402,1122.0,1122.0,Eden Medical Center,2019
980,30100041,HCHG US PELVIC COMPLETE NON-OB,402,1250.0,1153.0,Eden Medical Center,2019
981,30100042,HCHG US PELVIC LTD FOLLOW-UP NON-OB,402,754.0,700.0,Eden Medical Center,2019
982,30100043,HCHG US TESTICULAR SCROTUM,402,1317.0,1317.0,Eden Medical Center,2019
983,30100044,HCHG US TRANSRECTAL,402,1040.0,1040.0,Eden Medical Center,2019
984,30100045,HCHG US ECHO PROSTATE VOL STDY,402,997.0,997.0,Eden Medical Center,2019
985,30100050,HCHG US GUIDED PERICARDIOCENTESIS,402,901.0,901.0,Eden Medical Center,2019
986,30100051,HCHG US VASC ACCESS ADD ON,402,925.0,925.0,Eden Medical Center,2019
987,30100052,HCHG US GDE PRNCHYML TISS ABLN,402,1069.0,1069.0,Eden Medical Center,2019
988,30100054,HCHG US GUIDED NEEDLE PLACE,402,1371.0,1371.0,Eden Medical Center,2019
989,30100056,HCHG US AMNIOCENTESIS,402,269.0,269.0,Eden Medical Center,2019
990,30100075,HCHG US CHD RISK IMT STUDY,402,222.0,222.0,Eden Medical Center,2019
991,30100077,HCHG AMNIOCENTESIS THERAPEUTIC,361,2446.0,2446.0,Eden Medical Center,2019
992,30100078,HCHG FETAL FLUID DRAINAGE W/US,361,1266.0,1266.0,Eden Medical Center,2019
993,30100079,HCHG FETAL SHUNT PLACEMENT W/US,361,1266.0,1266.0,Eden Medical Center,2019
994,30100082,HCHG US COMPLETE JOINT REAL TIME W/IMAGE LT,402,1077.0,1077.0,Eden Medical Center,2019
995,30100083,HCHG US COMPLETE JOINT REAL TIME W/IMAGE RT,402,1077.0,1077.0,Eden Medical Center,2019
996,30100084,HCHG US LIMITED  JOINT REAL TIME W/IMAGE LT,402,673.0,673.0,Eden Medical Center,2019
997,30100085,HCHG US LIMITED  JOINT REAL TIME W/IMAGE RT,402,673.0,673.0,Eden Medical Center,2019
998,30100086,HCHG BX OR EXSN LYMPH NODE(S) OPEN DEEP AXILLARY,361,7027.0,7027.0,Eden Medical Center,2019
999,30100087,HCHG PERCUTANEOUS LIVER BIOPSY,361,3309.0,3309.0,Eden Medical Center,2019
1000,30100090,HCHG US DRN W CATH PLACE PRC,402,2642.0,2642.0,Eden Medical Center,2019
1001,30100106,HCHG FETAL UMBILICAL CORD OCCULSION W/US,361,1266.0,1266.0,Eden Medical Center,2019
1002,30100112,HCHG US BREAST COMPLETE BI,402,1018.0,1018.0,Eden Medical Center,2019
1003,30100113,HCHG US BREAST LIMITED BI,402,921.0,921.0,Eden Medical Center,2019
1004,30100114,HCHG US BREAST COMPLETE LT,402,679.0,679.0,Eden Medical Center,2019
1005,30100115,HCHG US BREAST COMPLETE RT,402,679.0,679.0,Eden Medical Center,2019
1006,30100116,HCHG US BREAST LIMITED LT,402,614.0,614.0,Eden Medical Center,2019
1007,30100117,HCHG US BREAST LIMITED RT,402,614.0,614.0,Eden Medical Center,2019
1008,30100123,HCHG US ABDL AORTA SCREEN AAA,402,744.0,744.0,Eden Medical Center,2019
1009,30200001,HCHG NI DUPLEX EXTRACRANIAL BILATERAL,921,2045.0,2021.0,Eden Medical Center,2019
1010,30200003,HCHG NI TRANSCRANIAL DOPPLER COMPLETE,921,2672.0,2672.0,Eden Medical Center,2019
1011,30200004,HCHG NI TRANSCRANIAL DOPPLER LIMITED,921,2220.0,2220.0,Eden Medical Center,2019
1012,30200006,HCHG NI EXTREMITY ARTERIAL 1 LEVEL BILATERAL LTD,921,829.0,829.0,Eden Medical Center,2019
1013,30200008,HCHG NI EXTREMITY ARTERIAL MULTIPLE BILATERAL,921,1442.0,1442.0,Eden Medical Center,2019
1014,30200011,HCHG NI DUPLEX EXTREMITY LOW BILATERAL,921,2274.0,2274.0,Eden Medical Center,2019
1015,30200013,HCHG NI DUPLEX EXTREMITY UPPER BILATERAL,921,2327.0,2327.0,Eden Medical Center,2019
1016,30200016,HCHG NI DUPLEX EXTREMITY VEINS BILATERAL,921,2381.0,2381.0,Eden Medical Center,2019
1017,30200018,HCHG NI DUPLEX ABDOMEN PELVIS COMPLETE,921,2372.0,2372.0,Eden Medical Center,2019
1018,30200019,HCHG NI DUPLEX ABDOMEN PELVIC LTD,921,1519.0,1519.0,Eden Medical Center,2019
1019,30200020,HCHG NI AORTA IVC ILIAC COMPLETE,921,1874.0,1874.0,Eden Medical Center,2019
1020,30200021,HCHG NI AORTA IVC ILIAC LIMITED,921,1377.0,1377.0,Eden Medical Center,2019
1021,30200027,HCHG NI TCD EMBOLI DETECT WO/IJ,921,2739.0,2739.0,Eden Medical Center,2019
1022,30200102,HCHG NI DUPLEX EXT LOW UNI LT,921,1637.0,1637.0,Eden Medical Center,2019
1023,30200103,HCHG NI DUPLEX EXT LOW UNI RT,921,1637.0,1637.0,Eden Medical Center,2019
1024,30200104,HCHG NI DUPLEX EXT UPP UNI LT,921,1562.0,1562.0,Eden Medical Center,2019
