,Description,Name,Effective Date,Std Price,Hospital,Year
6989,06006238,STEM FLUTED UNI 75X20MM,2019-01-01 00:00:00,6836.62,Salinas Valley Memorial Hospital,2019
6990,06006239,SEAL 12MM DISP,2019-01-01 00:00:00,359.26,Salinas Valley Memorial Hospital,2019
6991,06006240,VERTE STACK CRESCENT 25MMX12MM,2019-01-01 00:00:00,19981.74,Salinas Valley Memorial Hospital,2019
6992,06006241,ELECTRO LUBE,2019-01-01 00:00:00,274.91,Salinas Valley Memorial Hospital,2019
6993,06006242,PROBE LASER 23G-27G STEP,2019-01-01 00:00:00,1503.23,Salinas Valley Memorial Hospital,2019
6994,06006243,STEM FEMORAL CORAIL SZ15,2019-01-01 00:00:00,19734.34,Salinas Valley Memorial Hospital,2019
6995,06006244,BUR TAPERED EXT DIAMOND,2019-01-01 00:00:00,1423.13,Salinas Valley Memorial Hospital,2019
6996,06006245,PLATE REVERSE SHOULDER,2019-01-01 00:00:00,9155.37,Salinas Valley Memorial Hospital,2019
6997,06006246,SCREW 4.5X42MM,2019-01-01 00:00:00,979.72,Salinas Valley Memorial Hospital,2019
6998,06006247,GLENOSPHERE 36MM,2019-01-01 00:00:00,5949.3,Salinas Valley Memorial Hospital,2019
6999,06006248,STEM HUMERAL 12MMX130MM,2019-01-01 00:00:00,22884.77,Salinas Valley Memorial Hospital,2019
7000,06006249,LINER POLY PLUS 0MM OFFSET,2019-01-01 00:00:00,5033.75,Salinas Valley Memorial Hospital,2019
7001,06006250,SURFACE ARTICULAR ALL SIZES,2019-01-01 00:00:00,6124.71,Salinas Valley Memorial Hospital,2019
7002,06006252,BLOCK TIB AUG 1/2 10MM #4,2019-01-01 00:00:00,3461.28,Salinas Valley Memorial Hospital,2019
7003,06006253,EXPANDER TISSUE 500CC FULL VAR,2019-01-01 00:00:00,5497.34,Salinas Valley Memorial Hospital,2019
7004,06006254,ALLODERM TISSUE 5CMX10CM,2019-01-01 00:00:00,6332.93,Salinas Valley Memorial Hospital,2019
7005,06006255,SCREW MINI ACUTRAK 2 20.0-28.0,2019-01-01 00:00:00,1943.73,Salinas Valley Memorial Hospital,2019
7006,06006256,GUIDEWIRE SINGLE TROCAR .045IN,2019-01-01 00:00:00,91.84,Salinas Valley Memorial Hospital,2019
7007,06006257,LAPRA-TY DEVICE REUSABLE,2019-01-01 00:00:00,2221.22,Salinas Valley Memorial Hospital,2019
7008,06006258,CLIP ABSORBABLE LAPRA-TY,2019-01-01 00:00:00,983.71,Salinas Valley Memorial Hospital,2019
7009,06006259,ENDO CLIP 5MM APPLIER,2019-01-01 00:00:00,1466.8,Salinas Valley Memorial Hospital,2019
7010,06006260,SCREW CORTICAL 2.3 16MM-22MM,2019-01-01 00:00:00,544.34,Salinas Valley Memorial Hospital,2019
7011,06006261,PLATE STANDARD ACULOC VDR LEFT,2019-01-01 00:00:00,2778.71,Salinas Valley Memorial Hospital,2019
7012,06006262,PACEMAKER PROMOTE RF USCAST,2019-01-01 00:00:00,83289.37,Salinas Valley Memorial Hospital,2019
7013,06006263,ENDO LIN CUTTER RELOAD 45MM,2019-01-01 00:00:00,1499.83,Salinas Valley Memorial Hospital,2019
7014,06006264,SCREW CANNULATED 4.0MMX46MM,2019-01-01 00:00:00,1321.71,Salinas Valley Memorial Hospital,2019
7015,06006265,PLATE ANTERIOR ZEPHYR 40MM,2019-01-01 00:00:00,5998.9,Salinas Valley Memorial Hospital,2019
7016,06006266,PASTE DBM ORTHOFIX,2019-01-01 00:00:00,2998.6,Salinas Valley Memorial Hospital,2019
7017,06006267,FIXATOR RING 150MM TRUELOK,2019-01-01 00:00:00,3958.2,Salinas Valley Memorial Hospital,2019
7018,06006268,RING 1/2 150MM TRUELOK,2019-01-01 00:00:00,2748.82,Salinas Valley Memorial Hospital,2019
7019,06006269,RING 5/8 150MM TRUELOK,2019-01-01 00:00:00,2419.12,Salinas Valley Memorial Hospital,2019
7020,06006270,PLATE FOOT TRUELOK,2019-01-01 00:00:00,1999.29,Salinas Valley Memorial Hospital,2019
7021,06006271,EXTENSION 5HOLE TRUELOK,2019-01-01 00:00:00,1516.09,Salinas Valley Memorial Hospital,2019
7022,06006272,T ROD 200MM TRUELOK,2019-01-01 00:00:00,333.47,Salinas Valley Memorial Hospital,2019
7023,06006273,WIRE OLIVE TRUELOK,2019-01-01 00:00:00,1088.55,Salinas Valley Memorial Hospital,2019
7024,06006274,WIRE SMOOTH TRUELOK,2019-01-01 00:00:00,583.31,Salinas Valley Memorial Hospital,2019
7025,06006275,BOLT PIN 1/2 TRUELOK,2019-01-01 00:00:00,699.85,Salinas Valley Memorial Hospital,2019
7026,06006276,T ROD 60MM-85MM TRUELOK,2019-01-01 00:00:00,250.12,Salinas Valley Memorial Hospital,2019
7027,06006277,POST 1-HOLE TRUELOK,2019-01-01 00:00:00,916.42,Salinas Valley Memorial Hospital,2019
7028,06006278,WIRE BOLT ORTHOFIX,2019-01-01 00:00:00,666.67,Salinas Valley Memorial Hospital,2019
7029,06006279,NUT ORTHOFIX 10MM,2019-01-01 00:00:00,19.22,Salinas Valley Memorial Hospital,2019
7030,06006280,PLATE ORTHOFIX 4HOLE,2019-01-01 00:00:00,777.61,Salinas Valley Memorial Hospital,2019
7031,06006281,STOPPER RED ORTHOFIX,2019-01-01 00:00:00,47.5,Salinas Valley Memorial Hospital,2019
7032,06006282,BOLT 12MM-16MM ORTHOFIX,2019-01-01 00:00:00,19.22,Salinas Valley Memorial Hospital,2019
7033,06006283,BOLT PIN 1/2 5MM,2019-01-01 00:00:00,583.31,Salinas Valley Memorial Hospital,2019
7034,06006284,WRENCH T,2019-01-01 00:00:00,958.07,Salinas Valley Memorial Hospital,2019
7035,06006285,WRENCH 10MM PT,2019-01-01 00:00:00,125.18,Salinas Valley Memorial Hospital,2019
7036,06006286,T ROD 115MM ORTHOFIX,2019-01-01 00:00:00,250.12,Salinas Valley Memorial Hospital,2019
7037,06006287,SCREW VILEX 4.0MMX24MM,2019-01-01 00:00:00,1337.33,Salinas Valley Memorial Hospital,2019
7038,06006288,NAIL KNEE SUPRACOND 13MMX16CM,2019-01-01 00:00:00,5857.07,Salinas Valley Memorial Hospital,2019
7039,06006289,NAIL KNEE SUPRACOND 8.5MMX36CM,2019-01-01 00:00:00,5857.07,Salinas Valley Memorial Hospital,2019
7040,06006290,VALVE HEART PERI TISSUE 21MM,2019-01-01 00:00:00,22638.2,Salinas Valley Memorial Hospital,2019
7041,06006291,NAIL IMHS 10MMX36CM 130DEG,2019-01-01 00:00:00,9275.32,Salinas Valley Memorial Hospital,2019
7042,06006293,SCREW PEEK PENODESIS 4.75X15MM,2019-01-01 00:00:00,1582.71,Salinas Valley Memorial Hospital,2019
7043,06006294,GRAFT STENT AAADVANTAGE XCEL,2019-01-01 00:00:00,20789.28,Salinas Valley Memorial Hospital,2019
7044,06006295,FEMORAL ADAPTER 5DEG,2019-01-01 00:00:00,9715.17,Salinas Valley Memorial Hospital,2019
7045,06006296,FEMORAL ADAPTER OFFSET BOLT,2019-01-01 00:00:00,1888.1,Salinas Valley Memorial Hospital,2019
7046,06006297,STEM UNI FLUTED 150X10MM,2019-01-01 00:00:00,6836.62,Salinas Valley Memorial Hospital,2019
7047,06006298,FEMORAL POST SIGMA PFC SZ4,2019-01-01 00:00:00,3421.12,Salinas Valley Memorial Hospital,2019
7048,06006299,TIBIAL PLATE FULL 10D SZ3,2019-01-01 00:00:00,6018.18,Salinas Valley Memorial Hospital,2019
7049,06006300,SIGMA DI AUG 16MM SZ4 LEFT,2019-01-01 00:00:00,3421.12,Salinas Valley Memorial Hospital,2019
7050,06006301,TRAY TIBIAL OFFSET RM/LL S3,2019-01-01 00:00:00,10836.07,Salinas Valley Memorial Hospital,2019
7051,06006302,INSERT ACETAB LINER 48MM,2019-01-01 00:00:00,8435.93,Salinas Valley Memorial Hospital,2019
7052,06006303,TOOL DISSECTING 5.0MM,2019-01-01 00:00:00,897.4,Salinas Valley Memorial Hospital,2019
7053,06006304,SPACER VERTEBRAL TR 10X27X7MM,2019-01-01 00:00:00,17954.65,Salinas Valley Memorial Hospital,2019
7054,06006305,TAP F 6.0MM DUAL CORE SCREW 6,2019-01-01 00:00:00,2148.12,Salinas Valley Memorial Hospital,2019
7055,06006306,ROD TI N-HENCE 150MM STERILE,2019-01-01 00:00:00,21755.27,Salinas Valley Memorial Hospital,2019
7056,06006307,SCREW PANGEA PEDIC 7.0X40-50MM,2019-01-01 00:00:00,5041.56,Salinas Valley Memorial Hospital,2019
7057,06006308,COMPONENT FEMORAL SZD RT,2019-01-01 00:00:00,15714.97,Salinas Valley Memorial Hospital,2019
7058,06006309,PATELLA ALL POLY STD 32MM,2019-01-01 00:00:00,2521.19,Salinas Valley Memorial Hospital,2019
7059,06006310,SCREW CORT 4.5X44-46MM,2019-01-01 00:00:00,150.21,Salinas Valley Memorial Hospital,2019
7060,06006311,PLATE LOCKING 8HOLE LEFT,2019-01-01 00:00:00,2978.67,Salinas Valley Memorial Hospital,2019
7061,06006312,LIGACLIP APPLIER MEDIUM,2019-01-01 00:00:00,1197.93,Salinas Valley Memorial Hospital,2019
7062,06006313,SCREW CORTICAL 4.5MMX65MM,2019-01-01 00:00:00,1399.54,Salinas Valley Memorial Hospital,2019
7063,06006314,SCREW CORTICAL 4.5MMX42MM,2019-01-01 00:00:00,440.25,Salinas Valley Memorial Hospital,2019
7064,06006316,EXPANDER TISSUE 7200 350-450CC,2019-01-01 00:00:00,5997.03,Salinas Valley Memorial Hospital,2019
7065,06006317,HEAD FEMORAL CERAM 36MM 12/14,2019-01-01 00:00:00,7240.98,Salinas Valley Memorial Hospital,2019
7066,06006318,HANDLE PADDLE INTERNAL,2019-01-01 00:00:00,55.63,Salinas Valley Memorial Hospital,2019
7067,06006319,PADDLE INTERNAL MULTIPLE SIZES,2019-01-01 00:00:00,107.1,Salinas Valley Memorial Hospital,2019
7068,06006320,BLADE STERNUM 31MMX6.27,2019-01-01 00:00:00,390.79,Salinas Valley Memorial Hospital,2019
7069,06006321,SCREW LOCKING 2.7X18MM,2019-01-01 00:00:00,940.86,Salinas Valley Memorial Hospital,2019
7070,06006323,PACEMAKER ADAPTA SR ADSR03,2019-01-01 00:00:00,17990.69,Salinas Valley Memorial Hospital,2019
7071,06006324,SCREW LOCKING 2.7X16MM-17MM,2019-01-01 00:00:00,940.86,Salinas Valley Memorial Hospital,2019
7072,06006325,PLATE DISTAL 3.5MM 5HOLE RIGHT,2019-01-01 00:00:00,4369.9,Salinas Valley Memorial Hospital,2019
7073,06006326,PLATE LCP HUMEROUS 3.5MM 3H,2019-01-01 00:00:00,3814.25,Salinas Valley Memorial Hospital,2019
7074,06006327,LINER ACETAB 58MM +4 10DEG,2019-01-01 00:00:00,6748.86,Salinas Valley Memorial Hospital,2019
7075,06006328,LEAD VENT/VTR BIPOLAR 4076-58,2019-01-01 00:00:00,2398.95,Salinas Valley Memorial Hospital,2019
7076,06006329,GUIDEWIRE SINGLE TROCAR .054,2019-01-01 00:00:00,89.94,Salinas Valley Memorial Hospital,2019
7077,06006330,WIRE KIRSCHNER 1.00X150MM,2019-01-01 00:00:00,91.34,Salinas Valley Memorial Hospital,2019
7078,06006331,HEAD FEMORAL ARTICUL/EZE 40MM,2019-01-01 00:00:00,9505.84,Salinas Valley Memorial Hospital,2019
7079,06006332,SCREW CANNULATED 4.0X65-70MM,2019-01-01 00:00:00,1321.71,Salinas Valley Memorial Hospital,2019
7080,06006333,SCREW CORTICAL 4.5X70MM,2019-01-01 00:00:00,1399.54,Salinas Valley Memorial Hospital,2019
7081,06006334,SCREW CANNUL 4.0X40-45MM VILEX,2019-01-01 00:00:00,1415.1,Salinas Valley Memorial Hospital,2019
7082,06006335,PLATE OLECRANON 3.5 MM 4HOLE L,2019-01-01 00:00:00,3970.19,Salinas Valley Memorial Hospital,2019
7083,06006336,EXPANDER TISSUE STY 7300 550CC,2019-01-01 00:00:00,5997.03,Salinas Valley Memorial Hospital,2019
7084,06006337,STAPLE COMPRESSION 10X15,2019-01-01 00:00:00,2039.22,Salinas Valley Memorial Hospital,2019
7085,06006338,STAPLE COMPRESSION 15X15,2019-01-01 00:00:00,2039.22,Salinas Valley Memorial Hospital,2019
7086,06006339,K-WIRE THREADED 1.2MM,2019-01-01 00:00:00,251.55,Salinas Valley Memorial Hospital,2019
7087,06006340,FORCEP PK DISSECTING,2019-01-01 00:00:00,1735.28,Salinas Valley Memorial Hospital,2019
7088,06006341,SCREW SCHANZ 4.0X60MM,2019-01-01 00:00:00,661.85,Salinas Valley Memorial Hospital,2019
7089,06006342,CLAMP TIT MULTI VECTOR,2019-01-01 00:00:00,2589.2,Salinas Valley Memorial Hospital,2019
7090,06006343,HEAD HIP BALL FRACTURE 56MM,2019-01-01 00:00:00,2144.96,Salinas Valley Memorial Hospital,2019
7091,06006344,STEM HIP TAPERED SZ8 12/14,2019-01-01 00:00:00,19622.18,Salinas Valley Memorial Hospital,2019
7092,06006345,RING ANNULOPLASTY SZ M 26,2019-01-01 00:00:00,9175.47,Salinas Valley Memorial Hospital,2019
7093,06006346,SCREW CORTICAL 2.7MMX20MM,2019-01-01 00:00:00,466.77,Salinas Valley Memorial Hospital,2019
7094,06006347,PLATE CLAVICLE 8HOLE STR RT,2019-01-01 00:00:00,2978.67,Salinas Valley Memorial Hospital,2019
7095,06006348,SCREW CORTICAL LOCKING 3.5X18,2019-01-01 00:00:00,661.06,Salinas Valley Memorial Hospital,2019
7096,06006349,HEAD FEMORAL SKIRTLESS 32MM+5,2019-01-01 00:00:00,4325.93,Salinas Valley Memorial Hospital,2019
7097,06006350,INSERT ACETAB UNI P4 32MM+4MM,2019-01-01 00:00:00,11794.01,Salinas Valley Memorial Hospital,2019
7098,06006351,PIN SCHANTZ 4.0X60MM-100MM,2019-01-01 00:00:00,1150.76,Salinas Valley Memorial Hospital,2019
7099,06006352,ARTICULAR SURFACE 20MMX3.0MM,2019-01-01 00:00:00,8795.47,Salinas Valley Memorial Hospital,2019
7100,06006354,SCREW LOCKING 42-44MM,2019-01-01 00:00:00,1446.15,Salinas Valley Memorial Hospital,2019
7101,06006355,ALLODERM TISSUE REGEN 6X16,2019-01-01 00:00:00,13365.31,Salinas Valley Memorial Hospital,2019
7102,06006356,SCREW CANNULATED 4.0MMX22MM,2019-01-01 00:00:00,955.89,Salinas Valley Memorial Hospital,2019
7103,06006357,SCREW CANNULATED 3.5MMX22-28MM,2019-01-01 00:00:00,955.89,Salinas Valley Memorial Hospital,2019
7104,06006358,WASHER TI 7.0MM,2019-01-01 00:00:00,219.84,Salinas Valley Memorial Hospital,2019
7105,06006359,TENDON ACHILLES WITH BONE PLUG,2019-01-01 00:00:00,6547.23,Salinas Valley Memorial Hospital,2019
7106,06006360,PEG FULL THREADED 2.5MMX30MM,2019-01-01 00:00:00,642.02,Salinas Valley Memorial Hospital,2019
7107,06006361,ENDO BUTTON W/15MM CON LOOP SU,2019-01-01 00:00:00,1345.07,Salinas Valley Memorial Hospital,2019
7108,06006362,DRILL BIT CANNULATED 4.5MM,2019-01-01 00:00:00,872.28,Salinas Valley Memorial Hospital,2019
7109,06006363,TRUNK ENDOPROSTHESIS LEG,2019-01-01 00:00:00,24956.28,Salinas Valley Memorial Hospital,2019
7110,06006364,SCREW CANN 7.3MMX16MM 90MM,2019-01-01 00:00:00,1355.23,Salinas Valley Memorial Hospital,2019
7111,06006365,SCREW TAPERED 9MMX28MM,2019-01-01 00:00:00,1416.39,Salinas Valley Memorial Hospital,2019
7112,06006366,CUTTER RETRO 9-10MM,2019-01-01 00:00:00,1357.43,Salinas Valley Memorial Hospital,2019
7113,06006367,GUIDE PIN RETRO DRILL 3MM,2019-01-01 00:00:00,1241.19,Salinas Valley Memorial Hospital,2019
7114,06006368,LIGASURE ADVANCE STANDARD,2019-01-01 00:00:00,2991.79,Salinas Valley Memorial Hospital,2019
7115,06006370,SHEATH ATTAIN COMMAND 6250-MPX,2019-01-01 00:00:00,1108.23,Salinas Valley Memorial Hospital,2019
7116,06006373,STENT IPSILAT EXCL 26X12X14,2019-01-01 00:00:00,24956.28,Salinas Valley Memorial Hospital,2019
7117,06006374,NECK FEMORAL MODULAR SZ A,2019-01-01 00:00:00,5029.28,Salinas Valley Memorial Hospital,2019
7118,06006376,NAIL TRIGEN 10MMX36CM,2019-01-01 00:00:00,6266.73,Salinas Valley Memorial Hospital,2019
7119,06006377,DEVICE RECORDER REVEAL XT 9529,2019-01-01 00:00:00,17587.2,Salinas Valley Memorial Hospital,2019
7120,06006378,S BIO-CORKSCREW 5.5MM FT-SUTUR,2019-01-01 00:00:00,1834.1,Salinas Valley Memorial Hospital,2019
7121,06006379,SHAVER MAKO 4.2 LINVATEC,2019-01-01 00:00:00,411.3,Salinas Valley Memorial Hospital,2019
7122,06006380,CANNULA TWIST IN 8.25 I.D.X9CM,2019-01-01 00:00:00,349.25,Salinas Valley Memorial Hospital,2019
7123,06006381,ENDO DISSECT ROTIC 5MM,2019-01-01 00:00:00,744.18,Salinas Valley Memorial Hospital,2019
7124,06006382,CANNULA SILSPORT 5MM-12MM,2019-01-01 00:00:00,2013.26,Salinas Valley Memorial Hospital,2019
7125,06006383,DEVICE FIXATION PERMASORB 36CM,2019-01-01 00:00:00,2534.6,Salinas Valley Memorial Hospital,2019
7126,06006384,SURFACE ARTICULAR SZ CD 10MM,2019-01-01 00:00:00,5940.12,Salinas Valley Memorial Hospital,2019
7127,06006385,CAPSTONE VERTE STACK VBS 14X26,2019-01-01 00:00:00,15860.14,Salinas Valley Memorial Hospital,2019
7128,06006386,GRAFT JACKET STANDARD 4X7,2019-01-01 00:00:00,9059.54,Salinas Valley Memorial Hospital,2019
7129,06006387,STAPLER ETS ARTICULATING 60,2019-01-01 00:00:00,3484.56,Salinas Valley Memorial Hospital,2019
7130,06006388,RELOAD ETS 60 WHITE,2019-01-01 00:00:00,2010.27,Salinas Valley Memorial Hospital,2019
7131,06006389,SCREW BONE 30MM,2019-01-01 00:00:00,1986.93,Salinas Valley Memorial Hospital,2019
7132,06006390,DRILL PROFILE MINI,2019-01-01 00:00:00,1383.94,Salinas Valley Memorial Hospital,2019
7133,06006391,WASHER FLAT 8MM,2019-01-01 00:00:00,328.75,Salinas Valley Memorial Hospital,2019
7134,06006392,SURFACE ARTICULAR SZ GH 10MM,2019-01-01 00:00:00,5940.01,Salinas Valley Memorial Hospital,2019
7135,06006393,SHELL POROUS CLUSTER HOLE 54MM,2019-01-01 00:00:00,10115.45,Salinas Valley Memorial Hospital,2019
7136,06006394,ILIAM BICORTICAL STRIP 2X2X1,2019-01-01 00:00:00,2498.18,Salinas Valley Memorial Hospital,2019
7137,06006395,NAIL HUMERAL 27CMX10MM,2019-01-01 00:00:00,4489.55,Salinas Valley Memorial Hospital,2019
7138,06006396,DRIVER NEEDLE LARGE,2019-01-01 00:00:00,1218.98,Salinas Valley Memorial Hospital,2019
7139,06006397,DRILL BIT 1.8MM WITH GUIDE,2019-01-01 00:00:00,677.74,Salinas Valley Memorial Hospital,2019
7140,06006398,SPYROMITE ANCHOR 2.0,2019-01-01 00:00:00,1528.39,Salinas Valley Memorial Hospital,2019
7141,06006399,TENDON ANTERIOR TIBIALIS,2019-01-01 00:00:00,7152.42,Salinas Valley Memorial Hospital,2019
7142,06006400,PROSTH PENILE SPECTRA,2019-01-01 00:00:00,17829.65,Salinas Valley Memorial Hospital,2019
7143,06006401,SCREW CANNULATED 3.5-4.0X50MM,2019-01-01 00:00:00,1255.36,Salinas Valley Memorial Hospital,2019
7144,06006402,SCREW 18-42MM NONLOCKING DELTA,2019-01-01 00:00:00,1080.71,Salinas Valley Memorial Hospital,2019
7145,06006403,GLENOSPHERE STD DELTA,2019-01-01 00:00:00,7289.94,Salinas Valley Memorial Hospital,2019
7146,06006404,IMPLANT HUMERAL MONOBLOC DELTA,2019-01-01 00:00:00,14172.58,Salinas Valley Memorial Hospital,2019
7147,06006405,CUP HUMERAL STD DELTA,2019-01-01 00:00:00,4462.08,Salinas Valley Memorial Hospital,2019
7148,06006406,METAGLENE CEMENTLESS DELTA,2019-01-01 00:00:00,5746.6,Salinas Valley Memorial Hospital,2019
7149,06006407,DRILL BIT 2.5X120MM,2019-01-01 00:00:00,563.56,Salinas Valley Memorial Hospital,2019
7150,06006408,PIN GUIDE 2.5MM DIA,2019-01-01 00:00:00,563.56,Salinas Valley Memorial Hospital,2019
7151,06006409,MASK FULL FACE BLUE BAG-SE,2019-01-01 00:00:00,248.55,Salinas Valley Memorial Hospital,2019
7152,06006410,SCREW LEGACY 6.5X25MM,2019-01-01 00:00:00,3667.48,Salinas Valley Memorial Hospital,2019
7153,06006411,SCREW CORTICAL 3.5X13-15MM,2019-01-01 00:00:00,684.79,Salinas Valley Memorial Hospital,2019
7154,06006412,PLATE LOCKING WITH GREEN PEGS,2019-01-01 00:00:00,2340.13,Salinas Valley Memorial Hospital,2019
7155,06006413,CUFF AMS WITH IZ 800,2019-01-01 00:00:00,13593.03,Salinas Valley Memorial Hospital,2019
7156,06006414,PLATE OLECRANON 3.5MM 4H 112MM,2019-01-01 00:00:00,3701.03,Salinas Valley Memorial Hospital,2019
7157,06006415,PLATE 1/3 TUBULAR 3HOLE 100D,2019-01-01 00:00:00,535.23,Salinas Valley Memorial Hospital,2019
7158,06006416,SCREW CORTICAL 3.5MMX12-26MM,2019-01-01 00:00:00,244.82,Salinas Valley Memorial Hospital,2019
7159,06006417,PLATE DISTAL 3.5MM 5H LEFT,2019-01-01 00:00:00,4199.76,Salinas Valley Memorial Hospital,2019
7160,06006418,SCREW LOCKING 2.7MMX40-50MM,2019-01-01 00:00:00,1119.92,Salinas Valley Memorial Hospital,2019
7161,06006419,DRILL BIT 2.0MM,2019-01-01 00:00:00,1645.51,Salinas Valley Memorial Hospital,2019
7162,06006420,SCREW CANN 7.3MMX32MM 125-130M,2019-01-01 00:00:00,1421.5,Salinas Valley Memorial Hospital,2019
7163,06006421,SCREW CANN 7.3MMX16MM THR 125M,2019-01-01 00:00:00,1421.5,Salinas Valley Memorial Hospital,2019
7164,06006422,SCREW LOCKING 2.7MMX40MM-50MM,2019-01-01 00:00:00,905.95,Salinas Valley Memorial Hospital,2019
7165,06006423,PLATE FIBULA COMPOSITE 9HOLE,2019-01-01 00:00:00,1362.47,Salinas Valley Memorial Hospital,2019
7166,06006424,MODULAR NECK TAPER 12/14 +0,2019-01-01 00:00:00,5029.28,Salinas Valley Memorial Hospital,2019
7167,06006425,KIT EXTENSION CONTACT 25CM,2019-01-01 00:00:00,3521.13,Salinas Valley Memorial Hospital,2019
7168,06006426,BALLOON VENOGRAM 80CM,2019-01-01 00:00:00,891.65,Salinas Valley Memorial Hospital,2019
7169,06006427,NAIL FIXATION SYNTHES ALL,2019-01-01 00:00:00,7001.52,Salinas Valley Memorial Hospital,2019
7170,06006428,DRILL BIT SHORT 3.2MM,2019-01-01 00:00:00,1087.08,Salinas Valley Memorial Hospital,2019
7171,06006429,NAIL HUMERAL 7.5MMX20CM,2019-01-01 00:00:00,5284.49,Salinas Valley Memorial Hospital,2019
7172,06006430,SCREW TITANIUM SELF TAP 4.0X26,2019-01-01 00:00:00,1042.9,Salinas Valley Memorial Hospital,2019
7173,06006431,SCREW CANCELLOUS 5.0X24-26MM,2019-01-01 00:00:00,1261.1,Salinas Valley Memorial Hospital,2019
7174,06006432,END CAP O FOR TFN SET,2019-01-01 00:00:00,550.29,Salinas Valley Memorial Hospital,2019
7175,06006433,VALVE AORTIC PERIMOUNT 21MM,2019-01-01 00:00:00,22554.1,Salinas Valley Memorial Hospital,2019
7176,06006434,GUIDE PIN RETRO DRILL 300 NON,2019-01-01 00:00:00,1194.75,Salinas Valley Memorial Hospital,2019
7177,06006435,KIT TRANSTIBIAL ACL DISPOSABLE,2019-01-01 00:00:00,1579.05,Salinas Valley Memorial Hospital,2019
7178,06006436,KIT CARTILAGE BIOPSY GENZYME,2019-01-01 00:00:00,2521.82,Salinas Valley Memorial Hospital,2019
7179,06006437,RELOAD ARTIC 60 MED THICK,2019-01-01 00:00:00,1347.02,Salinas Valley Memorial Hospital,2019
7180,06006438,RELOAD ARTIC 60 MD VASC,2019-01-01 00:00:00,1290.89,Salinas Valley Memorial Hospital,2019
7181,06006439,HANDLE STANDARD EGIA4,2019-01-01 00:00:00,873.42,Salinas Valley Memorial Hospital,2019
7182,06006440,HANDLE XL EGIA4,2019-01-01 00:00:00,1397.51,Salinas Valley Memorial Hospital,2019
7183,06006441,RELOAD ARTIC 45 MD VASC,2019-01-01 00:00:00,1285.1,Salinas Valley Memorial Hospital,2019
7184,06006442,RELOAD ARTIC 45 MED THICK,2019-01-01 00:00:00,1341.15,Salinas Valley Memorial Hospital,2019
7185,06006443,DEFIB PROMOTE RF CD-3211,2019-01-01 00:00:00,87415.62,Salinas Valley Memorial Hospital,2019
7186,06006444,SCREW CORT FT 5.5MMX60-70MM,2019-01-01 00:00:00,1291.13,Salinas Valley Memorial Hospital,2019
7187,06006445,SCREW CORTICAL FT 5.5MMX85MM,2019-01-01 00:00:00,1212.57,Salinas Valley Memorial Hospital,2019
7188,06006446,NAIL VERSA 12MMX200MM,2019-01-01 00:00:00,8905.58,Salinas Valley Memorial Hospital,2019
7189,06006447,GUIDEWIRE BALL NOSE 3.0X100CM,2019-01-01 00:00:00,1233.41,Salinas Valley Memorial Hospital,2019
7190,06006448,GUIDEWIRE 3.2MMX38 INCH,2019-01-01 00:00:00,1233.41,Salinas Valley Memorial Hospital,2019
7191,06006449,TWIST DRILL CALBR TROC 3.8-4.4,2019-01-01 00:00:00,1058.36,Salinas Valley Memorial Hospital,2019
7192,06006450,ENDOCAP IMPINGING,2019-01-01 00:00:00,1291.13,Salinas Valley Memorial Hospital,2019
7193,06006451,SCREW CANC CALCAN 4.0MMX26MM,2019-01-01 00:00:00,328.75,Salinas Valley Memorial Hospital,2019
7194,06006452,PLATE 1/3 TUBULAR 5HOLE 100D,2019-01-01 00:00:00,606.34,Salinas Valley Memorial Hospital,2019
7195,06006453,SCREW ACE CANC CANN 4.0X44-48M,2019-01-01 00:00:00,1326.74,Salinas Valley Memorial Hospital,2019
7196,06006454,SCREW CORTICAL 3.5MMX10MM,2019-01-01 00:00:00,244.82,Salinas Valley Memorial Hospital,2019
7197,06006457,VALVE AORTIC PERIMOUNT 19-25MM,2019-01-01 00:00:00,23214.16,Salinas Valley Memorial Hospital,2019
7198,06006458,STEM FLUTED TRIATHALON 100MM,2019-01-01 00:00:00,4535.1,Salinas Valley Memorial Hospital,2019
7199,06006459,STEM EXTENDER TRIATHALON 25MM,2019-01-01 00:00:00,3704.38,Salinas Valley Memorial Hospital,2019
7200,06006460,ADAPTOR OFFSET TRIATHALON 2-4M,2019-01-01 00:00:00,4378.31,Salinas Valley Memorial Hospital,2019
7201,06006461,BASEPLATE TRIATHALON UNI SZ3,2019-01-01 00:00:00,9843.91,Salinas Valley Memorial Hospital,2019
7202,06006462,FEMORAL AUGMENT RT SZ4 X10MM,2019-01-01 00:00:00,4567.62,Salinas Valley Memorial Hospital,2019
7203,06006463,STEM TRIATHALON 15MMX50MM,2019-01-01 00:00:00,4050.38,Salinas Valley Memorial Hospital,2019
7204,06006464,FEMORAL AUGMENT SZ4 X15MM RT,2019-01-01 00:00:00,4795.21,Salinas Valley Memorial Hospital,2019
7205,06006465,COMPONENT FEMORAL SZ4 RT,2019-01-01 00:00:00,19173.87,Salinas Valley Memorial Hospital,2019
7206,06006466,INSERT STAB TRIATH SZ3 X11MM,2019-01-01 00:00:00,9185.29,Salinas Valley Memorial Hospital,2019
7207,06006467,AUGMENT FEMORAL POSTERIOR SZ4,2019-01-01 00:00:00,4567.62,Salinas Valley Memorial Hospital,2019
