,Charge Code (CDM/EAP),Description,Total Price ,CPT/HCPC,Hospital,Year
525,25000001,"sodium chloride 0.9 % solution 2,000 mL Plas Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
526,25000001,sodium chloride 0.9 % solution 250 mL Plas Cont,115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
527,25000001,"sodium chloride 0.9 % solution 3,000 mL Flex Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
528,25000001,sodium chloride 0.9 % solution 500 mL Plas Cont,115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
529,25000001,sodium chloride 10 % nebulizer solution 15 mL Plas Cont,4.37,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
530,25000001,sodium chloride 4 MEQ/ML solution 100 mL Vial,62.57,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
531,25000001,sodium chloride 4 MEQ/ML solution 200 mL Vial,147.44,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
532,25000001,sodium chloride 4 MEQ/ML solution 30 mL Vial,26.19,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
533,25000001,sodium chloride 5 % ointment 3.5 g Tube,58.73,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
534,25000001,Sodium Chloride Bacteriostatic / Saline-Benzyl Alcohol 0.9 % solution 10 mL Vial,5.24,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
535,25000001,Sodium Chloride Bacteriostatic / Saline-Benzyl Alcohol 0.9 % solution 20 mL Vial,6.98,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
536,25000001,Sodium Chloride Bacteriostatic / Saline-Benzyl Alcohol 0.9 % solution 30 mL Vial,6.4,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
537,25000001,Sodium Chloride Bacteriostatic 0.9 % solution 10 mL Vial,5.24,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
538,25000001,Sodium Chloride Bacteriostatic 0.9 % solution 20 mL Vial,6.98,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
539,25000001,Sodium Chloride Bacteriostatic 0.9 % solution 30 mL Vial,6.4,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
540,25000001,sodium hypochlorite 0.25 % solution 473 mL Bottle,55.06,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
541,25000001,sodium hypochlorite 0.4-0.5 % solution 473 mL Bottle,55.06,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
542,25000001,sodium phosphates 15 MMOLE/5ML solution 5 mL Vial,16.68,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
543,25000001,sodium phosphates 45 MMOLE/15ML solution 15 mL Vial,84.83,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
544,25000001,sodium thiosulfate 10 % solution 10 mL Vial,87.3,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
545,25000001,"sorbitol 3.3 % solution 4,000 mL Plas Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
546,25000001,sterile talc 4 g aerosol powder 30 g Can,611.1,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
547,25000001,sterile water (bacteriostatic) solution 30 mL Vial,10.91,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
548,25000001,"sterile water solution 1,000 mL Flex Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
549,25000001,"sterile water solution 1,000 mL Plas Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
550,25000001,"sterile water solution 2,000 mL Flex Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
551,25000001,"sterile water solution 2,000 mL Plas Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
552,25000001,"sterile water solution 3,000 mL Plas Cont",115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
553,25000001,sterile water solution 500 mL Plas Cont,115.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
554,25000001,stomahesive protective powder 28.3 g Bottle,35.27,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
555,25000001,sulfacetamide 10 % solution 15 mL Bottle,295.87,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
556,25000001,sulfacetamide-prednisolone 10-0.2 % ointment 3.5 g Tube,846.76,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
557,25000001,sulfanilamide 15 % cream 120 g Tube,1315.9,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
558,25000001,tacrolimus 0.03 % ointment 30 g Tube,1485.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
559,25000001,tacrolimus 0.1 % ointment 100 g Tube,4951.85,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
560,25000001,tacrolimus 0.1 % ointment 30 g Tube,1485.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
561,25000001,tacrolimus 0.1 % ointment 60 g Tube,2971.11,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
562,25000001,tacrolimus 0.1 MG/ML solution 10 mL Syringe,239.59,J7525,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
563,25000001,talc 3 g powder 1 each Vial,204.99,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
564,25000001,talc 5 g reconstituted suspension 1 each Bottle,472.88,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
565,25000001,terbinafine 1 % cream 15 g Tube,39.21,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
566,25000001,terbinafine 1 % cream 30 g Tube,58.35,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
567,25000001,terconazole 0.4 % cream 45 g Tube,208.65,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
568,25000001,terconazole 0.8 % cream 20 g Tube,256.08,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
569,25000001,testosterone 2 MG/24HR patch 24 hour 1 each Box,59.74,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
570,25000001,testosterone 2 MG/24HR patch 24 hour 60 each Box,59.74,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
571,25000001,testosterone 4 MG/24HR patch 24 hour 1 each Box,119.48,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
572,25000001,testosterone 4 MG/24HR patch 24 hour 30 each Box,119.48,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
573,25000001,testosterone 50 MG/5GM (1%) gel 5 g Box,124.23,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
574,25000001,testosterone 50 MG/5GM (1%) gel 5 g Package,1.24,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
575,25000001,tetracaine 0.5 % solution 2 mL Bottle,53.49,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
576,25000001,tetracaine 0.5 % solution 4 mL Plas Cont,59.54,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
577,25000001,thrombin 20000 units reconstituted solution 1 each Vial,1647.3,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
578,25000001,thrombin 5000 units reconstituted solution 1 each Box,500.52,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
579,25000001,thrombin 5000 units reconstituted solution 1 each Vial,417.68,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
580,25000001,timolol 0.25 % solution 15 mL Bottle,203.7,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
581,25000001,timolol 0.25 % solution 5 mL Bottle,72.75,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
582,25000001,timolol 0.5 % gel forming solution 5 mL Bottle,663.43,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
583,25000001,timolol 0.5 % solution 5 mL Bottle,29.25,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
584,25000001,tiotropium 18 MCG capsule 5 each Box,99.01,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
585,25000001,tiotropium 18 MCG capsule 90 each Box,83.32,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
586,25000001,tobramycin 0.3 % ointment 3.5 g Tube,1247.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
587,25000001,tobramycin 0.3 % solution 5 mL Bottle,164.9,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
588,25000001,tobramycin-dexamethasone 0.3-0.1 % ointment 3.5 g Tube,1328.17,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
589,25000001,tobramycin-dexamethasone 0.3-0.1 % suspension 2.5 mL Bottle,351.92,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
590,25000001,tobramycin-dexamethasone 0.3-0.1 % suspension 5 mL Bottle,923.25,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
591,25000001,tolvaptan 15 MG tablet 10 each Box,2299.06,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
592,25000001,trace minerals Cr-Cu-Mn-Zn 1-100-30-500 MCG/ML solution 10 mL Vial,42.44,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
593,25000001,tranexamic acid 1000 MG/10ML solution 10 mL Vial,121.15,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
594,25000001,tranexamic acid INHALATION 1000 MG/10ML solution 10 mL Vial,30.29,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
595,25000001,travoprost (BAK Free) 0.004 % solution 2.5 mL Bottle,1070.1,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
596,25000001,travoprost (benzalkonium) 0.004 % solution 2.5 mL Bottle,504.64,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
597,25000001,travoprost (benzalkonium) 0.004 % solution 5 mL Bottle,1009.29,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
598,25000001,tretinoin 0.01 % gel 45 g Tube,1160.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
599,25000001,tretinoin 0.025 % cream 20 g Tube,251.42,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
600,25000001,tretinoin 0.05 % cream 20 g Tube,213.89,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
601,25000001,triamcinolone 0.025 % cream 15 g Tube,21.61,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
602,25000001,triamcinolone 0.025 % cream 80 g Tube,48.89,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
603,25000001,triamcinolone 0.025 % ointment 15 g Tube,29.68,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
604,25000001,triamcinolone 0.1 % cream 15 g Tube,27.06,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
605,25000001,triamcinolone 0.1 % cream 453.6 g Jar,145.2,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
606,25000001,triamcinolone 0.1 % cream 454 g Jar,112.3,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
607,25000001,triamcinolone 0.1 % cream 80 g Tube,46.17,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
608,25000001,triamcinolone 0.1 % ointment 15 g Tube,27.06,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
609,25000001,triamcinolone 0.1 % ointment 30 g Tube,34.92,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
610,25000001,triamcinolone 0.1 % ointment 453.6 g Jar,145.2,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
611,25000001,triamcinolone 0.1 % ointment 454 g Jar,200.37,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
612,25000001,triamcinolone 0.1 % ointment 80 g Tube,61.69,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
613,25000001,triamcinolone 0.5 % cream 15 g Tube,53.84,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
614,25000001,triamcinolone 0.5 % ointment 15 g Tube,48.96,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
615,25000001,triamcinolone 55 MCG/ACT aerosol 16.5 g Bottle,594.99,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
616,25000001,triamcinolone 55 MCG/ACT aerosol 16.9 mL Bottle,90.82,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
617,25000001,trichloroacetic acid 80 % liquid 15 mL Bottle,363.75,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
618,25000001,trifluridine 1 % solution 7.5 mL Bottle,1081.25,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
619,25000001,trimethoprim-polymyxin b 10000-0.1 UNIT/ML-% solution 10 mL Bottle,442.71,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
620,25000001,trisodium citrate 46.7 % concentration 30 mL Bottle,366.66,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
621,25000001,trolamine emulsion 45 g Tube,290.93,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
622,25000001,trolamine emulsion 90 g Tube,291.15,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
623,25000001,tropicamide 0.5 % solution 15 mL Bottle,129.71,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
624,25000001,tropicamide 1 % solution 15 mL Bottle,51.65,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
625,25000001,tropicamide 1 % solution 3 mL Bottle,67.9,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
626,25000001,trypsin-balsam-castor oil aerosol solution 113.4 g Can,94.05,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
627,25000001,trypsin-balsam-castor oil ointment 30 g Tube,136.48,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
628,25000001,trypsin-balsam-castor oil ointment 60 g Tube,336.98,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
629,25000001,tuberculin 5 UNIT/0.1ML solution 1 mL Vial,51.7,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
630,25000001,tuberculin 5 UNIT/0.1ML solution 5 mL Vial,40.09,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
631,25000001,urea 20 % cream 113.4 g Jar,96.25,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
632,25000001,urea 40 % cream 198.4 g Tube,834.26,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
633,25000001,urea 40 % cream 28.3 g Tube,93.06,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
634,25000001,urea 40 % cream 28.35 g Bottle,502.42,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
635,25000001,urea 40 % cream 28.35 g Tube,212.16,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
636,25000001,urea 40 % cream 85 g Bottle,780.8,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
637,25000001,valGANciclovir 450 MG tablet 1 each Blister,650.24,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
638,25000001,valGANciclovir 450 MG tablet 30 each Box,650.24,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
639,25000001,valGANciclovir 450 MG tablet 60 each Bottle,273.69,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
640,25000001,ValGANciclovir 50 MG/ML reconstituted solution 88 mL Bottle,558.18,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
641,25000001,vasopressin 20 UNIT/ML solution 1 mL Vial,243.35,J3490,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
642,25000001,vitamin A & D ointment 5 g Packet,1.29,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
643,25000001,vitamin A & D ointment 56.7 g Tube,15.67,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
644,25000001,vitamin E 100 UNIT/GM cream 57 g Tube,15.48,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
645,25000001,"water, bacteriostatic solution 30 mL Vial",6.84,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
646,25000001,white petrolatum-mineral oil ointment 3.5 g Tube,37.84,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
647,25000001,witch hazel 50 % pads 10 each Box,1.58,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
648,25000001,witch hazel 50 % pads 40 each Box,0.51,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
649,25000001,zanamivir 5 MG/BLISTER aerosol powder  20 each Inhaler,17.17,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
650,25000001,zinc oxide 13 % cream 57 g Tube,17.14,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
651,25000001,zinc oxide 20 % ointment 28.35 g Tube,14.99,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
652,25000001,zinc oxide 20 % ointment 56.7 g Tube,23.1,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
653,25000001,zinc sulfate 1 MG/ML solution 10 mL Vial,154.72,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
654,25000001,ZOLMitriptan 2.5 MG tablet dispersible 6 each Box,600.32,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
655,25000001,ZOLMitriptan 5 MG tablet 3 each Box,130.26,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
656,25000002,acetylcysteine 10 % solution 10 mL Glass Cont,61.11,J7608,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
657,25000002,acetylcysteine 10 % solution 30 mL Glass Cont,58.05,J7608,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
658,25000002,acetylcysteine 10 % solution 4 mL Glass Cont,48.33,J7608,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
659,25000002,acetylcysteine 20 % solution 10 mL Vial,21.21,J7608,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
660,25000002,acetylcysteine 20 % solution 30 mL Vial,5.95,J7608,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
661,25000002,acetylcysteine 20 % solution 4 mL Vial,54.43,J7608,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
662,25000002,albuterol (2.5 MG/3ML) 0.083% nebulizer solution 3 mL Plas Cont,3.88,J7613,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
663,25000002,albuterol (5 MG/ML) 0.5% nebulizer solution 1 each Plas Cont,4.37,J7611,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
664,25000002,albuterol 0.63 MG/3ML nebulizer solution 3 mL Plas Cont,8.05,J7613,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
665,25000002,alprostadil 10 MCG kit 1 each Box,112.14,J0270,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
666,25000002,alprostadil 1000 MCG pellet 1 each Box,91.08,J0275,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
667,25000002,alprostadil 1000 MCG pellet 6 each Box,91.08,J0275,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
668,25000002,alprostadil 250 MCG pellet 1 each Box,315.26,J0275,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
