,Charge Code,NRV,CPT,Description,Price,Hospital,Year
684,4902120,320,72120,"SPINE,LMBR BENDNG 4 VWS",688.0,Hollywood Presbyterian Medical Center,2019
685,4902170,320,72170,PELVIS 1-2 VWS,552.0,Hollywood Presbyterian Medical Center,2019
686,4902190,320,72190,"PELVIS,MIN 3 VWS",749.0,Hollywood Presbyterian Medical Center,2019
687,4902202,320,72202,SACRO-ILIAC JNTS 3+ VWS,634.0,Hollywood Presbyterian Medical Center,2019
688,4902220,320,72220,SACRUM & COCCYX 2VW MIN,634.0,Hollywood Presbyterian Medical Center,2019
689,4902275,320,72275,EPIDUROGRAPHY,696.0,Hollywood Presbyterian Medical Center,2019
690,4903000,320,73000,CLAVICLE,598.0,Hollywood Presbyterian Medical Center,2019
691,4903010,320,73010,SCAPULA,636.0,Hollywood Presbyterian Medical Center,2019
692,4903020,320,73020,"SHOULDER, SNGL VIEW",570.0,Hollywood Presbyterian Medical Center,2019
693,4903030,320,73030,"SHOULDER, 2VW MIN",724.0,Hollywood Presbyterian Medical Center,2019
694,4903050,320,73050,"ACROMIO-CLVICULAR JTS,BI",634.0,Hollywood Presbyterian Medical Center,2019
695,4903060,320,73060,"HUMERUS, 2VW MIN",630.0,Hollywood Presbyterian Medical Center,2019
696,4903070,320,73070,"ELBOW,2 VWS",622.0,Hollywood Presbyterian Medical Center,2019
697,4903080,320,73080,"ELBOW, 3VW MIN",724.0,Hollywood Presbyterian Medical Center,2019
698,4903091,320,73090,FOREARM 2 VWS,598.0,Hollywood Presbyterian Medical Center,2019
699,4903092,320,73092,UPPR EXTRMTY INFNT 2VWS,630.0,Hollywood Presbyterian Medical Center,2019
700,4903100,320,73100,"WRIST, 2VWS",554.0,Hollywood Presbyterian Medical Center,2019
701,4903110,320,73110,"WRIST, 3VW MIN",655.0,Hollywood Presbyterian Medical Center,2019
702,4903120,320,73120,"HAND,2 VWS",627.0,Hollywood Presbyterian Medical Center,2019
703,4903130,320,73130,"HAND, 3VW MIN",655.0,Hollywood Presbyterian Medical Center,2019
704,4903140,320,73140,FINGER(S) 2 VW MIN,428.0,Hollywood Presbyterian Medical Center,2019
705,4903500,320,73501,"HIP, UNIL w/ PELVIS 1 VIEW",629.0,Hollywood Presbyterian Medical Center,2019
706,4903505,320,73522,"HIP, UNIL w/ PELVIS 3-4 VIEWs",1258.0,Hollywood Presbyterian Medical Center,2019
707,4903510,320,73523,"HIP, UNIL w/ PELVIS 3-4 VIEWs",1700.0,Hollywood Presbyterian Medical Center,2019
708,4903512,320,73502,"HIP,UNILATERAL 2VW MIN",665.0,Hollywood Presbyterian Medical Center,2019
709,4903514,320,73503,"HIP,UNILATERAL 4 Views",1300.0,Hollywood Presbyterian Medical Center,2019
710,4903520,320,73521,"HIP,BI,CMPLT 2VW MIN",1355.0,Hollywood Presbyterian Medical Center,2019
711,4903551,320,73551,FEMUR 2 VWS,557.0,Hollywood Presbyterian Medical Center,2019
712,4903555,320,73552,FEMUR 2 VIEWS OR MORE,617.0,Hollywood Presbyterian Medical Center,2019
713,4903560,320,73560,"KNEE, 1-2 VWS",668.0,Hollywood Presbyterian Medical Center,2019
714,4903562,320,73562,KNEE 3 VWS,778.0,Hollywood Presbyterian Medical Center,2019
715,4903570,320,73564,"KNEE, COMP 4 OR MORE VWS",848.0,Hollywood Presbyterian Medical Center,2019
716,4903590,320,73590,TIB/FIB 2 VWS,629.0,Hollywood Presbyterian Medical Center,2019
717,4903591,320,73592,LOWER EXT INFANT MIN 2VW,189.0,Hollywood Presbyterian Medical Center,2019
718,4903600,320,73600,"ANKLE, 2 VWS",615.0,Hollywood Presbyterian Medical Center,2019
719,4903610,320,73610,"ANKLE, 3VW",755.0,Hollywood Presbyterian Medical Center,2019
720,4903620,320,73620,"FOOT, 2 VWS",600.0,Hollywood Presbyterian Medical Center,2019
721,4903630,320,73630,"FOOT, 3VW MIN",711.0,Hollywood Presbyterian Medical Center,2019
722,4903650,320,73650,OS CALCIS 2 VWS MIN,521.0,Hollywood Presbyterian Medical Center,2019
723,4903660,320,73660,TOE(S) 2 VWS MIN,609.0,Hollywood Presbyterian Medical Center,2019
724,4904000,320,74018,"ABDOMEN,SINGLE VIEW(KUB)",303.0,Hollywood Presbyterian Medical Center,2019
725,4904020,320,74019,ABD W/DECUB OR ERECT,477.0,Hollywood Presbyterian Medical Center,2019
726,4904022,320,74022,COMP ACUTE ABD,1218.0,Hollywood Presbyterian Medical Center,2019
727,4904200,320,74330,E R C P,1995.0,Hollywood Presbyterian Medical Center,2019
728,4904210,320,74210,PHARYNX &/OR CERV ESOPH,414.0,Hollywood Presbyterian Medical Center,2019
729,4904220,320,74220,ESOPHAGUS,789.0,Hollywood Presbyterian Medical Center,2019
730,4904230,320,74230,SWAL FUNC W CINE/VIDEO,906.0,Hollywood Presbyterian Medical Center,2019
731,4904242,320,74240,UPPER GI W/O KUB,665.0,Hollywood Presbyterian Medical Center,2019
732,4904243,320,74241,UPPER GI W/KUB,1096.0,Hollywood Presbyterian Medical Center,2019
733,4904245,320,74245,UPPER GI W/SMALL BOWEL,1960.0,Hollywood Presbyterian Medical Center,2019
734,4904247,320,74247,UPPER GI AIR/KUB,1549.0,Hollywood Presbyterian Medical Center,2019
735,4904249,320,74249,UPPER GI AIR/SMALL BOWEL,2039.0,Hollywood Presbyterian Medical Center,2019
736,4904250,320,74250,SMALL BOWEL,1255.0,Hollywood Presbyterian Medical Center,2019
737,4904270,320,74270,"COLON,BARIUM W/WO KUB",1478.0,Hollywood Presbyterian Medical Center,2019
738,4904280,320,74280,COLON BE W/AIR,1891.0,Hollywood Presbyterian Medical Center,2019
739,4904290,320,74290,"CHOLECYSTROGRAPHY,ORAL",453.0,Hollywood Presbyterian Medical Center,2019
740,4904301,320,74301,"CHOLANGIO,INTRAOP ADD SE",358.0,Hollywood Presbyterian Medical Center,2019
741,4904328,320,74328,ENDO CATH BILIARY SYSTEM,1562.0,Hollywood Presbyterian Medical Center,2019
742,4904415,320,74415,NEPHROTOMOGRAPHY,1444.0,Hollywood Presbyterian Medical Center,2019
743,4904486,320,74485,DILATION NEPHRO/URETER,1903.0,Hollywood Presbyterian Medical Center,2019
744,4906040,320,77073,BONE LENGTH STUDIES,887.0,Hollywood Presbyterian Medical Center,2019
745,4906050,320,77080,DXA BNE DNSTY AXL SKLT,338.0,Hollywood Presbyterian Medical Center,2019
746,4906060,320,77074,"BONE SURVEY, LTD",769.0,Hollywood Presbyterian Medical Center,2019
747,4906063,320,77075,BONE SURVEY COMPLETE,1538.0,Hollywood Presbyterian Medical Center,2019
748,4906065,320,77076,"BONE SURVEY,INFANT",354.0,Hollywood Presbyterian Medical Center,2019
749,4906077,320,77081,BN DENS - APPENDCAR,96.0,Hollywood Presbyterian Medical Center,2019
750,4906081,403,77067,COMPTR DETECT SCRN MAMM,300.0,Hollywood Presbyterian Medical Center,2019
751,4906083,403,77067,SCREENING MAMMOGRAPHY,300.0,Hollywood Presbyterian Medical Center,2019
752,4906088,320,77053,MAMMO DUCTGRAM SINGLE,591.0,Hollywood Presbyterian Medical Center,2019
753,4906090,401,77065,MAMMOGRAPHY UNILATERAL,251.0,Hollywood Presbyterian Medical Center,2019
754,4906091,401,77066,"MAMMOGRAPHY,BILATERAL",378.0,Hollywood Presbyterian Medical Center,2019
755,4906095,320,76098,SURGICAL SPECIMEN,2281.55,Hollywood Presbyterian Medical Center,2019
756,4906099,761,19281,BREAST BIOPSY LOCAL,2104.0,Hollywood Presbyterian Medical Center,2019
757,4906110,320,76102,TOMO COMPLEX MOTION 2 VW,700.0,Hollywood Presbyterian Medical Center,2019
758,4906170,320,,SUBTRACTION STUDY,122.0,Hollywood Presbyterian Medical Center,2019
759,4906175,270,,FILM DUPLICATION *,29.0,Hollywood Presbyterian Medical Center,2019
760,4906655,320,19081,"STERO LOC BX, EA LESION",3177.0,Hollywood Presbyterian Medical Center,2019
761,4906657,320,,FINE NDL ASPIR W/WO SMR,185.0,Hollywood Presbyterian Medical Center,2019
762,4907490,761,,ASPIR BREAST CYST,774.0,Hollywood Presbyterian Medical Center,2019
763,4907491,761,,BX BRST NDL UNGUIDED,199.0,Hollywood Presbyterian Medical Center,2019
764,4907492,761,,BX BRS NEED GUI,348.0,Hollywood Presbyterian Medical Center,2019
765,4907493,761,,BREAST NEEDLE BB INCISN,675.0,Hollywood Presbyterian Medical Center,2019
766,4907801,761,,PLC BRS CLP PERC,405.0,Hollywood Presbyterian Medical Center,2019
767,4908902,361,,BRST PREOP PL NDL 1ST LS,176.0,Hollywood Presbyterian Medical Center,2019
768,4908903,761,,BRST PREOP PL NDL ADD LS,90.0,Hollywood Presbyterian Medical Center,2019
769,4908921,320,,RENAL UNI w/ FLUSH & AORTOGRAM,1435.5,Hollywood Presbyterian Medical Center,2019
770,4908927,320,36253,"RENAL UNI, SUPER SELECTIVE CATH",4313.0,Hollywood Presbyterian Medical Center,2019
771,4908933,320,,"RENAL BILAT, 1ST ORD MAIN RENAL ARTERY",1869.4,Hollywood Presbyterian Medical Center,2019
772,4908939,320,36254,"RENAL BILAT, SUPER SELECTIVE CATH",5045.0,Hollywood Presbyterian Medical Center,2019
773,4908945,360,,IVC FILTER PLACEMENT,1235.8,Hollywood Presbyterian Medical Center,2019
774,4910161,761,,ATHERCT TIBIOP,1964.0,Hollywood Presbyterian Medical Center,2019
775,4910399,320,73565,"ATEROPOSTERIOR, BOTH KNEES STANDING",798.0,Hollywood Presbyterian Medical Center,2019
776,4910405,320,73564,"KNEE COMPLETE, 4 OR MORE VIEWS",848.0,Hollywood Presbyterian Medical Center,2019
777,4910412,761,,FINE NEEDLE ASPIRATION,381.0,Hollywood Presbyterian Medical Center,2019
778,4910417,761,19083,BRST BX PERC W/IMAGE,1571.0,Hollywood Presbyterian Medical Center,2019
779,4910419,360,19085,PLC NDL/WIRE BRST,1571.0,Hollywood Presbyterian Medical Center,2019
780,4910421,360,,PLC BRST CLIP PERC,318.0,Hollywood Presbyterian Medical Center,2019
781,4910423,761,,NEEDLE BX MUSCLE,720.0,Hollywood Presbyterian Medical Center,2019
782,4910424,761,,BONE BX TROCAR/NDL,1254.0,Hollywood Presbyterian Medical Center,2019
783,4910425,761,,INJ SINUS TRCT,417.0,Hollywood Presbyterian Medical Center,2019
784,4910430,360,,PERC VRTBRPLSTY THRX,4632.0,Hollywood Presbyterian Medical Center,2019
785,4910431,360,,PER VRTBRPLSTY EA ADD,4632.0,Hollywood Presbyterian Medical Center,2019
786,4910432,360,,PERC KYPHPLSTY THRX,16368.0,Hollywood Presbyterian Medical Center,2019
787,4910433,360,,PERC KYPHPLSTY LMBR,16368.0,Hollywood Presbyterian Medical Center,2019
788,4910434,360,,PERC KYPHLSTY ADD,16368.0,Hollywood Presbyterian Medical Center,2019
789,4910445,360,,INSRT CHEST TUBE,666.0,Hollywood Presbyterian Medical Center,2019
790,4910447,761,,NDL BX CHST LINING,1131.0,Hollywood Presbyterian Medical Center,2019
791,4910448,761,32405,BX LUNG/MEDIASTINUM,3667.0,Hollywood Presbyterian Medical Center,2019
792,4910452,761,,INJ EXT VENOGRAPHY,381.0,Hollywood Presbyterian Medical Center,2019
793,4910454,360,,PLCE CATH VEIN,636.0,Hollywood Presbyterian Medical Center,2019
794,4910455,360,,INSRT HEPATIC SHNT,5385.0,Hollywood Presbyterian Medical Center,2019
795,4910456,360,,REMVE HEPATIC SHNT,12624.0,Hollywood Presbyterian Medical Center,2019
796,4910457,360,,TRANSCTH OCCLSN PERC,5385.0,Hollywood Presbyterian Medical Center,2019
797,4910459,360,,NDL BX LYMPH NDS,720.0,Hollywood Presbyterian Medical Center,2019
798,4910462,761,,PLCE GASTRST TUBE,4533.0,Hollywood Presbyterian Medical Center,2019
799,4910464,761,,CHNG GASTRST TUBE,432.0,Hollywood Presbyterian Medical Center,2019
800,4910465,761,,REPOSTIN GASTRST TUBE,432.0,Hollywood Presbyterian Medical Center,2019
801,4910466,360,,INTRO GASTRST TUBE,432.0,Hollywood Presbyterian Medical Center,2019
802,4910468,360,,NDL BX LIVER,1131.0,Hollywood Presbyterian Medical Center,2019
803,4910469,360,,PER DRAIN LIVR LESION,2124.0,Hollywood Presbyterian Medical Center,2019
804,4910471,360,,INCISION GLBLDER,4191.0,Hollywood Presbyterian Medical Center,2019
805,4910472,761,,INJ FOR LIVER X-RAYS,381.0,Hollywood Presbyterian Medical Center,2019
806,4910473,360,,INJ FOR LIVER X-RAY,381.0,Hollywood Presbyterian Medical Center,2019
807,4910474,761,,INSRT CATH BILE DUCT,3735.0,Hollywood Presbyterian Medical Center,2019
808,4910475,360,,INSRT BILE DUCT DRN,3735.0,Hollywood Presbyterian Medical Center,2019
809,4910476,761,,CHNG BILE DUT CATH,2148.0,Hollywood Presbyterian Medical Center,2019
810,4910477,761,,REVIE/REINSERT BILE TUBE,2148.0,Hollywood Presbyterian Medical Center,2019
811,4910478,761,,PERC BILLIARY BX,2148.0,Hollywood Presbyterian Medical Center,2019
812,4910481,761,,PLCE BILE DCT SPPRT,3735.0,Hollywood Presbyterian Medical Center,2019
813,4910482,360,,NDL BX PANCREAS,1131.0,Hollywood Presbyterian Medical Center,2019
814,4910483,761,,DRN PANCR PSUDOCYST,1893.0,Hollywood Presbyterian Medical Center,2019
815,4910484,761,,DRN ABD ABSCESS,1893.0,Hollywood Presbyterian Medical Center,2019
816,4910485,761,,DRN PERC ABD ABSC,1893.0,Hollywood Presbyterian Medical Center,2019
817,4910486,761,,DRN PRC RTRO PERIT ABSC,1893.0,Hollywood Presbyterian Medical Center,2019
818,4910487,360,,PUNCT PERIT CVITY,666.0,Hollywood Presbyterian Medical Center,2019
819,4910488,360,,DRAIN ABD FLUID,666.0,Hollywood Presbyterian Medical Center,2019
820,4910489,360,,BX ABD MASS,1131.0,Hollywood Presbyterian Medical Center,2019
821,4910491,360,,EXCH DRNG CATH,2148.0,Hollywood Presbyterian Medical Center,2019
822,4910492,761,,ASSES CYST CONTRST INJ,381.0,Hollywood Presbyterian Medical Center,2019
823,4910493,761,,RNL ABSC PERC DRN,1893.0,Hollywood Presbyterian Medical Center,2019
824,4910494,360,,BX KIDNEY,1131.0,Hollywood Presbyterian Medical Center,2019
825,4910498,761,,DRN KIDNEY LESN,1131.0,Hollywood Presbyterian Medical Center,2019
826,4910499,360,,INSRT KIDNEY DRN,3543.0,Hollywood Presbyterian Medical Center,2019
827,4910500,761,,INSRT URETRL TUBE,3543.0,Hollywood Presbyterian Medical Center,2019
828,4910501,360,,INJ KDNEY X-RAY,381.0,Hollywood Presbyterian Medical Center,2019
829,4910502,360,,CREATE PSG TO KIDNEY,3543.0,Hollywood Presbyterian Medical Center,2019
830,4910503,761,,CHNG KIDNEY TUBE,1377.0,Hollywood Presbyterian Medical Center,2019
831,4910506,761,,INJ BLDDR X-RAY,381.0,Hollywood Presbyterian Medical Center,2019
832,4910507,761,,INJ BLDDR X-RAY,381.0,Hollywood Presbyterian Medical Center,2019
833,4910510,360,,BX PROSTATE,1035.0,Hollywood Presbyterian Medical Center,2019
834,4910511,761,,CTH FOR HYSTRGRPHY,2736.0,Hollywood Presbyterian Medical Center,2019
835,4910513,360,,DRN PELVC ABSC PRC,2736.0,Hollywood Presbyterian Medical Center,2019
836,4910514,360,,BX THYROID,381.0,Hollywood Presbyterian Medical Center,2019
837,4910515,360,62270,SPINAL TAP DX,774.0,Hollywood Presbyterian Medical Center,2019
838,4910516,761,,DRN CRBRL SPNL FLUID,387.0,Hollywood Presbyterian Medical Center,2019
839,4910518,761,,INJ SPINE CT,1170.0,Hollywood Presbyterian Medical Center,2019
840,4910519,360,,INJ SPINE LS,1170.0,Hollywood Presbyterian Medical Center,2019
841,4910527,761,,BONE BX THROCAR/NDL,502.0,Hollywood Presbyterian Medical Center,2019
842,4910528,761,,THORACTS NDL ONLY,666.0,Hollywood Presbyterian Medical Center,2019
843,4910529,761,,THORACTS THERAP W/TBE,666.0,Hollywood Presbyterian Medical Center,2019
844,4911926,761,,BX NECK,3150.0,Hollywood Presbyterian Medical Center,2019
845,4912023,360,,AV SHNT 1ST,4935.0,Hollywood Presbyterian Medical Center,2019
846,4912024,360,,AV SHNT EA ADD,636.0,Hollywood Presbyterian Medical Center,2019
847,4912240,320,72240,MYELOGRAM CERVICAL COMP,2538.0,Hollywood Presbyterian Medical Center,2019
848,4913526,761,,PER G-TBE RPLCE,636.0,Hollywood Presbyterian Medical Center,2019
849,4913527,761,,G-TBE CNVRT TO J,1713.0,Hollywood Presbyterian Medical Center,2019
850,4913528,761,,G-TBE RPLCE,909.0,Hollywood Presbyterian Medical Center,2019
851,4913529,761,,J-TBE RPLCE,909.0,Hollywood Presbyterian Medical Center,2019
852,4913530,761,,G-J TB RPLCE,909.0,Hollywood Presbyterian Medical Center,2019
853,4913531,761,,G-J TBE RMVEL,909.0,Hollywood Presbyterian Medical Center,2019
854,4913532,761,,INJ G-J TBS,305.0,Hollywood Presbyterian Medical Center,2019
855,4914235,320,74235,REMOVE FB W/FLUORO,1315.0,Hollywood Presbyterian Medical Center,2019
856,4914248,361,22511,PERC VERTEBROPLASTY UNI/BIL LUMBAR INJ,7629.13,Hollywood Presbyterian Medical Center,2019
857,4914350,320,,PERC PLACE GASTROSTOMY,877.0,Hollywood Presbyterian Medical Center,2019
858,4914360,320,74360,DILATN STRICTURE/OBSTRUC,1083.0,Hollywood Presbyterian Medical Center,2019
859,4914363,320,74363,BILIARY DIL W/WO STENT,1153.0,Hollywood Presbyterian Medical Center,2019
860,4914420,320,74420,"PYELOGRAPHY,RETROGRADE",1374.0,Hollywood Presbyterian Medical Center,2019
861,4914422,361,,NEPHROSTOGRAM,883.0,Hollywood Presbyterian Medical Center,2019
862,4914425,320,74425,ANTEGRADE NEPHROSTOGRAM,965.0,Hollywood Presbyterian Medical Center,2019
863,4914427,761,50389,REMOVAL OF NEPHROSTOMY TUBE,3916.0,Hollywood Presbyterian Medical Center,2019
864,4914434,320,74430,"CYSTOGRAPHY,COMPLETE",860.0,Hollywood Presbyterian Medical Center,2019
865,4914450,320,74450,"URETHROCYSTOGRAPHY,RETR",986.0,Hollywood Presbyterian Medical Center,2019
866,4914455,320,74455,"URETHROCYSTOGRAPHY,VOID",934.0,Hollywood Presbyterian Medical Center,2019
867,4914470,320,74470,TRANSLUMBAR RENAL CYST,1255.0,Hollywood Presbyterian Medical Center,2019
868,4914478,761,27040,PELVIC/HIP AREA SUPERFICIAL BIOPSY,3336.63,Hollywood Presbyterian Medical Center,2019
869,4914480,320,,Ea Intra Cran Brnch Cartd/Vert Unilat,1144.2,Hollywood Presbyterian Medical Center,2019
870,4914483,320,,Ext Cartd Art unilat w/ Angio,561.45,Hollywood Presbyterian Medical Center,2019
871,4914485,320,,Vert Art Uni w/ Angio inc Cer Cereb Arc,19808.9,Hollywood Presbyterian Medical Center,2019
872,4914486,761,50572,DILATION NEPHRO/URETER,1474.0,Hollywood Presbyterian Medical Center,2019
873,4914488,320,,Unilat Angio Cerv Cereb Arch,12112.25,Hollywood Presbyterian Medical Center,2019
874,4914490,320,,Int Cartd Art w/ Angio,19808.9,Hollywood Presbyterian Medical Center,2019
875,4914492,320,,Com Cartd inc Angio of Ext Cran/Cer/Cere,12112.25,Hollywood Presbyterian Medical Center,2019
876,4914494,320,,Sel Cath Pl Carotd/Innomnate Artery,12112.25,Hollywood Presbyterian Medical Center,2019
877,4914497,320,,Non selct cath pl Car/Ver/Thor Aorta,12112.25,Hollywood Presbyterian Medical Center,2019
878,4914501,360,,Thora Needl or Cath Asp of Pleural Space,582.25,Hollywood Presbyterian Medical Center,2019
879,4914503,360,,Trans Cath Retrieval Perc Intravasc,1594.85,Hollywood Presbyterian Medical Center,2019
880,4914505,360,92943,Perc Transluminal Revasc Total Occ,34041.0,Hollywood Presbyterian Medical Center,2019
881,4914507,321,92941,PERC TRANSLUMINAL REVASC ACC OCC MYO INF,34041.0,Hollywood Presbyterian Medical Center,2019
882,4914740,320,74740,HYSTEROSALPINGOGRAPHY,732.0,Hollywood Presbyterian Medical Center,2019
883,4915490,360,,ATHERCT REN/VSC,1964.0,Hollywood Presbyterian Medical Center,2019
884,4915492,360,,ATHERCTMY ILIAC,1964.0,Hollywood Presbyterian Medical Center,2019
885,4915493,761,,ATHERCT FEM/POP,1964.0,Hollywood Presbyterian Medical Center,2019
886,4915494,761,,ATHERCT BRACHCP,1964.0,Hollywood Presbyterian Medical Center,2019
887,4915606,320,75605,"THORACIC W/SERL,COMPLT",5517.0,Hollywood Presbyterian Medical Center,2019
888,4915626,320,75625,ABD TRANSLUMBAR W/SERL,5517.0,Hollywood Presbyterian Medical Center,2019
889,4915631,320,75630,ABD W/BILAT ILIOFEMORAL,11357.0,Hollywood Presbyterian Medical Center,2019
890,4915650,320,,ABD PARACENTESIS(Dx)/THERA w/ GUIDANCE,2060.0,Hollywood Presbyterian Medical Center,2019
891,4915659,320,75710,BRACHIAL RETRGRD COMP,5517.0,Hollywood Presbyterian Medical Center,2019
892,4915706,320,75705,"SPINAL SELCTIVE,COMPLT",5517.0,Hollywood Presbyterian Medical Center,2019
893,4915712,320,75710,EXTREMITY UNI W/SERIAL,5517.0,Hollywood Presbyterian Medical Center,2019
894,4915718,320,75716,EXTREMITY BI W/SERIAL,5766.0,Hollywood Presbyterian Medical Center,2019
895,4915727,320,75726,"VISCERAL SELECTIVE,COMP",5642.0,Hollywood Presbyterian Medical Center,2019
896,4915732,320,75731,ADRENAL UNILATERAL,5517.0,Hollywood Presbyterian Medical Center,2019
897,4915734,320,75733,ADRENAL BILATERAL,5517.0,Hollywood Presbyterian Medical Center,2019
898,4915737,320,75736,PELVIC SELECTIVE,6167.0,Hollywood Presbyterian Medical Center,2019
899,4915740,272,,PLEURX PLEURAL CATH SYSTEM,2750.0,Hollywood Presbyterian Medical Center,2019
900,4915742,320,75741,PULMONARY UNI SELECTIVE,5517.0,Hollywood Presbyterian Medical Center,2019
901,4915744,320,75743,PULMONARY BI SELECTIVE,11357.0,Hollywood Presbyterian Medical Center,2019
902,4915745,272,,PLEURX STARTER KIT,1325.0,Hollywood Presbyterian Medical Center,2019
903,4915747,320,75746,PULM CATH NON-S,1752.0,Hollywood Presbyterian Medical Center,2019
904,4915757,320,75756,INTERNAL MAMMARY,2481.0,Hollywood Presbyterian Medical Center,2019
905,4915775,320,75774,"ANGIO,ADD VESSEL COMP",2553.0,Hollywood Presbyterian Medical Center,2019
906,4915821,320,75820,VENOGRAM EXTREMITY UNI,2455.0,Hollywood Presbyterian Medical Center,2019
907,4915823,320,75822,VENOGRAM EXTREMITY BIL,6093.0,Hollywood Presbyterian Medical Center,2019
908,4915826,320,75825,INFERIOR VENACAVAGRAM,5517.0,Hollywood Presbyterian Medical Center,2019
909,4915828,320,75827,SUPERIOR VENACAVAGRAM,2064.0,Hollywood Presbyterian Medical Center,2019
910,4915832,320,75831,VENOGRAPHY RENAL UNILA,5517.0,Hollywood Presbyterian Medical Center,2019
911,4915834,320,75833,VENOGRAPHY RENAL BILAT,5517.0,Hollywood Presbyterian Medical Center,2019
912,4915841,320,75840,VENOGRAPHY ADRENAL UNI,5517.0,Hollywood Presbyterian Medical Center,2019
913,4915843,320,75842,VENOGRAPHY ADRENAL BIL,5517.0,Hollywood Presbyterian Medical Center,2019
914,4915861,320,75860,VNOGRM SNUS/JUG,2481.0,Hollywood Presbyterian Medical Center,2019
915,4915886,320,75885,PERC HEP PORT W,5517.0,Hollywood Presbyterian Medical Center,2019
916,4915888,320,75887,PERC HEP PRT WO,1752.0,Hollywood Presbyterian Medical Center,2019
917,4915890,320,75889,HEP VENGPHY W/E,5517.0,Hollywood Presbyterian Medical Center,2019
918,4915892,320,75891,HEP VENGPHY WO/,6620.0,Hollywood Presbyterian Medical Center,2019
919,4915893,320,75893,VENOUS SAMPLING VIA CATH,5517.0,Hollywood Presbyterian Medical Center,2019
920,4915896,360,,TCATH OCC EMBO-NON NEURO-HD/NK PERC,39879.3,Hollywood Presbyterian Medical Center,2019
921,4915898,320,75898,ANGIO EXIST CATH P THRPY,1020.0,Hollywood Presbyterian Medical Center,2019
922,4915901,320,75901,REM PERICTH OBST CV CAT,576.0,Hollywood Presbyterian Medical Center,2019
923,4915902,320,75902,REM INTRLMNL OBST CV CT,576.0,Hollywood Presbyterian Medical Center,2019
924,4915910,360,,REMV INTRAVASC VENA CAV FILTR,1908.85,Hollywood Presbyterian Medical Center,2019
925,4915971,320,75970,TCATH BIOPSY,2243.0,Hollywood Presbyterian Medical Center,2019
926,4915973,621,,"SHIELD, FEMORAL CAT ID 5300A-Y",1080.0,Hollywood Presbyterian Medical Center,2019
927,4915990,320,75989,PERC DRN ABSC W/CATH,2294.0,Hollywood Presbyterian Medical Center,2019
928,4915991,480,92933,ATHER W/ INTRACOR STENT W/ PLASTY SINGLE,34040.7,Hollywood Presbyterian Medical Center,2019
929,4915994,360,0234T,ATHERCT RENAL,35791.45,Hollywood Presbyterian Medical Center,2019
930,4915995,480,92934,ATHER W/ INTRACOR STENT W/ PLASTY EA ADD,34040.7,Hollywood Presbyterian Medical Center,2019
931,4915996,320,0235T,ATHERCT VISC EA,1149.0,Hollywood Presbyterian Medical Center,2019
932,4915997,320,77001,FLUOROGUID FOR VEIN DVC,658.0,Hollywood Presbyterian Medical Center,2019
933,4915998,320,76000,FLUORO <1HR TECH TIME,918.0,Hollywood Presbyterian Medical Center,2019
934,4915999,320,76001,FLUORO >1HR TECH TIME,1258.0,Hollywood Presbyterian Medical Center,2019
935,4916000,361,,CONTRAST INJ PERQ RAD EVAL GI TUBE,481.53,Hollywood Presbyterian Medical Center,2019
936,4916005,761,,INJECT VENOGRPHY EXTRMTY,636.0,Hollywood Presbyterian Medical Center,2019
937,4916010,320,77002,FLUORO BX/ASP/INJ/GUIDE,1201.0,Hollywood Presbyterian Medical Center,2019
938,4916082,320,76080,FISTULA-SINUS TRCT STDY,665.0,Hollywood Presbyterian Medical Center,2019
939,4916420,331,96420,CHEMO INJ IAPUSH,630.0,Hollywood Presbyterian Medical Center,2019
940,4916555,360,,INSRT NON-TUNNL CV CTH<,1020.0,Hollywood Presbyterian Medical Center,2019
941,4916556,360,,INSRT NONTUNNL CV CTH 5,1020.0,Hollywood Presbyterian Medical Center,2019
942,4916558,360,,INSRT TNL CV CTH5>WO PM,1365.0,Hollywood Presbyterian Medical Center,2019
943,4916561,360,,INSRT TUNNL VAD 5>W POR,1560.0,Hollywood Presbyterian Medical Center,2019
944,4916566,360,,INSR TNL VAD 2STS W PRT,1560.0,Hollywood Presbyterian Medical Center,2019
945,4916568,320,,INSRT CV CATH NO PORT<5,1020.0,Hollywood Presbyterian Medical Center,2019
946,4916569,320,,INSRT CV CATH NO PRT 5>,1020.0,Hollywood Presbyterian Medical Center,2019
947,4916578,360,,REPLCE CATH ONLY CVAD,1365.0,Hollywood Presbyterian Medical Center,2019
948,4916580,761,,REPLCE NON-TUNNL CV CAT,1020.0,Hollywood Presbyterian Medical Center,2019
949,4916581,761,,REPLACE TUNNELED CV CAT,1365.0,Hollywood Presbyterian Medical Center,2019
950,4916584,761,,RPLC CVAD W/O PUMP,1020.0,Hollywood Presbyterian Medical Center,2019
951,4916585,761,,REPLC COMP CVAD W SQ PR,1020.0,Hollywood Presbyterian Medical Center,2019
952,4916589,761,,REMV TUNL CVC WO PMP/PRT,1020.0,Hollywood Presbyterian Medical Center,2019
953,4916590,761,,RMV TUNLD CVAD W SQ POR,1020.0,Hollywood Presbyterian Medical Center,2019
954,4916837,402,76937,US GDE VSC ACC,432.0,Hollywood Presbyterian Medical Center,2019
955,4916942,402,76942,US GUIDANCE,2164.0,Hollywood Presbyterian Medical Center,2019
956,4917553,761,,PRC BLIARY BPSY,6027.0,Hollywood Presbyterian Medical Center,2019
