,Charge Code,Charge Descripton,CPT 4,Price,Rev,GL,Hospital,Year
1487,5301113,ASPIRIN 325MG,,10.0,250,4710,Southern California Hospital at Hollywood,2019
1488,5301115,ASTEMIZOLE 10MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1489,5301121,ATAZANAVIR 150MG,,125.0,250,4710,Southern California Hospital at Hollywood,2019
1490,5301122,ATAZANAVIR 200MG,,116.0,250,4710,Southern California Hospital at Hollywood,2019
1491,5301128,ATOMOXETINE 40MG,,30.0,250,4710,Southern California Hospital at Hollywood,2019
1492,5301129,Atomoxetine 25mg cap,,23.0,250,4710,Southern California Hospital at Hollywood,2019
1493,5301134,ATENOLOL 100MG,,26.0,250,4710,Southern California Hospital at Hollywood,2019
1494,5301137,ATENOLOL 25MG,,31.0,250,4710,Southern California Hospital at Hollywood,2019
1495,5301138,ATENOLOL 50MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1496,5301145,ATORVASTATIN 10MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1497,5301146,ATORVASTATIN 20MG,,31.0,250,4710,Southern California Hospital at Hollywood,2019
1498,5301147,ATORVASTATIN 40MG,,36.0,250,4710,Southern California Hospital at Hollywood,2019
1499,5301150,ATOVAQUONE 250MG,,32.0,250,4710,Southern California Hospital at Hollywood,2019
1500,5301215,AZATHIOPRINE 50MG,J7500,21.0,250,4710,Southern California Hospital at Hollywood,2019
1501,5301220,AZITHROMYCIN 250MG,,75.0,250,4710,Southern California Hospital at Hollywood,2019
1502,5301223,AZITHROMYCIN 600MG,,104.0,250,4710,Southern California Hospital at Hollywood,2019
1503,5301357,BACLOFEN 10MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1504,5301361,BACLOFEN 20MG TAB,,21.0,250,4710,Southern California Hospital at Hollywood,2019
1505,5301430,BENAZEPRIL 5MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1506,5301431,BENAZEPRIL 10MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1507,5301432,BENAZEPRIL 20MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1508,5301499,BENZONATATE 100MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1509,5301520,BENZTROPINE .5MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1510,5301522,BENZTROPINE 1MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1511,5301526,BENZTROPINE 2MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1512,5301572,BETHANECHOL 5MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1513,5301576,BETHANECHOL 10MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1514,5301580,BETHANECHOL 25MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1515,5301584,BETHANECHOL 50MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1516,5301590,BICALUTAMIDE 50MG,,84.0,250,4710,Southern California Hospital at Hollywood,2019
1517,5301593,BIPERIDEN 2MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1518,5301601,BIRTH CONTROL PILLS 1MO,,390.0,250,4710,Southern California Hospital at Hollywood,2019
1519,5301602,BISACODYL 5MG,,14.0,250,4710,Southern California Hospital at Hollywood,2019
1520,5301607,BISOPROLOL/HCTZ 2.5/6.25,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1521,5301608,BISOPROLOL/HCTZ 5/6.25,,44.0,250,4710,Southern California Hospital at Hollywood,2019
1522,5301616,BISMUTH SUBSALICYL TAB,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1523,5301617,LEVETIRAC ORAL SOLN 100MG/ML,,3.0,250,4710,Southern California Hospital at Hollywood,2019
1524,5301675,BRILINTA 90MG TAB,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1525,5301680,BROMOCRIPTINE 2.5MG,,26.0,250,4710,Southern California Hospital at Hollywood,2019
1526,5301681,BROMOCRIPTINE 5MG,,30.0,250,4710,Southern California Hospital at Hollywood,2019
1527,5301738,BUMETANIDE .5MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1528,5301742,BUMETANIDE 1MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1529,5301745,BUPROPION 75MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1530,5301746,BUPROPION 100MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1531,5301748,BUPROPION SR 100MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1532,5301749,BUPROPION SR 150MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1533,5301754,BUPRENORPHINE 2MG,,29.0,250,4710,Southern California Hospital at Hollywood,2019
1534,5301755,BUPRENORPHINE 8MG,,52.0,250,4710,Southern California Hospital at Hollywood,2019
1535,5301756,BUPRENRPH/NALOX 2MG/.5MG,,15.0,250,4710,Southern California Hospital at Hollywood,2019
1536,5301757,BUPRENRPH/NALOX 8MG/2MG,,16.0,250,4710,Southern California Hospital at Hollywood,2019
1537,5301760,BUSPIRONE 5MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1538,5301761,BUSPIRONE 10MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1539,5301770,BYSTOLIC 5MG TAB,,13.0,250,4710,Southern California Hospital at Hollywood,2019
1540,5301771,BXN Mouthwash 1.6G/237ml,,115.0,250,4710,Southern California Hospital at Hollywood,2019
1541,5301772,First Mouthwash 25-200/30,,13.0,250,4710,Southern California Hospital at Hollywood,2019
1542,5301780,CABERGOLINE  .5MG,J8515,185.0,250,4710,Southern California Hospital at Hollywood,2019
1543,5301791,CALCITRIOL .25MCG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1544,5301793,CALCITRIOL .5MCG,,26.0,250,4710,Southern California Hospital at Hollywood,2019
1545,5301810,CALCIUM ACETATE 667MG,A9150,17.0,250,4710,Southern California Hospital at Hollywood,2019
1546,5301811,CALCIUM CARBONATE,A9150,24.0,250,4710,Southern California Hospital at Hollywood,2019
1547,5301815,CALCIUM CARBONATE 500MG,A9150,14.0,250,4710,Southern California Hospital at Hollywood,2019
1548,5301824,CALCIUM CARBONATE 650MG,A9150,18.0,250,4710,Southern California Hospital at Hollywood,2019
1549,5301826,CALCIUM CARB/VITD600/200,A9150,24.0,250,4710,Southern California Hospital at Hollywood,2019
1550,5301829,CALCIUM CITRATE 500MG,A9150,24.0,250,4710,Southern California Hospital at Hollywood,2019
1551,5301834,CALCIUM 500MG/VIT D,A9150,45.0,250,4710,Southern California Hospital at Hollywood,2019
1552,5301836,OYSTR CA 250 & D 125,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1553,5301842,CALCIUM GLUCONATE 500MG,A9150,20.0,250,4710,Southern California Hospital at Hollywood,2019
1554,5301901,POLYCARBOPHIL 625MG,A9150,24.0,250,4710,Southern California Hospital at Hollywood,2019
1555,5301912,CANDESARTAN 4MG,,16.0,250,4710,Southern California Hospital at Hollywood,2019
1556,5301914,CANDESARTAN 16MG,,14.0,250,4710,Southern California Hospital at Hollywood,2019
1557,5301918,CAPECITABINE 500MG,J8521,64.0,636,4710,Southern California Hospital at Hollywood,2019
1558,5301922,CAPTOPRIL 12.5MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1559,5301923,CAPTOPRIL 25MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1560,5301927,CAPTOPRIL 50MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1561,5301975,CARBAMAZEPINE 100MG,,21.0,250,4710,Southern California Hospital at Hollywood,2019
1562,5301976,CARBAMAZEPINE EREL 100MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1563,5301977,CARBAMAZEPINE EREL 200MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1564,5301981,CARBAMAZEPINE 200MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1565,5302004,CARBENICILLIN 382MG,,36.0,250,4710,Southern California Hospital at Hollywood,2019
1566,5302027,CARBIDOPA/LEVOD 10/100,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1567,5302031,CARBIDOPA/LEVOD 25/100,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1568,5302032,CARBIDOPA/LEVO 25/100CR,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1569,5302035,CARBIDOPA/LEVOD 25/250,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1570,5302036,CARBIDOPA/LEVOD 50/200,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1571,5302058,CARISOPRODOL 350MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1572,5302070,LEVOCARNITINE 330MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1573,5302077,CARVEDILOL 3.125MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1574,5302078,CARVEDILOL 6.25MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1575,5302079,CARVEDILOL 12.5MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1576,5302080,CARVEDILOL 25MG,,28.0,250,4710,Southern California Hospital at Hollywood,2019
1577,5302119,CEFDINIR 300MG CAPSULES,,212.0,250,4710,Southern California Hospital at Hollywood,2019
1578,5302121,CEFUROXIME AXETIL 250MG,,36.0,250,4710,Southern California Hospital at Hollywood,2019
1579,5302122,CEFUROXIME AXETIL 500MG,,51.0,250,4710,Southern California Hospital at Hollywood,2019
1580,5302129,CELECOXIB 100MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1581,5302158,CETYLPYRDN/BENZOC TR 18S,A9150,18.0,250,4710,Southern California Hospital at Hollywood,2019
1582,5302181,CEPASTAT,A9150,24.0,250,4710,Southern California Hospital at Hollywood,2019
1583,5302204,CEPHALEXIN  250MG,,45.0,250,4710,Southern California Hospital at Hollywood,2019
1584,5302208,CEPHALEXIN  500MG,,64.0,250,4710,Southern California Hospital at Hollywood,2019
1585,5302267,ACTIVATED CHARCOAL 25GM,,67.0,250,4710,Southern California Hospital at Hollywood,2019
1586,5302268,ACTIVATED CHARCOAL-SORBITAL 25GM,,67.0,250,4710,Southern California Hospital at Hollywood,2019
1587,5302269,ACTIVATED CHARCOAL 260MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1588,5302331,CHLORAMBUCIL 2MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1589,5302380,CHLORDIAZ/CLIDIN 5/2.5,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1590,5302385,CHLORDIAZEPOXIDE  5MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1591,5302389,CHLORDIAZEPOXIDE 10MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1592,5302393,CHLORDIAZEPOXIDE 25MG,,21.0,250,4710,Southern California Hospital at Hollywood,2019
1593,5302564,CHLOROPHYLL TAB 3MG,,7.0,250,4710,Southern California Hospital at Hollywood,2019
1594,5302565,CHLORPHENIRAMINE 4MG,A9150,18.0,250,4710,Southern California Hospital at Hollywood,2019
1595,5302590,CHLORPROMAZINE 10MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1596,5302594,CHLORPROMAZINE  25MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1597,5302598,CHLORPROMAZINE  50MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1598,5302600,CHLORPROMAZINE 100MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1599,5302610,CHLORPROMAZINE 200MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1600,5302637,CHLORPROPAMIDE 100MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1601,5302641,CHLORPROPAMIDE 250MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1602,5302664,CHLORTHALIDONE  25MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1603,5302668,CHLORTHALIDONE  50MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1604,5302694,CHLORZOXAZONE 500MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1605,5302718,CHOLINE-MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1606,5302719,CHOLINE MG 750MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1607,5302720,CHROMIUM 200MCG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1608,5302725,CHONDROITIN SULF 250MG,A9150,24.0,250,4710,Southern California Hospital at Hollywood,2019
1609,5302730,CILOSTAZOL 50MG,,45.0,250,4710,Southern California Hospital at Hollywood,2019
1610,5302733,XARELTO (RIVAROXABAN) TAB 15MG,,40.0,250,4710,Southern California Hospital at Hollywood,2019
1611,5302734,Xarelto (rivarobadan) tab 10mg,,40.0,250,4710,Southern California Hospital at Hollywood,2019
1612,5302735,XARELTO (RIVAROXABAN) TAB 20MG,,40.0,250,4710,Southern California Hospital at Hollywood,2019
1613,5302736,RIFAXIMIN 550MG PO,,121.0,250,4710,Southern California Hospital at Hollywood,2019
1614,5302745,CIMETIDINE 300MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1615,5302747,CIMETIDINE 400MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1616,5302748,CIMETIDINE 800MG,,31.0,250,4710,Southern California Hospital at Hollywood,2019
1617,5302762,CINACALCET 30MG,,93.0,250,4710,Southern California Hospital at Hollywood,2019
1618,5302772,CITALOPRAM 10MG TAB,,2.0,250,4710,Southern California Hospital at Hollywood,2019
1619,5302773,CITALOPRAM 20MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1620,5302775,CIPROFLOXACIN 250MG,,41.0,250,4710,Southern California Hospital at Hollywood,2019
1621,5302776,CIPROFLOXACIN 500MG,,41.0,250,4710,Southern California Hospital at Hollywood,2019
1622,5302777,CIPROFLOXACIN 750MG,,52.0,250,4710,Southern California Hospital at Hollywood,2019
1623,5302780,CLARITHROMYCIN 250MG,,38.0,250,4710,Southern California Hospital at Hollywood,2019
1624,5302781,CLARITHROMYCIN 500MG,,60.0,250,4710,Southern California Hospital at Hollywood,2019
1625,5302814,CLINDAMYCIN 150MG,,79.0,250,4710,Southern California Hospital at Hollywood,2019
1626,5302860,CLOFAZIMINE 50MG,,44.0,250,4710,Southern California Hospital at Hollywood,2019
1627,5302887,CLOMIPHENE 50MG,,49.0,250,4710,Southern California Hospital at Hollywood,2019
1628,5302890,CLOMIPRAMINE 25MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1629,5302891,CLOMIPRAMINE 50MG,,28.0,250,4710,Southern California Hospital at Hollywood,2019
1630,5302894,CLOTRIMAZOLE TROCHE,,21.0,250,4710,Southern California Hospital at Hollywood,2019
1631,5302910,CLONAZEPAM .5MG,,23.0,250,4710,Southern California Hospital at Hollywood,2019
1632,5302914,CLONAZEPAM 1MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1633,5302918,CLONAZEPAM 2MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1634,5302941,CLONIDINE .1MG,,19.0,250,4710,Southern California Hospital at Hollywood,2019
1635,5302945,CLONIDINE .2MG,,19.0,250,4710,Southern California Hospital at Hollywood,2019
1636,5302949,CLONIDINE .3MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1637,5302965,CLOPIDOGREL 75MG,,28.0,250,4710,Southern California Hospital at Hollywood,2019
1638,5302980,CLORAZEPATE CAP 7.5MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1639,5303016,CLOZAPINE 25MG,,30.0,250,4710,Southern California Hospital at Hollywood,2019
1640,5303017,CLOZAPINE 100MG,,32.0,250,4710,Southern California Hospital at Hollywood,2019
1641,5303018,CLOZAPINE 25MG ODT,,11.0,250,4710,Southern California Hospital at Hollywood,2019
1642,5303019,CLOZAPINE 100MG ODT,,23.0,250,4710,Southern California Hospital at Hollywood,2019
1643,5303030,UBIDECARENONE 30MG,,3.0,250,4710,Southern California Hospital at Hollywood,2019
1644,5303032,UBIDECARENONE 60MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1645,5303036,Colazal 750mg cap,,3.0,250,4710,Southern California Hospital at Hollywood,2019
1646,5303038,COLCHICINE TAB   .5MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1647,5303042,COLCHICINE TAB   .6MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1648,5303043,COLESEVELAM 625MG,,8.0,250,4710,Southern California Hospital at Hollywood,2019
1649,5303051,CONJ ESTROG.625MEDROX2.5,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1650,5303065,CONJUGATED ESTR  .3MG,,15.0,250,4710,Southern California Hospital at Hollywood,2019
1651,5303069,CONJUGATED ESTR  .625MG,,15.0,250,4710,Southern California Hospital at Hollywood,2019
1652,5303070,CONJUGATED ESTR .9MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1653,5303073,CONJUGATED ESTR 1.25MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1654,5303086,CORTISONE  5MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1655,5303135,COUGH/COLD PREP 1 TAB/CA,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1656,5303160,CREON 12/38/60 CAP,,12.0,250,4710,Southern California Hospital at Hollywood,2019
1657,5303169,CYANOCOBALAMIN (B12) 100MCG,,5.0,250,4710,Southern California Hospital at Hollywood,2019
1658,5303170,CYANOCOB/FA/PYRIDOX TAB,,5.0,250,4710,Southern California Hospital at Hollywood,2019
1659,5303254,CYCLOBENZAPRINE 10MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1660,5303277,CYCLOPHOSPHAMIDE 25MG,J8530,24.0,250,4710,Southern California Hospital at Hollywood,2019
1661,5303286,CYCLOSPORINE 25MG,J7515,39.0,636,4710,Southern California Hospital at Hollywood,2019
1662,5303289,CYCLOSPORIN 25MG SOFTGEL,J7515,39.0,636,4710,Southern California Hospital at Hollywood,2019
1663,5303292,CYCLOSPORIN 100MG CAP,J7502,60.0,250,4710,Southern California Hospital at Hollywood,2019
1664,5303304,CYPROHEPTADINE 4MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1665,5303350,DANAZOL 100MG,,44.0,250,4710,Southern California Hospital at Hollywood,2019
1666,5303373,DANAZOL 200MG,,44.0,250,4710,Southern California Hospital at Hollywood,2019
1667,5303419,DANTROLENE 25MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1668,5303425,DANTROLENE 100MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1669,5303442,DAPSONE 25MG,,44.0,250,4710,Southern California Hospital at Hollywood,2019
1670,5303443,DAPSONE 100MG,,43.0,250,4710,Southern California Hospital at Hollywood,2019
1671,5303444,DARUNAVIR 800 MG,,184.0,250,4710,Southern California Hospital at Hollywood,2019
1672,5303446,DARUNAVIR 600MG,,80.0,250,4710,Southern California Hospital at Hollywood,2019
1673,5303452,DIDANOSINE 100MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1674,5303457,DIDANOSINE 250MG,,66.0,250,4710,Southern California Hospital at Hollywood,2019
1675,5303458,DIDANOSINE 400MG,,89.0,250,4710,Southern California Hospital at Hollywood,2019
1676,5303515,DEMECLOCY CAP 150MG,,52.0,250,4710,Southern California Hospital at Hollywood,2019
1677,5303525,DEMECLOCY TAB 300MG,,70.0,250,4710,Southern California Hospital at Hollywood,2019
1678,5303568,DESIPRAMINE 10MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1679,5303569,DESIPRAMINE  25MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1680,5303573,DESIPRAMINE  50MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1681,5303575,DESIPRAMINE 75MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1682,5303577,DESIPRAMINE 100MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1683,5303596,DEXAMETHASONE .5MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1684,5303600,DEXAMETHASONE .75MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1685,5303602,DEXAMETHASONE 1.5MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1686,5303603,DEXAMETHASONE 2MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1687,5303604,DEXAMETHASONE 4MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1688,5303610,DEXAMETHASONE 1MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1689,5303667,DEXTROMETHORPHAN 20MG/15ML,,2.0,250,4710,Southern California Hospital at Hollywood,2019
1690,5303708,DIAZEPAM  2MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1691,5303712,DIAZEPAM  5MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1692,5303716,DIAZEPAM 10MG,,48.0,250,4710,Southern California Hospital at Hollywood,2019
1693,5303745,DICLOFENAC 25MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1694,5303746,DICLOFENAC 50MG,,20.0,250,4710,Southern California Hospital at Hollywood,2019
1695,5303747,DICLOFENAC 75MG,,19.0,250,4710,Southern California Hospital at Hollywood,2019
1696,5303766,DICLOXACIL 250MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1697,5303770,DICLOXACIL 500MG,,45.0,250,4710,Southern California Hospital at Hollywood,2019
1698,5303820,DICYCLOMINE 10MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1699,5303824,DICYCLOMINE 20MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1700,5303890,DIFLUNISAL 250MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1701,5303894,DIFLUNISAL 500MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1702,5303900,DIGESTIVE ENZYME CAP,,3.0,250,4710,Southern California Hospital at Hollywood,2019
1703,5303944,DIGOXIN .125MG,,19.0,250,4710,Southern California Hospital at Hollywood,2019
1704,5303952,DIGOXIN .25MG,,19.0,250,4710,Southern California Hospital at Hollywood,2019
1705,5304010,DIHYDROTACHY .2MG,,44.0,250,4710,Southern California Hospital at Hollywood,2019
1706,5304033,DILTIAZEM 30MG,,19.0,250,4710,Southern California Hospital at Hollywood,2019
1707,5304037,DILTIAZEM 60MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1708,5304038,DILTIAZEM 90MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1709,5304039,DILTIAZEM 120MG,,28.0,250,4710,Southern California Hospital at Hollywood,2019
1710,5304043,DILTIAZEM CD 120MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1711,5304044,DILTIAZEM CD 180 MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1712,5304045,DILTIAZEM CD 240 MG,,27.0,250,4710,Southern California Hospital at Hollywood,2019
1713,5304046,DILTIAZEM CD 300 MG,,29.0,250,4710,Southern California Hospital at Hollywood,2019
1714,5304060,DIMENHYDRINATE 50MG,A9150,13.0,250,4710,Southern California Hospital at Hollywood,2019
1715,5304087,DIPHENHYDRA 25MG,A9150,12.0,250,4710,Southern California Hospital at Hollywood,2019
1716,5304091,DIPHENHYDRAMINE 50MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1717,5304098,DIPHENOXYLATE/ATRP TAB,,16.0,250,4710,Southern California Hospital at Hollywood,2019
1718,5304114,DIPYRIDAMOLE 25MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1719,5304118,DIPYRIDAMOLE 50MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1720,5304122,DIPYRIDAMOLE 75MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1721,5304123,DIPYRIDAMOLE/ASA SR CAP,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1722,5304145,DISOPYRAMIDE 100MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1723,5304149,DISOPYRAMIDE 150MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1724,5304153,DISOPYRAMIDE CR 100MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1725,5304157,DISOPYRAMIDE CR 150MG,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1726,5304178,DISULFIRAM 250MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1727,5304180,DISULFIRAM 500MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1728,5304190,DIVALPROEX NA 125MG TAB,,2.0,250,4710,Southern California Hospital at Hollywood,2019
1729,5304191,DIVALPROEX NA 250MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1730,5304193,DIVALPROEX NA 500MG,,22.0,250,4710,Southern California Hospital at Hollywood,2019
1731,5304195,DIVALPROEX NA 500MG ER,,16.0,250,4710,Southern California Hospital at Hollywood,2019
1732,5304196,DIVALPROEX NA 250MG ER,,16.0,250,4710,Southern California Hospital at Hollywood,2019
1733,5304203,DOCUSATE CA 240MG,A9150,12.0,250,4710,Southern California Hospital at Hollywood,2019
1734,5304204,DOCUSATE NA/SENNOSIDES,A9150,3.0,250,4710,Southern California Hospital at Hollywood,2019
1735,5304219,DOCUSATE SOD 100MG,A9150,11.0,250,4710,Southern California Hospital at Hollywood,2019
1736,5304223,DOCUSATE SOD 250MG,A9150,11.0,250,4710,Southern California Hospital at Hollywood,2019
1737,5304245,DOCUSATE PHENOLPHTHALEIN,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1738,5304246,DOCUSATE NA/CASANTHRANOL,,13.0,250,4710,Southern California Hospital at Hollywood,2019
1739,5304250,DONEPEZIL 5MG,,38.0,250,4710,Southern California Hospital at Hollywood,2019
1740,5304252,DONEPEZIL 10MG TAB,,8.0,250,4710,Southern California Hospital at Hollywood,2019
1741,5304253,ALBUMIN-25% 25GM/100ML INJ,,405.0,390,4710,Southern California Hospital at Hollywood,2019
1742,5304269,DONNATAL,,10.0,250,4710,Southern California Hospital at Hollywood,2019
1743,5304273,DONNATAL EXTENTAB,,24.0,250,4710,Southern California Hospital at Hollywood,2019
1744,5304335,DOXAZOSIN 1MG,,29.0,250,4710,Southern California Hospital at Hollywood,2019
1745,5304336,DOXAZOSIN 2MG,,29.0,250,4710,Southern California Hospital at Hollywood,2019
1746,5304342,DOXEPIN 10MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1747,5304365,DOXEPIN 25MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1748,5304367,DOXEPIN 50MG,,17.0,250,4710,Southern California Hospital at Hollywood,2019
1749,5304371,DOXEPIN 100MG,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1750,5304379,DOXERCALCIFEROL 0.5MCG,,26.0,250,4710,Southern California Hospital at Hollywood,2019
1751,5304380,DOXERCALCIFEROL 2.5MCG,,37.0,250,4710,Southern California Hospital at Hollywood,2019
1752,5304388,DOXYCYCLINE  50MG,,25.0,250,4710,Southern California Hospital at Hollywood,2019
1753,5304392,DOXYCYCLINE 100MG,,23.0,250,4710,Southern California Hospital at Hollywood,2019
1754,5304410,DULOXETINE 20MG CAP,,36.0,250,4710,Southern California Hospital at Hollywood,2019
1755,5304411,DULOXETINE 30MG,,29.0,250,4710,Southern California Hospital at Hollywood,2019
1756,5304414,DULOXETINE 60MG,,2.0,250,4710,Southern California Hospital at Hollywood,2019
1757,5304415,DUTASTERIDE  .5MG CAP,,23.0,250,4710,Southern California Hospital at Hollywood,2019
1758,5304420,Edecrin 25mg Tab,,14.0,250,4710,Southern California Hospital at Hollywood,2019
1759,5304431,EFAVIRENZ 200MG,,57.0,250,4710,Southern California Hospital at Hollywood,2019
1760,5304432,ELIQUIS 5MG TAB,,18.0,250,4710,Southern California Hospital at Hollywood,2019
1761,5304433,ELIQUIS 2.5MG TAB,,16.0,250,4710,Southern California Hospital at Hollywood,2019
