,CDM Number,Description,NDC,Price,Hospital,Year
254,417002720,calcium carbonate 1250 mg/5 mL (100 mg/mL elemental calcium) Oral Susp 5 mL UD,00121-0766-16,5.0,Kern Medical Center,2019
255,417003488,calcium carbonate 500 mg (200 mg elemental calcium) Chew Tab,00536-1048-15,5.0,Kern Medical Center,2019
256,417000162,calcium chloride 100 mg/mL Inj Soln 10 mL,76329-3304-01,59.25,Kern Medical Center,2019
257,417001601,calcium glubionate 1.8 g/5 mL Oral Syrup 5 mL UD,00536-2770-85,5.0,Kern Medical Center,2019
258,417004024,calcium gluconate 1 g/50 mL-NaCl 0.9% Inj Soln 50 mL,44567-0620-24,380.0,Kern Medical Center,2019
259,417000164,calcium gluconate 100 mg/mL Inj Soln 10 mL,63323-0311-19,49.75,Kern Medical Center,2019
260,417003741,capecitabine 150 mg Tab,00004-1100-20,46.35,Kern Medical Center,2019
261,417003742,capecitabine 500 mg Tab,00004-1101-50,145.8,Kern Medical Center,2019
262,417000173,captopril 12.5 mg Tab,51079-0863-20,10.6,Kern Medical Center,2019
263,417003348,CAPTOPRIL 1MG/ML SUSP 50ML,99999-9999-36,7.0,Kern Medical Center,2019
264,417000171,captopril 25 mg Tab,51079-0864-20,11.35,Kern Medical Center,2019
265,417001675,carbachol 3% Ophth Soln 15 mL,00998-0225-15,219.3,Kern Medical Center,2019
266,417000175,carBAMazepine 100 mg Chew Tab,00083-0052-30,5.0,Kern Medical Center,2019
267,417000172,carBAMazepine 200 mg ER Tab,68084-0561-21,13.0,Kern Medical Center,2019
268,417000177,carBAMazepine 200 mg Tab,00247-0352-01,19.2,Kern Medical Center,2019
269,417003416,carBAMazepine 200 mg/10 mL Oral Susp 10 mL,68094-0008-62,24.75,Kern Medical Center,2019
270,417004495,carBAMazepine 400 mg ER Tab,00078-0512-05,18.7,Kern Medical Center,2019
271,417001650,carbamide peroxide 6.5% Otic Soln 15 mL,00536-1012-94,25.1,Kern Medical Center,2019
272,417000184,carbidopa-levodopa 10 mg-100 mg Tab,63739-0046-10,7.75,Kern Medical Center,2019
273,417001536,carbidopa-levodopa 25 mg-100 mg Tab,63739-0047-10,8.35,Kern Medical Center,2019
274,417000181,carbidopa-levodopa 25 mg-250 mg Tab,54868-2834-00,7.1,Kern Medical Center,2019
275,417002920,carbidopa-levodopa 50 mg-200 mg ER Tab,68084-0282-01,9.95,Kern Medical Center,2019
276,417001978,CARBOplatin 10 mg/mL IV Soln 15 mL,00703-4246-01,192.5,Kern Medical Center,2019
277,417001979,CARBOplatin 10 mg/mL IV Soln 45 mL,25021-0202-45,370.0,Kern Medical Center,2019
278,417001264,CARBOplatin 10 mg/mL IV Soln 5 mL,61703-0339-18,164.0,Kern Medical Center,2019
279,417001419,carboprost 250 mcg/mL Inj Soln 1 mL,00009-0856-05,31.75,Kern Medical Center,2019
280,471004787,carfilzomib 30 mg Pow,76075-0102-01,5437.0,Kern Medical Center,2019
281,417003828,carisoprodol 350 mg Tab,68084-0380-01,5.0,Kern Medical Center,2019
282,417001633,carmustine 100 mg IV Inj,23155-0261-41,7012.0,Kern Medical Center,2019
283,417002799,carvedilol 12.5 mg Tab,00904-6302-61,12.55,Kern Medical Center,2019
284,417002761,carvedilol 3.125 mg Tab,00904-6300-61,12.55,Kern Medical Center,2019
285,417002751,carvedilol 6.25 mg Tab,51079-0930-20,12.7,Kern Medical Center,2019
286,417000185,ceFAZolin 1 g Inj,00143-9924-90,39.25,Kern Medical Center,2019
287,417003555,"CEFAZOLIN 1G/D5W 50ML INJ,BAG",00264-3103-11,70.25,Kern Medical Center,2019
288,417003327,"CEFAZOLIN 1G/D5W 50ML INJ,FROZEN",00338-3503-41,50.75,Kern Medical Center,2019
289,471004831,"CEFAZOLIN 2G/D5W 50ML INJ,BAG",00264-3105-11,85.25,Kern Medical Center,2019
290,417000186,ceFAZolin 500 mg Inj,00143-9923-90,33.5,Kern Medical Center,2019
291,,ceFAZolin antibiotic lock,99999-9999-83,16.0,Kern Medical Center,2019
292,417003328,cefepime 1 g Inj,60505-0834-04,97.5,Kern Medical Center,2019
293,417004609,"CEFEPIME 1G/D5W 50ML INJ,BAG",00338-1301-41,52.75,Kern Medical Center,2019
294,417002560,cefepime 2 g Inj,44567-0241-10,63.25,Kern Medical Center,2019
295,417004610,"CEFEPIME 2G/D5W 50ML INJ,BAG",00264-3195-11,104.25,Kern Medical Center,2019
296,417000189,cefotaxime 1 g Inj,00143-9931-25,29.25,Kern Medical Center,2019
297,417001785,cefotaxime 1 g/50 mL D5W Frozen,00039-0037-05,121.75,Kern Medical Center,2019
298,417000188,cefotaxime 2 g Inj,00039-0019-10,37.75,Kern Medical Center,2019
299,417003224,cefotaxime 500 mg Inj,00143-9930-10,25.0,Kern Medical Center,2019
300,471004800,"CEFOTETAN DISODIUM 1G/D5W 50ML INJ,BAG",00264-3173-11,120.5,Kern Medical Center,2019
301,471004801,"CEFOTETAN DISODIUM 2G/D5W 50ML INJ,BAG",00264-3175-11,125.5,Kern Medical Center,2019
302,417004614,ceftaroline 400 mg IV Inj,00456-0400-10,471.0,Kern Medical Center,2019
303,417004411,ceftaroline 600 mg IV Inj,00456-0600-10,471.0,Kern Medical Center,2019
304,417000192,cefTAZidime 1 g Inj,00409-5082-16,38.0,Kern Medical Center,2019
305,471004848,cefTAZidime 1 g/50 mL-D5%,00264-3143-11,100.25,Kern Medical Center,2019
306,417000192,cefTAZidime 1000 mg/NS 50 mL PEDS,00409-5082-16A,72.0,Kern Medical Center,2019
307,417000193,cefTAZidime 2 g Inj,00409-5084-11,69.0,Kern Medical Center,2019
308,417000196,cefTRIAXone 1 g Inj,25021-0106-10,30.5,Kern Medical Center,2019
309,417000197,cefTRIAXone 2 g Inj,00781-3209-95,290.5,Kern Medical Center,2019
310,417000198,cefTRIAXone 250 mg Inj,60505-0750-04,75.5,Kern Medical Center,2019
311,417002205,cefTRIAXone 500 mg Inj,64679-0702-02,96.0,Kern Medical Center,2019
312,471004708,"CEFTRIAXONE NA 1G/D5W 50ML INJ,BAG",00338-5002-41,192.0,Kern Medical Center,2019
313,471004699,"CEFTRIAXONE NA 2G/D5W 50ML INJ,BAG",00338-5003-41,298.5,Kern Medical Center,2019
314,417003156,celecoxib 100 mg Cap,00904-6502-61,23.85,Kern Medical Center,2019
315,417003157,celecoxib 200 mg Cap,00025-1525-34,32.95,Kern Medical Center,2019
316,417000023,cephalexin 125 mg/5 mL Oral Liquid 10 mL UD,00093-4175-73,12.4,Kern Medical Center,2019
317,417000024,cephalexin 250 mg Cap,68180-0121-01,5.5,Kern Medical Center,2019
318,417000201,cephalexin 250 mg/5 mL Oral Liquid 10 mL UD,00093-4177-74,13.2,Kern Medical Center,2019
319,417000203,cephalexin 500 mg Cap,60687-0163-01,8.8,Kern Medical Center,2019
320,417001123,cetirizine 10 mg Tab,00069-5510-66,14.15,Kern Medical Center,2019
321,417003928,cetuximab 2 mg/mL IV Soln 100 mL,66733-0958-23,3605.0,Kern Medical Center,2019
322,471004788,cetuximab 2 mg/mL IV Soln 50 mL,66733-0948-23,1853.0,Kern Medical Center,2019
323,417001712,charcoal 25 g Oral Susp 120 mL,00574-0121-04,68.8,Kern Medical Center,2019
324,417001713,charcoal 50 g Oral Susp 240 mL,00574-0121-76,96.6,Kern Medical Center,2019
325,417000059,charcoal-sorbitol 25 g Oral Susp 120 mL,00574-0120-74,68.8,Kern Medical Center,2019
326,417000060,charcoal-sorbitol 50 g Oral Susp 240 mL,00574-0120-76,96.6,Kern Medical Center,2019
327,417001270,chlorambucil 2 mg Tab,00173-0635-35,20.65,Kern Medical Center,2019
328,417003469,chlordiazePOXIDE 25 mg Cap,51079-0141-20,7.35,Kern Medical Center,2019
329,417003698,chlorhexidine 4% Soap 118 mL,00234-0575-04,22.5,Kern Medical Center,2019
330,417004171,chlorhexidine Top 0.12% 15 mL SUSP,00116-2001-16,5.0,Kern Medical Center,2019
331,471004690,chloroprocaine 2% PF Inj Soln 20 mL,63323-0477-20,93.0,Kern Medical Center,2019
332,417000211,chlorothiazide 250 mg/5 mL Oral Susp 240 mL,65649-0311-12,192.1,Kern Medical Center,2019
333,417002643,chlorpheniramine 4 mg Tab,00904-0012-61,5.0,Kern Medical Center,2019
334,417000213,chlorproMAZINE 100 mg Tab,51079-0516-20,90.95,Kern Medical Center,2019
335,417000214,chlorproMAZINE 25 mg Tab,51079-0519-20,40.25,Kern Medical Center,2019
336,417001350,chlorproMAZINE 25 mg/mL Inj Soln 2 mL,00641-1398-35,95.5,Kern Medical Center,2019
337,471004780,"cholecalciferol 1,000 intl units Tab",10432-0237-01,5.0,Kern Medical Center,2019
338,471004676,cholecalciferol 400 intl units/mL Oral Liquid 1 mL UD,54838-0006-50,5.0,Kern Medical Center,2019
339,417002739,"cholecalciferol 50,000 intl units Cap",75834-0020-01,5.0,Kern Medical Center,2019
340,417001572,cholestyramine 4 g/9 g Oral Powder-Recon,00185-0940-98,18.85,Kern Medical Center,2019
341,471004838,ciprofloxacin 0.3% Ophth Oint 3.5 g,00065-0654-35,478.1,Kern Medical Center,2019
342,417002722,ciprofloxacin 0.3% Ophth Soln 2.5 mL,61314-0656-25,77.1,Kern Medical Center,2019
343,417004594,ciprofloxacin 0.3% Ophth Soln 5 mL,61314-0656-05,143.95,Kern Medical Center,2019
344,417001351,ciprofloxacin 10 mg/mL IV Soln 40 mL,36000-0011-01,36.5,Kern Medical Center,2019
345,417003489,ciprofloxacin 200 mg/D5W 100 mL,36000-0008-24,69.5,Kern Medical Center,2019
346,417001318,ciprofloxacin 250 mg Tab,63739-0700-10,5.0,Kern Medical Center,2019
347,417004013,ciprofloxacin 400 mg/D5W 200 mL,36000-0009-24,71.0,Kern Medical Center,2019
348,417000222,ciprofloxacin 500 mg Tab,55111-0127-05,26.7,Kern Medical Center,2019
349,471004662,ciprofloxacin otic 6% Sus,69251-0201-01,979.05,Kern Medical Center,2019
350,417003102,ciprofloxacin-hydrocortisone 0.2%-1% Otic Susp 10 mL,00065-8531-10,720.6,Kern Medical Center,2019
351,417003394,cisatracurium 10 mg/mL IV Soln 20 mL,00781-3153-95,1041.0,Kern Medical Center,2019
352,417002351,cisatracurium 2 mg/mL IV Soln 10 mL,00781-3152-95,111.0,Kern Medical Center,2019
353,417000224,CISplatin 1 mg/mL IV Soln 50 mL,63323-0103-51,186.75,Kern Medical Center,2019
354,417003108,citalopram 20 mg Tab,00456-4020-63,18.95,Kern Medical Center,2019
355,417000227,citric acid-sodium citrate 334 mg-500 mg/5 mL Oral Soln 30 mL,00121-1190-00,12.9,Kern Medical Center,2019
356,417003856,cladribine 1 mg/mL IV Soln 10 mL,63323-0140-10,1666.0,Kern Medical Center,2019
357,417003309,clarithromycin 250 mg Tab,51079-0361-20,26.75,Kern Medical Center,2019
358,417004029,clarithromycin 250 mg/5 mL Oral Liquid 10 mL UD,00781-6023-52,80.0,Kern Medical Center,2019
359,417003310,clarithromycin 500 mg Tab,00781-1962-60,26.1,Kern Medical Center,2019
360,417000228,clindamycin 150 mg Cap,51079-0598-20,7.75,Kern Medical Center,2019
361,417000230,clindamycin 150 mg/mL Inj Soln 2 mL,00009-0302-25,64.75,Kern Medical Center,2019
362,417002261,clindamycin 2% Vag Cream 40 g,00009-3448-01,382.3,Kern Medical Center,2019
363,417001690,clindamycin 600 mg/50 mL-NaCl 0.9% Sol,00338-9549-24,103.5,Kern Medical Center,2019
364,417001690,clindamycin 600 mg/D5W 50 mL,00781-3289-09,109.5,Kern Medical Center,2019
365,417001486,clindamycin 75 mg/5 mL Oral Liquid 10 mL UD,00574-0129-01,26.85,Kern Medical Center,2019
366,417001691,clindamycin 900 mg/50 mL-NaCl 0.9% Sol,00338-9553-24,115.25,Kern Medical Center,2019
367,417001691,clindamycin 900 mg/D5W 50 mL,00781-3290-09,122.5,Kern Medical Center,2019
368,417004556,CLONAZEPAM 0.25MG (HALF TAB),00000-4556-00,26.0,Kern Medical Center,2019
369,417002813,clonazePAM 0.5 mg Tab,51079-0881-20,8.0,Kern Medical Center,2019
370,417002814,clonazePAM 1 mg Tab,00904-6102-61,7.95,Kern Medical Center,2019
371,417000242,cloNIDine 0.1 mg Tab,51079-0299-20,5.0,Kern Medical Center,2019
372,417000236,"cloNIDine 0.1 mg/24 hr TD Film, ER",00555-1009-16,101.5,Kern Medical Center,2019
373,417000243,cloNIDine 0.2 mg Tab,51079-0300-20,5.0,Kern Medical Center,2019
374,417000237,"cloNIDine 0.2 mg/24 hr TD Film, ER",00555-1010-16,169.5,Kern Medical Center,2019
375,417000238,"cloNIDine 0.3 mg/24 hr TD Film, ER",00555-1011-16,234.35,Kern Medical Center,2019
376,417004627,CLONIDINE HCL [20mCg/mL] ORAL SUSP 1ML SYR,99999-9999-42,23.25,Kern Medical Center,2019
377,417002819,clopidogrel 75 mg Tab,51079-0557-20,5.0,Kern Medical Center,2019
378,417002273,clotrimazole 1% Cream 30 g,45802-0434-11,36.4,Kern Medical Center,2019
379,417000250,clotrimazole 1% Vag Cream 45 g,00472-0220-41,50.0,Kern Medical Center,2019
380,417001901,cloZAPine 100 mg Tab,51079-0922-20,19.15,Kern Medical Center,2019
381,417001902,cloZAPine 25 mg Tab,00078-0126-05,26.65,Kern Medical Center,2019
382,417004542,coagulation factor IX recombinant IV Inj,58394-0003-01,21.0,Kern Medical Center,2019
383,417004542,coagulation factor IX recombinant IV kit 1000 mL,58394-0635-03,24.25,Kern Medical Center,2019
384,417001250,coagulation factor IX recombinant Kit 3000 mL,58394-0637-03,24.0,Kern Medical Center,2019
385,417004046,coagulation factor VIIa 1000 mcg (1 mg) IV Inj,00169-7010-01,25.0,Kern Medical Center,2019
386,417004047,coagulation factor VIIa 2000 mcg (2 mg) IV Inj,00169-7020-01,25.0,Kern Medical Center,2019
387,417004048,coagulation factor VIIa 5000 mcg (5 mg) IV Inj,00169-7050-01,25.0,Kern Medical Center,2019
388,417000255,cocaine 4% Topical Soln 4 mL,00527-1728-74,536.2,Kern Medical Center,2019
389,417002420,codeine-guaiFENesin 10 mg-100 mg/5 mL Oral Syrup 10 mL,00121-1775-10,7.75,Kern Medical Center,2019
390,417004059,colistimethate 150 mg (colistin base) Inj,25021-0159-10,102.5,Kern Medical Center,2019
391,417002826,conjugated estrogens 0.3 mg Tab,00046-1100-81,27.0,Kern Medical Center,2019
392,417000394,conjugated estrogens 0.625 mg Tab,00046-1102-81,27.0,Kern Medical Center,2019
393,417002494,conjugated estrogens 0.625 mg/g Vag Cream 30 g,00046-0872-21,770.8,Kern Medical Center,2019
394,417000392,conjugated estrogens 25 mg Inj,00046-0749-05,623.0,Kern Medical Center,2019
395,471004774,copper Intrauteral Device,51285-0204-01,2677.0,Kern Medical Center,2019
396,417000268,cosyntropin 0.25 mg Inj,67457-0257-02,305.0,Kern Medical Center,2019
397,417000273,cyanocobalamin 1000 mcg/mL Inj Soln 1 mL,63323-0044-01,49.25,Kern Medical Center,2019
398,417003272,cyanocobalamin 250 mcg Tab,11845-0575-01,5.0,Kern Medical Center,2019
399,417000274,cyclopentolate 1% Ophth Soln 15 mL,24208-0735-06,116.85,Kern Medical Center,2019
400,417000275,cyclopentolate 1% Ophth Soln 2 mL,24208-0735-01,67.35,Kern Medical Center,2019
401,417000276,cyclopentolate 2% Ophth Soln 2 mL,17478-0097-02,90.55,Kern Medical Center,2019
402,417004517,cyclopentolate 2% Ophth Soln 5 mL,17478-0097-10,148.4,Kern Medical Center,2019
403,417003078,cyclopentolate-PE 0.2%-1% Ophth Soln 2 mL,00065-0359-02,82.1,Kern Medical Center,2019
404,417000873,cyclopentolate-PE 0.2%-1% Ophth Soln 5 mL,00065-0359-05,142.7,Kern Medical Center,2019
405,417000278,cyclophosphamide 1 g IV Inj,00781-3244-94,2580.0,Kern Medical Center,2019
406,417001258,cyclophosphamide 25 mg Tab,00054-4129-25,15.95,Kern Medical Center,2019
407,417001507,cyclophosphamide 500 mg IV Inj,00781-3233-94,1340.0,Kern Medical Center,2019
408,417003553,cycloSPORINE 25 mg Cap,00078-0240-15,19.6,Kern Medical Center,2019
409,417003554,cycloSPORINE modified 100 mg Cap,00078-0248-15,34.75,Kern Medical Center,2019
410,417003553,cycloSPORINE modified 25 mg Cap,00078-0246-15,12.25,Kern Medical Center,2019
411,417001992,cytarabine 100 mg/mL Inj Soln 20 mL,63323-0120-20,175.5,Kern Medical Center,2019
412,417001638,cytarabine 20 mg/mL Inj Soln 5 mL,61703-0305-38,132.5,Kern Medical Center,2019
413,417001993,cytarabine 20 mg/mL Inj Soln 50 mL,61703-0303-46,193.0,Kern Medical Center,2019
414,417003574,cytarabine 500 mg Inj,55390-0132-10,141.0,Kern Medical Center,2019
415,417003592,D10% STOCK VANILLA NEONATAL TPN 250ML,99999-3592-10,800.0,Kern Medical Center,2019
416,417003593,D5% STOCK VANILLA NEONATAL TPN 250ML,99999-3593-05,50.0,Kern Medical Center,2019
417,417001499,dacarbazine 200 mg IV Inj,63323-0128-20,157.75,Kern Medical Center,2019
418,417000281,DACTINomycin 0.5 mg IV Inj,55292-0811-55,3025.0,Kern Medical Center,2019
419,471004655,dalbavancin 500 mg Pow,57970-0100-01,5380.0,Kern Medical Center,2019
420,417001360,dantrolene 20 mg IV Inj,42023-0123-06,336.0,Kern Medical Center,2019
421,417001436,dantrolene 25 mg Cap,00115-4411-01,7.35,Kern Medical Center,2019
422,417001485,dapsone 100 mg Tab,49938-0101-30,8.5,Kern Medical Center,2019
423,417002126,dapsone 25 mg Tab,49938-0102-30,7.3,Kern Medical Center,2019
424,417003758,DAPTOmycin 500 mg IV Inj,00703-0125-01,1620.0,Kern Medical Center,2019
425,,daptomycin antibiotic lock,99999-9999-81,16.0,Kern Medical Center,2019
426,417000283,DAUNOrubicin 20 mg IV Inj,55390-0281-10,350.5,Kern Medical Center,2019
427,417000283,DAUNOrubicin 5 mg/mL IV Soln 4 mL,00703-5233-13,384.5,Kern Medical Center,2019
428,471004777,decitabine 50 mg IV Inj,43598-0348-37,5902.0,Kern Medical Center,2019
429,417003720,deferoxamine 2 g Inj,63323-0599-30,164.5,Kern Medical Center,2019
430,417000284,deferoxamine 500 mg Inj,00409-2336-10,57.75,Kern Medical Center,2019
431,417002189,desflurane Inh Liquid 240 mL,10019-0644-34,578.8,Kern Medical Center,2019
432,417003513,desmopressin 0.1 mg Tab,60687-0109-21,17.15,Kern Medical Center,2019
433,417000290,desmopressin 10 mcg/inh Nasal Spray 5 mL,24208-0342-05,740.8,Kern Medical Center,2019
434,417000291,desmopressin 4 mcg/mL Inj Soln 1 mL,55566-2200-00,286.0,Kern Medical Center,2019
435,417001567,dexamethasone 1 mg Tab,00054-8174-25,5.0,Kern Medical Center,2019
436,417003417,dexamethasone 1 mg/mL Oral Conc 1 mL UD,00054-3176-44,6.4,Kern Medical Center,2019
437,417004114,dexamethasone 10 mg/mL Inj Soln 1 mL,00641-0367-25,9.8,Kern Medical Center,2019
438,417000297,dexamethasone 2 mg Tab,00054-8176-25,6.0,Kern Medical Center,2019
439,417000298,dexamethasone 4 mg Tab,00054-8175-25,5.45,Kern Medical Center,2019
440,417000302,dexamethasone 4 mg/mL Inj Soln 1 mL,63323-0165-01,29.25,Kern Medical Center,2019
441,417000303,dexamethasone 4 mg/mL Inj Soln 5 mL,63323-0165-05,41.5,Kern Medical Center,2019
442,417004511,DEXAMETHASONE NICU 0.2MG/ML INJ,00000-4511-00,114.0,Kern Medical Center,2019
443,417004162,"dexamethasone/neomycin/polymyxin B 1 mg-3.5 mg-10,000 units/g Ophth Oint 3.5 g",24208-0795-35,81.45,Kern Medical Center,2019
444,417003724,"dexamethasone/neomycin/polymyxin B 1 mg-3.5 mg-10,000 units/mL Ophth Susp 5 mL",24208-0830-60,81.45,Kern Medical Center,2019
445,417004456,dexmedetomidine 100 mcg/mL IV Soln 2 mL,67457-0251-02,247.5,Kern Medical Center,2019
446,471004709,dexmedetomidine 4 mcg/mL-NaCl 0.9% 100 mL,00409-1660-10,681.0,Kern Medical Center,2019
447,417004552,dexmedetomidine 4 mcg/mL-NaCl 0.9% 50 mL,00409-1660-50,366.0,Kern Medical Center,2019
448,417001629,"dextran, low molecular weight 10%-D5% IV Soln 500 mL",00409-7418-03,149.0,Kern Medical Center,2019
449,417001630,"dextran, low molecular weight 10%-NaCl 0.9% IV Soln 500 mL",00409-7419-03,174.0,Kern Medical Center,2019
450,417002181,dextromethorphan-guaifenesin 20 mg-200 mg/10 mL Liq UD,00031-8712-10,6.15,Kern Medical Center,2019
451,417004030,Dextrose 10% in Water IV Soln 250 mL,00264-7520-20,61.75,Kern Medical Center,2019
452,417001225,Dextrose 10% in Water IV Soln 500 mL,00264-7520-10,61.75,Kern Medical Center,2019
453,471004692,Dextrose 15 g/37.5 g Squeeze Tube Oral Glucose Gel,38396-0592-63,13.25,Kern Medical Center,2019
454,417002947,Dextrose 5% in Lactated Ringers IV Soln 1000 mL,00338-0125-04,61.5,Kern Medical Center,2019
455,417003925,Dextrose 5% in Lactated Ringers IV Soln 500 mL,00264-7751-10,60.25,Kern Medical Center,2019
456,417003501,Dextrose 5% in Water 250 mL EXCEL,00264-7510-20,50.25,Kern Medical Center,2019
457,417003500,Dextrose 5% in Water 500 mL EXCEL,00264-7510-10,50.25,Kern Medical Center,2019
458,417001220,Dextrose 5% in Water IV Soln 100 mL,00338-0551-18,75.0,Kern Medical Center,2019
459,417001224,Dextrose 5% in Water IV Soln 1000 mL,00338-0017-04,62.75,Kern Medical Center,2019
460,417001221,Dextrose 5% in Water IV Soln 150 mL,00409-7922-61,72.25,Kern Medical Center,2019
461,417001222,Dextrose 5% in Water IV Soln 250 mL,00338-0017-02,68.5,Kern Medical Center,2019
462,417001219,Dextrose 5% in Water IV Soln 50 mL,00338-0017-11,62.5,Kern Medical Center,2019
463,417001223,Dextrose 5% in Water IV Soln 500 mL,00338-0017-03,69.25,Kern Medical Center,2019
464,417003661,Dextrose 5% in Water with KCl 20 mEq/L IV Soln 1000 mL,00338-0683-04,97.75,Kern Medical Center,2019
465,417003905,Dextrose 5% with 0.33% NaCl IV Soln 500 mL,00338-0081-03,89.75,Kern Medical Center,2019
466,417003477,Dextrose 5% with 0.45% NaCl and KCl 20 mEq/L IV Soln 1000 mL,00264-7635-00,63.5,Kern Medical Center,2019
467,417003094,Dextrose 5% with 0.45% NaCl and KCl 40 mEq/L IV Soln 1000 mL,00409-7904-09,67.0,Kern Medical Center,2019
468,417002944,Dextrose 5% with 0.45% NaCl IV Soln 1000 mL,00338-0085-04,63.5,Kern Medical Center,2019
469,417003904,Dextrose 5% with 0.45% NaCl IV Soln 500 mL,00264-7612-10,97.0,Kern Medical Center,2019
470,417003665,Dextrose 5% with 0.9% NaCl and KCl 20 mEq/L IV Soln 1000 mL,00264-7652-00,65.0,Kern Medical Center,2019
471,417002948,Dextrose 5% with 0.9% NaCl IV Soln 1000 mL,00338-0089-04,63.0,Kern Medical Center,2019
472,417003924,Dextrose 5% with 0.9% NaCl IV Soln 500 mL,00338-0089-03,89.75,Kern Medical Center,2019
473,417000307,dextrose 50% IV Syringe 50 mL,00409-7517-16,51.25,Kern Medical Center,2019
474,417000011,dextrose 50% vial,00409-6648-02A,31.75,Kern Medical Center,2019
475,417001229,Dextrose 70% in Water IV Soln 2000 mL,00264-7387-50,100.0,Kern Medical Center,2019
476,417003931,diatrizoate meglumine-diatrizoate sodium 66%-10% Inj Soln 50 mL,00019-1317-15,17.5,Kern Medical Center,2019
477,STND3649,diatrizoate meglumine-diatrizoate sodium 66%-10% Oral and Rectal Soln 120 mL,00270-0445-40,0.0,Kern Medical Center,2019
478,417003931,diatrizoate meglumine-diatrizoate sodium 66%-10% Oral and Rectal Soln 30 mL,00270-0445-35,0.0,Kern Medical Center,2019
479,417000756,diazepam 2 mg Tab,51079-0284-20,5.25,Kern Medical Center,2019
480,417000311,diazepam 5 mg Tab,63739-0073-10,5.15,Kern Medical Center,2019
481,417000746,diazepam 5 mg/mL Inj Soln 2 mL,00409-1273-32,106.5,Kern Medical Center,2019
482,417000316,dicyclomine 10 mg Cap,51079-0118-20,5.0,Kern Medical Center,2019
483,417000314,dicyclomine 10 mg/5 mL Oral Syrup 5 mL UD,00603-1161-58,7.75,Kern Medical Center,2019
484,417000313,dicyclomine 10 mg/mL IM Soln 2 mL,58914-0080-52,144.0,Kern Medical Center,2019
485,417000326,digoxin 100 mcg/mL (0.1 mg/mL) Inj Soln 1 mL,24987-0262-10,212.5,Kern Medical Center,2019
486,417000323,digoxin 125 mcg (0.125 mg) Tab,00904-5921-61,10.45,Kern Medical Center,2019
487,417000322,digoxin 250 mcg (0.25 mg) Tab,00904-5922-61,10.45,Kern Medical Center,2019
488,417000325,digoxin 250 mcg/mL (0.25 mg/mL) Inj Soln 2 mL,24987-0260-10,45.0,Kern Medical Center,2019
489,417002421,digoxin 50 mcg/mL (0.05 mg/mL) Elixir 2.5 mL UD,00081-0264-27,5.75,Kern Medical Center,2019
490,417001617,digoxin immune FAB 40 mg Inj,50633-0120-11,8192.0,Kern Medical Center,2019
491,417002160,dilTIAZem 180 mg/24 hours ER Cap,63739-0284-10,11.05,Kern Medical Center,2019
492,417002159,dilTIAZem 240 mg/24 hours ER Cap,51079-0949-08,8.5,Kern Medical Center,2019
493,417000330,diltiazem 30 mg Tab,00187-0771-47,29.45,Kern Medical Center,2019
494,417002667,dilTIAZem 300 mg/24 hours ER Cap,49884-0832-11,15.45,Kern Medical Center,2019
495,417002666,dilTIAZem 360 mg/24 hours ER Cap,68682-0371-90,10.45,Kern Medical Center,2019
496,417002343,diltiazem 5 mg/mL IV Soln 10 mL,17478-0937-10,34.25,Kern Medical Center,2019
497,417004587,diltiazem 5 mg/mL IV Soln 25 mL,17478-0937-26,48.5,Kern Medical Center,2019
498,417002131,diltiazem 5 mg/mL IV Soln 5 mL,17478-0937-05,29.75,Kern Medical Center,2019
499,417000332,diltiazem 60 mg Tab,51079-0746-20,5.55,Kern Medical Center,2019
500,417003699,dimethyl sulfoxide 50% Irrigation Soln 50 mL,67457-0177-50,410.4,Kern Medical Center,2019
501,,dimethyl sulfoxide 50%/sodium bicarb 8.4%/triamcinolone acetonide/lidocaine 2%,99999-9999-03,16.0,Kern Medical Center,2019
502,417002312,dinoprostone 10 mg Vag Insert,55566-2800-01,1287.6,Kern Medical Center,2019
503,417001420,dinoprostone 20 mg Vag Supp,00009-0827-03,5496.95,Kern Medical Center,2019
504,417001698,diphenhydrAMINE 12.5 mg/5 mL Oral Liquid 10 mL UD,50383-0581-04,5.0,Kern Medical Center,2019
505,417000337,diphenhydrAMINE 25 mg Cap,00904-5306-61,5.0,Kern Medical Center,2019
506,417000338,diphenhydrAMINE 50 mg Cap,00904-2056-61,5.0,Kern Medical Center,2019
507,417000340,diphenhydrAMINE 50 mg/mL Inj Soln 1 mL,00641-0376-25,21.0,Kern Medical Center,2019
508,417004015,"diphtheria/hepatitis B/pertussis,acellular/polio/tetanus IM Susp 0.5 mL",58160-0811-52,268.5,Kern Medical Center,2019
509,417003419,diphtheria/tetanus/pertussis (DTaP) ped 25 units-10 units-58 mcg/0.5 mL IM Susp 0.5 mL,58160-0810-52,112.25,Kern Medical Center,2019
510,471004695,"diphtheria/tetanus/pertussis,acel/polio IM Susp 0.5 mL",58160-0812-11,187.0,Kern Medical Center,2019
511,417002755,divalproex sodium 125 mg DR Cap,00247-2336-30,6.75,Kern Medical Center,2019
512,417003141,divalproex sodium 250 mg DR Tab,51079-0474-08,14.3,Kern Medical Center,2019
513,417002411,divalproex sodium 500 mg DR Tab,57237-0048-01,18.1,Kern Medical Center,2019
514,,DMSO/NAHCO3/TRIAMC/LID2,99999-9999-62,21.0,Kern Medical Center,2019
