,Dept Code & Name,Description,Total Units,2018 Price,2019 Price,2018 Total,2019 Total,Hospital,Year
1000,7710 Pharmacy,771000268 FUROSEMIDE 1 MG/ML SPEC. DILN,1727.0,80.0,80.0,138160.0,138160.0,Childrens Hospital of Los Angeles,2019
1001,7710 Pharmacy,771036292 VALPROATE SOD INJ 500MG/5ML,786.0,176.0,177.0,138336.0,139122.0,Childrens Hospital of Los Angeles,2019
1002,7710 Pharmacy,771031010 EPOGEN 1000UNITS INJ,1436.0,96.0,96.0,137856.0,137856.0,Childrens Hospital of Los Angeles,2019
1003,7420 Operating Room,742030203 IRRIGATOR SUCTION LAP,364.0,378.0,378.0,137592.0,137592.0,Childrens Hospital of Los Angeles,2019
1004,7650 Nuclear Radiology,765066750 TECH TC 99M MAG 3 P/STDY 15MCI,213.0,645.0,645.0,137385.0,137385.0,Childrens Hospital of Los Angeles,2019
1005,7710 Pharmacy,771028234 MORPHINE 30MG/30CC PCA SYR,1154.0,119.0,119.0,137326.0,137326.0,Childrens Hospital of Los Angeles,2019
1006,7710 Pharmacy,771024215 PENTAMIDINE 300 MG VIAL (INHAL),351.0,391.0,391.0,137241.0,137241.0,Childrens Hospital of Los Angeles,2019
1007,7710 Pharmacy,771011132 AMOXICILLIN SUSP. 400 MG/5 ML,4583.0,30.0,30.0,137490.0,137490.0,Childrens Hospital of Los Angeles,2019
1008,7503 Lab Chemistry,750340506 AMMONIA,1668.0,82.0,84.0,136776.0,140112.0,Childrens Hospital of Los Angeles,2019
1009,7190 Hem/Onc Outpatient,719010002 NEW PATIENT OP CLINIC LVL 2,522.0,262.0,267.0,136764.0,139374.0,Childrens Hospital of Los Angeles,2019
1010,7420 Operating Room,742034339 PACK THORATIC,141.0,970.0,974.0,136770.0,137334.0,Childrens Hospital of Los Angeles,2019
1011,7420 Operating Room,742046399 DRESSING NASAL HEMOPORE 540002020,25.0,5465.0,5465.0,136625.0,136625.0,Childrens Hospital of Los Angeles,2019
1012,7710 Pharmacy,771014549 CALCIUM CL INJ 1GM/10ML VIAL,1868.0,73.0,73.0,136364.0,136364.0,Childrens Hospital of Los Angeles,2019
1013,7502 Lab Microbiology,750236068 THROAT CULTURE,1032.0,132.0,136.0,136224.0,140352.0,Childrens Hospital of Los Angeles,2019
1014,7710 Pharmacy,771023835 DENOSUMAB(XGEVA) IMG INJ,1460.0,93.0,93.0,135780.0,135780.0,Childrens Hospital of Los Angeles,2019
1015,7770 PT Outpatient,777012100 PT EVAL LOW COMPLEX,375.0,361.0,361.0,135375.0,135375.0,Childrens Hospital of Los Angeles,2019
1016,7745 General Nephrology,774510002 NEW PATIENT OP CLINC LVL 2,516.0,262.0,267.0,135192.0,137772.0,Childrens Hospital of Los Angeles,2019
1017,7740 Hemodialysis,774096374 INJ IV PUSH SINGLE OR INIT DRUG,342.0,395.0,395.0,135090.0,135090.0,Childrens Hospital of Los Angeles,2019
1018,7541 Point-Of-Care & Blood Gases,754131001 RAPID STREP TEST,2250.0,60.0,66.0,135000.0,148500.0,Childrens Hospital of Los Angeles,2019
1019,7420 Operating Room,742038267 BIT PERFORATOR LG 14/11MM,174.0,775.0,776.0,134850.0,135024.0,Childrens Hospital of Los Angeles,2019
1020,7830 Institute for Developing MInd,783020001 TEST PSYCHOLOGY EACH HR,515.0,261.0,301.0,134415.0,155015.0,Childrens Hospital of Los Angeles,2019
1021,7592 Invasive - Cath Lab,759241853 BIOSENSE WEBSTER EXT REF PATCHES,90.0,1489.0,1534.0,134010.0,138060.0,Childrens Hospital of Los Angeles,2019
1022,7710 Pharmacy,771006509 RIFAMIN 600MG INJ,261.0,513.0,513.0,133893.0,133893.0,Childrens Hospital of Los Angeles,2019
1023,7526 Molecular Diagnostics,752671410 MCM HHV6 PCR QUANTITATIVE,405.0,330.0,330.0,133650.0,133650.0,Childrens Hospital of Los Angeles,2019
1024,7710 Pharmacy,771021140 TEMOZOLAMIDE (TEMODAR) 100MG CAP,192.0,696.0,696.0,133632.0,133632.0,Childrens Hospital of Los Angeles,2019
1025,7630 Radiology Diagnostic,763003591 X/R COLON CONTRAST ENEMA,98.0,1363.0,1363.0,133574.0,133574.0,Childrens Hospital of Los Angeles,2019
1026,7720 Respiratory Care,772020035 CPR,116.0,1149.0,1190.0,133284.0,138040.0,Childrens Hospital of Los Angeles,2019
1027,7502 Lab Microbiology,750231979 C DIFFICILE AMPLIFIED PROBE,1032.0,129.0,133.0,133128.0,137256.0,Childrens Hospital of Los Angeles,2019
1028,7770 PT Outpatient,777012014 PT RE-EVALUATION,252.0,528.0,528.0,133056.0,133056.0,Childrens Hospital of Los Angeles,2019
1029,7501 Lab Hematology,750150503 ANTI-THROMBIN III ACTIVITY,811.0,164.0,168.0,133004.0,136248.0,Childrens Hospital of Los Angeles,2019
1030,7514 Stem Cell Processing,751422438 CD34 POSITIVE SELECT/PROCESS,5.0,26590.0,26590.0,132950.0,132950.0,Childrens Hospital of Los Angeles,2019
1031,7710 Pharmacy,771020009 EPINEPHRINE JECT 1MG/10ML,982.0,135.0,135.0,132570.0,132570.0,Childrens Hospital of Los Angeles,2019
1032,7420 Operating Room,742034039 KT BONE GRAFT INFUSION XSM 1.4ML,19.0,6965.0,6965.0,132335.0,132335.0,Childrens Hospital of Los Angeles,2019
1033,7710 Pharmacy,771030651 PHENOBARBITAL 65MG/ML INJ,1917.0,69.0,69.0,132273.0,132273.0,Childrens Hospital of Los Angeles,2019
1034,7592 Invasive - Cath Lab,759280789 ICD DUAL CHAM FORT ASSURA DR40DF4,3.0,44073.0,,132219.0,0.0,Childrens Hospital of Los Angeles,2019
1035,7010 Emergency Department,701020028 IV THERAPY MEDICATION 1ST HOUR,454.0,291.0,300.0,132114.0,136200.0,Childrens Hospital of Los Angeles,2019
1036,7010 Emergency Department,701020092 IV 0.9% NACL 1000ML,772.0,170.0,175.0,131240.0,135100.0,Childrens Hospital of Los Angeles,2019
1037,7592 Invasive - Cath Lab,759245636 RT & RETRO LT W/ OR W/O CAR OUTPT,8.0,16383.0,16874.0,131064.0,134992.0,Childrens Hospital of Los Angeles,2019
1038,7592 Invasive - Cath Lab,759295638 IR EMBOL HEM VASC/LYMPH EXTRAVSTN,8.0,16359.0,16850.0,130872.0,134800.0,Childrens Hospital of Los Angeles,2019
1039,7710 Pharmacy,771061207 5%D/0.45% NACL + 10MEQ KCL 1L,1795.0,73.0,73.0,131035.0,131035.0,Childrens Hospital of Los Angeles,2019
1040,7190 Hem/Onc Outpatient,719010003 NEW PATIENT OP CLINIC LVL 3,299.0,437.0,446.0,130663.0,133354.0,Childrens Hospital of Los Angeles,2019
1041,7710 Pharmacy,771061934 D5W 25ML INJ,1719.0,76.0,76.0,130644.0,130644.0,Childrens Hospital of Los Angeles,2019
1042,7592 Invasive - Cath Lab,759293807 ARTERIAL VASCULAR OCCLUSION,11.0,11841.0,12196.0,130251.0,134156.0,Childrens Hospital of Los Angeles,2019
1043,7710 Pharmacy,771001507 D5W 1000 ML,1764.0,74.0,74.0,130536.0,130536.0,Childrens Hospital of Los Angeles,2019
1044,7710 Pharmacy,771031289 PHYTONADIONE(VIT K)5MG/5ML ORAL,1208.0,107.0,107.0,129256.0,129256.0,Childrens Hospital of Los Angeles,2019
1045,7631 Intervention Radiology,763102191 IR NJ TUBE PLACEMENT,112.0,1146.0,1158.0,128352.0,129696.0,Childrens Hospital of Los Angeles,2019
1046,7592 Invasive - Cath Lab,759233208 I/R PERM PCMKR ATR&VENT,9.0,14194.0,14620.0,127746.0,131580.0,Childrens Hospital of Los Angeles,2019
1047,7592 Invasive - Cath Lab,759293821 CERVICEBRAL CATH W/VESS,17.0,7508.0,8388.0,127636.0,142596.0,Childrens Hospital of Los Angeles,2019
1048,7631 Intervention Radiology,763101169 IR VERTEBRAL UNILATERAL,16.0,7972.0,7972.0,127552.0,127552.0,Childrens Hospital of Los Angeles,2019
1049,7710 Pharmacy,771004522 TOBRA 300MG/5ML NEBULIZER SOLN,311.0,410.0,410.0,127510.0,127510.0,Childrens Hospital of Los Angeles,2019
1050,7680 CT Scanner,768004306 CT UPPER EXT W/O CONTRAST,44.0,2895.0,2895.0,127380.0,127380.0,Childrens Hospital of Los Angeles,2019
1051,7710 Pharmacy,771003797 ARGININE HCI 20% 5MEQ/5ML,10798.0,12.0,12.0,129576.0,129576.0,Childrens Hospital of Los Angeles,2019
1052,7660 MRI Scans,766065419 MRA HEAD W/WO CONTRAST,29.0,4380.0,4584.0,127020.0,132936.0,Childrens Hospital of Los Angeles,2019
1053,7710 Pharmacy,771025103 TADALAFIL 20MG TAB,561.0,226.0,226.0,126786.0,126786.0,Childrens Hospital of Los Angeles,2019
1054,7680 CT Scanner,768003704 CT CERVCL SPINE W/O CONTRAST,76.0,1667.0,1667.0,126692.0,126692.0,Childrens Hospital of Los Angeles,2019
1055,7710 Pharmacy,771032034 FOSPHENYTOIN 100MG PE/2ML INJ,568.0,223.0,223.0,126664.0,126664.0,Childrens Hospital of Los Angeles,2019
1056,7631 Intervention Radiology,763100732 IR DSA ABDOMINAL,27.0,4691.0,4691.0,126657.0,126657.0,Childrens Hospital of Los Angeles,2019
1057,7710 Pharmacy,771011883 DEXAMETHASONE 4MG TAB,10531.0,12.0,12.0,126372.0,126372.0,Childrens Hospital of Los Angeles,2019
1058,7503 Lab Chemistry,750346297 POTASSIUM SERUM,2109.0,60.0,62.0,126540.0,130758.0,Childrens Hospital of Los Angeles,2019
1059,3100 CPM Clinical Operations,310010035 EXOME SEQUENCING TRIO,36.0,3500.0,3500.0,126000.0,126000.0,Childrens Hospital of Los Angeles,2019
1060,7660 MRI Scans,766002620 LEVEL II,181.0,696.0,731.0,125976.0,132311.0,Childrens Hospital of Los Angeles,2019
1061,7391 Pulmonology Clinic,739165001 CENTER COORDINATOR,870.0,145.0,145.0,126150.0,126150.0,Childrens Hospital of Los Angeles,2019
1062,7420 Operating Room,742033626 FORCEP BIPOLAR DISP 8IN,89.0,1413.0,1414.0,125757.0,125846.0,Childrens Hospital of Los Angeles,2019
1063,7180 Immunology Clinic,718065184 IV INF THER INIT 0-60MIN,388.0,324.0,324.0,125712.0,125712.0,Childrens Hospital of Los Angeles,2019
1064,7424 Neurosurgery,742410001 NEW PATIENT OP CLINIC LVL 1,648.0,194.0,198.0,125712.0,128304.0,Childrens Hospital of Los Angeles,2019
1065,7710 Pharmacy,771020365 OXYCODONE 5MG/5ML LIQ UD,5454.0,23.0,23.0,125442.0,125442.0,Childrens Hospital of Los Angeles,2019
1066,7591 Non Invasive Cardiology,759144158 HOLTER MONITOR 12-24 HR RECORD,227.0,551.0,551.0,125077.0,125077.0,Childrens Hospital of Los Angeles,2019
1067,7420 Operating Room,742034349 PACEMAKER PULSE GENERATOR ST JUDE,9.0,13881.0,14483.0,124929.0,130347.0,Childrens Hospital of Los Angeles,2019
1068,7592 Invasive - Cath Lab,759280318 5FR X100CM QUADRAPOLAR 4ELECTRODE,80.0,1561.0,1608.0,124880.0,128640.0,Childrens Hospital of Los Angeles,2019
1069,6292 4 East,62921002 BMT ACUTE,9.0,13869.0,13869.0,124821.0,124821.0,Childrens Hospital of Los Angeles,2019
1070,7650 Nuclear Radiology,765001452 KIDNEY GFR STUDY,66.0,1888.0,1888.0,124608.0,124608.0,Childrens Hospital of Los Angeles,2019
1071,7010 Emergency Department,701020023 EACH ADDT'L PUSH,910.0,137.0,141.0,124670.0,128310.0,Childrens Hospital of Los Angeles,2019
1072,7710 Pharmacy,771024265 SILDENAFIL(REVATIO) 20MG TAB,1577.0,79.0,79.0,124583.0,124583.0,Childrens Hospital of Los Angeles,2019
1073,7511 Special Chemistry,"751145810 AMINO ACIDS, PLASMA",566.0,220.0,220.0,124520.0,124520.0,Childrens Hospital of Los Angeles,2019
1074,7546 Therapeutic Apheresis Center,754631155 BDC CYTOPHERESIS THER,59.0,2108.0,2108.0,124372.0,124372.0,Childrens Hospital of Los Angeles,2019
1075,6050 3 East - PICU,605012954 ECMO PEDS 1ST DAY,3.0,41403.0,45543.0,124209.0,136629.0,Childrens Hospital of Los Angeles,2019
1076,7710 Pharmacy,771020059 FLOVENT 44MCG INHALER 10.6 GM,243.0,511.0,511.0,124173.0,124173.0,Childrens Hospital of Los Angeles,2019
1077,7710 Pharmacy,771056357 POTASSIUM ACETATE 20MEQ 20,1139.0,109.0,109.0,124151.0,124151.0,Childrens Hospital of Los Angeles,2019
1078,7591 Non Invasive Cardiology,759144978 PACEMAKER/ICD REMOTE MONITORING,607.0,204.0,204.0,123828.0,123828.0,Childrens Hospital of Los Angeles,2019
1079,7505 Outside Lab Services,750595542 GD 706 XOME DX SLICE 81479,454.0,272.0,226.0,123488.0,102604.0,Childrens Hospital of Los Angeles,2019
1080,7010 Emergency Department,701041111 KC INJECTION THERAPEUTIC,1294.0,95.0,98.0,122930.0,126812.0,Childrens Hospital of Los Angeles,2019
1081,7420 Operating Room,742020528 SYS PACK VISCOUS FLUID STERILE DI,22.0,5586.0,5586.0,122892.0,122892.0,Childrens Hospital of Los Angeles,2019
1082,7740 Hemodialysis,774000671 INJ PARICALCITOL/ZEMPLAR 2MCG,3072.0,40.0,40.0,122880.0,122880.0,Childrens Hospital of Los Angeles,2019
1083,7504 Lab Transplant Immunology,750419227 ABSOLUTE CD4 COUNT,979.0,125.0,128.0,122375.0,125312.0,Childrens Hospital of Los Angeles,2019
1084,7710 Pharmacy,771025917 LIDOCAINE 1% W/EPI INJ 20ML VIAL,1374.0,89.0,89.0,122286.0,122286.0,Childrens Hospital of Los Angeles,2019
1085,7710 Pharmacy,771011362 ALBUTEROL INHALER 8GM,741.0,165.0,165.0,122265.0,122265.0,Childrens Hospital of Los Angeles,2019
1086,7434 Pain Mgmt Program,743420001 EST PATIENT OP CLINIC LVL 1,892.0,137.0,140.0,122204.0,124880.0,Childrens Hospital of Los Angeles,2019
1087,7778 Outpatient OT,777811046 OT THERAPEUTIC EXERCISES 15 MIN,870.0,140.0,140.0,121800.0,121800.0,Childrens Hospital of Los Angeles,2019
1088,7526 Molecular Diagnostics,"752671200 MCM-HSV, AMPLIFIED PROBE",552.0,220.0,220.0,121440.0,121440.0,Childrens Hospital of Los Angeles,2019
1089,7502 Lab Microbiology,750209393 URINALYSIS MICROSCOPIC ONLY,3774.0,32.0,33.0,120768.0,124542.0,Childrens Hospital of Los Angeles,2019
1090,7770 PT Outpatient,777012057 PT NEUR/MUSC RE-ED 15 MIN,827.0,146.0,146.0,120742.0,120742.0,Childrens Hospital of Los Angeles,2019
1091,7710 Pharmacy,771020455 TAXOTERE INJ 1MG,1085.0,111.0,111.0,120435.0,120435.0,Childrens Hospital of Los Angeles,2019
1092,7721 Emergency Transport,772165124 SEDATION IV/IM,407.0,296.0,296.0,120472.0,120472.0,Childrens Hospital of Los Angeles,2019
1093,7420 Operating Room,742045612 SCREW 5.5X40MM 0702000074,45.0,2677.0,2757.0,120465.0,124065.0,Childrens Hospital of Los Angeles,2019
1094,7740 Hemodialysis,774000660 INJ FERRLECIT 62.5MG,292.0,412.0,412.0,120304.0,120304.0,Childrens Hospital of Los Angeles,2019
1095,7710 Pharmacy,771022800 HYDROMORPHONE PCA 2MG/ML 50ML SYR,429.0,279.0,279.0,119691.0,119691.0,Childrens Hospital of Los Angeles,2019
1096,7420 Operating Room,742037100 SYNCHROMED II PROGRAMMABLE 20ML,5.0,23841.0,24556.0,119205.0,122780.0,Childrens Hospital of Los Angeles,2019
1097,7502 Lab Microbiology,750233032 CULTURE DEFIN CSF,1216.0,98.0,101.0,119168.0,122816.0,Childrens Hospital of Los Angeles,2019
1098,7630 Radiology Diagnostic,763000221 X/R BONE SURVEY CMPLT (METS),67.0,1777.0,1777.0,119059.0,119059.0,Childrens Hospital of Los Angeles,2019
1099,7710 Pharmacy,771003065 LACTATED RINGERS 250ML,1629.0,73.0,73.0,118917.0,118917.0,Childrens Hospital of Los Angeles,2019
1100,7710 Pharmacy,771001668 PAMIDRONATE 30MG INJ,98.0,1213.0,1213.0,118874.0,118874.0,Childrens Hospital of Los Angeles,2019
1101,7384 Spina Bifida Clinic,738420002 EST PATIENT OP CLINIC LVL 2,574.0,207.0,211.0,118818.0,121114.0,Childrens Hospital of Los Angeles,2019
1102,7420 Operating Room,742038837 SCREW 6.5X30MM 55840006530,46.0,2578.0,2665.0,118588.0,122590.0,Childrens Hospital of Los Angeles,2019
1103,7078 Pediatric Surgery Clinic,707610001 NEW PATIENT OP CLINIC LVL 1,611.0,194.0,198.0,118534.0,120978.0,Childrens Hospital of Los Angeles,2019
1104,7420 Operating Room,742019402 SUTURE PROLENE BV175-7 SZ 7-0 4,794.0,149.0,150.0,118306.0,119100.0,Childrens Hospital of Los Angeles,2019
1105,7710 Pharmacy,771012626 ASPIRIN 81MG CHEW TAB,9190.0,13.0,13.0,119470.0,119470.0,Childrens Hospital of Los Angeles,2019
1106,7010 Emergency Department,701020051 SPLINT APP LEG SHORT,206.0,574.0,591.0,118244.0,121746.0,Childrens Hospital of Los Angeles,2019
1107,7770 PT Outpatient,777012009 PT GAIT TRAIN 15 MIN,961.0,123.0,123.0,118203.0,118203.0,Childrens Hospital of Los Angeles,2019
1108,7190 Hem/Onc Outpatient,719066324 BLD COLLECT FROM PICC LINE,916.0,129.0,129.0,118164.0,118164.0,Childrens Hospital of Los Angeles,2019
1109,7504 Lab Transplant Immunology,750422345 MONONUCLEAR CELL ANTIGEN,1179.0,100.0,103.0,117900.0,121437.0,Childrens Hospital of Los Angeles,2019
1110,7420 Operating Room,742033829 PACK TONSIL DYNJ26441J,384.0,307.0,307.0,117888.0,117888.0,Childrens Hospital of Los Angeles,2019
1111,7710 Pharmacy,771020132 OFLOXACIN 0.3% EYE DROP 5ML,354.0,333.0,333.0,117882.0,117882.0,Childrens Hospital of Los Angeles,2019
1112,7778 Outpatient OT,777811042 X-OT THER ACT INITIAL 30 MIN,636.0,185.0,185.0,117660.0,117660.0,Childrens Hospital of Los Angeles,2019
1113,7710 Pharmacy,771052802 LACTINEX TAB,9777.0,12.0,12.0,117324.0,117324.0,Childrens Hospital of Los Angeles,2019
1114,7514 Stem Cell Processing,751412057 THAW MNC-MODIFIED CELLS,36.0,3254.0,3254.0,117144.0,117144.0,Childrens Hospital of Los Angeles,2019
1115,7710 Pharmacy,771025015 SUGAMMADEX(BRIDION)200MG/2ML INJ,313.0,374.0,374.0,117062.0,117062.0,Childrens Hospital of Los Angeles,2019
1116,7592 Invasive - Cath Lab,759293543 LV OR LA ANGIOGRAPHY,100.0,1170.0,1209.0,117000.0,120900.0,Childrens Hospital of Los Angeles,2019
1117,7710 Pharmacy,771024209 IBUPROFEN 200MG TAB,8998.0,13.0,13.0,116974.0,116974.0,Childrens Hospital of Los Angeles,2019
1118,7740 Hemodialysis,774066335 HEMODIALYSIS SINGLE EVAL,132.0,885.0,885.0,116820.0,116820.0,Childrens Hospital of Los Angeles,2019
1119,7710 Pharmacy,771090448 FEIBA INJ PER 1 UNIT,19465.0,6.0,6.0,116790.0,116790.0,Childrens Hospital of Los Angeles,2019
1120,7710 Pharmacy,771020057 FLOVENT 110MCG INHALER 12GM,172.0,678.0,678.0,116616.0,116616.0,Childrens Hospital of Los Angeles,2019
1121,7528 Anatomic Pathology Lab,752802027 GROSS & MICRO EXAM LEVEL II,571.0,204.0,210.0,116484.0,119910.0,Childrens Hospital of Los Angeles,2019
1122,7082 Division Of Urology,708266075 PVR POST VOIDING RESIDUAL,293.0,397.0,397.0,116321.0,116321.0,Childrens Hospital of Los Angeles,2019
1123,7710 Pharmacy,771021305 CIPRODEX OTIC SUSP 7.5ML,265.0,439.0,439.0,116335.0,116335.0,Childrens Hospital of Los Angeles,2019
1124,7773 PT Inpatient,777314017 PT GROUP,1612.0,72.0,72.0,116064.0,116064.0,Childrens Hospital of Los Angeles,2019
1125,7180 Immunology Clinic,718065185 IV INF THER INIT EA ADDL HR,872.0,133.0,133.0,115976.0,115976.0,Childrens Hospital of Los Angeles,2019
1126,7503 Lab Chemistry,750345489 METHEMOGLOBIN QUANT,1705.0,68.0,70.0,115940.0,119350.0,Childrens Hospital of Los Angeles,2019
1127,7670 Diagnostic Ultra-Sound,"767065405 U/S AORTA, IVC, ILIAC VESSELS W/D",105.0,1101.0,1101.0,115605.0,115605.0,Childrens Hospital of Los Angeles,2019
1128,6052 2 West - CTICU,605221000 PEDS MED SURG,16.0,7215.0,7937.0,115440.0,126992.0,Childrens Hospital of Los Angeles,2019
1129,7201 Plastic Surgery,720130006 DESTR CVP LESION 50+ SQ CM,30.0,3842.0,3842.0,115260.0,115260.0,Childrens Hospital of Los Angeles,2019
1130,7420 Operating Room,742038351 IMPLANT COCHLEAR TITANIUM C1512,2.0,57565.0,,115130.0,0.0,Childrens Hospital of Los Angeles,2019
1131,7502 Lab Microbiology,750234501 LAB CULT DEFIN SPUTUM,874.0,132.0,136.0,115368.0,118864.0,Childrens Hospital of Los Angeles,2019
1132,7710 Pharmacy,771021730 PEDIARIX 0.5ML VIAL,262.0,439.0,440.0,115018.0,115280.0,Childrens Hospital of Los Angeles,2019
1133,7540 Blood Bank,754011405 DIRECT ANTIGLOBULIN TEST - DAT,1829.0,63.0,63.0,115227.0,115227.0,Childrens Hospital of Los Angeles,2019
1134,7182 Allergy Clinic,718220002 EST PATIENT OP CLINC LVL 2,553.0,207.0,211.0,114471.0,116683.0,Childrens Hospital of Los Angeles,2019
1135,7010 Emergency Department,701020047 SPLINT APP ARM LONG,197.0,581.0,598.0,114457.0,117806.0,Childrens Hospital of Los Angeles,2019
1136,7710 Pharmacy,771025053 BECLOMETHASONE 80 MCG INHL 8.7 GM,151.0,754.0,755.0,113854.0,114005.0,Childrens Hospital of Los Angeles,2019
1137,7710 Pharmacy,771024425 CISATRACURIN 2MG ML STRAIGHT 20ML,571.0,199.0,200.0,113629.0,114200.0,Childrens Hospital of Los Angeles,2019
1138,7710 Pharmacy,771092616 POTASSIUM PHOS 15MMOL/5ML INJ,2142.0,53.0,53.0,113526.0,113526.0,Childrens Hospital of Los Angeles,2019
1139,7504 Lab Transplant Immunology,750432007 COMPLEMENT C3,1419.0,80.0,82.0,113520.0,116358.0,Childrens Hospital of Los Angeles,2019
1140,7203 Craniofacial Program,720365001 CENTER COORDINATOR,785.0,145.0,145.0,113825.0,113825.0,Childrens Hospital of Los Angeles,2019
1141,7503 Lab Chemistry,750340928 BILIRUBIN TOTAL,2026.0,56.0,58.0,113456.0,117508.0,Childrens Hospital of Los Angeles,2019
1142,7870 Clinical Nutrition,787065327 INI HEALTH & BEHAVIORIAL ASSESSMT,1302.0,87.0,87.0,113274.0,113274.0,Childrens Hospital of Los Angeles,2019
1143,7420 Operating Room,742030076 BIOFEX ABS FIX DEVICE,69.0,1641.0,1684.0,113229.0,116196.0,Childrens Hospital of Los Angeles,2019
1144,7398 Infusion Center,739811042 IV INF HYDR INIT EA ADDL HR,2894.0,39.0,41.0,112866.0,118654.0,Childrens Hospital of Los Angeles,2019
1145,7592 Invasive - Cath Lab,759280457 AMPLATZER DUCT OCCLUDER 06 X 4MM,19.0,5940.0,6118.0,112860.0,116242.0,Childrens Hospital of Los Angeles,2019
1146,7420 Operating Room,742046782 IMPLANT INIVIDUAL 600007409,5.0,22560.0,,112800.0,0.0,Childrens Hospital of Los Angeles,2019
1147,7650 Nuclear Radiology,765078825 NM SPECT CT ABDOMEN W/ CONT,47.0,2396.0,2396.0,112612.0,112612.0,Childrens Hospital of Los Angeles,2019
1148,7540 Blood Bank,754011710 CROSSMATCH INFANT,2711.0,42.0,42.0,113862.0,113862.0,Childrens Hospital of Los Angeles,2019
1149,7420 Operating Room,742046379 SCREW 5.0X35MM 0702000022,42.0,2677.0,2757.0,112434.0,115794.0,Childrens Hospital of Los Angeles,2019
1150,7420 Operating Room,742044895 SPONGE GELATIN 8CMX12.5CMX10MM 19,1199.0,94.0,94.0,112706.0,112706.0,Childrens Hospital of Los Angeles,2019
1151,7710 Pharmacy,771021685 LEVALBUTEROL 1.25MG/3ML INH SOLN,2880.0,39.0,39.0,112320.0,112320.0,Childrens Hospital of Los Angeles,2019
1152,7398 Infusion Center,739811038 AEROSOL PENTAMIDINE,224.0,501.0,501.0,112224.0,112224.0,Childrens Hospital of Los Angeles,2019
1153,7420 Operating Room,742036819 DISTRACTOR KAWAMOTO UTARTA STYLE,9.0,12463.0,12837.0,112167.0,115533.0,Childrens Hospital of Los Angeles,2019
1154,7398 Infusion Center,739811001 VENIPUNCTURE ROUTINE,4116.0,27.0,0.0,111132.0,0.0,Childrens Hospital of Los Angeles,2019
1155,7540 Blood Bank,754015448 PEDI SPLIT,984.0,114.0,115.0,112176.0,113160.0,Childrens Hospital of Los Angeles,2019
1156,7710 Pharmacy,771091873 SOD ACETATE IV (CMPD)SOLU,1086.0,103.0,103.0,111858.0,111858.0,Childrens Hospital of Los Angeles,2019
1157,7430 Ambulatory Surgery Center,743033829 PACK TONSIL DYNJ26441J,364.0,307.0,307.0,111748.0,111748.0,Childrens Hospital of Los Angeles,2019
1158,7710 Pharmacy,771001531 D5W 250 ML,1536.0,73.0,73.0,112128.0,112128.0,Childrens Hospital of Los Angeles,2019
1159,7503 Lab Chemistry,750343554 HEPATITIS B SURFACE AG (HBS AG),1122.0,99.0,102.0,111078.0,114444.0,Childrens Hospital of Los Angeles,2019
1160,7420 Operating Room,742041787 ROD 6.0CCM PLS STR LN 500MM 16062,65.0,1711.0,1767.0,111215.0,114855.0,Childrens Hospital of Los Angeles,2019
1161,7680 CT Scanner,768003803 CT THORACIC SPINE WO/CONT,28.0,3970.0,3970.0,111160.0,111160.0,Childrens Hospital of Los Angeles,2019
1162,7420 Operating Room,742032911 PROBE BALL TIP 2.5MM W/SRE,204.0,545.0,546.0,111180.0,111384.0,Childrens Hospital of Los Angeles,2019
1163,7076 Orthopedic Clinic,707629075 APPLICATION ELBOW TO FINGER CAST,182.0,610.0,610.0,111020.0,111020.0,Childrens Hospital of Los Angeles,2019
1164,7761 Gastroenterology,776165191 ANORECTAL MANOMETRY TEST,179.0,617.0,617.0,110443.0,110443.0,Childrens Hospital of Los Angeles,2019
1165,7398 Infusion Center,739811058 ADM CHEMO CNS INCL SPINAL PUNC,137.0,805.0,805.0,110285.0,110285.0,Childrens Hospital of Los Angeles,2019
1166,7511 Special Chemistry,"751140121 SIROLIMUS (RAPAMUNE,RAPAMYCIN",820.0,134.0,134.0,109880.0,109880.0,Childrens Hospital of Los Angeles,2019
1167,7391 Pulmonology Clinic,739120004 EST PATIENT OP CLINIC LVL 4,350.0,314.0,320.0,109900.0,112000.0,Childrens Hospital of Los Angeles,2019
1168,7670 Diagnostic Ultra-Sound,767065346 U/S LE VENOUS STUDY BILAT W/DOPP,97.0,1129.0,1129.0,109513.0,109513.0,Childrens Hospital of Los Angeles,2019
1169,7710 Pharmacy,771023540 HYDROCORTISONE INJ 100MG/2ML VIAL,1190.0,92.0,92.0,109480.0,109480.0,Childrens Hospital of Los Angeles,2019
1170,7710 Pharmacy,771023930 TOPOTECAN 0.1MG INJ,1954.0,56.0,56.0,109424.0,109424.0,Childrens Hospital of Los Angeles,2019
1171,7420 Operating Room,742045306 IMPLT SYNCHRONY PIN FLEX28 31094,2.0,54663.0,,109326.0,0.0,Childrens Hospital of Los Angeles,2019
1172,7391 Pulmonology Clinic,739110003 NEW PATIENT OP CLINIC LVL 3,250.0,437.0,446.0,109250.0,111500.0,Childrens Hospital of Los Angeles,2019
1173,7502 Lab Microbiology,750240018 CT/GC PCR CTRACH X1,1091.0,100.0,103.0,109100.0,112373.0,Childrens Hospital of Los Angeles,2019
1174,7502 Lab Microbiology,750240019 CT/GC PCR NGON X1,1091.0,100.0,103.0,109100.0,112373.0,Childrens Hospital of Los Angeles,2019
