,EAP,Description,Rev Code,IP Price,OP Price,Hospital,Year
1229,40900077,HCHG CORE SEX HORMONE BIND GLOB,301,142.0,142.0,Sutter Delta Medical Center,2019
1230,40900078,HCHG CORE F2 GENE ANALYSIS 20210G>A,301,134.0,134.0,Sutter Delta Medical Center,2019
1231,40900079,HCHG CORE F5 GENE ANALYSIS LEIDEN,301,158.0,158.0,Sutter Delta Medical Center,2019
1232,40900080,HCHG CORE MTHFR GENE,301,386.0,386.0,Sutter Delta Medical Center,2019
1233,40900081,HCHG CORE RESP VIRUS 3-5 TARGETS,306,465.0,388.0,Sutter Delta Medical Center,2019
1234,40900082,HCHG CORE RESP VIRUS 6-11 TARGETS,306,569.0,474.0,Sutter Delta Medical Center,2019
1235,40900083,HCHG CORE RESP VIRUS 12-25 TARGETS,306,684.0,570.0,Sutter Delta Medical Center,2019
1236,40900085,HCHG CORE AFB ISOLATE ID,306,283.0,283.0,Sutter Delta Medical Center,2019
1237,40900086,HCHG CORE TISSUE HOMOGENIZATION,306,86.0,86.0,Sutter Delta Medical Center,2019
1238,40900087,HCHG CORE CULT TYP AGGL,306,98.0,98.0,Sutter Delta Medical Center,2019
1239,40900088,HCHG CORE ALBUMIN OTHER SOURCE QN EA,301,111.0,111.0,Sutter Delta Medical Center,2019
1240,40900095,HCHG CORE CULT STL CAMPHYLOB EA PLT,306,149.0,149.0,Sutter Delta Medical Center,2019
1241,40900102,HCHG CORE B-P PERTUSSIS DNA QUL PCR,306,349.0,349.0,Sutter Delta Medical Center,2019
1242,40900103,HCHG CORE PSA TOTAL DIAGNOSTIC,301,188.0,156.0,Sutter Delta Medical Center,2019
1243,40900104,HCHG CORE AFB CULT,306,151.0,151.0,Sutter Delta Medical Center,2019
1244,40900105,HCHG CORE AFP TUMOR MARKER,301,149.0,124.0,Sutter Delta Medical Center,2019
1245,40900106,HCHG CORE ALBUMIN SERUM/PLASMA/BLD,301,90.0,90.0,Sutter Delta Medical Center,2019
1246,40900109,HCHG CORE ALK PHOSPHATASE,301,87.0,63.0,Sutter Delta Medical Center,2019
1247,40900110,HCHG CORE ANA (ANTI NUCLEAR AB),302,105.0,88.0,Sutter Delta Medical Center,2019
1248,40900111,HCHG CORE ANA TTR,302,171.0,171.0,Sutter Delta Medical Center,2019
1249,40900112,HCHG CORE ASO SCRN,302,82.0,82.0,Sutter Delta Medical Center,2019
1250,40900113,HCHG CORE AT3 ACTIVITY,305,205.0,205.0,Sutter Delta Medical Center,2019
1251,40900114,HCHG CORE MICROSOMAL AB,302,134.0,78.0,Sutter Delta Medical Center,2019
1252,40900115,HCHG CORE VITAMIN B12,301,181.0,151.0,Sutter Delta Medical Center,2019
1253,40900116,HCHG CORE BETA2 MICROGLOBULIN,301,148.0,148.0,Sutter Delta Medical Center,2019
1254,40900117,HCHG CORE BILIRUBIN DIRECT,301,103.0,103.0,Sutter Delta Medical Center,2019
1255,40900118,HCHG CORE BILIRUBIN TOTAL,301,190.0,83.0,Sutter Delta Medical Center,2019
1256,40900119,HCHG CORE BASIC METBLC PNL TOTAL CA,301,231.0,170.0,Sutter Delta Medical Center,2019
1257,40900121,HCHG CORE COMPLEMENT C4,302,120.0,120.0,Sutter Delta Medical Center,2019
1258,40900122,HCHG CORE COMPLEMENT C3,302,120.0,120.0,Sutter Delta Medical Center,2019
1259,40900123,HCHG CORE CA 125,302,221.0,221.0,Sutter Delta Medical Center,2019
1260,40900124,HCHG CORE CA 15 3 (27.29),302,158.0,158.0,Sutter Delta Medical Center,2019
1261,40900125,HCHG CORE CA 19 9,302,247.0,247.0,Sutter Delta Medical Center,2019
1262,40900127,HCHG CORE CALCIUM,301,89.0,74.0,Sutter Delta Medical Center,2019
1263,40900128,HCHG CORE CEA,301,251.0,209.0,Sutter Delta Medical Center,2019
1264,40900129,HCHG CORE CERULOPLASMIN,301,109.0,109.0,Sutter Delta Medical Center,2019
1265,40900130,HCHG CORE CHLAMYDIA TRACH AMP PRB,306,247.0,206.0,Sutter Delta Medical Center,2019
1266,40900131,HCHG CORE GC AMP PRB,306,246.0,205.0,Sutter Delta Medical Center,2019
1267,40900132,HCHG CORE CHLORIDE,301,80.0,80.0,Sutter Delta Medical Center,2019
1268,40900134,HCHG CORE CENTROMERE AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1269,40900136,HCHG CORE C REACTIVE PROTEIN HS,302,180.0,158.0,Sutter Delta Medical Center,2019
1270,40900137,HCHG CORE CYCLOSPORINE,301,201.0,201.0,Sutter Delta Medical Center,2019
1271,40900141,HCHG CORE ANTI DNA DBL STRAND,302,106.0,106.0,Sutter Delta Medical Center,2019
1272,40900143,HCHG CORE EBV AB EARLY AG,302,95.0,95.0,Sutter Delta Medical Center,2019
1273,40900144,HCHG CORE EBV VCA AB IGG,302,167.0,167.0,Sutter Delta Medical Center,2019
1274,40900145,HCHG CORE EBV VCA AB IGM,302,167.0,167.0,Sutter Delta Medical Center,2019
1275,40900146,HCHG CORE EBV AB EBNA,302,125.0,125.0,Sutter Delta Medical Center,2019
1276,40900147,HCHG CORE IRON,301,105.0,87.0,Sutter Delta Medical Center,2019
1277,40900148,HCHG CORE FERRITIN,301,177.0,144.0,Sutter Delta Medical Center,2019
1278,40900149,HCHG CORE TACROLIMUS (FK506),301,131.0,131.0,Sutter Delta Medical Center,2019
1279,40900150,HCHG CORE FOLATE,301,177.0,148.0,Sutter Delta Medical Center,2019
1280,40900151,HCHG CORE T3 FREE,301,164.0,137.0,Sutter Delta Medical Center,2019
1281,40900152,HCHG CORE GIARDIA AG EIA,306,134.0,134.0,Sutter Delta Medical Center,2019
1282,40900153,HCHG CORE GGT,301,223.0,94.0,Sutter Delta Medical Center,2019
1283,40900154,HCHG CORE GLUCOSE,301,87.0,61.0,Sutter Delta Medical Center,2019
1284,40900155,HCHG CORE H PYLORI STL EIA,306,172.0,172.0,Sutter Delta Medical Center,2019
1285,40900156,HCHG CORE HAPTOGLOBIN QN,301,363.0,363.0,Sutter Delta Medical Center,2019
1286,40900157,HCHG CORE HOMOCYSTINE,301,266.0,266.0,Sutter Delta Medical Center,2019
1287,40900161,HCHG CORE CULT HERPES,306,206.0,206.0,Sutter Delta Medical Center,2019
1288,40900162,HCHG CORE IMMUNOFIX SER,302,248.0,248.0,Sutter Delta Medical Center,2019
1289,40900163,HCHG CORE IGG,301,66.0,66.0,Sutter Delta Medical Center,2019
1290,40900164,HCHG CORE IGF-1,301,309.0,309.0,Sutter Delta Medical Center,2019
1291,40900165,HCHG CORE IGFBP 3,301,184.0,184.0,Sutter Delta Medical Center,2019
1292,40900166,HCHG CORE IGA,301,66.0,66.0,Sutter Delta Medical Center,2019
1293,40900168,HCHG CORE JO 1 AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1294,40900170,HCHG CORE LDH,301,123.0,102.0,Sutter Delta Medical Center,2019
1295,40900171,HCHG CORE LIPID PNL,301,327.0,224.0,Sutter Delta Medical Center,2019
1296,40900175,HCHG CORE MR STAPH DNA AMP PROBE,306,408.0,408.0,Sutter Delta Medical Center,2019
1297,40900177,HCHG CORE CRYPTOSPORIDIUM AG EIA,306,98.0,98.0,Sutter Delta Medical Center,2019
1298,40900179,HCHG CORE PSA FREE,301,185.0,185.0,Sutter Delta Medical Center,2019
1299,40900180,HCHG CORE RHEUMATOID FCTR QN,302,74.0,59.0,Sutter Delta Medical Center,2019
1300,40900182,HCHG CORE RPR NON-TREPNML AB QL,302,89.0,75.0,Sutter Delta Medical Center,2019
1301,40900183,HCHG CORE RPR TTR NON-TREPNML AB QN,302,40.0,40.0,Sutter Delta Medical Center,2019
1302,40900184,HCHG CORE RUBELLA AB,302,98.0,98.0,Sutter Delta Medical Center,2019
1303,40900185,HCHG CORE SCL 70 AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1304,40900186,HCHG CORE SICKLE CL SCRN,305,81.0,81.0,Sutter Delta Medical Center,2019
1305,40900187,HCHG CORE SMITH AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1306,40900188,HCHG CORE PROTEIN ELECTRO SER,301,94.0,79.0,Sutter Delta Medical Center,2019
1307,40900189,HCHG CORE RO(SS A) AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1308,40900190,HCHG CORE LA (SS B) AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1309,40900191,HCHG CORE T3 TOTAL,301,158.0,131.0,Sutter Delta Medical Center,2019
1310,40900192,HCHG CORE THYROXINE (T4),301,100.0,93.0,Sutter Delta Medical Center,2019
1311,40900193,HCHG CORE FREE T4,301,170.0,121.0,Sutter Delta Medical Center,2019
1312,40900195,HCHG CORE THYROGLOBULIN AB,302,110.0,89.0,Sutter Delta Medical Center,2019
1313,40900196,HCHG CORE THYROGLOBULIN,301,173.0,173.0,Sutter Delta Medical Center,2019
1314,40900197,HCHG CORE IRON BINDING CAPACITY,301,123.0,123.0,Sutter Delta Medical Center,2019
1315,40900198,HCHG CORE TOBRAMYCIN TR,301,291.0,291.0,Sutter Delta Medical Center,2019
1316,40900199,HCHG CORE TOBRAMYCIN RAN,301,291.0,291.0,Sutter Delta Medical Center,2019
1317,40900200,HCHG CORE TOBRAMYCIN PK,301,291.0,291.0,Sutter Delta Medical Center,2019
1318,40900201,HCHG CORE TOXOPLAS AB,302,157.0,157.0,Sutter Delta Medical Center,2019
1319,40900202,HCHG CORE TOXOPLAS AB IGM,302,213.0,213.0,Sutter Delta Medical Center,2019
1320,40900204,HCHG CORE CULT TYP BY NA PRB DPT EA,306,156.0,156.0,Sutter Delta Medical Center,2019
1321,40900205,HCHG CORE TSH,301,233.0,185.0,Sutter Delta Medical Center,2019
1322,40900206,HCHG CORE MICROALBUMIN UR RAN,301,92.0,92.0,Sutter Delta Medical Center,2019
1323,40900207,HCHG CORE CREATININE UR RAN,301,99.0,99.0,Sutter Delta Medical Center,2019
1324,40900208,HCHG CORE AMYLASE UR RAN,301,181.0,144.0,Sutter Delta Medical Center,2019
1325,40900210,HCHG CORE CALCIUM UR RAN,301,88.0,88.0,Sutter Delta Medical Center,2019
1326,40900211,HCHG CORE CALCIUM UR 24HR,301,88.0,88.0,Sutter Delta Medical Center,2019
1327,40900212,HCHG CORE CHLORIDE URINE,301,129.0,129.0,Sutter Delta Medical Center,2019
1328,40900215,HCHG CORE SMR FLUOR + OR ACID FAST,306,124.0,124.0,Sutter Delta Medical Center,2019
1329,40900218,HCHG CORE IMMUNOFIX UR,302,270.0,270.0,Sutter Delta Medical Center,2019
1330,40900219,HCHG CORE POTASSIUM UR RAN,301,105.0,105.0,Sutter Delta Medical Center,2019
1331,40900221,HCHG CORE MAGNESIUM UR TIM,301,156.0,119.0,Sutter Delta Medical Center,2019
1332,40900224,HCHG CORE MICROALBUMIN UR 24HR,301,92.0,92.0,Sutter Delta Medical Center,2019
1333,40900226,HCHG CORE MAGNESIUM UR RAN,301,156.0,119.0,Sutter Delta Medical Center,2019
1334,40900229,HCHG CORE PHOSPHORUS UR TIM,301,107.0,107.0,Sutter Delta Medical Center,2019
1335,40900233,HCHG CORE PROGESTERONE,301,241.0,241.0,Sutter Delta Medical Center,2019
1336,40900234,HCHG CORE PROLACTIN,301,231.0,179.0,Sutter Delta Medical Center,2019
1337,40900236,HCHG CORE UREA NITROGEN URINE RANDOM,301,112.0,112.0,Sutter Delta Medical Center,2019
1338,40900237,HCHG CORE PTH INTACT,301,282.0,189.0,Sutter Delta Medical Center,2019
1339,40900238,HCHG CORE PTT PLAS OR WB,305,180.0,180.0,Sutter Delta Medical Center,2019
1340,40900242,HCHG CORE SMR AFB STAIN,306,124.0,124.0,Sutter Delta Medical Center,2019
1341,40900243,HCHG CORE SMR GRAM STAIN,306,116.0,116.0,Sutter Delta Medical Center,2019
1342,40900244,HCHG CORE SMR INCL BODIES PARASITE,306,187.0,187.0,Sutter Delta Medical Center,2019
1343,40900246,HCHG CORE STL FOR WBC'S,306,116.0,116.0,Sutter Delta Medical Center,2019
1344,40900249,HCHG CORE CBC AUTO W AUTO DIFF WBC,305,158.0,122.0,Sutter Delta Medical Center,2019
1345,40900250,HCHG CORE TRANSFERRIN,301,133.0,133.0,Sutter Delta Medical Center,2019
1346,40900260,HCHG CORE PROTHROMBIN TIME,305,120.0,77.0,Sutter Delta Medical Center,2019
1347,40900269,HCHG CORE CULT UR COLONY CT ONLY,306,149.0,121.0,Sutter Delta Medical Center,2019
1348,40900270,HCHG CORE CULT VRE SCRN,306,149.0,111.0,Sutter Delta Medical Center,2019
1349,40900271,HCHG CORE D DIMER QN,305,280.0,280.0,Sutter Delta Medical Center,2019
1350,40900274,HCHG CORE ESTRADIOL (E2),301,245.0,245.0,Sutter Delta Medical Center,2019
1351,40900276,HCHG CORE FSH,301,225.0,225.0,Sutter Delta Medical Center,2019
1352,40900279,HCHG CORE GROWTH HORMONE,301,108.0,108.0,Sutter Delta Medical Center,2019
1353,40900283,HCHG CORE HEMOGLOBIN GLYCOSYLTD A1C,301,148.0,123.0,Sutter Delta Medical Center,2019
1354,40900285,HCHG CORE HIV 1/HIV 2 AB,302,159.0,133.0,Sutter Delta Medical Center,2019
1355,40900286,HCHG CORE IGM,301,66.0,66.0,Sutter Delta Medical Center,2019
1356,40900289,HCHG CORE LH,301,297.0,297.0,Sutter Delta Medical Center,2019
1357,40900290,HCHG CORE LIPASE,301,211.0,140.0,Sutter Delta Medical Center,2019
1358,40900291,HCHG CORE LITHIUM,301,126.0,126.0,Sutter Delta Medical Center,2019
1359,40900293,HCHG CORE MYOGLOBIN,301,323.0,323.0,Sutter Delta Medical Center,2019
1360,40900297,HCHG CORE PHENOBARBITAL,301,278.0,278.0,Sutter Delta Medical Center,2019
1361,40900299,HCHG CORE PINWORM CELLOPHANE TAPE,306,49.0,49.0,Sutter Delta Medical Center,2019
1362,40900300,HCHG CORE ANTI RNP AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1363,40900301,HCHG CORE TREPONEMA PALLIDUM,302,103.0,103.0,Sutter Delta Medical Center,2019
1364,40900303,HCHG CORE PROTEIN UR QN 24 HR,301,91.0,81.0,Sutter Delta Medical Center,2019
1365,40900304,HCHG CORE PROTEIN UR QN RAN,301,91.0,81.0,Sutter Delta Medical Center,2019
1366,40900307,HCHG CORE URIC ACID UR TIM,301,97.0,97.0,Sutter Delta Medical Center,2019
1367,40900308,HCHG CORE AFB CULT BLD,306,151.0,151.0,Sutter Delta Medical Center,2019
1368,40900309,HCHG CORE ALCOHOLS URINE,301,500.0,500.0,Sutter Delta Medical Center,2019
1369,40900313,HCHG CORE CALCIUM IONIZED,301,175.0,175.0,Sutter Delta Medical Center,2019
1370,40900319,HCHG CORE CORTISOL (AM DRAW),301,230.0,183.0,Sutter Delta Medical Center,2019
1371,40900320,HCHG CORE CORTISOL (PM DRAW),301,230.0,183.0,Sutter Delta Medical Center,2019
1372,40900321,HCHG CORE CORTISOL TOTAL,301,230.0,183.0,Sutter Delta Medical Center,2019
1373,40900324,HCHG CORE CULT BACT ANAEROBIC,306,219.0,219.0,Sutter Delta Medical Center,2019
1374,40900325,HCHG CORE CULT BETA STREP A ONLY,306,149.0,111.0,Sutter Delta Medical Center,2019
1375,40900326,HCHG CORE CULT BLD BACTERIA,306,372.0,372.0,Sutter Delta Medical Center,2019
1376,40900327,HCHG CORE CULT BODY FLUID,306,220.0,127.0,Sutter Delta Medical Center,2019
1377,40900328,HCHG CORE CULT FUNG SKIN HAIR NAIL,306,71.0,71.0,Sutter Delta Medical Center,2019
1378,40900329,HCHG CORE CULT GC SCRN,306,149.0,111.0,Sutter Delta Medical Center,2019
1379,40900330,HCHG CORE CULT GRP B STREP SCRN,306,149.0,111.0,Sutter Delta Medical Center,2019
1380,40900331,HCHG CORE CULT MRSA SCRN,306,149.0,111.0,Sutter Delta Medical Center,2019
1381,40900332,HCHG CORE CULT NOSE/THROAT,306,220.0,127.0,Sutter Delta Medical Center,2019
1382,40900333,HCHG CORE CULT SCRN B PERTUSSUS,306,149.0,111.0,Sutter Delta Medical Center,2019
1383,40900334,HCHG CORE CULT STL SALM & SHIG,306,225.0,135.0,Sutter Delta Medical Center,2019
1384,40900335,HCHG CORE CRYOGLOB QL OR SEMI QL,301,119.0,119.0,Sutter Delta Medical Center,2019
1385,40900339,HCHG CORE HSV AMPLIFIED PROBE,306,349.0,349.0,Sutter Delta Medical Center,2019
1386,40900340,HCHG CORE PROTEIN S AG TOTAL,305,112.0,112.0,Sutter Delta Medical Center,2019
1387,40900341,HCHG CORE PROTEIN S FREE,305,140.0,140.0,Sutter Delta Medical Center,2019
1388,40900342,HCHG CORE THROMBIN TIME,305,70.0,70.0,Sutter Delta Medical Center,2019
1389,40900352,HCHG CORE HAV AB IGM,302,144.0,144.0,Sutter Delta Medical Center,2019
1390,40900354,HCHG CORE SUSCEPT BY ENZYME DETECT,306,51.0,51.0,Sutter Delta Medical Center,2019
1391,40900363,HCHG CORE URNALYSIS AUTO W/ MICRO,307,111.0,66.0,Sutter Delta Medical Center,2019
1392,40900364,HCHG CORE AG DETECT EIA MULT STEP,306,142.0,142.0,Sutter Delta Medical Center,2019
1393,40900365,HCHG CORE HBS AG,306,132.0,110.0,Sutter Delta Medical Center,2019
1394,40900369,HCHG CORE HCV AB,302,147.0,123.0,Sutter Delta Medical Center,2019
1395,40900370,HCHG CORE HAV AB TOTAL,302,131.0,131.0,Sutter Delta Medical Center,2019
1396,40900372,HCHG CORE HB CORE AB TOTAL,302,143.0,143.0,Sutter Delta Medical Center,2019
1397,40900373,HCHG CORE HB CORE AB IGM,302,138.0,138.0,Sutter Delta Medical Center,2019
1398,40900374,HCHG CORE HBS AB,302,125.0,104.0,Sutter Delta Medical Center,2019
1399,40900377,HCHG CORE CULT OTHER SOURCE AEROBIC,306,220.0,127.0,Sutter Delta Medical Center,2019
1400,40900393,HCHG CORE GLIADIN AB IGA,301,71.0,71.0,Sutter Delta Medical Center,2019
1401,40900394,HCHG CORE FLUORESCENT AB SCRN EA AB,302,71.0,71.0,Sutter Delta Medical Center,2019
1402,40900395,HCHG CORE GLIADIN AB IGG,301,71.0,71.0,Sutter Delta Medical Center,2019
1403,40900396,HCHG CORE TRANSGLUTAMINASE AB IGG,301,71.0,71.0,Sutter Delta Medical Center,2019
1404,40900397,HCHG CORE TRANSGLUTAMINASE AB IGA,301,71.0,71.0,Sutter Delta Medical Center,2019
1405,40900409,HCHG CORE SHIGA LIKE TOXIN EIA,306,109.0,109.0,Sutter Delta Medical Center,2019
1406,40900410,HCHG CORE SUSCEPT BY E TEST,306,96.0,96.0,Sutter Delta Medical Center,2019
1407,40900431,HCHG CORE MYCOBACTERIA TB AMPLIFIED PROBE,306,276.0,276.0,Sutter Delta Medical Center,2019
1408,40900433,HCHG CORE CULT STL OTHER EA PLATE,306,149.0,149.0,Sutter Delta Medical Center,2019
1409,40900441,HCHG CORE SIROLIMUS,301,137.0,137.0,Sutter Delta Medical Center,2019
1410,40900445,HCHG CORE HIV 1 AB,302,118.0,118.0,Sutter Delta Medical Center,2019
1411,40900446,HCHG CORE HIV 2 AB,302,103.0,103.0,Sutter Delta Medical Center,2019
1412,40900447,HCHG CORE INFLUENZA DNA AMP PROB >2 TYPES,306,170.0,170.0,Sutter Delta Medical Center,2019
1413,40900467,HCHG CORE AG DETECT NOS DNA AMP,306,349.0,349.0,Sutter Delta Medical Center,2019
1414,40900468,HCHG CORE INFECT AGENT ANTIGEN BY IMMUNOASSAY NOS,306,174.0,174.0,Sutter Delta Medical Center,2019
1415,40900470,HCHG CORE HIV-1 AG W/HIV-1/HIV-2 AB,306,242.0,242.0,Sutter Delta Medical Center,2019
1416,40900471,HCHG CORE CULTURE CRE SCREEN,306,149.0,111.0,Sutter Delta Medical Center,2019
1417,40900473,HCHG CORE PROCALCITONIN (PCT),301,465.0,465.0,Sutter Delta Medical Center,2019
1418,40900474,HCHG CORE BETA 2 GLYCOPROTEIN I AB EA,302,276.0,276.0,Sutter Delta Medical Center,2019
1419,40900475,HCHG CORE CMV AB IGG,302,65.0,65.0,Sutter Delta Medical Center,2019
1420,40900476,HCHG CORE CMV AB IGM,302,124.0,124.0,Sutter Delta Medical Center,2019
1421,40900477,HCHG CORE HSV 1 AB IGG TYPE SPECIFIC,302,19.0,16.0,Sutter Delta Medical Center,2019
1422,40900478,HCHG CORE HSV 2 AB IGG TYPE SPECIFIC,302,27.0,22.0,Sutter Delta Medical Center,2019
1423,40900479,HCHG CORE NOROVIRUS RNA PCR,306,349.0,349.0,Sutter Delta Medical Center,2019
1424,40900480,HCHG CORE HEP C SCREEN HIGH RISK/OTHER,302,151.0,151.0,Sutter Delta Medical Center,2019
1425,40900483,HCHG CORE CULT TYPE DNA/RNA AMPLIFIED PROBE EA,306,254.0,254.0,Sutter Delta Medical Center,2019
1426,40900486,HCHG CORE PROTEIN NEPHELOMETRY,301,166.0,166.0,Sutter Delta Medical Center,2019
1427,40900491,HCHG CORE CNS DNA AMP PROBE TYPE 12-25,306,660.0,660.0,Sutter Delta Medical Center,2019
1428,40900492,HCHG CORE IADNA ENTEROVIRUS AMP PROBE W/WO RVRS TRNS,306,280.0,280.0,Sutter Delta Medical Center,2019
1429,40900493,HCHG CORE SENSITIVITY MACROBROTH EA AGNT,306,91.0,91.0,Sutter Delta Medical Center,2019
1430,40900497,HCHG CORE TB AG RESPONSE T-CELL SUSP,302,498.0,498.0,Sutter Delta Medical Center,2019
1431,40950005,HCHG CORE CULTURE CATHETER TIP,306,220.0,127.0,Sutter Delta Medical Center,2019
1432,40950006,HCHG CORE CULTURE EAR,306,220.0,127.0,Sutter Delta Medical Center,2019
1433,40950007,HCHG CORE CULTURE EYE,306,220.0,127.0,Sutter Delta Medical Center,2019
1434,40950010,HCHG CORE CREATININE FLD,301,99.0,99.0,Sutter Delta Medical Center,2019
1435,40950011,HCHG CORE LACTIC ACID,301,275.0,275.0,Sutter Delta Medical Center,2019
1436,40950014,HCHG CORE CULT BACT AEROBIC ID,306,133.0,133.0,Sutter Delta Medical Center,2019
1437,40950016,HCHG CORE SUSCEPT MIC PER PLATE,306,198.0,198.0,Sutter Delta Medical Center,2019
1438,40950019,HCHG CORE C DIFFICILE TOXIN EIA,306,172.0,172.0,Sutter Delta Medical Center,2019
1439,40950022,HCHG CORE CULT BACT ANAEROBIC ID,306,168.0,168.0,Sutter Delta Medical Center,2019
1440,40950023,HCHG CORE CULT FUNGUS YEAST ID,306,178.0,178.0,Sutter Delta Medical Center,2019
1441,40950025,HCHG CORE IMMUNOASSAY NONINFECT,301,71.0,71.0,Sutter Delta Medical Center,2019
1442,40950028,HCHG CORE PROTEIN TOTAL FLD,301,175.0,175.0,Sutter Delta Medical Center,2019
1443,40950029,HCHG CORE KOH PREP SKIN HAIR NAIL,306,138.0,138.0,Sutter Delta Medical Center,2019
1444,40950037,HCHG CORE URIC ACID FLD,301,97.0,97.0,Sutter Delta Medical Center,2019
1445,40950038,HCHG CORE UREA CLEARANCE,301,88.0,88.0,Sutter Delta Medical Center,2019
1446,40950039,HCHG CORE C-PEPTIDE,301,144.0,144.0,Sutter Delta Medical Center,2019
1447,40950040,HCHG CORE ROTAVIRUS AG EIA,306,199.0,199.0,Sutter Delta Medical Center,2019
1448,40950057,HCHG CORE CULT STL E COLI EA PLATE,306,149.0,149.0,Sutter Delta Medical Center,2019
1449,40950059,HCHG CORE AT3 AG IMMUNOLOGIC,305,247.0,247.0,Sutter Delta Medical Center,2019
1450,40950061,HCHG CORE T LMPH TOT CNT,302,197.0,197.0,Sutter Delta Medical Center,2019
1451,40950062,HCHG CORE H PYLORI AB IGG,302,93.0,93.0,Sutter Delta Medical Center,2019
1452,40950070,HCHG CORE RSV RNA QUAL PCR,306,349.0,349.0,Sutter Delta Medical Center,2019
1453,40950078,HCHG CORE HTLV I & II AB,302,116.0,116.0,Sutter Delta Medical Center,2019
1454,40950080,HCHG CORE ENA AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1455,40950085,HCHG CORE GASTRIN,301,268.0,268.0,Sutter Delta Medical Center,2019
1456,40950088,HCHG CORE VITAMIN D (125 DI HYDROX),301,171.0,171.0,Sutter Delta Medical Center,2019
1457,40950093,HCHG CORE HEPATITIS PNL ACUTE,301,351.0,292.0,Sutter Delta Medical Center,2019
1458,40950098,HCHG CORE CRYPTOCOCCAL AG AGGL,302,178.0,178.0,Sutter Delta Medical Center,2019
1459,40950100,HCHG CORE CULT FLUID,306,220.0,127.0,Sutter Delta Medical Center,2019
1460,40950101,HCHG CORE CULT CSF,306,220.0,127.0,Sutter Delta Medical Center,2019
1461,40950103,HCHG CORE CULT GENITAL,306,220.0,127.0,Sutter Delta Medical Center,2019
1462,40950104,HCHG CORE CULT SPUTUM,306,220.0,127.0,Sutter Delta Medical Center,2019
1463,40950105,HCHG CORE CULT WOUND AEROBIC,306,220.0,127.0,Sutter Delta Medical Center,2019
1464,40950106,HCHG CORE CULT WND/ABSCESS ANAEROBE,306,219.0,219.0,Sutter Delta Medical Center,2019
1465,40950107,HCHG CORE CULT FLUID (ANAEROBIC),306,219.0,219.0,Sutter Delta Medical Center,2019
1466,40950108,HCHG CORE CULT TISSUE (ANAEROBIC),306,219.0,219.0,Sutter Delta Medical Center,2019
1467,40950109,HCHG CORE CULT UR ID EACH ISOLATE,306,122.0,122.0,Sutter Delta Medical Center,2019
1468,40950110,HCHG CORE CULT FUNGUS OTHER SOURCE,306,175.0,175.0,Sutter Delta Medical Center,2019
1469,40950111,HCHG CORE CULT FUNGUS BLD,306,291.0,291.0,Sutter Delta Medical Center,2019
1470,40950112,HCHG CORE SUSCEPT KB DISK <=12,306,121.0,121.0,Sutter Delta Medical Center,2019
1471,40950113,HCHG CORE SPEC CONCENTRATION,306,105.0,105.0,Sutter Delta Medical Center,2019
1472,40950115,HCHG CORE HISTONE AB,302,106.0,82.0,Sutter Delta Medical Center,2019
1473,40950118,HCHG CORE INFLUENZA DNA AMP PROBE,306,471.0,471.0,Sutter Delta Medical Center,2019
1474,40950119,HCHG CORE ASSAY OF LIPOPROTEIN(A),301,121.0,121.0,Sutter Delta Medical Center,2019
1475,40950123,HCHG CORE CYCLIC CITRULLINATED PEPTIDE ANTIBODY,302,54.0,54.0,Sutter Delta Medical Center,2019
1476,40950136,HCHG CORE SPECIAL STAIN I&R GROUP I MICROORGANISM,312,125.0,125.0,Sutter Delta Medical Center,2019
1477,40950150,HCHG CORE AMYLASE FLD,301,181.0,144.0,Sutter Delta Medical Center,2019
1478,40950153,HCHG CORE L/S RATIO,301,389.0,389.0,Sutter Delta Medical Center,2019
1479,40950154,HCHG CORE COLD AGGLUTININ TTR,302,149.0,149.0,Sutter Delta Medical Center,2019
1480,40950155,HCHG CORE CULT LEGIONELLA,306,149.0,111.0,Sutter Delta Medical Center,2019
1481,40950156,HCHG CORE CULT FUNGUS MOLD ID,306,122.0,122.0,Sutter Delta Medical Center,2019
1482,40950157,HCHG CORE RSV DFA,306,276.0,276.0,Sutter Delta Medical Center,2019
1483,40950159,HCHG CORE UNLISTED MICRO PROC,306,497.0,497.0,Sutter Delta Medical Center,2019
1484,40950160,HCHG CORE HSV 1 AB,302,19.0,16.0,Sutter Delta Medical Center,2019
1485,40950161,HCHG CORE HSV 2 AB,302,27.0,22.0,Sutter Delta Medical Center,2019
1486,40950164,HCHG CORE GLUCOSE 2HR PP,301,87.0,87.0,Sutter Delta Medical Center,2019
1487,40950165,HCHG CORE T LYMPH CD4/8 CNT&RATIO,302,286.0,286.0,Sutter Delta Medical Center,2019
1488,41050004,HCHG POCT CK MB,301,306.0,306.0,Sutter Delta Medical Center,2019
1489,41050006,HCHG POCT GLUCOSE,301,87.0,61.0,Sutter Delta Medical Center,2019
