,CDM,NDC,Description,Price,Hospital,Year
248,41708579,00536-2770-85,calcium glubionate 1.8gm/5mL soln 473mL [SJGH],12.47774,San Joaquin General Hospital,2019
249,71531180,63323-0360-19,calcium gluconate 1gm/10mL SDV [SJGH],195.24,San Joaquin General Hospital,2019
250,71531297,63323-0360-59,calclium gluconate 10% 50ml SDV [SJGH],320.0250000000001,San Joaquin General Hospital,2019
251,41709254,50458-0140-30,canagliflozin 100mg tab [SJGH],440.6301,San Joaquin General Hospital,2019
252,71528020,59584-0138-01,candida skin test MDV 1mL [SJGH],182.19,San Joaquin General Hospital,2019
253,41708645,00004-1100-20,capecitabine 150mg tab [SJGH],771.9,San Joaquin General Hospital,2019
254,41708652,60687-0149-94,capecitabine 500mg tab [SJGH],283.63,San Joaquin General Hospital,2019
255,41708736,51079-0863-20,captopril 12.5mg tab [SJGH],135.71,San Joaquin General Hospital,2019
256,41708801,51079-0864-20,captopril 25mg tab [SJGH],147.33,San Joaquin General Hospital,2019
257,41709130,60432-0129-16,carBAMazepine 100mg/5mL susp 450mL [SJGH],45.909,San Joaquin General Hospital,2019
258,41709155,68084-0444-01,carBAMazepine 200mg tab [SJGH],52.08000000000001,San Joaquin General Hospital,2019
259,41709205,42037-1047-88,carbamide peroxide ear drop 15mL [SJGH],4.24995,San Joaquin General Hospital,2019
260,41709346,62756-0517-88,carbidopa 10mg/levodopa 100mg tab [SJGH],9.84,San Joaquin General Hospital,2019
261,41709361,68084-0281-01,carbidopa 25mg/levodopa 100mg ER tab [SJGH],24.18,San Joaquin General Hospital,2019
262,41709395,68084-0093-01,carbidopa 25mg/levodopa 100mg tab [SJGH],15.58,San Joaquin General Hospital,2019
263,41709445,68084-0094-01,carbidopa 25mg/levodopa 250mg tab [SJGH],19.58,San Joaquin General Hospital,2019
264,41709478,68084-0282-01,carbidopa 50mg/levodopa 200mg ER tab [SJGH],52.08000000000001,San Joaquin General Hospital,2019
265,71525356,61703-0339-22,CARBOplatin 10mg/mL MDV 15mL [SJGH],21.73005,San Joaquin General Hospital,2019
266,71525364,61703-0339-50,CARBOplatin 10mg/mL MDV 45mL [SJGH],49.0599,San Joaquin General Hospital,2019
267,71525372,61703-0339-56,CARBOplatin 10mg/mL MDV 60mL [SJGH],68.03999999999999,San Joaquin General Hospital,2019
268,71536031,00009-0856-08,carboprost 250mcg/mL amp [SJGH],3362.98,San Joaquin General Hospital,2019
269,71507735,76075-0101-01,carfilzomib 60mg SDV [SJGH],2254.04,San Joaquin General Hospital,2019
270,41709544,68084-0865-01,carvedilol 12.5mg tab [SJGH],9.27,San Joaquin General Hospital,2019
271,41709551,00904-6303-61,carvedilol 25mg tab [SJGH],7.000000000000001,San Joaquin General Hospital,2019
272,41709528,68084-0843-01,carvedilol 3.125mg tab [SJGH],8.649999999999999,San Joaquin General Hospital,2019
273,41709536,68084-0854-01,carvedilol 6.25mg tab [SJGH],9.27,San Joaquin General Hospital,2019
274,71511158,00006-3822-10,caspofungin 50mg SDV [SJGH],320.46,San Joaquin General Hospital,2019
275,71511166,00006-3823-10,caspofungin 70mg SDV [SJGH],332.96,San Joaquin General Hospital,2019
276,41709775,00869-2452-10,castor oil 60mL [SJGH],1.02,San Joaquin General Hospital,2019
277,71507172,60505-6143-04,ceFAZolin 10gm bulk vial [SJGH],113.87,San Joaquin General Hospital,2019
278,71507099,00409-2585-01,ceFAZolin 1gm ADD-vial [SJGH],54.56999999999999,San Joaquin General Hospital,2019
279,71507123,00143-9924-90,ceFAZolin 1gm SDV [SJGH],16.85,San Joaquin General Hospital,2019
280,71507115,00264-3103-11,ceFAZolin 1gm/50mL RTU [SJGH],2.7876000000000003,San Joaquin General Hospital,2019
281,71507156,00264-3105-11,ceFAZolin 2gm/50mL RTU [SJGH],3.5164800000000005,San Joaquin General Hospital,2019
282,71507057,00143-9923-90,ceFAZolin 500mg SDV [SJGH],18.98,San Joaquin General Hospital,2019
283,41799009,99999-9999-37,ceFAZolin irrigation 1 gm/ 250 mL compound [SJGH],2.29,San Joaquin General Hospital,2019
284,71507206,60505-6146-04,cefepime 1gm SDV [SJGH],23.44,San Joaquin General Hospital,2019
285,71507214,25021-0122-50,cefepime 2gm SDV [SJGH],74.34,San Joaquin General Hospital,2019
286,71507248,25021-0109-10,cefOXitin 1gm SDV [SJGH],37.01,San Joaquin General Hospital,2019
287,71507248,44567-0245-25,cefOXitin 1gm SDV [SJGH],68.32000000000001,San Joaquin General Hospital,2019
288,71507230,00264-3123-11,cefOXitin 1gm/50mL RTU [SJGH],246.87,San Joaquin General Hospital,2019
289,71507313,44567-0246-25,cefOXitin 2gm SDV [SJGH],135.93,San Joaquin General Hospital,2019
290,71507503,00456-0600-10,ceftaroline 600mg SDV [SJGH],1639.9,San Joaquin General Hospital,2019
291,71514343,44567-0235-25,cefTAZidime 1gm SDV [SJGH],78.29,San Joaquin General Hospital,2019
292,71514269,00264-3143-11,cefTAZidime 1gm/50mL RTU [SJGH],238.83,San Joaquin General Hospital,2019
293,71514277,25021-0128-50,cefTAZidime 2gm SDV [SJGH],56.28999999999999,San Joaquin General Hospital,2019
294,71514301,00264-3145-11,cefTAZidime 2gm/50mL RTU [SJGH],343.72008,San Joaquin General Hospital,2019
295,71514314,44567-0237-06,cefTAZidime 6gm PBP [SJGH],136.64999999999998,San Joaquin General Hospital,2019
296,71514354,00456-2700-10,cefTAZidime/avibactam 2.5gm SDV [SJGH],3403.04,San Joaquin General Hospital,2019
297,71514483,00409-7332-01,cefTRIAXone 1gm SDV [SJGH],12.24,San Joaquin General Hospital,2019
298,71514475,00264-3153-11,cefTRIAXone 1gm/50mL RTU [SJGH],256.84992,San Joaquin General Hospital,2019
299,71514418,00409-7337-01,cefTRIAXone 250mg SDV [SJGH],6.65,San Joaquin General Hospital,2019
300,71514491,00409-7335-03,cefTRIAXone 2gm SDV [SJGH],23.06,San Joaquin General Hospital,2019
301,71514517,00264-3155-11,cefTRIAXone 2gm/50mL RTU [SJGH],415.17,San Joaquin General Hospital,2019
302,71507685,00143-9977-22,cefuroxime 1.5gm SDV [SJGH],87.3,San Joaquin General Hospital,2019
303,71507610,00143-9979-22,cefuroxime 750mg SDV [SJGH],41.28,San Joaquin General Hospital,2019
304,41709833,68084-0969-01,celecoxib 100mg cap [SJGH],91.6,San Joaquin General Hospital,2019
305,41710054,60687-0152-01,cephalexin 250mg cap [SJGH],23.72,San Joaquin General Hospital,2019
306,41709759,00093-4177-73,cephalexin 250mg/5mL susp 100mL [SJGH],11.82,San Joaquin General Hospital,2019
307,41710070,60687-0163-01,cephalexin 500mg cap [SJGH],21.97,San Joaquin General Hospital,2019
308,71525703,66733-0948-23,cetuximab 100mg/50mL SDV [SJGH],575.53,San Joaquin General Hospital,2019
309,71525711,66733-0958-23,cetuximab 200mg/100mL SDV [SJGH],1151.06,San Joaquin General Hospital,2019
310,41740366,00395-2662-16,cherry syrup 473mL [SJGH],10.879,San Joaquin General Hospital,2019
311,41711169,51079-0375-20,chlordiazePOXIDE 10mg cap [SJGH],38.35,San Joaquin General Hospital,2019
312,41711268,51079-0141-20,chlordiazePOXIDE 25mg cap [SJGH],41.43,San Joaquin General Hospital,2019
313,41711136,51079-0374-20,chlordiazePOXIDE 5mg cap [SJGH],50.11,San Joaquin General Hospital,2019
314,41711102,00116-2001-04,chlorhexidine 0.12% soln 118ml [SJGH],1.0502,San Joaquin General Hospital,2019
315,41711110,69339-0138-19,chlorhexidine 0.12% soln 15mL[SJGH],133.92,San Joaquin General Hospital,2019
316,41711095,00116-2001-16,chlorhexidine 0.12% soln 480mL [SJGH],2.208,San Joaquin General Hospital,2019
317,71518452,63323-0478-27,chloroprocaine MPF 3% 20mL SDV [SJGH],499.13,San Joaquin General Hospital,2019
318,41711581,65649-0311-12,chlorothiazide 250mg/5mL susp 236mL [SJGH],65.4192,San Joaquin General Hospital,2019
319,71542948,25021-0305-20,chlorothiazide 500mg SDV [SJGH],49.35,San Joaquin General Hospital,2019
320,41711748,00904-0012-61,chlorpheniramine 4mg tab [SJGH],3.01,San Joaquin General Hospital,2019
321,41712217,00832-0303-00,chlorproMAZINE 100mg tab [SJGH],663.5699999999998,San Joaquin General Hospital,2019
322,41712019,51079-0519-20,chlorproMAZINE 25mg tab [SJGH],482.09,San Joaquin General Hospital,2019
323,71542971,00641-1397-35,chlorproMAZINE 25mg/mL amp [SJGH],553.43,San Joaquin General Hospital,2019
324,41712100,51079-0130-20,chlorproMAZINE 50mg tab [SJGH],697.51,San Joaquin General Hospital,2019
325,71542989,00641-1398-35,chlorproMAZINE 50mg/2mL amp [SJGH],634.15,San Joaquin General Hospital,2019
326,41761727,00904-5824-60,cholecalciferol 1000unit tab [SJGH],1.47,San Joaquin General Hospital,2019
327,41761719,00904-5823-60,cholecalciferol 400unit tab [SJGH],1.12,San Joaquin General Hospital,2019
328,41712407,00245-0036-42,cholestyramine 4gm packet [SJGH],77.78988000000003,San Joaquin General Hospital,2019
329,71515811,23155-0216-31,cidofovir 375mg/5mL SDV [SJGH],506.24,San Joaquin General Hospital,2019
330,41712589,00054-0044-21,cilostazol 100mg tab [SJGH],6.1698,San Joaquin General Hospital,2019
331,41712654,55513-0073-30,cinacalcet 30mg tab [SJGH],612.39,San Joaquin General Hospital,2019
332,41712753,61314-0656-05,ciprofloxacin 0.3% eye soln 5mL [SJGH],3.3800000000000003,San Joaquin General Hospital,2019
333,41712506,00065-8533-02,ciprofloxacin 0.3%/dexamethasone 0.1% ear susp 7.5mL [SJGH],206.41,San Joaquin General Hospital,2019
334,71511240,00409-4777-23,ciprofloxacin 200mg/100mL RTU [SJGH],44.4,San Joaquin General Hospital,2019
335,41712829,68084-0069-01,ciprofloxacin 250mg tab [SJGH],15.19,San Joaquin General Hospital,2019
336,71511232,36000-0009-24,ciprofloxacin 400mg/200mL RTU [SJGH],49.2,San Joaquin General Hospital,2019
337,41712837,68084-0070-01,ciprofloxacin 500mg tab [SJGH],16.650000000000002,San Joaquin General Hospital,2019
338,71535603,00781-3150-95,cisatracurium 10mg/5mL SDV [SJGH],50.22,San Joaquin General Hospital,2019
339,71535652,00781-3153-95,cisatracurium 200mg/20mL SDV [SJGH],1370.74,San Joaquin General Hospital,2019
340,71525281,00703-5748-11,CISplatin 1mg/mL MDV 100mL [SJGH],24.68,San Joaquin General Hospital,2019
341,71525307,00703-5747-11,CISplatin 1mg/mL MDV 50mL [SJGH],12.34,San Joaquin General Hospital,2019
342,41712696,00904-6084-61,citalopram 10mg tab [SJGH],5.1400000000000015,San Joaquin General Hospital,2019
343,71525313,63323-0140-10,cladribine 10mg/10mL SDV [SJGH],200.72,San Joaquin General Hospital,2019
344,41712902,50268-0178-15,clarithromycin 250mg tab [SJGH],159.3,San Joaquin General Hospital,2019
345,41712936,00781-6023-46,clarithromycin 250mg/5mL susp 100mL [SJGH],110.71,San Joaquin General Hospital,2019
346,41712928,00781-6023-52,clarithromycin 250mg/5mL susp 50mL [SJGH],60.46,San Joaquin General Hospital,2019
347,41712910,68084-0651-25,clarithromycin 500mg tab [SJGH],105.09,San Joaquin General Hospital,2019
348,41713108,68084-0243-01,clindamycin 150mg cap [SJGH],16.470000000000002,San Joaquin General Hospital,2019
349,71511281,67457-0815-04,clindamycin 600mg/4mL SDV [SJGH],33.129999999999995,San Joaquin General Hospital,2019
350,71511307,00781-3289-09,clindamycin 600mg/50mL RTU [SJGH],127.992,San Joaquin General Hospital,2019
351,41713074,65862-0596-01,clindamycin 75mg/5mL susp 100mL [SJGH],18.02,San Joaquin General Hospital,2019
352,71511349,00781-3290-09,clindamycin 900mg/50mL RTU [SJGH],151.452,San Joaquin General Hospital,2019
353,71511331,00009-0902-18,clindamycin 900mg/6mL SDV [SJGH],99.6405,San Joaquin General Hospital,2019
354,41713306,68084-0818-25,clomiPRAMINE 50mg cap [SJGH],325.4799,San Joaquin General Hospital,2019
355,41799309,99999-9999-50,clonazepam 0.1mg per mL suspension [SJGH],0.24,San Joaquin General Hospital,2019
356,41713421,63739-0263-10,clonazePAM 0.5mg tab [SJGH],4.45,San Joaquin General Hospital,2019
357,41713447,51079-0882-20,clonazePAM 1mg tab [SJGH],8.44,San Joaquin General Hospital,2019
358,41713454,00904-6103-61,clonazePAM 2mg tab [SJGH],118.45000000000002,San Joaquin General Hospital,2019
359,41713470,51862-0453-04,cloNIDine 0.1 mg top patch [SJGH],63.31,San Joaquin General Hospital,2019
360,41713520,00904-5656-61,cloNIDine 0.1mg tab [SJGH],4.89,San Joaquin General Hospital,2019
361,41713686,00904-5657-61,cloNIDine 0.2mg tab [SJGH],5.52,San Joaquin General Hospital,2019
362,41713850,00904-5658-61,cloNIDine 0.3mg tab [SJGH],7.27,San Joaquin General Hospital,2019
363,71534036,67457-0218-10,cloNIDine 1mg/10mL SDV [SJGH],29.74,San Joaquin General Hospital,2019
364,41713959,68084-0752-25,clopidogrel 300mg tab [SJGH],242.9199,San Joaquin General Hospital,2019
365,41714387,68084-0536-01,clopidogrel 75mg tab [SJGH],15.35,San Joaquin General Hospital,2019
366,41714080,00472-0220-63,clotrimazole 1% vaginal crm 45gm [SJGH],2.43,San Joaquin General Hospital,2019
367,41714148,00054-8146-22,clotrimazole 10mg troche [SJGH],55.6801,San Joaquin General Hospital,2019
368,41714254,00093-7772-93,cloZAPine 100mg tab [SJGH],67.58,San Joaquin General Hospital,2019
369,41714262,00093-4359-93,cloZAPine 25mg tab [SJGH],26.3,San Joaquin General Hospital,2019
370,41752114,61958-1901-01,cobic 150mg/elvit 150mg/emtricit 200mg/tenof ala 10mg tab [SJGH],2795.13,San Joaquin General Hospital,2019
371,41714338,00527-1728-74,cocaine 4% top soln 4mL [SJGH],156.06,San Joaquin General Hospital,2019
372,41715228,64764-0119-07,colchicine 0.6mg tab [SJGH],192.9501,San Joaquin General Hospital,2019
373,71515852,42023-0107-01,colistimethate 150mg SDV [SJGH],26.57,San Joaquin General Hospital,2019
374,71528228,00548-5900-00,cosyntropin 0.25mg SDV [SJGH],1011.34,San Joaquin General Hospital,2019
375,41715558,50268-0855-15,cyanocobalamin 1000mcg tab [SJGH],7.000000000000001,San Joaquin General Hospital,2019
376,71543409,63323-0044-01,cyanocobalamin 1000mcg/mL SDV [SJGH],54.33,San Joaquin General Hospital,2019
377,41715608,00904-7809-61,cyclobenzaprine 10mg tab [SJGH],5.06,San Joaquin General Hospital,2019
378,41715509,00065-0359-02,cyclopentolate 0.2%/phenyleph 1% eye soln 2mL [SJGH],26.28,San Joaquin General Hospital,2019
379,41715624,61314-0396-01,cyclopentolate 1% eye soln 2mL [SJGH],6.94,San Joaquin General Hospital,2019
380,71525422,00781-3244-94,cyclophosphamide 1gm SDV [SJGH],625.57,San Joaquin General Hospital,2019
381,41715723,54879-0021-01,cyclophosphamide 25 mg Cap [SJGH],487.43,San Joaquin General Hospital,2019
382,71525448,00781-3255-94,cyclophosphamide 2gm SDV [SJGH],1251.13,San Joaquin General Hospital,2019
383,71525406,00781-3233-94,cyclophosphamide 500mg SDV [SJGH],132.48,San Joaquin General Hospital,2019
384,41715863,13845-1202-02,cycloSERINE 250mg cap [SJGH],2297.6132,San Joaquin General Hospital,2019
385,41715814,60505-0134-00,cycloSPORINE modified 100mg cap [SJGH],226.1301,San Joaquin General Hospital,2019
386,41715913,00172-7313-20,cycloSPORINE modified 100mg/mL soln 50mL [SJGH],125.45,San Joaquin General Hospital,2019
387,41715806,60505-0133-00,cycloSPORINE modified 25mg cap [SJGH],56.61,San Joaquin General Hospital,2019
388,41715889,00078-0110-22,cycloSPORINE non-mod 100mg/mL soln 50mL [SJGH],648.49,San Joaquin General Hospital,2019
389,41715905,68084-0921-25,cycloSPORINE non-modified 100mg cap [SJGH],241.7799,San Joaquin General Hospital,2019
390,41715897,00078-0240-15,cycloSPORINE non-modified 25mg cap [SJGH],100.4001,San Joaquin General Hospital,2019
391,41715947,39328-0044-16,cyproheptadine 2 mg/5 mL syrup 473mL [SJGH],30.44228,San Joaquin General Hospital,2019
392,71525471,61703-0305-38,cytarabine 100mg/5mL SDV [SJGH],22.02,San Joaquin General Hospital,2019
393,71525463,63323-0120-20,cytarabine 2gm/20mL SDV [SJGH],14.16,San Joaquin General Hospital,2019
394,41716119,00597-0360-82,dabigatran 150mg cap [SJGH],296.4798,San Joaquin General Hospital,2019
395,71525620,63323-0128-20,dacarbazine 200mg SDV [SJGH],56.37,San Joaquin General Hospital,2019
396,71525687,55292-0811-55,DACTINomycin 0.5mg SDV [SJGH],1689.46,San Joaquin General Hospital,2019
397,71503866,39328-0064-12,dakins 0.125% top soln 473mL [SJGH],9.44108,San Joaquin General Hospital,2019
398,71503932,39328-0063-25,dakins 0.25% top soln 473mL [SJGH],9.44108,San Joaquin General Hospital,2019
399,71503999,00436-0946-16,dakins 0.5% top soln 473mL [SJGH],9.96138,San Joaquin General Hospital,2019
400,41716150,00527-1368-01,danazol 100mg cap [SJGH],361.35,San Joaquin General Hospital,2019
401,41716168,00527-1369-06,danazol 200mg cap [SJGH],409.7202,San Joaquin General Hospital,2019
402,41716143,00555-0633-02,danazol 50mg cap [SJGH],157.1,San Joaquin General Hospital,2019
403,71543532,27505-0003-67,dantrolene 20mg SDV [SJGH],370.0002,San Joaquin General Hospital,2019
404,41716226,00115-4411-01,dantrolene 25mg cap [SJGH],59.62,San Joaquin General Hospital,2019
405,41716325,49938-0101-30,dapsone 100mg tab [SJGH],79.71000000000002,San Joaquin General Hospital,2019
406,41716317,49938-0102-30,dapsone 25mg tab [SJGH],64.9701,San Joaquin General Hospital,2019
407,71514459,63323-0371-10,DAPTOmycin 500mg SDV [SJGH],166.55,San Joaquin General Hospital,2019
408,71525562,57894-0502-05,daratumumab 100mg/5mL SDV [SJGH],507.29,San Joaquin General Hospital,2019
409,71525554,57894-0502-20,daratumumab 400mg/20mL SDV [SJGH],2029.16,San Joaquin General Hospital,2019
410,71543227,55513-0025-04,darbepoetin 100mcg/0.5mL PFS [SJGH],1601.1,San Joaquin General Hospital,2019
411,71543292,55513-0098-04,darbepoetin 10mcg/0.4mL PFS [SJGH],160.11,San Joaquin General Hospital,2019
412,71543235,55513-0027-04,darbepoetin 150mcg/0.3mL PFS [SJGH],2401.65,San Joaquin General Hospital,2019
413,71543243,55513-0028-01,darbepoetin 200mcg/0.4mL PFS [SJGH],800.55,San Joaquin General Hospital,2019
414,71543193,55513-0057-04,darbepoetin 25mcg/0.42mL PFS [SJGH],400.28,San Joaquin General Hospital,2019
415,71543268,55513-0111-01,darbepoetin 300mcg/0.6mL PFS [SJGH],1200.83,San Joaquin General Hospital,2019
416,71543201,55513-0021-04,darbepoetin 40mcg/0.4mL PFS [SJGH],640.45,San Joaquin General Hospital,2019
417,71543276,55513-0032-01,darbepoetin 500mcg/mL PFS [SJGH],3525.36,San Joaquin General Hospital,2019
418,71543219,55513-0023-04,darbepoetin 60mcg/0.3mL PFS [SJGH],960.66,San Joaquin General Hospital,2019
419,41716358,59676-0562-01,darunavir 600mg tab [SJGH],1499.8698,San Joaquin General Hospital,2019
420,41716341,59676-0566-30,darunavir 800mg tab [SJGH],1499.8701,San Joaquin General Hospital,2019
421,71525729,00703-5233-13,DAUNOrubicin 20mg/4mL SDV [SJGH],831.72,San Joaquin General Hospital,2019
422,71525745,59148-0046-70,decitabine 50mg SDV [SJGH],1796.55,San Joaquin General Hospital,2019
423,41716382,00078-0469-15,deferasirox 250mg tab [SJGH],2345.97,San Joaquin General Hospital,2019
424,71537120,00409-2337-25,deferoxamine 2gm SDV [SJGH],112.16,San Joaquin General Hospital,2019
425,71537104,52609-4505-06,deferoxamine 500mg SDV [SJGH],49.16,San Joaquin General Hospital,2019
426,41716408,65162-0555-48,demeclocycline 300mg tab [SJGH],322.7999999999999,San Joaquin General Hospital,2019
427,71525786,55513-0730-01,denosumab 120mg SDV [SJGH],2167.05,San Joaquin General Hospital,2019
428,71525794,55513-0710-01,denosumab 60mg PFS [SJGH],1123.08,San Joaquin General Hospital,2019
429,41716743,99999-9999-62,derma+flex [SJGH],8.0,San Joaquin General Hospital,2019
430,41716499,68084-0972-25,desipramine 25mg tab [SJGH],51.15000000000001,San Joaquin General Hospital,2019
431,41716572,68084-0606-21,desmopressin 0.1mg tab [SJGH],34.71,San Joaquin General Hospital,2019
432,71543565,69918-0901-10,desmopressin 4mcg/mL MDV 10mL [SJGH],375.65,San Joaquin General Hospital,2019
433,41716671,24208-0720-02,dexamethasone 0.1% eye drop 5mL [SJGH],46.16,San Joaquin General Hospital,2019
434,41716739,00054-8179-25,dexamethasone 0.5mg tab [SJGH],13.489999999999998,San Joaquin General Hospital,2019
435,41716747,00054-8181-25,dexamethasone 1.5mg tab [SJGH],35.72,San Joaquin General Hospital,2019
436,71523195,67457-0420-10,dexamethasone 10mg/mL MDV 10mL [SJGH],22.17,San Joaquin General Hospital,2019
437,71523203,00641-0367-25,dexamethasone 10mg/mL SDV [SJGH],20.7,San Joaquin General Hospital,2019
438,41716713,00054-3176-44,dexamethasone 1mg/mL soln 30mL [SJGH],20.6901,San Joaquin General Hospital,2019
439,41716796,00054-8175-25,dexamethasone 4mg tab [SJGH],78.53,San Joaquin General Hospital,2019
440,71523153,63323-0165-30,dexamethasone 4mg/mL MDV 30mL [SJGH],7.4601,San Joaquin General Hospital,2019
441,71523187,63323-0165-05,dexamethasone 4mg/mL MDV 5mL [SJGH],17.56,San Joaquin General Hospital,2019
442,71523112,63323-0165-01,dexamethasone 4mg/mL SDV [SJGH],14.24,San Joaquin General Hospital,2019
443,71523203,70069-0021-25,dexamethasone PF 10mg/mL SDV [SJGH],124.26,San Joaquin General Hospital,2019
444,71523229,16729-0239-93,dexmedetomidine 200mcg/2mL SDV [SJGH],103.67,San Joaquin General Hospital,2019
445,71523237,00338-9557-12,dexmedetomidine 400mcg/NaCl 0.9% 100mL RTU [SJGH],811.308,San Joaquin General Hospital,2019
446,71502041,00338-0023-04,dextrose 10% 1000mL IV bag [SJGH],25.76,San Joaquin General Hospital,2019
447,71501977,00338-0023-02,dextrose 10% 250mL IV bag [SJGH],59.58,San Joaquin General Hospital,2019
448,71543680,00409-1775-10,dextrose 25% 10 mL PFS [SJGH],74.49,San Joaquin General Hospital,2019
449,71500367,00338-0017-04,dextrose 5% 1000mL IV bag [SJGH],19.6,San Joaquin General Hospital,2019
450,71500086,00338-0017-38,dextrose 5% 100mL IV bag [SJGH],108.096,San Joaquin General Hospital,2019
451,71500151,00338-0017-02,dextrose 5% 250mL IV bag [SJGH],45.81,San Joaquin General Hospital,2019
452,71500003,00338-0017-10,dextrose 5% 25mL IV bag [SJGH],61.152,San Joaquin General Hospital,2019
453,71504278,00338-0017-03,dextrose 5% 500mL IV bag [SJGH],31.2,San Joaquin General Hospital,2019
454,71500227,63323-0624-75,dextrose 5% 500mL polyolefin IV bag [SJGH],1.99,San Joaquin General Hospital,2019
455,71500011,00338-0017-31,dextrose 5% 50mL IV bag [SJGH],108.096,San Joaquin General Hospital,2019
456,71501902,00338-0125-04,dextrose 5%/LR 1000mL IV bag [SJGH],20.02,San Joaquin General Hospital,2019
457,71501837,00338-0125-03,dextrose 5%/LR 500mL IV bag [SJGH],117.12,San Joaquin General Hospital,2019
458,71500573,00338-0077-04,dextrose 5%/NaCl 0.2% 1000mL IV bag [SJGH],20.3,San Joaquin General Hospital,2019
459,71500508,00338-0077-03,dextrose 5%/NaCl 0.2% 500mL IV bag [SJGH],32.160000000000004,San Joaquin General Hospital,2019
460,71500789,00338-0085-04,dextrose 5%/NaCl 0.45% 1000mL IV bag [SJGH],21.14,San Joaquin General Hospital,2019
461,71500714,00338-0085-03,dextrose 5%/NaCl 0.45% 500mL IV bag [SJGH],32.160000000000004,San Joaquin General Hospital,2019
462,71501217,00338-0089-04,dextrose 5%/NaCl 0.9% 1000mL IV bag [SJGH],20.44,San Joaquin General Hospital,2019
463,71501134,00338-0089-03,dextrose 5%/NaCl 0.9% 500mL IV bag [SJGH],32.160000000000004,San Joaquin General Hospital,2019
464,71502116,00409-7936-19,dextrose 50% 500 mL IV bag [SJGH],69.24,San Joaquin General Hospital,2019
465,71543672,00409-4902-34,dextrose 50% 50mL PFS [SJGH],72.88,San Joaquin General Hospital,2019
466,71543755,00409-6648-02,dextrose 50% 50mL SDV [SJGH],59.55,San Joaquin General Hospital,2019
467,71502181,00409-7918-19,dextrose 70% 500mL IV bag [SJGH],88.56,San Joaquin General Hospital,2019
468,71543847,00409-1273-32,diazePAM 10mg/2mL PFS [SJGH],243.48,San Joaquin General Hospital,2019
469,41717356,51079-0285-20,diazePAM 5mg tab [SJGH],6.36,San Joaquin General Hospital,2019
470,41717265,00054-3188-63,diazePAM 5mg/5mL soln 500mL [SJGH],52.05,San Joaquin General Hospital,2019
471,41717505,00575-6200-30,diazoxide 50 mg/mL susp 30mL [SJGH],280.7799,San Joaquin General Hospital,2019
472,41717414,51079-0286-20,diazPAM 10mg tab [SJGH],6.5,San Joaquin General Hospital,2019
473,41717463,54162-0011-01,dibucaine 1% oint 28gm [SJGH],5.72012,San Joaquin General Hospital,2019
474,41717472,55741-0402-02,dibucaine 1% oint 56gm [SJGH],5.70024,San Joaquin General Hospital,2019
475,41717612,00093-3123-01,dicloxacillin 250mg cap [SJGH],38.16,San Joaquin General Hospital,2019
476,41717752,51079-0118-20,dicyclomine 10mg cap [SJGH],41.87000000000001,San Joaquin General Hospital,2019
477,41718289,68084-0366-01,digoxin 0.125mg tab [SJGH],88.26,San Joaquin General Hospital,2019
478,41718347,68084-0680-01,digoxin 0.25 mg tab [SJGH],90.21,San Joaquin General Hospital,2019
479,71527188,70515-0262-10,digoxin 100mcg/mL amp [SJGH],953.26,San Joaquin General Hospital,2019
480,71527204,00781-3059-95,digoxin 500mcg/2mL amp [SJGH],56.75,San Joaquin General Hospital,2019
481,41718248,00054-0057-46,digoxin 50mcg/mL soln 60mL [SJGH],116.19,San Joaquin General Hospital,2019
482,71527162,50633-0120-11,digoxin immune FAB 40mg SDV [SJGH],3453.05,San Joaquin General Hospital,2019
483,71543888,00574-0850-10,dihydroergotamine 1mg amp [SJGH],737.2,San Joaquin General Hospital,2019
484,71527246,00641-6015-10,dilTIAZem 125mg/25mL SDV [SJGH],48.36,San Joaquin General Hospital,2019
485,71527238,00641-6013-10,dilTIAZem 25mg/5mL SDV [SJGH],14.32,San Joaquin General Hospital,2019
486,41718404,63739-0079-10,dilTIAZem 30mg tab [SJGH],7.580000000000001,San Joaquin General Hospital,2019
487,71527259,17478-0937-10,dilTIAZem 50mg/10mL SDV [SJGH],27.67,San Joaquin General Hospital,2019
488,41718446,63739-0080-10,dilTIAZem 60mg tab [SJGH],12.48,San Joaquin General Hospital,2019
489,41718487,51079-0747-20,dilTIAZem 90mg tab [SJGH],29.74,San Joaquin General Hospital,2019
490,41718511,60687-0195-30,dilTIAZem CD 120mg cap [SJGH],8.529900000000001,San Joaquin General Hospital,2019
491,41718529,60687-0206-01,dilTIAZem CD 180mg cap [SJGH],23.62,San Joaquin General Hospital,2019
492,41718537,60687-0217-01,dilTIAZem CD 240mg cap [SJGH],31.62,San Joaquin General Hospital,2019
493,71537179,17478-0526-03,dimercaprol 300mg/3mL amp [SJGH],1606.2201,San Joaquin General Hospital,2019
494,41718545,00009-0827-03,dinoprostone 20mg vag supp [SJGH],11040.6,San Joaquin General Hospital,2019
495,41707126,50580-0534-04,diphenhydrAMINE 12.5mg/5mL soln 118mL [SJGH],4.1595,San Joaquin General Hospital,2019
496,41718602,00904-5306-61,diphenhydrAMINE 25mg cap [SJGH],2.96,San Joaquin General Hospital,2019
497,41718578,00121-0978-00,diphenhydrAMINE 25mg/10mL soln [SJGH],171.68,San Joaquin General Hospital,2019
