,EAP PROC CODE,Description,CPT,REV CODE,Price,Hospital,Year
580,5400082,HCHG BMH DESTRUCTION OF INTERNAL HEMORRHOIDS BY THERMAL ENERGY,46930,750,3105.48,Barton Memorial Hospital,2019
581,309609,HCHG BMH/CVMC ANUS SURGERY PROCEDURE UNLISTED,46999,450,4940.53,Barton Memorial Hospital,2019
582,5400083,HCHG BMH GI NEEDLE BIOPSY OF LIVER,47000,750,4234.75,Barton Memorial Hospital,2019
583,5400084,HCHG BMH 2 OR 3 GI NEEDLE BIOPSY OF LIVER,47000,750,4234.75,Barton Memorial Hospital,2019
584,4400490,HCHG NEEDLE BIOPSY LIVER,47000,761,4234.75,Barton Memorial Hospital,2019
585,4400922,"HCHG LAP,ABLAT 1+ LIVER TUMOR(S),RADIOFREQ",47370,360,19234.0,Barton Memorial Hospital,2019
586,4400121,"HCHG ABLAT,OPEN,1+ LIVER TUMOR(S),PERCUT RF",47382,761,13582.33,Barton Memorial Hospital,2019
587,4400221,"HCHG CHOLECYSTOSTOMY,PERCUT",47490,761,6849.42,Barton Memorial Hospital,2019
588,360855,HCHG INJ PERQ  CHOLANGIO EXIST W RAD/GDE,47531,761,1878.62,Barton Memorial Hospital,2019
589,360856,HCHG INJ PERQ  CHOLANGIO NEW W RAD/GDE,47532,761,2559.01,Barton Memorial Hospital,2019
590,360857,HCHG PERQ BIL CATH PLACE EXT W RAD/GDE,47533,761,5720.15,Barton Memorial Hospital,2019
591,360858,HCHG PERQ BIL CATH PLACE INT-EXT W R/GDE,47534,761,5720.15,Barton Memorial Hospital,2019
592,360859,HCHG BIL CATH  EXT TO INT-EXT W RAD/GDE,47535,761,5720.15,Barton Memorial Hospital,2019
593,360860,HCHG BIL CATH EX/ CV TO EXT  W RAD/GDE,47536,761,3809.81,Barton Memorial Hospital,2019
594,360861,HCHG BIL CATH REMOVAL REQ FLUORO GDE,47537,761,2559.06,Barton Memorial Hospital,2019
595,360862,HCHG PERQ BIL STENT PLACE EXIST W R/GDE,47538,761,5726.62,Barton Memorial Hospital,2019
596,360863,HCHG PERQ BIL STENT PLACE EXIST WO CATH,47539,761,6115.13,Barton Memorial Hospital,2019
597,360864,HCHG PERQ BIL STENT PLACE EXIST W CATH,47540,761,6115.13,Barton Memorial Hospital,2019
598,4400558,"HCHG PLACEMENT, BILE DUCT STENT",47801,761,8589.21,Barton Memorial Hospital,2019
599,4400492,HCHG NEEDLE BIOPSY OF PANCREAS,48102,761,10677.56,Barton Memorial Hospital,2019
600,343229,HCHG BMH ABDOMINAL PARACENTESIS W/O IMAGING,49082,450,3105.48,Barton Memorial Hospital,2019
601,306826,"HCHG PARACENTESIS,ABD W/O IMAGING",49082,510,3105.48,Barton Memorial Hospital,2019
602,4400854,"HCHG PARACENTESIS, ABD W/O IMAGING",49082,761,3105.48,Barton Memorial Hospital,2019
603,306827,"HCHG PARACENTESIS,ABD W/IMAGING",49083,510,3387.8,Barton Memorial Hospital,2019
604,4400855,"HCHG PARACENTESIS, ABD WITH IMAGING",49083,761,3387.8,Barton Memorial Hospital,2019
605,4400516,"HCHG PERCUT BIOPSY, ABDOMINAL MASS",49180,761,10677.56,Barton Memorial Hospital,2019
606,4410550,HCHG IMAGE CATH FLUID COLXN VISC,49405,761,13491.16,Barton Memorial Hospital,2019
607,4410551,HCHG IMAGE CATH FLUID PERI/RETRO,49406,761,15972.64,Barton Memorial Hospital,2019
608,4400930,HCHG INSERT TUN IP CATH PERC W/IMAGING,49418,761,9029.56,Barton Memorial Hospital,2019
609,4400292,HCHG DRAINAGE CATHETER EXCHANGE,49423,761,5739.4,Barton Memorial Hospital,2019
610,4400808,HCHG INSERT GASTROSTOMY TUBE PERCUTANEOUS,49440,761,8288.22,Barton Memorial Hospital,2019
611,4400807,HCHG INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERCUTANEOUS,49441,761,6699.64,Barton Memorial Hospital,2019
612,309590,HCHG BMH/CVMC REPLACEMENT OF GASTROSTOMY OR CECOSTOMY TUBE,49450,450,1410.8,Barton Memorial Hospital,2019
613,4400584,HCHG REPLACE DUODENOSTOMY/JEJUNOSTOMY TUBE PERCUTANEOUS,49451,761,3883.81,Barton Memorial Hospital,2019
614,4400589,HCHG REPLACEMENT GASTRO-JEJUNOSTOMY TUBE PERCUTANEOUS,49452,761,1643.69,Barton Memorial Hospital,2019
615,4400811,HCHG OBSTRUCTIVE MATERIAL REMOVAL FROM GI TUBE,49460,761,1643.69,Barton Memorial Hospital,2019
616,4400114,HCHG CONTRAST INJECTION PERCUTANEOUOS RADIOLOGIC EVAL GI TUBE,49465,761,490.39,Barton Memorial Hospital,2019
617,503384,HCHG REPAIR INIT INGUINAL HERNIA 5 YRS>,49505,450,9889.36,Barton Memorial Hospital,2019
618,503383,HCHG REPAIR UMBILICAL HERNIA 5 YRS>,49585,450,9889.36,Barton Memorial Hospital,2019
619,308855,"HCHG BMH UNLISTED PROCEDURE, ABDOMEN, PERITONEUM AND OMENTUM",49999,450,5398.74,Barton Memorial Hospital,2019
620,4400923,HCHG DRAINAGE OF KIDNEY,50040,360,5361.08,Barton Memorial Hospital,2019
621,4400179,"HCHG BIOPSY OF KIDNEY,PERCUTANEOUS",50200,761,2859.06,Barton Memorial Hospital,2019
622,4400573,HCHG REMOVE RENAL TUBE W/FLUORO,50389,761,1800.33,Barton Memorial Hospital,2019
623,360921,HCHG INJ THRU KIDNEY TUBE NEW W RGDE,50430,761,1367.55,Barton Memorial Hospital,2019
624,360922,HCHG INJ THRU KIDNEY TUBE EXIST W RGDE,50431,761,1625.27,Barton Memorial Hospital,2019
625,360909,HCHG PERQ NEPH CATH NEW ACCESS W RAD/GDE,50432,761,1878.62,Barton Memorial Hospital,2019
626,360910,HCHG PERQ URET CATH NEW ACCESS W RAD/GDE,50433,761,2396.63,Barton Memorial Hospital,2019
627,360911,HCHG CONV PERQ NEPH-URET CATH W RAD/GDE,50434,761,1878.62,Barton Memorial Hospital,2019
628,360912,HCHG EXCHANGE PERQ NEPH CATH W RAD/GDE,50435,761,1878.62,Barton Memorial Hospital,2019
629,111891,HCHG LITHOTRIPSY EXTRACORPORAL SHOCK WAVE,50590,790,14370.75,Barton Memorial Hospital,2019
630,4400512,HCHG PERC RADIOFREQ ABLATE RENAL TUMOR,50592,761,29676.24,Barton Memorial Hospital,2019
631,360913,HCHG ENDOLUMINAL BX PELVIS W RAD/GDE,50606,761,2719.56,Barton Memorial Hospital,2019
632,360914,HCHG PERQ URTRL STENT EXIST W RAD/GDE,50693,761,7783.12,Barton Memorial Hospital,2019
633,360915,HCHG PERQ URTRL STENT NEW WO CATH W RGDE,50694,761,8158.68,Barton Memorial Hospital,2019
634,360916,HCHG PERQ URTRL STENT NEW W CATH W RGDE,50695,761,8634.33,Barton Memorial Hospital,2019
635,4400102,HCHG ASPIRATION BLADDER INSERT SUPRAPUBIC CATHETER,51102,761,8572.13,Barton Memorial Hospital,2019
636,4400370,HCHG INJECTION FOR BLADDER X-RAY,51600,761,1213.82,Barton Memorial Hospital,2019
637,302931,HCHG BLADDER IRRIGATION,51700,510,1316.73,Barton Memorial Hospital,2019
638,304148,HCHG INSERTION CATH-STRAIGHT (MINI),51701,510,536.4,Barton Memorial Hospital,2019
639,304147,HCHG INSERTION CATH-SIMPLE (FOLEY),51702,510,536.4,Barton Memorial Hospital,2019
640,308934,HCHG BMH/CVMC INSERT BLADDER CATHETER COMPLEX,51703,450,940.62,Barton Memorial Hospital,2019
641,308936,HCHG BMH/CVMC CHANGE BLADDER TUBE,51705,450,1316.73,Barton Memorial Hospital,2019
642,302932,HCHG BLADDER SCAN PROCEDURE,51798,761,470.22,Barton Memorial Hospital,2019
643,110357,HCHG SLITTING OF PREPUCE,54001,450,8146.64,Barton Memorial Hospital,2019
644,303181,HCHG CIRCUMCISION,54150,723,1776.06,Barton Memorial Hospital,2019
645,303182,HCHG CIRCUMCISION-6 WKS,54150,723,1776.06,Barton Memorial Hospital,2019
646,351307,HCHG PREPUTIAL STRETCHING,54450,450,1084.55,Barton Memorial Hospital,2019
647,308948,HCHG BMH/CVMC INCISION AND DRAINAGE OF SCROTUM,54700,450,7551.75,Barton Memorial Hospital,2019
648,308951,HCHG GENITAL MALE SURGERY PROCEDURE,55899,450,2394.02,Barton Memorial Hospital,2019
649,343123,HCHG BMH I & D OF VULVA/PERINEUM,56405,450,1940.57,Barton Memorial Hospital,2019
650,303980,HCHG I&D BARTHOLIN GLAND ABSCESS,56420,510,1003.85,Barton Memorial Hospital,2019
651,308140,"HCHG BMH/CVMC COLPORRHAPHY,SUTURE OF INJURY OF VAGINA (NONO*",57200,450,12782.78,Barton Memorial Hospital,2019
652,308961,HCHG BMH/CVMC REMOVE VAGINAL FOREIGN BODY,57415,450,7282.21,Barton Memorial Hospital,2019
653,308966,HCHG BMH REMOVAL OF IUD,58301,450,1198.83,Barton Memorial Hospital,2019
654,4400206,HCHG CATH/INJECT HYSTEROSALPINGOGRAM,58340,761,877.47,Barton Memorial Hospital,2019
655,343157,HCHG HYSTEROSCOPY BIOPSY,58558,450,8139.31,Barton Memorial Hospital,2019
656,308967,HCHG BMH GENITAL SURGERY PROCEDURE,58999,450,3309.51,Barton Memorial Hospital,2019
657,302770,HCHG AMNIOCENTESIS-DIAGNOSTIC,59000,720,1544.68,Barton Memorial Hospital,2019
658,4400127,"HCHG AMNIOCENTESIS,DIAGNOSTIC",59000,761,1544.68,Barton Memorial Hospital,2019
659,4400128,"HCHG AMNIOCENTESIS,THER AMNIOTIC FLUID REDUCT",59001,761,1055.77,Barton Memorial Hospital,2019
660,303767,HCHG FETAL CONTRACTION STRESS TEST,59020,920,662.46,Barton Memorial Hospital,2019
661,303770,HCHG FETAL NON-STRESS TEST,59025,920,662.46,Barton Memorial Hospital,2019
662,304150,HCHG INSERTION-CERVICAL DIALATOR,59200,720,1055.77,Barton Memorial Hospital,2019
663,308969,HCHG EPISIOTOMY OR VAGINAL REPAIR OTHER THAN ATTENDING,59300,450,8415.4,Barton Memorial Hospital,2019
664,303743,HCHG EXTERNAL CEPHALIC VERSION,59412,720,1343.65,Barton Memorial Hospital,2019
665,305568,"HCHG TREATMENT,MISSED AB,ANY TRI.",59812,450,12782.78,Barton Memorial Hospital,2019
666,308971,HCHG BMH CARE OF MISCARRIAGE,59820,450,6433.09,Barton Memorial Hospital,2019
667,4400181,"HCHG BIOPSY OF THYROID,PERCUT",60100,761,4463.57,Barton Memorial Hospital,2019
668,4400223,HCHG CISTERNAL/LAT (C1-C2) CERV PUNCTURE,61055,761,2147.55,Barton Memorial Hospital,2019
669,308974,HCHG BMH BURR HOLE(S)W/EVACUATION AND/OR DRAINAGE OF HEMATOMA-INP,61154,450,14153.96,Barton Memorial Hospital,2019
670,4400518,HCHG PERCUT CATH OCCLUSN NON CNS LESN,61626,360,11588.44,Barton Memorial Hospital,2019
671,360851,HCHG ENDOVAS INTRACRANIAL RX ADMIN INIT,61650,360,6911.22,Barton Memorial Hospital,2019
672,360852,HCHG ENDOVAS INTRACRANIAL RX ADMIN ADDL,61651,360,3455.62,Barton Memorial Hospital,2019
673,4400520,HCHG PERCUT DRAIN SPINAL CORD CYST,62268,761,2638.35,Barton Memorial Hospital,2019
674,305273,"HCHG SPINAL PUNCTURE,LUMBAR,DIAG.",62270,761,2752.56,Barton Memorial Hospital,2019
675,4400608,"HCHG SPINAL PUNCTURE,DIAGNOSTIC",62270,761,2752.56,Barton Memorial Hospital,2019
676,304342,HCHG LUMBAR PUNCTURE-THERAPEUTIC,62272,761,1558.79,Barton Memorial Hospital,2019
677,4400609,HCHG LUMBAR PUNCTURE-THERAPEUTIC,62272,761,1558.79,Barton Memorial Hospital,2019
678,305272,HCHG SPINAL BLOOD PATCH INJECTION,62273,761,2553.65,Barton Memorial Hospital,2019
679,4400368,"HCHG INJECT,MYELOGRAPHY &/OR CT SCAN,SPINAL",62284,761,2062.79,Barton Memorial Hospital,2019
680,303346,HCHG DECOMPRESS DISK LUMBAR PERC,62287,761,12421.14,Barton Memorial Hospital,2019
681,4400359,"HCHG INJECT DISCOGRAM,LUMBAR,EA LEVEL",62290,761,3283.13,Barton Memorial Hospital,2019
682,305029,HCHG MYELOGRAPHY VIA LUMBAR INJ CERVICAL,62302,320,3106.13,Barton Memorial Hospital,2019
683,305031,HCHG MYELOGRAPHY VIA LUMBAR IN LUMBOSACRAL,62304,320,2849.66,Barton Memorial Hospital,2019
684,305836,"HCHG INJ,EPI CERV/THOR SINGLE W/O IG",62320,761,2627.06,Barton Memorial Hospital,2019
685,305837,"HCHG INJ,EPI CERV/THOR SINGLE W IG",62321,761,2628.13,Barton Memorial Hospital,2019
686,305838,"HCHG INJ,EPI LUMB/SAC SINGLE W/O IG",62322,761,2844.61,Barton Memorial Hospital,2019
687,305839,"HCHG INJ,EPI LUMB/SAC SINGLE W IG",62323,761,4032.71,Barton Memorial Hospital,2019
688,304116,HCHG INJ-ANES-TRIGEMINAL NERVE,64400,761,1458.31,Barton Memorial Hospital,2019
689,308978,HCHG BMH/CVMC INJ ANES AGENT FACIAL NERVE,64402,450,1704.24,Barton Memorial Hospital,2019
690,304114,HCHG INJ ANES GREATER OCCIPITAL NERVE,64405,761,2174.78,Barton Memorial Hospital,2019
691,304113,"HCHG INJ-ANES-BRACHIAL PLEXUS,SNGLE",64415,761,3037.4,Barton Memorial Hospital,2019
692,304169,HCHG INTERCOSTAL INJECTION SINGLE,64420,761,2496.59,Barton Memorial Hospital,2019
693,304133,HCHG INJ-INTERCOSTAL MULTIPLE,64421,761,3261.28,Barton Memorial Hospital,2019
694,308981,HCHG ADDUCTOR CANAL BLOCK,64447,450,2411.13,Barton Memorial Hospital,2019
695,304111,HCHG INJ-ANES AGENT-OTHER PHER.NRVE,64450,761,2359.69,Barton Memorial Hospital,2019
696,308958,HCHG PVB THORACIC SINGLE INJ SITE,64461,360,2496.58,Barton Memorial Hospital,2019
697,308959,HCHG PVB THORACIC 2ND INJ SITE,64462,360,1248.29,Barton Memorial Hospital,2019
698,4400353,"HCHG INJ,FORAMEN C/T,1 LEVEL",64479,761,2758.98,Barton Memorial Hospital,2019
699,4400354,"HCHG INJ,FORAMEN C/T,ADDL LEVELS",64480,761,2006.97,Barton Memorial Hospital,2019
700,4400355,"HCHG INJ,FORAMEN,L/S,1 LEVEL",64483,761,2875.45,Barton Memorial Hospital,2019
701,4400356,"HCHG INJ,FORAMEN,L/S,ADDL LEVELS",64484,761,2878.32,Barton Memorial Hospital,2019
702,4400915,"HCHG INJ DX/THER AGNT PARAVERT FACET JOINT, CERV/THORAC, 1ST LEVEL",64490,320,3765.99,Barton Memorial Hospital,2019
703,306524,HCHG INJ PARA FACET C/T 1 LVL W/IG,64490,761,3553.37,Barton Memorial Hospital,2019
704,306525,HCHG INJ PARA FACET C/T 2D LVL W/IG,64491,761,1261.34,Barton Memorial Hospital,2019
705,306526,HCHG INJ PARA FACET C/T 3D LVL W/IG,64492,761,1261.34,Barton Memorial Hospital,2019
706,4400918,"HCHG INJ DX/THER AGNT PARAVERT FACET JOINT, LUMBAR/SAC, 1ST LEVEL",64493,360,3553.37,Barton Memorial Hospital,2019
707,306527,HCHG INJ PARA FACET L/S 1 LVL W/IG,64493,761,3553.37,Barton Memorial Hospital,2019
708,306528,HCHG INJ PARA FACET L/S 2D LVL W/IG,64494,761,1261.34,Barton Memorial Hospital,2019
709,306530,HCHG INJ PARA FACET L/S 3D LVL W/IG,64495,761,1261.34,Barton Memorial Hospital,2019
710,305313,HCHG STELLATE GANGLION INJECTION,64510,761,2849.09,Barton Memorial Hospital,2019
711,4400927,HCHG INJECT NERV BLOCK CELIAC PLEXUS,64530,761,2057.71,Barton Memorial Hospital,2019
712,110361,HCHG PRQ IMPLANT NEUROELECTRODES ARRAY,64561,360,19719.0,Barton Memorial Hospital,2019
713,110362,HCHG INCISION IMPLANT NEUROSTIMULATOR,64581,360,31644.88,Barton Memorial Hospital,2019
714,110363,HCHG INSRT/REDO PN/GASTRO STIMULATOR,64590,360,73449.29,Barton Memorial Hospital,2019
715,304520,HCHG NEUROLYTIC DEST-CELIAC PLEXUS,64680,761,5382.77,Barton Memorial Hospital,2019
716,304973,HCHG REMOVAL FB EYE,65205,450,658.36,Barton Memorial Hospital,2019
717,308985,HCHG BMH/CVMC REMOVE FOREIGN BODY FROM EYE,65210,450,1003.73,Barton Memorial Hospital,2019
718,308987,HCHG BMH/CVMC REMOVE FOREIGN BODY FROM EYE,65220,450,658.36,Barton Memorial Hospital,2019
719,308989,HCHG BMH/CVMC REMOVE FOREIGN BODY FROM EYE,65222,450,658.36,Barton Memorial Hospital,2019
720,308991,HCHG BMH/CVMC REMOVE FOREIGN BODY FROM EYE,65235,450,5395.38,Barton Memorial Hospital,2019
721,308996,"HCHG BMH/CVMC BLEPHAROTOMY, DRAINAGE OF ABSCESS EYELID",67700,450,2159.68,Barton Memorial Hospital,2019
722,308999,HCHG BMH EXCISION OF CHALAZION; SINGLE,67800,450,2260.12,Barton Memorial Hospital,2019
723,309003,HCHG BMH/CVMC REMOVE EYELID FOREIGN BODY,67938,450,1704.91,Barton Memorial Hospital,2019
724,309005,HCHG BMH/CVMC DRAIN EXTERNAL EAR LESION,69000,450,1307.3,Barton Memorial Hospital,2019
725,309007,HCHG BMH/CVMC CLEAR OUTER EAR CANAL,69200,450,456.84,Barton Memorial Hospital,2019
726,302260,HCHG REM IMPACTED CERUMEN IRR/LVG UNILAT,69209,761,282.65,Barton Memorial Hospital,2019
727,304214,HCHG REMOVAL IMPACTED CERUMEN INSTR UNILAT,69210,761,282.65,Barton Memorial Hospital,2019
728,4400708,HCHG X-RAY EYE FOR FOREIGN BODY,70030,320,365.15,Barton Memorial Hospital,2019
729,4400731,HCHG X-RAY JAW <4 VW,70100,320,707.45,Barton Memorial Hospital,2019
730,4400732,HCHG X-RAY JAW 4+ VW,70110,320,707.45,Barton Memorial Hospital,2019
731,4400709,HCHG X-RAY FACIAL BONES <3 VW,70140,320,771.44,Barton Memorial Hospital,2019
732,4400710,HCHG X-RAY FACIAL BONES 3+ VW,70150,320,771.44,Barton Memorial Hospital,2019
733,4400745,HCHG X-RAY NASAL BONES,70160,320,771.44,Barton Memorial Hospital,2019
734,4400751,HCHG X-RAY ORBITS,70200,320,707.45,Barton Memorial Hospital,2019
735,4400770,HCHG X-RAY SINUSES <3 VW,70210,320,840.9,Barton Memorial Hospital,2019
736,4400771,HCHG X-RAY SINUSES 3+ VW,70220,320,742.18,Barton Memorial Hospital,2019
737,4400772,HCHG X-RAY SKULL <4 VW,70250,320,941.44,Barton Memorial Hospital,2019
738,4400986,HCHG XRAY SKULL MRI SCREEN,70250,320,250.0,Barton Memorial Hospital,2019
739,4400773,HCHG X-RAY SKULL 4+ VW,70260,320,1478.89,Barton Memorial Hospital,2019
740,4400785,HCHG X-RAY TMJ BILAT,70330,320,811.31,Barton Memorial Hospital,2019
741,4400479,"HCHG MRI, TMJ",70336,611,5505.16,Barton Memorial Hospital,2019
742,4400508,HCHG PANORAMIC X-RAY OF JAWS,70355,320,623.35,Barton Memorial Hospital,2019
743,4400746,HCHG X-RAY NECK SOFT TISSUE,70360,320,765.93,Barton Memorial Hospital,2019
744,4400265,"HCHG CT SCAN,HEAD/BRAIN,W/O CONTRA*",70450,351,4014.59,Barton Memorial Hospital,2019
745,4400250,HCHG CT SCAN HEAD CONTRAST,70460,351,5257.34,Barton Memorial Hospital,2019
746,4400249,HCHG CT SCAN HEAD COMBO,70470,351,5870.4,Barton Memorial Hospital,2019
747,4400270,"HCHG CT SCAN,ORBIT/SELLA/POST FOSS*",70480,351,4014.59,Barton Memorial Hospital,2019
748,4400261,HCHG CT SCAN SKULL CONTRAST,70481,351,5257.34,Barton Memorial Hospital,2019
749,4400260,HCHG CT SCAN SKULL COMBO,70482,351,5870.4,Barton Memorial Hospital,2019
750,4400269,"HCHG CT SCAN,MAXILLOFACIAL AREA,W/*",70486,351,4014.59,Barton Memorial Hospital,2019
751,4400262,"HCHG CT SCAN, FACE/JAW CONTRAST",70487,351,5257.34,Barton Memorial Hospital,2019
752,4400276,HCHG CT SCANS FACE/JAW COMBO,70488,351,5870.4,Barton Memorial Hospital,2019
753,4400272,"HCHG CT SCAN,SOFT TISSUE NECK,W/O *",70490,351,4014.59,Barton Memorial Hospital,2019
754,4400246,HCHG CT NECK TISSUE CONTRAST,70491,351,5257.34,Barton Memorial Hospital,2019
755,4400245,HCHG CT NECK TISSUE COMBO,70492,351,5870.4,Barton Memorial Hospital,2019
756,4400235,"HCHG CT ANGIO,HEAD COMBO,INCL IMAG*",70496,351,6257.72,Barton Memorial Hospital,2019
757,4400237,"HCHG CT ANGIO,NECK COMBO,INCL IMAG*",70498,351,6257.72,Barton Memorial Hospital,2019
758,4400462,"HCHG MRI, FACE, NECK",70540,611,5505.16,Barton Memorial Hospital,2019
759,4400464,"HCHG MRI, FACE, NECK, COMBO",70543,611,7057.91,Barton Memorial Hospital,2019
760,4400423,"HCHG MR ANGIO, HEAD",70544,611,5505.16,Barton Memorial Hospital,2019
761,4400424,"HCHG MR ANGIO, HEAD W/CONTRAST",70545,611,5928.64,Barton Memorial Hospital,2019
762,4400425,"HCHG MR ANGIO, HEAD, COMBO",70546,611,7057.91,Barton Memorial Hospital,2019
763,4400426,"HCHG MR ANGIO, NECK",70547,615,5505.16,Barton Memorial Hospital,2019
764,4400921,"HCHG MR ANGIO, NECK W/CONTRAST",70548,615,5928.64,Barton Memorial Hospital,2019
765,4400428,"HCHG MR ANGIO, NECK, COMBO",70549,615,7057.91,Barton Memorial Hospital,2019
766,4400438,HCHG MRI BRAIN,70551,611,5505.16,Barton Memorial Hospital,2019
767,4400440,HCHG MRI BRAIN CONTRAST,70552,611,5928.64,Barton Memorial Hospital,2019
768,4400439,HCHG MRI BRAIN COMBO,70553,611,7057.91,Barton Memorial Hospital,2019
769,4401018,HCHG CHEST XRAY SINGLE VIEW,71045,324,707.45,Barton Memorial Hospital,2019
770,4401019,HCHG CHEST XRAY 2 VIEWS,71046,324,771.44,Barton Memorial Hospital,2019
771,4401020,HCHG CHEST XRAY 3 VIEWS,71047,324,933.2,Barton Memorial Hospital,2019
772,4401021,HCHG CHEST XRAY 4/MORE VIEWS,71048,324,1094.99,Barton Memorial Hospital,2019
773,4400759,HCHG X-RAY RIBS 2 VW UNILAT,71100,320,738.53,Barton Memorial Hospital,2019
774,4400761,"HCHG X-RAY RIBS, CHEST 3+ VW",71101,320,707.45,Barton Memorial Hospital,2019
775,4400762,"HCHG X-RAY RIBS, CHEST 4+ VW",71111,320,1235.75,Barton Memorial Hospital,2019
776,4400778,HCHG X-RAY STERNUM 2+ VW,71120,320,771.44,Barton Memorial Hospital,2019
777,4400777,HCHG X-RAY STERNO-CLAVICLUAR JT,71130,320,943.32,Barton Memorial Hospital,2019
778,343048,HCHG BMH CT CHEST W/O LIMITED,71250,352,4014.59,Barton Memorial Hospital,2019
779,343049,HCHG BMH SCREENING CHEST CT,71250,352,4014.59,Barton Memorial Hospital,2019
780,343233,HCHG BMH SCREENING CHEST CT,71250,352,4014.59,Barton Memorial Hospital,2019
781,4400274,"HCHG CT SCAN,THORAX,W/O CONTRAST",71250,352,4014.59,Barton Memorial Hospital,2019
782,4400205,HCHG CAT SCAN OF CHEST CONTRAST,71260,352,5257.34,Barton Memorial Hospital,2019
783,4400204,HCHG CAT SCAN OF CHEST COMBO,71270,352,5870.4,Barton Memorial Hospital,2019
784,4400233,"HCHG CT ANGIO, CHEST (NON-CORON), COMBO, INCL IMG PROC",71275,352,6257.72,Barton Memorial Hospital,2019
785,4400457,"HCHG MRI, CHEST",71550,610,5505.16,Barton Memorial Hospital,2019
786,4400458,"HCHG MRI, CHEST, COMBO",71552,610,7057.91,Barton Memorial Hospital,2019
787,4400775,HCHG X-RAY SPINE ONE VIEW,72020,320,739.42,Barton Memorial Hospital,2019
788,4400694,HCHG X-RAY CERV SPINE 2 VW,72040,320,771.44,Barton Memorial Hospital,2019
789,4400695,HCHG X-RAY CERV SPINE 4 VW,72050,320,1177.27,Barton Memorial Hospital,2019
790,4400696,HCHG X-RAY CERV SPINE 7 VW,72052,320,1177.27,Barton Memorial Hospital,2019
791,4400780,HCHG X-RAY THORACIC SPINE 2 VW,72070,320,731.22,Barton Memorial Hospital,2019
792,4400782,HCHG X-RAY THORACIC SPINE+SWIM 3 VW,72072,320,742.18,Barton Memorial Hospital,2019
793,4400781,HCHG X-RAY THORACIC SPINE 4 VW,72074,320,961.54,Barton Memorial Hospital,2019
794,4400783,HCHG X-RAY THOR-LUMB SP 2 VW,72080,320,731.22,Barton Memorial Hospital,2019
795,4401615,HCHG XR SPINE ENTIRE L/T ONE VW,72081,320,707.45,Barton Memorial Hospital,2019
796,4401616,HCHG XR SPINE ENTIRE L/T 2/3 VW,72082,320,742.18,Barton Memorial Hospital,2019
797,4401617,HCHG XR SPINE ENTIRE L/T 4/5 VW,72083,320,866.5,Barton Memorial Hospital,2019
798,4401618,HCHG XR SPINE ENTIRE L/T 6/MORE VW,72084,320,967.65,Barton Memorial Hospital,2019
799,4400738,HCHG X-RAY LUMBAR SPINE 2/3 VW,72100,320,711.12,Barton Memorial Hospital,2019
800,4400739,HCHG X-RAY LUMBAR SPINE 4 VW,72110,320,1235.75,Barton Memorial Hospital,2019
801,4400740,HCHG X-RAY LUMBAR SPINE 6+ VW,72114,320,1235.75,Barton Memorial Hospital,2019
802,4400852,HCHG SPINE L/S COMPLETE W BEND 6+,72114,320,1040.11,Barton Memorial Hospital,2019
803,4400741,HCHG X-RAY LUMBAR SPINE FLEX/EXTEN,72120,320,1177.27,Barton Memorial Hospital,2019
804,4400264,"HCHG CT SCAN,CERVICAL SPINE,W/O CONTRAST",72125,352,4014.59,Barton Memorial Hospital,2019
805,4400247,HCHG CT SCAN CERV SPINE CONTRAST,72126,352,5257.34,Barton Memorial Hospital,2019
806,4400912,HCHG CT SCAN CERV SP COMBO,72127,352,5870.4,Barton Memorial Hospital,2019
807,4400273,"HCHG CT SCAN,THORACIC SPINE,W/O CONTRAST",72128,352,4014.59,Barton Memorial Hospital,2019
808,4400248,HCHG CT SCAN DORSAL SP CONTRAST,72129,352,5257.34,Barton Memorial Hospital,2019
809,4400268,"HCHG CT SCAN,LUMBAR SPINE,W/O CONTRAST",72131,352,4014.59,Barton Memorial Hospital,2019
810,4400251,HCHG CT SCAN LUMBAR SP CONTRAST,72132,352,5257.34,Barton Memorial Hospital,2019
811,4400454,"HCHG MRI, CERV SPINE",72141,612,5505.16,Barton Memorial Hospital,2019
812,4400456,"HCHG MRI, CERV SPINE CONTRAST",72142,612,5928.64,Barton Memorial Hospital,2019
813,4400459,"HCHG MRI, DORSAL SPINE",72146,612,5505.16,Barton Memorial Hospital,2019
814,4400461,"HCHG MRI, DORSAL SPINE CONTRAST",72147,612,5928.64,Barton Memorial Hospital,2019
815,4400473,"HCHG MRI, LUMBAR SPINE",72148,612,5505.16,Barton Memorial Hospital,2019
816,4400475,"HCHG MRI, LUMBAR SPINE CONTRAST",72149,612,5928.64,Barton Memorial Hospital,2019
817,4400455,"HCHG MRI, CERV SPINE COMBO",72156,612,7057.91,Barton Memorial Hospital,2019
818,4400460,"HCHG MRI, DORSAL SPINE COMBO",72157,612,7057.91,Barton Memorial Hospital,2019
819,4400474,"HCHG MRI, LUMBAR SPINE COMBO",72158,612,7057.91,Barton Memorial Hospital,2019
820,4400752,HCHG X-RAY PELVIS 1/2 VW,72170,320,711.12,Barton Memorial Hospital,2019
821,4400753,HCHG X-RAY PELVIS 3+ VW,72190,320,711.12,Barton Memorial Hospital,2019
