,Procedure Code,Procedure Desc,Procedure Effective Date,Charge Category,Charge Dept ID,Charge Dept Name,Price,Hospital,Year
5736,50341809,CS SC TI CORTEX ST 1.5X8,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,145.16,Henry Mayo Newhall Memorial Hospital,2019
5737,50341917,CS SC TI CORTEX ST 2.0X10,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5738,50341918,CS SC TI CORTEX ST 2.0X11,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5739,50341919,CS SC TI CORTEX ST 2.0X12,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5740,50341914,CS SC TI CORTEX ST 2.0X15,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5741,50341920,CS SC TI CORTEX ST 2.0X18,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5742,50341921,CS SC TI CORTEX ST 2.0X20,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5743,50341805,CS SC TI CORTEX ST 2.0X6,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5744,50341806,CS SC TI CORTEX ST 2.0X8,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,138.61,Henry Mayo Newhall Memorial Hospital,2019
5745,50342365,CS SC TI CORTEX ST 2.4X34MM,2017-11-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,405.0,Henry Mayo Newhall Memorial Hospital,2019
5746,50340977,CS SC TI EMERGENCY 2.4X12MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,262.78,Henry Mayo Newhall Memorial Hospital,2019
5747,50340972,CS SC TI EMERGENCY 2.4X5MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,262.78,Henry Mayo Newhall Memorial Hospital,2019
5748,50341035,CS SC TI EMERGENCY 2.4X6MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,262.78,Henry Mayo Newhall Memorial Hospital,2019
5749,50340973,CS SC TI EMERGENCY 2.4X8MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,262.78,Henry Mayo Newhall Memorial Hospital,2019
5750,50342017,CS SC TI LST 1.3X10MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,358.52,Henry Mayo Newhall Memorial Hospital,2019
5751,50341787,CS SC TI MATRX MIDFACE SD 3MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,385.88,Henry Mayo Newhall Memorial Hospital,2019
5752,50340844,CS SC TI MATRX MIDFACE ST 10MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,371.18,Henry Mayo Newhall Memorial Hospital,2019
5753,50342385,CS SC TI MATRX MIDFACE ST 5MM,2017-12-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,366.0,Henry Mayo Newhall Memorial Hospital,2019
5754,50242543,CS SC TI MLTILCK 4.5MMX44MM ST,2018-04-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,963.6,Henry Mayo Newhall Memorial Hospital,2019
5755,50341381,CS SC TI MTRX MF EMERG 5MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,391.56,Henry Mayo Newhall Memorial Hospital,2019
5756,50341747,CS SC TI MTRXWVE MMF SD 1.85X6,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,556.42,Henry Mayo Newhall Memorial Hospital,2019
5757,50341577,CS SC TI MTRXWVE MMF SD 1.85X8,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,556.42,Henry Mayo Newhall Memorial Hospital,2019
5758,50242588,CS SC TI MULTILOCK 4.5X36MM ST,2018-05-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,963.6,Henry Mayo Newhall Memorial Hospital,2019
5759,50340776,CS SC TI SYNAPSE PA 4.5X26,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,3215.74,Henry Mayo Newhall Memorial Hospital,2019
5760,50340777,CS SC TI SYNAPSE PA 4.5X28,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,3215.74,Henry Mayo Newhall Memorial Hospital,2019
5761,50341824,CS SC TI VA LST 1.5X12,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5762,50341874,CS SC TI VA LST 1.5X13,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5763,50341803,CS SC TI VA LST 1.5X14,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5764,50341802,CS SC TI VA LST 1.5X8,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5765,50341190,CS SC TORX CANC BONE 6.5X20,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,355.6,Henry Mayo Newhall Memorial Hospital,2019
5766,50336995,CS SC TORX CANC BONE 6.5X25,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,355.73,Henry Mayo Newhall Memorial Hospital,2019
5767,50336996,CS SC TORX CANC BONE 6.5X30,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,355.73,Henry Mayo Newhall Memorial Hospital,2019
5768,50341191,CS SC TORX CANC BONE 6.5X35,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,355.73,Henry Mayo Newhall Memorial Hospital,2019
5769,50341185,CS SC TRANSVERSE 5.5X25,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1481.07,Henry Mayo Newhall Memorial Hospital,2019
5770,50341704,CS SC TRESTLE VASD 4.0X16MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,481.5,Henry Mayo Newhall Memorial Hospital,2019
5771,50341991,CS SC TRUSS VA 5.5X24MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,802.5,Henry Mayo Newhall Memorial Hospital,2019
5772,50342280,CS SC VA LST 1.5X10MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5773,50342405,CS SC VA LST 1.5X12MM,2018-01-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5774,50342230,CS SC VA LST 1.5X13MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5775,50342046,CS SC VA LST 1.5X14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5776,50242694,CS SC VA LST 1.5X15MM,2018-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,372.3,Henry Mayo Newhall Memorial Hospital,2019
5777,50342228,CS SC VA LST 1.5X7MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5778,50342229,CS SC VA LST 1.5X8MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,398.36,Henry Mayo Newhall Memorial Hospital,2019
5779,50342039,CS SC VA-LST 2.0MM/10MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,412.42,Henry Mayo Newhall Memorial Hospital,2019
5780,50242763,CS SC VA-LST 2.0MM/11MM,2019-01-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,412.42,Henry Mayo Newhall Memorial Hospital,2019
5781,50342105,CS SC VA-LST 2.0MM/12MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,412.42,Henry Mayo Newhall Memorial Hospital,2019
5782,50242764,CS SC VA-LST 2.0MM/13MM,2019-01-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,412.42,Henry Mayo Newhall Memorial Hospital,2019
5783,50242684,CS SC VA-LST 2.0MM/18MM,2018-09-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,412.42,Henry Mayo Newhall Memorial Hospital,2019
5784,50342083,CS SC VA-LST 2.0MM/6MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,412.42,Henry Mayo Newhall Memorial Hospital,2019
5785,50341516,CS SC VIP FAST 4.6X14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,446.51,Henry Mayo Newhall Memorial Hospital,2019
5786,50341785,CS SC VIP FAST 4.6X16MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,446.51,Henry Mayo Newhall Memorial Hospital,2019
5787,50341106,CS SC VIP VAST 4.6X12MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,477.77,Henry Mayo Newhall Memorial Hospital,2019
5788,50341514,CS SC VIP VAST 4.6X14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,446.51,Henry Mayo Newhall Memorial Hospital,2019
5789,50341515,CS SC VIP VAST 4.6X16MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,446.51,Henry Mayo Newhall Memorial Hospital,2019
5790,50341108,CS SC XTEND FAST 4.2X12MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,735.03,Henry Mayo Newhall Memorial Hospital,2019
5791,50341028,CS SC XTEND FAST 4.2X14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,735.03,Henry Mayo Newhall Memorial Hospital,2019
5792,50340961,CS SC XTEND FAST 4.2X16MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,735.03,Henry Mayo Newhall Memorial Hospital,2019
5793,50340962,CS SC XTEND FAST 4.2X18MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,735.03,Henry Mayo Newhall Memorial Hospital,2019
5794,50341107,CS SC XTEND VAST 4.2X14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,735.03,Henry Mayo Newhall Memorial Hospital,2019
5795,50340960,CS SC XTEND VAST 4.2X18MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,735.03,Henry Mayo Newhall Memorial Hospital,2019
5796,50310760,CS SCREW 1.1 X 10MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,662.72,Henry Mayo Newhall Memorial Hospital,2019
5797,50335436,CS SCREW 1.5X13-15MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,236.86,Henry Mayo Newhall Memorial Hospital,2019
5798,50333250,CS SCREW 1.5X3.5MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,336.6,Henry Mayo Newhall Memorial Hospital,2019
5799,50333260,CS SCREW 1.5X4.0MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,336.6,Henry Mayo Newhall Memorial Hospital,2019
5800,50333270,CS SCREW 1.5X5.0MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,336.6,Henry Mayo Newhall Memorial Hospital,2019
5801,50336544,CS SCREW 1.5X6MM sd,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,336.6,Henry Mayo Newhall Memorial Hospital,2019
5802,50335405,CS SCREW 1.5X7MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,336.6,Henry Mayo Newhall Memorial Hospital,2019
5803,50334750,CS SCREW 1.5X7MM-11MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,219.07,Henry Mayo Newhall Memorial Hospital,2019
5804,50335569,CS SCREW 1.65X5.0MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,336.6,Henry Mayo Newhall Memorial Hospital,2019
5805,50340753,CS SCREW 1.6X3MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,213.53,Henry Mayo Newhall Memorial Hospital,2019
5806,50340210,CS SCREW 1.6X4MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,213.53,Henry Mayo Newhall Memorial Hospital,2019
5807,50340211,CS SCREW 1.6X5MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,213.53,Henry Mayo Newhall Memorial Hospital,2019
5808,50335440,CS SCREW 1.8X5.0MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.83,Henry Mayo Newhall Memorial Hospital,2019
5809,50333280,CS SCREW 1.8X5.0MM SLF-DRL WL,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,250.79,Henry Mayo Newhall Memorial Hospital,2019
5810,50335402,CS SCREW 1.8X5-7MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,228.83,Henry Mayo Newhall Memorial Hospital,2019
5811,50297220,CS SCREW 115MM 4.53,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1108.01,Henry Mayo Newhall Memorial Hospital,2019
5812,50297260,CS SCREW 135MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1108.01,Henry Mayo Newhall Memorial Hospital,2019
5813,50335394,CS SCREW 2.0 X 6MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,232.83,Henry Mayo Newhall Memorial Hospital,2019
5814,50336580,CS SCREW 2.0X10MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,275.27,Henry Mayo Newhall Memorial Hospital,2019
5815,50336584,CS SCREW 2.0X10MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,511.21,Henry Mayo Newhall Memorial Hospital,2019
5816,50336581,CS SCREW 2.0X12MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,275.27,Henry Mayo Newhall Memorial Hospital,2019
5817,50336583,CS SCREW 2.0X12MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,511.21,Henry Mayo Newhall Memorial Hospital,2019
5818,50336582,CS SCREW 2.0X14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,275.27,Henry Mayo Newhall Memorial Hospital,2019
5819,50336543,CS SCREW 2.0X14MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,511.21,Henry Mayo Newhall Memorial Hospital,2019
5820,50336578,CS SCREW 2.0X16MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,275.27,Henry Mayo Newhall Memorial Hospital,2019
5821,50336546,CS SCREW 2.0X16MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,511.21,Henry Mayo Newhall Memorial Hospital,2019
5822,50336585,CS SCREW 2.0X18MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,511.21,Henry Mayo Newhall Memorial Hospital,2019
5823,50336579,CS SCREW 2.0X5MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,275.27,Henry Mayo Newhall Memorial Hospital,2019
5824,50335396,CS SCREW 2.0X5MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,357.2,Henry Mayo Newhall Memorial Hospital,2019
5825,50335395,CS SCREW 2.0X6-18MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,413.5,Henry Mayo Newhall Memorial Hospital,2019
5826,50336586,CS SCREW 2.0X6MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,511.21,Henry Mayo Newhall Memorial Hospital,2019
5827,50335403,CS SCREW 2.0X7-11MM IMF SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,401.46,Henry Mayo Newhall Memorial Hospital,2019
5828,50335397,CS SCREW 2.0X7MM SD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,357.2,Henry Mayo Newhall Memorial Hospital,2019
5829,50336577,CS SCREW 2.0X8MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,275.27,Henry Mayo Newhall Memorial Hospital,2019
5830,50336587,CS SCREW 2.0X8MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,511.21,Henry Mayo Newhall Memorial Hospital,2019
5831,50335398,CS SCREW 2.3X5-18MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,313.14,Henry Mayo Newhall Memorial Hospital,2019
5832,50335399,CS SCREW 2.3X8-18MM LCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,495.29,Henry Mayo Newhall Memorial Hospital,2019
5833,50335035,CS SCREW 2.4 CANN LAG 12MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,590.13,Henry Mayo Newhall Memorial Hospital,2019
5834,50335036,CS SCREW 2.4 CANN LAG 14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,590.13,Henry Mayo Newhall Memorial Hospital,2019
5835,50335042,CS SCREW 2.4 CANN LAG 16MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,590.13,Henry Mayo Newhall Memorial Hospital,2019
5836,50325050,CS SCREW 2.7MM X 24,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,132.83,Henry Mayo Newhall Memorial Hospital,2019
5837,50340767,CS SCREW 3.5X16 LOCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,896.73,Henry Mayo Newhall Memorial Hospital,2019
5838,50340763,CS SCREW 3.5X18 LOCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,896.73,Henry Mayo Newhall Memorial Hospital,2019
5839,50340764,CS SCREW 3.5X20 LOCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,896.73,Henry Mayo Newhall Memorial Hospital,2019
5840,50340768,CS SCREW 3.5X22 LOCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,896.73,Henry Mayo Newhall Memorial Hospital,2019
5841,50340765,CS SCREW 3.5X24 LOCK,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,896.73,Henry Mayo Newhall Memorial Hospital,2019
5842,50334901,CS SCREW 3MM NEURO CODMAN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,263.74,Henry Mayo Newhall Memorial Hospital,2019
5843,50120790,CS SCREW 4.5 DHS,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,129.08,Henry Mayo Newhall Memorial Hospital,2019
5844,50334902,CS SCREW 4MM NEURO CODMAN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,253.44,Henry Mayo Newhall Memorial Hospital,2019
5845,50334903,CS SCREW 5MM NEURO CODMAN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,263.74,Henry Mayo Newhall Memorial Hospital,2019
5846,50297310,CS SCREW 70MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1182.3,Henry Mayo Newhall Memorial Hospital,2019
5847,50297190,CS SCREW 70MM 2.76,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1108.01,Henry Mayo Newhall Memorial Hospital,2019
5848,50297200,CS SCREW 75MM 2.95,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1108.01,Henry Mayo Newhall Memorial Hospital,2019
5849,50297210,CS SCREW 80MM 3.15,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1108.01,Henry Mayo Newhall Memorial Hospital,2019
5850,50335542,CS SCREW AC VA SD 4.0X10-18MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,702.53,Henry Mayo Newhall Memorial Hospital,2019
5851,50335546,CS SCREW AC VA SD 4.0XVAR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,702.53,Henry Mayo Newhall Memorial Hospital,2019
5852,50335543,CS SCREW AC VA ST 4.0X10-20MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,702.53,Henry Mayo Newhall Memorial Hospital,2019
5853,50335545,CS SCREW AC VA ST 4.0XVAR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,702.53,Henry Mayo Newhall Memorial Hospital,2019
5854,50335890,CS SCREW AC VA ST 4.0XVAR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,613.62,Henry Mayo Newhall Memorial Hospital,2019
5855,50335544,CS SCREW AC VA ST 4.5X12-20MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,702.53,Henry Mayo Newhall Memorial Hospital,2019
5856,50333900,CS SCREW ACUT 100MM 6/7 FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5857,50333670,CS SCREW ACUT 24MM MINI,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1487.17,Henry Mayo Newhall Memorial Hospital,2019
5858,50334392,CS SCREW ACUT 27.5MM FXAT,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1240.96,Henry Mayo Newhall Memorial Hospital,2019
5859,50333780,CS SCREW ACUT 30.0MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5860,50333950,CS SCREW ACUT 30.0MM FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5861,50333790,CS SCREW ACUT 35.0MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,436.39,Henry Mayo Newhall Memorial Hospital,2019
5862,50333910,CS SCREW ACUT 65MM 6/7 FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5863,50333920,CS SCREW ACUT 70MM 6/7 FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5864,50333930,CS SCREW ACUT 85MM 6/7 FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5865,50333940,CS SCREW ACUT 95MM 6/7 FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5866,50333810,CS SCREW ACUT+ 40.0MM FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5867,50333820,CS SCREW ACUT+ 45.0MM FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5868,50333830,CS SCREW ACUT+ 50.0MM FXATN,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1380.93,Henry Mayo Newhall Memorial Hospital,2019
5869,50333680,CS SCREW ACUT2 22MM MINI,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1487.17,Henry Mayo Newhall Memorial Hospital,2019
5870,50333710,CS SCREW ACUT2 30MM STD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1487.17,Henry Mayo Newhall Memorial Hospital,2019
5871,50280520,CS SCREW AMBI LAG,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2220.51,Henry Mayo Newhall Memorial Hospital,2019
5872,50280570,CS SCREW AMBI SELF TAPPING,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,69.15,Henry Mayo Newhall Memorial Hospital,2019
5873,50335008,CS SCREW ANT LWPRFL MSD,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1271.18,Henry Mayo Newhall Memorial Hospital,2019
5874,50336283,CS SCREW ARMADA PA 5.5XVAR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2194.27,Henry Mayo Newhall Memorial Hospital,2019
5875,50336287,CS SCREW ARMADA PA 7.5XVAR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,2194.27,Henry Mayo Newhall Memorial Hospital,2019
5876,50340674,CS SCREW ARSENAL PA 6.5X35,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,3123.87,Henry Mayo Newhall Memorial Hospital,2019
5877,50340672,CS SCREW ARSENAL PA 8.5X35,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,3123.87,Henry Mayo Newhall Memorial Hospital,2019
5878,50340408,CS SCREW ASPECT AC FA ST 14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,534.15,Henry Mayo Newhall Memorial Hospital,2019
5879,50340407,CS SCREW ASPECT AC VA ST 14MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,534.15,Henry Mayo Newhall Memorial Hospital,2019
5880,50335108,CS SCREW AT2 MINI BONE 16MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1487.17,Henry Mayo Newhall Memorial Hospital,2019
5881,50335109,CS SCREW AT2 MINI BONE 18MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1487.17,Henry Mayo Newhall Memorial Hospital,2019
5882,50335110,CS SCREW AT2 MINI BONE 20MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1487.17,Henry Mayo Newhall Memorial Hospital,2019
5883,50335111,CS SCREW AT2 MINI BONE 26MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1487.17,Henry Mayo Newhall Memorial Hospital,2019
5884,50336183,CS SCREW BC TNODESIS 6.25XVAR,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,1136.07,Henry Mayo Newhall Memorial Hospital,2019
5885,50342008,CS SCREW BICEPTOR 7X15MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,867.98,Henry Mayo Newhall Memorial Hospital,2019
5886,50342013,CS SCREW BICEPTOR 8X15MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,867.98,Henry Mayo Newhall Memorial Hospital,2019
5887,50299090,CS SCREW BIO 10MM X 23,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,813.33,Henry Mayo Newhall Memorial Hospital,2019
5888,50298080,CS SCREW BIO 11MM X 28,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,813.33,Henry Mayo Newhall Memorial Hospital,2019
5889,50298060,CS SCREW BIO 8 X 23MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,813.33,Henry Mayo Newhall Memorial Hospital,2019
5890,50298050,CS SCREW BIO 9 X 28MM,2017-10-01 00:00:00,278,10.447,HMA REV-MED SUP CHG PT,813.33,Henry Mayo Newhall Memorial Hospital,2019
