,Charge Code,Description,Revenue Code,Price,Hospital,Year
1827,100842,CAROTID BYPASS SHUNT,278,240.0,Mission Community Hospital - Panorama,2019
1828,100852,CATH GROSHONG 9.5 DBL LUMEN,278,1455.0,Mission Community Hospital - Panorama,2019
1829,100853,CATH HEMOSPLIT 14.5 BIOBLOC,278,1430.0,Mission Community Hospital - Panorama,2019
1830,100854,CATH HEMOSPLIT 14.5 LEFT,278,2557.5,Mission Community Hospital - Panorama,2019
1831,100855,CATH HEMOSPLIT 14.5 RIGHT,278,2557.5,Mission Community Hospital - Panorama,2019
1832,100856,CATH HEMOSPLIT 14.5FR,278,2557.5,Mission Community Hospital - Panorama,2019
1833,100857,CATH HEMOSPLIT 16FR,278,2128.5,Mission Community Hospital - Panorama,2019
1834,100858,CATH HEMOSPLIT 24,278,2325.0,Mission Community Hospital - Panorama,2019
1835,100859,CATH HEMOSPLIT 27,278,1800.0,Mission Community Hospital - Panorama,2019
1836,10086,ATIVAN 2MG INJ,636,48.77,Mission Community Hospital - Panorama,2019
1837,100860,CATH HEMOSPLIT STD. BIOBLOC,278,2600.0,Mission Community Hospital - Panorama,2019
1838,100861,CATH HICKMAN 9.6 FR SGL LUMEN,278,500.0,Mission Community Hospital - Panorama,2019
1839,100862,CATH- QUINTON 11.5 X 13.5 CM,278,718.1,Mission Community Hospital - Panorama,2019
1840,100863,CATH QUINTON 11.5X19 DBL.,278,699.6,Mission Community Hospital - Panorama,2019
1841,100864,CATH QUINTON CURL 24.4 16FR,278,487.0,Mission Community Hospital - Panorama,2019
1842,100865,CATH ROBINSON ALL SIZES,270,8.97,Mission Community Hospital - Panorama,2019
1843,100866,CATH RED ROBINSON 12FR,270,8.97,Mission Community Hospital - Panorama,2019
1844,100867,CATH RED ROBINSON 14FR,270,8.97,Mission Community Hospital - Panorama,2019
1845,100868,CATH RED ROBINSON 16FR,270,8.97,Mission Community Hospital - Panorama,2019
1846,100869,CATH RED ROBINSON 18FR,270,8.97,Mission Community Hospital - Panorama,2019
1847,100870,CATH RED ROBINSON 20FR,270,8.97,Mission Community Hospital - Panorama,2019
1848,100871,CATH RED ROBINSON 22FR,270,8.97,Mission Community Hospital - Panorama,2019
1849,100872,CATH RED ROBINSON 24 FR,270,8.97,Mission Community Hospital - Panorama,2019
1850,100873,CATH RED ROBINSON 26 FR,270,8.97,Mission Community Hospital - Panorama,2019
1851,100874,CATH RED ROBINSON 28 FR,270,8.97,Mission Community Hospital - Panorama,2019
1852,100875,CATH RED ROBINSON 24 FR,270,8.97,Mission Community Hospital - Panorama,2019
1853,100876,CATH THORACIC RT ANGLE 24FR,270,23.25,Mission Community Hospital - Panorama,2019
1854,100877,CATH THORACIC RT ANGLE 28FR,270,23.25,Mission Community Hospital - Panorama,2019
1855,100878,CATH THORACIC RT ANGLE 36FR,270,23.25,Mission Community Hospital - Panorama,2019
1856,100879,CATH THORACIC STRAIGHT 20FR,270,23.25,Mission Community Hospital - Panorama,2019
1857,100880,CATH THORACIC STRAIGHT 28FR,270,23.25,Mission Community Hospital - Panorama,2019
1858,100881,CATH THORACIC STRAIGHT 32FR,270,23.25,Mission Community Hospital - Panorama,2019
1859,100882,CATH THORACIC STRAIGHT 36FR,270,23.25,Mission Community Hospital - Panorama,2019
1860,100883,CATH TRI-FLO 12FR.,270,1.23,Mission Community Hospital - Panorama,2019
1861,100884,CATH URETERAL 6FR,270,3.96,Mission Community Hospital - Panorama,2019
1862,100885,CATH URETERAL TAPER TIP 5FR,270,3.96,Mission Community Hospital - Panorama,2019
1863,100886,CATH URETERAL TAPERED TIP,270,3.96,Mission Community Hospital - Panorama,2019
1864,100887,CATH URETHAL SPIRAL TIP 3 FR,270,3.96,Mission Community Hospital - Panorama,2019
1865,100888,CATH URETHAL ST TIP 6 FR,270,3.96,Mission Community Hospital - Panorama,2019
1866,100889,CATH WHISTLE TIP 4FR LEFT,270,3.96,Mission Community Hospital - Panorama,2019
1867,100890,CATH WHISTLE TIP 5FR RIGHT,270,36.77,Mission Community Hospital - Panorama,2019
1868,100891,CATH WHISTLE TIP 6FR RIGHT,270,36.75,Mission Community Hospital - Panorama,2019
1869,100892,CATH WORD BARTHOLIN,270,54.69,Mission Community Hospital - Panorama,2019
1870,100893,CATHETER CHOLANGIOGRAPHY,270,100.5,Mission Community Hospital - Panorama,2019
1871,100894,CATHETER COOK AIRWAY,270,148.02,Mission Community Hospital - Panorama,2019
1872,100895,CATHETER CRUZ,270,457.5,Mission Community Hospital - Panorama,2019
1873,100896,CATHETER FOGARTY,270,61.8,Mission Community Hospital - Panorama,2019
1874,100897,CATHETER FOGARTY,270,61.8,Mission Community Hospital - Panorama,2019
1875,100898,CATHETER FOGARTY 4FR,270,102.0,Mission Community Hospital - Panorama,2019
1876,100899,CATHETER SILCONE 24FR,270,1623.0,Mission Community Hospital - Panorama,2019
1877,100900,CATH THROMBECTOMY ALL SIZES,270,135.0,Mission Community Hospital - Panorama,2019
1878,100901,CATHETER THROMBECTOMY 4FR 40CM,270,135.0,Mission Community Hospital - Panorama,2019
1879,100902,CATHETER THROMBECTOMY 5FR 40CM,270,135.0,Mission Community Hospital - Panorama,2019
1880,100903,CAUTERY MONOPOLAR,270,195.0,Mission Community Hospital - Panorama,2019
1881,100904,CAUTERY PENCIL W/TIP,270,4.62,Mission Community Hospital - Panorama,2019
1882,100905,CAUTERY TIP EXTENDED BLADE,270,10.29,Mission Community Hospital - Panorama,2019
1883,100906,CAUTERY TIP MODIFIED,270,10.41,Mission Community Hospital - Panorama,2019
1884,100907,CAUTERY TIP- NEEDLE POINT,270,3.6,Mission Community Hospital - Panorama,2019
1885,100908,CAUTERY TIP POLISHER,270,1.83,Mission Community Hospital - Panorama,2019
1886,100909,CEMEN HOOK,270,60.48,Mission Community Hospital - Panorama,2019
1887,100910,CEMENT BIO PREP JOINT KIT,270,1079.49,Mission Community Hospital - Panorama,2019
1888,100911,CENTRAL VENOUS CATH 20,270,145.91,Mission Community Hospital - Panorama,2019
1889,100916,CHLORAPREP 26ML,270,21.09,Mission Community Hospital - Panorama,2019
1890,100917,CHLORAPREP 3.0ML,270,2.87,Mission Community Hospital - Panorama,2019
1891,100918,CHS SUPER LAG SCREW,270,5.49,Mission Community Hospital - Panorama,2019
1892,100919,CIAGLIA PERC. TRACH INTRO SET,270,1043.25,Mission Community Hospital - Panorama,2019
1893,100922,CIRCUIT ANESTHESA ADULT,270,28.86,Mission Community Hospital - Panorama,2019
1894,100924,CLAMP BULLDOG (VASCU STATT ),270,45.96,Mission Community Hospital - Panorama,2019
1895,100925,CLAMP BULLDOG (VASCU STATT),270,45.96,Mission Community Hospital - Panorama,2019
1896,100926,CLAMP BULLDOG (VASCUSTATT),270,45.96,Mission Community Hospital - Panorama,2019
1897,100927,CLAMP BULLDOG DISP.,270,45.96,Mission Community Hospital - Panorama,2019
1898,100936,COILED CATH WITH STYLET 15FR,270,151.83,Mission Community Hospital - Panorama,2019
1899,100937,COLD KNIFE,270,405.0,Mission Community Hospital - Panorama,2019
1900,100938,PACK HEAT/COLD,270,1.32,Mission Community Hospital - Panorama,2019
1901,100939,COLLAR BUTTON,270,24.48,Mission Community Hospital - Panorama,2019
1902,100940,COLLECTION SYSTEM SAFETOUCH,270,42.0,Mission Community Hospital - Panorama,2019
1903,100941,CONNECTOR 5-1,270,0.66,Mission Community Hospital - Panorama,2019
1904,100942,TOURNIQUET STERILE 1X1,270,2.34,Mission Community Hospital - Panorama,2019
1905,100943,TOWEL OR 4PK,270,5.58,Mission Community Hospital - Panorama,2019
1906,100944,TOWEL STERILE SINGLE,270,1.86,Mission Community Hospital - Panorama,2019
1907,100945,TRACH BRONCH STENT GRAFT,270,6585.0,Mission Community Hospital - Panorama,2019
1908,100946,TRACH BRONCH STENT GRATF 6FR 80X80,270,6585.0,Mission Community Hospital - Panorama,2019
1909,100947,TRACH FLEX TIP 6.5,270,10.47,Mission Community Hospital - Panorama,2019
1910,100948,TRACH FLEX TIP 7.0,270,10.47,Mission Community Hospital - Panorama,2019
1911,100949,TRACH FLEX TIP 7.5,270,10.47,Mission Community Hospital - Panorama,2019
1912,100950,TRACH FLEX TIP 8.0,270,10.47,Mission Community Hospital - Panorama,2019
1913,100951,TRACH INTRODUCER,270,1012.8,Mission Community Hospital - Panorama,2019
1914,100952,TRACH TUBE 8XLT,270,37.68,Mission Community Hospital - Panorama,2019
1915,100953,TRACH TUBE NASAL RAE,270,14.31,Mission Community Hospital - Panorama,2019
1916,100954,TRACH TUBE NASAL RAE,270,14.31,Mission Community Hospital - Panorama,2019
1917,100955,TRACH TUBE NASAL RAE,270,14.31,Mission Community Hospital - Panorama,2019
1918,100956,TRACH TUBE NASAL RAE,270,14.31,Mission Community Hospital - Panorama,2019
1919,100957,TRACH NASAL RAE ALL SIZES,270,14.31,Mission Community Hospital - Panorama,2019
1920,100958,TRACH/BROCH STENT GRAFT 8FR 7x60,270,6585.0,Mission Community Hospital - Panorama,2019
1921,100959,TRACH/BRONCH GRAFT STENT 9FR 40X80,270,6585.0,Mission Community Hospital - Panorama,2019
1922,100960,TRACH/BRONCH STENT GRAFT 8 FR 40X80,270,6585.0,Mission Community Hospital - Panorama,2019
1923,100961,TRACH/BRONCH STENT GRAFT 8 FR 40X80,270,6585.0,Mission Community Hospital - Panorama,2019
1924,100962,TRACH/BRONCH STENT GRAFT 9FR 10X60,270,6585.0,Mission Community Hospital - Panorama,2019
1925,100963,TRACH/BRONCH STENT GRAFT 9FR 8X60,270,6585.0,Mission Community Hospital - Panorama,2019
1926,100964,TRACTION BOOT,270,506.88,Mission Community Hospital - Panorama,2019
1927,100965,TRACTION BOOT UNIVERSAL,270,506.88,Mission Community Hospital - Panorama,2019
1928,100966,TRANSDUCER DOME SGL,270,45.9,Mission Community Hospital - Panorama,2019
1929,100967,TRAY CATH FOLEY 16FR,270,24.96,Mission Community Hospital - Panorama,2019
1930,100968,TRAY EPIDURAL,270,55.8,Mission Community Hospital - Panorama,2019
1931,100969,TRAY EZ SKIN PREP,270,8.07,Mission Community Hospital - Panorama,2019
1932,100970,TRAY FOLEY CATH 16FR LATEX FREE,270,34.32,Mission Community Hospital - Panorama,2019
1933,100971,TRAY GAUZE VAGINAL 2X3,270,10.32,Mission Community Hospital - Panorama,2019
1934,100972,TRAY LACERATION,270,13.53,Mission Community Hospital - Panorama,2019
1935,100973,TRAY PERICARDIAL CENTEHISIS,270,482.4,Mission Community Hospital - Panorama,2019
1936,100974,TRAY PLUER-EVAC,270,332.49,Mission Community Hospital - Panorama,2019
1937,100975,TRAY QUINCKE 22GA.,270,62.43,Mission Community Hospital - Panorama,2019
1938,100976,TRAY SKIN PREP,270,8.07,Mission Community Hospital - Panorama,2019
1939,100977,TRAY SPINAL 25GA QUINCKE,270,63.15,Mission Community Hospital - Panorama,2019
1940,100978,TRAY SPINAL ANESTHESIA,270,41.4,Mission Community Hospital - Panorama,2019
1941,100979,TRAY SPINAL ANESTHESIA,270,49.23,Mission Community Hospital - Panorama,2019
1942,100980,TROCAR 10-15MM VERSAPORT,270,399.0,Mission Community Hospital - Panorama,2019
1943,100981,TROCAR 10MM BLUNT TIP,270,533.34,Mission Community Hospital - Panorama,2019
1944,100982,TROCAR,270,139.2,Mission Community Hospital - Panorama,2019
1945,100983,TROCAR 11MMX100 BLADED,270,558.0,Mission Community Hospital - Panorama,2019
1946,100984,TROCAR 11MMX100 SLEEVE,270,558.0,Mission Community Hospital - Panorama,2019
1947,100985,TROCAR 12 BLADELESS,270,267.24,Mission Community Hospital - Panorama,2019
1948,100986,TROCAR 12 LONG,270,310.41,Mission Community Hospital - Panorama,2019
1949,100987,TROCAR 12MM BLUNT,270,227.76,Mission Community Hospital - Panorama,2019
1950,100988,TROCAR 12MMX100 BLADED,270,540.0,Mission Community Hospital - Panorama,2019
1951,100989,TROCAR 12MMX100 NONBLADED,270,540.0,Mission Community Hospital - Panorama,2019
1952,100990,TROCAR 12MMX100 SLEEVE,270,540.0,Mission Community Hospital - Panorama,2019
1953,100991,TROCAR 12MMX150 NONBLADED,270,90.0,Mission Community Hospital - Panorama,2019
1954,100992,TROCAR 15 BLADELESS,270,431.01,Mission Community Hospital - Panorama,2019
1955,100993,TROCAR 15X150MM,270,153.0,Mission Community Hospital - Panorama,2019
1956,100994,TROCAR 3.2,270,371.79,Mission Community Hospital - Panorama,2019
1957,100995,TROCAR 5,270,195.75,Mission Community Hospital - Panorama,2019
1958,100996,TROCAR 5 BLADELESS,270,195.75,Mission Community Hospital - Panorama,2019
1959,100997,TROCAR 5 LONG,270,234.54,Mission Community Hospital - Panorama,2019
1960,100998,TROCAR 5-11MM VERSA PORT,270,324.63,Mission Community Hospital - Panorama,2019
1961,100999,TROCAR 5MM DIALATING TIP,270,144.48,Mission Community Hospital - Panorama,2019
1962,101000,TROCAR 5MM NON BLADED,270,360.0,Mission Community Hospital - Panorama,2019
1963,101001,TROCAR 5MMX100 SLEEVE ADVNCED,270,360.0,Mission Community Hospital - Panorama,2019
1964,101002,TROCAR 5MMX100MM BLADED,270,378.0,Mission Community Hospital - Panorama,2019
1965,101003,TROCAR 5MMX100MM SLEEVE,270,378.0,Mission Community Hospital - Panorama,2019
1966,101004,TROCAR 5MMX150 NONBLADE,270,378.0,Mission Community Hospital - Panorama,2019
1967,101005,TROCAR BALLOON,270,247.5,Mission Community Hospital - Panorama,2019
1968,101006,TROCAR BLUNT TIP 12X100,270,577.5,Mission Community Hospital - Panorama,2019
1969,101007,TROCAR DIALATIN TIP,270,260.04,Mission Community Hospital - Panorama,2019
1970,101008,TROCAR DILATING TIP 12MM,270,260.04,Mission Community Hospital - Panorama,2019
1971,101009,TROCAR ENDO CLOSE DEVICE,270,154.74,Mission Community Hospital - Panorama,2019
1972,101010,TROCAR ENDOPATH,270,159.75,Mission Community Hospital - Panorama,2019
1973,101011,TROCAR ENDOPATH 11MM OPTICAL,270,159.75,Mission Community Hospital - Panorama,2019
1974,101012,TROCAR THORACOPORT 11.5MM,270,156.75,Mission Community Hospital - Panorama,2019
1975,101013,TROCAR VERSAPORT 5MM,270,156.75,Mission Community Hospital - Panorama,2019
1976,101014,T-TUBE 12FR CATTELL,270,44.49,Mission Community Hospital - Panorama,2019
1977,101015,T-TUBE 14FR CATTELL,270,44.49,Mission Community Hospital - Panorama,2019
1978,101016,T-TUBE 16FR CATTELL,270,44.49,Mission Community Hospital - Panorama,2019
1979,101017,T-TUBE 18FR CATTELL,270,44.49,Mission Community Hospital - Panorama,2019
1980,101018,T-TUBE DENVER SZ 16,270,17.94,Mission Community Hospital - Panorama,2019
1981,101019,T-TUBE DENVER SZ 18,270,17.94,Mission Community Hospital - Panorama,2019
1982,101020,T-TUBE DENVER SZ 20,270,17.94,Mission Community Hospital - Panorama,2019
1983,101021,T-TUBE DENVER SZ 22,270,17.94,Mission Community Hospital - Panorama,2019
1984,101022,TUBE BRONCH ALL SIZES,272,768.0,Mission Community Hospital - Panorama,2019
1985,101023,TUBE CUFFLESS FENESTRATED #4,270,99.0,Mission Community Hospital - Panorama,2019
1986,101024,TUBE CUFFLESS FENESTRATED #8,270,133.11,Mission Community Hospital - Panorama,2019
1987,101025,TUBE FEEDING G 24FR,270,166.29,Mission Community Hospital - Panorama,2019
1988,101026,TUBE G BUTTON 15FRX3.4,270,246.06,Mission Community Hospital - Panorama,2019
1989,101027,TUBE INFANT FEEDING 5FR,270,1.83,Mission Community Hospital - Panorama,2019
1990,101028,TUBE METRX 7X22MM,270,1149.0,Mission Community Hospital - Panorama,2019
1991,101029,TUBE MIC FEEDING 18,270,129.93,Mission Community Hospital - Panorama,2019
1992,101030,TUBE FEEDING ALL SIZES,270,20.22,Mission Community Hospital - Panorama,2019
1993,101031,TUBE MIC FEEDING 20FR,270,129.93,Mission Community Hospital - Panorama,2019
1994,101032,TUBE MIC FEEDING 22,270,129.93,Mission Community Hospital - Panorama,2019
1995,101033,TUBE MIC FEEDING 22 FR,270,129.93,Mission Community Hospital - Panorama,2019
1996,101034,TUBE ORAL RAE 7.5 CUFFED,270,144.21,Mission Community Hospital - Panorama,2019
1997,101035,TRACH ORAL RAE ALL SIZES,270,144.21,Mission Community Hospital - Panorama,2019
1998,101036,TUBE SET DISPOSABLE,270,167.4,Mission Community Hospital - Panorama,2019
1999,101037,TUBE SUCTION SURGICAL,270,183.03,Mission Community Hospital - Panorama,2019
2000,101038,TUBE TRACH UN-CUFFED,270,14.16,Mission Community Hospital - Panorama,2019
2001,101039,TUBE TRACH CUFFED,270,4.95,Mission Community Hospital - Panorama,2019
2002,101040,TUBE TRACH CUFFED #10,270,102.72,Mission Community Hospital - Panorama,2019
2003,101041,TUBE TRACH CUFFED #8,270,102.72,Mission Community Hospital - Panorama,2019
2004,101042,TUBE TRACH PEDS W/OBITUATOR,270,124.5,Mission Community Hospital - Panorama,2019
2005,101043,TUBE TRACH SGL #9,270,77.82,Mission Community Hospital - Panorama,2019
2006,101044,TUBING BULK,270,2.46,Mission Community Hospital - Panorama,2019
2007,101045,TUBING COLLECTION SET DISP,270,24.0,Mission Community Hospital - Panorama,2019
2008,101046,TUBING DISPOSABLE PHACO,270,702.0,Mission Community Hospital - Panorama,2019
2009,101047,TUBING FLUID WARMING,270,20.25,Mission Community Hospital - Panorama,2019
2010,101048,TUBING INSUFFLATION,270,21.81,Mission Community Hospital - Panorama,2019
2011,101049,TUBING SET PACK DISP.,270,117.0,Mission Community Hospital - Panorama,2019
2012,101050,"TUBING SUCTION 1/4""X120""",270,117.0,Mission Community Hospital - Panorama,2019
2013,101051,TUBING Y TYPE BLOOD SET,270,16.35,Mission Community Hospital - Panorama,2019
2014,101052,TWIST-IN CANNULA 5X7,270,75.0,Mission Community Hospital - Panorama,2019
2015,101053,TWIST-IN CANNULA 6MMX7CM,270,75.0,Mission Community Hospital - Panorama,2019
2016,101054,TWIST-IN CANNULA 8.25X7CM,270,75.0,Mission Community Hospital - Panorama,2019
2017,101055,URETERAL STENT 7.0FR X 20CM,270,126.0,Mission Community Hospital - Panorama,2019
2018,101056,URETHERAL AXXESS CATHETER,270,39.66,Mission Community Hospital - Panorama,2019
2019,101057,URETHRAL CATH,270,40.71,Mission Community Hospital - Panorama,2019
2020,101058,UROVAC,270,632.1,Mission Community Hospital - Panorama,2019
2021,101059,UTENNE MANIPULATOR INJECT ZUNI 4.5,270,85.92,Mission Community Hospital - Panorama,2019
2022,101060,UTILITY DRAPE STERILE 26X15,270,1.95,Mission Community Hospital - Panorama,2019
2023,101061,VACURETTE 8MM,270,14.1,Mission Community Hospital - Panorama,2019
2024,101062,VACURETTE CURVED 10MM,270,14.1,Mission Community Hospital - Panorama,2019
2025,101063,VACURETTE CURVED 11MM,270,14.1,Mission Community Hospital - Panorama,2019
2026,101064,VACURRETTE CURVED 7MM,270,14.1,Mission Community Hospital - Panorama,2019
2027,101065,VAPOTHERM HIGH FLOW,270,136.32,Mission Community Hospital - Panorama,2019
2028,101066,VASCUT GLOWN TELL,270,2217.0,Mission Community Hospital - Panorama,2019
2029,101067,VCARE ELEVATOR,270,224.04,Mission Community Hospital - Panorama,2019
2030,101068,VCARE LARGE,270,223.95,Mission Community Hospital - Panorama,2019
2031,101069,VEINSTRIPPER,270,83.31,Mission Community Hospital - Panorama,2019
2032,101070,VERSASTEP 5MM,270,1014.39,Mission Community Hospital - Panorama,2019
2033,101071,VERSASTEP PLUS 12MM,270,1014.45,Mission Community Hospital - Panorama,2019
2034,101072,WAND SUPER MULTI VAC 50,270,600.0,Mission Community Hospital - Panorama,2019
2035,101073,WAND SUPER TURBO VAC 90,270,600.0,Mission Community Hospital - Panorama,2019
2036,101074,WILSON FOAM KIT,270,119.67,Mission Community Hospital - Panorama,2019
2037,101075,WOUND EVAC 400 ML,270,4.32,Mission Community Hospital - Panorama,2019
2038,101076,YANKAUER FINE CAPACITY,270,2.25,Mission Community Hospital - Panorama,2019
2039,101077,YANKAUER OR,270,2.25,Mission Community Hospital - Panorama,2019
2040,101078,YANKAUER SUC W/O VENT #298,270,2.25,Mission Community Hospital - Panorama,2019
2041,101079,CATHETER BALLOON DILATATION 15-18MM,278,1185.0,Mission Community Hospital - Panorama,2019
2042,101080,CATHETER BALLOON DILATATION 8-10MM,278,1185.0,Mission Community Hospital - Panorama,2019
2043,101081,CATHETER HEMOSPLIT,278,2218.0,Mission Community Hospital - Panorama,2019
2044,101082,CATHETER HEMOSPLIT,278,2325.0,Mission Community Hospital - Panorama,2019
2045,101083,BONE CEMENT,278,1508.35,Mission Community Hospital - Panorama,2019
2046,101085,CLIP RANEY,278,83.0,Mission Community Hospital - Panorama,2019
2047,101086,CLIP WECK LARGE,278,245.85,Mission Community Hospital - Panorama,2019
2048,101087,COLLAGEN HEMO 1.0GM,278,2925.0,Mission Community Hospital - Panorama,2019
2049,101088,VASCO-GUARD PERIPHERAL,278,495.0,Mission Community Hospital - Panorama,2019
2050,101089,VASCU T STENT GUIDE,278,184.75,Mission Community Hospital - Panorama,2019
2051,101090,VASCULAR GRAFT .6MMX2.5CMX15CM,278,1300.0,Mission Community Hospital - Panorama,2019
2052,101091,VASCULAR GRAFT 25CM,278,3919.6,Mission Community Hospital - Panorama,2019
2053,101092,VASCULAR GRAFT 70 4MM,278,2341.75,Mission Community Hospital - Panorama,2019
2054,101093,VASCULAR GRAFT 8,278,1487.75,Mission Community Hospital - Panorama,2019
2055,101094,VASCULAR GRAFT VLT3047C,278,3919.6,Mission Community Hospital - Panorama,2019
2056,101095,VENA CAVA FILTER,278,565.0,Mission Community Hospital - Panorama,2019
2057,101096,VENOUS SHUNT,278,2564.3,Mission Community Hospital - Panorama,2019
2058,101097,VENTRALEX PATCH,278,2593.75,Mission Community Hospital - Panorama,2019
2059,101098,VITOSS FOAM 10CC,278,18080.0,Mission Community Hospital - Panorama,2019
2060,101099,VITOSS FOAM 2.5CC BA,278,5417.5,Mission Community Hospital - Panorama,2019
2061,101100,VITOSS FOAM 5CC,278,9796.0,Mission Community Hospital - Panorama,2019
2062,101101,CONNECTOR LATERAL,278,2837.7875,Mission Community Hospital - Panorama,2019
2063,101106,VALVE SOLINOID,278,24035.0,Mission Community Hospital - Panorama,2019
2064,101110,WRAP 36X36,278,2500.0,Mission Community Hospital - Panorama,2019
2065,101120,CONNECTOR TUBING ASSY FLOWTRON,270,43.83,Mission Community Hospital - Panorama,2019
2066,101121,CONNECTOR Y,270,3.75,Mission Community Hospital - Panorama,2019
2067,101122,"CONNECTOR, HARMONIC GENERATOR",270,300.0,Mission Community Hospital - Panorama,2019
2068,101123,CONTAINER EVAC GLASS ALL SIZES,270,6.51,Mission Community Hospital - Panorama,2019
2069,101125,CORD BIPOLAR,270,255.0,Mission Community Hospital - Panorama,2019
2070,101126,CORD DISP BIPOLAR,270,11.88,Mission Community Hospital - Panorama,2019
2071,101129,COVER BIG BACK TABLE,270,122.4,Mission Community Hospital - Panorama,2019
2072,101130,COVER CLAMP,270,16.59,Mission Community Hospital - Panorama,2019
2073,101131,COVER MAINTENANCE 12X20,270,372.0,Mission Community Hospital - Panorama,2019
2074,101132,COVER MAINTENANCE 16X22,270,50.25,Mission Community Hospital - Panorama,2019
2075,101133,COVER MINI C-ARM,270,13.2,Mission Community Hospital - Panorama,2019
2076,101134,COVERALLS XX-LRG,270,4.83,Mission Community Hospital - Panorama,2019
2077,101135,C-QUR MESH,270,12.45,Mission Community Hospital - Panorama,2019
2078,101136,CRICOTHYROTOMY CATH SET 3.5 MM,270,456.21,Mission Community Hospital - Panorama,2019
2079,101137,CRICOTHYROTOMY CATH SET 4 MM,270,456.21,Mission Community Hospital - Panorama,2019
2080,101138,CRICOTHYROTOMY CATH SET 6MM,270,464.43,Mission Community Hospital - Panorama,2019
2081,101139,CROCODILE GRASPER,270,187.5,Mission Community Hospital - Panorama,2019
2082,101140,CROSSLINK 40-50,278,4062.7419354838707,Mission Community Hospital - Panorama,2019
2083,101141,CUFF DISP. DUAL PORT,270,104.79,Mission Community Hospital - Panorama,2019
2084,101142,CUFF FLEXIBLE LMA SIZE 5,270,645.0,Mission Community Hospital - Panorama,2019
2085,101143,CUFF FLEXIBLE LMA SZ. 1 1/2,270,67.5,Mission Community Hospital - Panorama,2019
2086,101144,CUFF FLEXIBLE LMA SZ.1,270,67.5,Mission Community Hospital - Panorama,2019
2087,101145,AMA All Sizes,272,45.96,Mission Community Hospital - Panorama,2019
2088,101146,CUFF LMA SZ.2,270,645.0,Mission Community Hospital - Panorama,2019
2089,101147,CUFF LMA SZ.3,270,645.0,Mission Community Hospital - Panorama,2019
2090,101148,CURETTE 9MM CURVED VACURETTE,270,14.1,Mission Community Hospital - Panorama,2019
2091,101149,CURRETTES,270,177.69,Mission Community Hospital - Panorama,2019
2092,101151,CUSTOM PACK CATARACT,270,477.0,Mission Community Hospital - Panorama,2019
2093,101153,CUTTER RELOAD,270,151.74,Mission Community Hospital - Panorama,2019
2094,101154,CUTTER VIRECTOMY,270,747.0,Mission Community Hospital - Panorama,2019
2095,101155,DART DOMESTIC,270,11.97,Mission Community Hospital - Panorama,2019
2096,101156,DECATHLON 55CM CATHETER,270,996.3,Mission Community Hospital - Panorama,2019
2097,101157,"DELTA LITE 2"" CAST TAPE",270,30.81,Mission Community Hospital - Panorama,2019
2098,101158,"DELTA LITE 2"" CONFORMABLE CAST TAPE",270,31.44,Mission Community Hospital - Panorama,2019
2099,101159,"DELTA LITE 3"" CAST TAPE",270,33.69,Mission Community Hospital - Panorama,2019
2100,101160,"DELTA LITE 3"" CONFORMABLE CAST TAPE",270,35.7,Mission Community Hospital - Panorama,2019
2101,101161,"DELTA LITE 4"" CAST TAPE",270,46.5,Mission Community Hospital - Panorama,2019
2102,101163,DENTAL ROLLS,270,0.48,Mission Community Hospital - Panorama,2019
2103,101164,DEVICE BX BONE KYPHON,270,450.0,Mission Community Hospital - Panorama,2019
2104,101165,DEVICE TISSUE SEALING,270,1379.04,Mission Community Hospital - Panorama,2019
2105,101166,DILATOR 8/13/18,270,1725.0,Mission Community Hospital - Panorama,2019
2106,101167,DISECTOR BALLOON,270,1868.43,Mission Community Hospital - Panorama,2019
2107,101168,DISECTOR DISP CURVED,270,189.0,Mission Community Hospital - Panorama,2019
2108,101169,DISP ACTIVE CORD,270,70.95,Mission Community Hospital - Panorama,2019
2109,101170,DISP. NEEDLE HOLDER,270,7.29,Mission Community Hospital - Panorama,2019
2110,101171,DISSECTOR CURVD MARYLAND,270,948.24,Mission Community Hospital - Panorama,2019
2111,101172,DISSECTOR ENDO 5MM CURVED,270,218.76,Mission Community Hospital - Panorama,2019
2112,101173,DISSECTOR ENDO BLUNT 5MM,270,47.1,Mission Community Hospital - Panorama,2019
2113,101174,DOPPLER HANDLE CORD,270,297.0,Mission Community Hospital - Panorama,2019
2114,101175,DOPPLER PROBE DISP.,270,297.0,Mission Community Hospital - Panorama,2019
2115,101176,DRAIN 19FR SILICONE RD,270,24.33,Mission Community Hospital - Panorama,2019
2116,101177,DRAIN BLAKE,270,137.79,Mission Community Hospital - Panorama,2019
2117,101178,DRAIN HEMOVAC MEDIUM,270,60.87,Mission Community Hospital - Panorama,2019
2118,101179,DRAIN J/P FLAT 10MM,270,52.47,Mission Community Hospital - Panorama,2019
2119,101180,DRAIN J/P RESERVOIR 100CC,270,30.87,Mission Community Hospital - Panorama,2019
2120,101181,DRAIN JACKSON PRATT 15FR RD,270,24.33,Mission Community Hospital - Panorama,2019
2121,101182,DRAIN JACKSON PRATT 7FR RD,270,24.33,Mission Community Hospital - Panorama,2019
2122,101183,"DRAIN PENROSE 1/2"" X 18",270,1.53,Mission Community Hospital - Panorama,2019
2123,101184,DRAIN PENROSE 1/4X12,270,36.84,Mission Community Hospital - Panorama,2019
