,Px/Rx/Sx,CDM Code,Description,REV,HCPCS,Price,Hospital,Year
4016,Rx63739001610,6370001,"dilTIAZem CD 240 mg capsule,extended release 24hr 100 each BLIST PACK",250,,4.14,Community Hospital of the Monterey Peninsula,2019
4017,Rx10370083111,6370001,"dilTIAZem CD 240 mg capsule,extended release 24hr 30 each Bottle",250,,5.77,Community Hospital of the Monterey Peninsula,2019
4018,Rx42291018650,6370001,"dilTIAZem CD 240 mg capsule,extended release 24hr 500 each Bottle",250,,3.5,Community Hospital of the Monterey Peninsula,2019
4019,Rx42291018690,6370001,"dilTIAZem CD 240 mg capsule,extended release 24hr 90 each Bottle",250,,3.5,Community Hospital of the Monterey Peninsula,2019
4020,Rx68084005511,6370001,"dilTIAZem CD 300 mg capsule,extended release 24hr 1 each BLIST PACK",250,,29.25,Community Hospital of the Monterey Peninsula,2019
4021,Rx60687022811,6370001,"dilTIAZem CD 300 mg capsule,extended release 24hr 1 each BLIST PACK",250,,9.7,Community Hospital of the Monterey Peninsula,2019
4022,Rx60687022801,6370001,"dilTIAZem CD 300 mg capsule,extended release 24hr 100 each BLIST PACK",250,,9.7,Community Hospital of the Monterey Peninsula,2019
4023,Rx70092157536,2500003,dilTIAZem in dextrose 5 % 125 mg/125 mL solution 125 mL Bag,250,,1210.72,Community Hospital of the Monterey Peninsula,2019
4024,Rx71019005501,2500003,dilTIAZem in dextrose 5 % 125 mg/125 mL solution 125 mL Bag,250,,1133.44,Community Hospital of the Monterey Peninsula,2019
4025,Rx17478052603,2500002,dimercaprol per 100 mg,250,J0470,3069.03,Community Hospital of the Monterey Peninsula,2019
4026,Rx55566280001,6370001,"dinoprostone 10 mg insert, extended release 1 each Box",250,,3210.46,Community Hospital of the Monterey Peninsula,2019
4027,Rx63323066401,2500002,diphenhydramine per 50 mg,250,J1200,168.3,Community Hospital of the Monterey Peninsula,2019
4028,Rx00641037621,2500002,diphenhydramine per 50 mg,250,J1200,30.0,Community Hospital of the Monterey Peninsula,2019
4029,Rx67457012410,2500002,diphenhydramine per 50 mg,250,J1200,30.0,Community Hospital of the Monterey Peninsula,2019
4030,Rx00121048905,6370001,diphenhydramine per 50 mg,250,,3.34,Community Hospital of the Monterey Peninsula,2019
4031,Rx00904530661,6370001,diphenhydramine per 50 mg,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4032,Rx12547017162,6370001,diphenhydramine-zinc acetate 1-0.1 % cream 28.3 g Tube,250,,5.44,Community Hospital of the Monterey Peninsula,2019
4033,Rx58232074001,6370001,diphenhydramine-zinc acetate 1-0.1 % cream 28.3 g Tube,250,,5.39,Community Hospital of the Monterey Peninsula,2019
4034,Rx45802035803,6370001,diphenhydramine-zinc acetate 2-0.1 % cream 28 g Tube,250,,3.57,Community Hospital of the Monterey Peninsula,2019
4035,Rx00025006131,6370001,diphenoxylate-atropine 2.5-0.025 mg tablet 100 each Bottle,250,,53.69,Community Hospital of the Monterey Peninsula,2019
4036,Rx00378041501,6370001,diphenoxylate-atropine 2.5-0.025 mg tablet 100 each Bottle,250,,13.3,Community Hospital of the Monterey Peninsula,2019
4037,Rx00832059011,6370001,diphenoxylate-atropine 2.5-0.025 mg tablet 100 each Bottle,250,,9.31,Community Hospital of the Monterey Peninsula,2019
4038,Rx59762106101,6370001,diphenoxylate-atropine 2.5-0.025 mg tablet 100 each Bottle,250,,7.78,Community Hospital of the Monterey Peninsula,2019
4039,RxCH000251500,6370001,diphenoxylate-atropine 2.5-0.025 mg/5 mL liquid 5 mL Syringe,250,,88.7,Community Hospital of the Monterey Peninsula,2019
4040,Rx00054319446,6370001,diphenoxylate-atropine 2.5-0.025 mg/5 mL liquid 60 mL Bottle,250,,88.91,Community Hospital of the Monterey Peninsula,2019
4041,Rx58160084243,2500002,"diphtheria, pertussis (acellular), tetanus 2.5-8-5 Lf-mcg-Lf/0.5mL syringe 0.5 mL Syringe",250,90715,193.0,Community Hospital of the Monterey Peninsula,2019
4042,Rx58160084252,2500002,"diphtheria, pertussis (acellular), tetanus 2.5-8-5 Lf-mcg-Lf/0.5mL syringe 0.5 mL Syringe",250,90715,193.0,Community Hospital of the Monterey Peninsula,2019
4043,Rx64980013301,6370001,dipyridamole 25 mg tablet 100 each Bottle,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4044,Sx00000024520,2700000108,DISIMPACTOR 15/BX SOLO-01,270,,698.27,Community Hospital of the Monterey Peninsula,2019
4045,Rx51862009301,6370001,disopyramide 100 mg capsule 100 each Bottle,250,,72.55,Community Hospital of the Monterey Peninsula,2019
4046,Rx42291023401,6370001,disopyramide 100 mg capsule 100 each Bottle,250,,35.18,Community Hospital of the Monterey Peninsula,2019
4047,Rx00093312701,6370001,disopyramide 100 mg capsule 100 each Bottle,250,,25.24,Community Hospital of the Monterey Peninsula,2019
4048,Sx00000015778,2720000194,DISSECTOR SONICISCION 13CM,272,,3565.71,Community Hospital of the Monterey Peninsula,2019
4049,Sx00000015779,2720000194,DISSECTOR SONICISION 26CM,272,,1986.63,Community Hospital of the Monterey Peninsula,2019
4050,Sx00000015780,2720000194,DISSECTOR SONICISION 39CM,272,,2104.11,Community Hospital of the Monterey Peninsula,2019
4051,Sx00000015781,2720000194,DISSECTOR SONICISION 48CM,272,,2332.65,Community Hospital of the Monterey Peninsula,2019
4052,Sx00000000861,2720000194,DISTRACTOR GUHL ANK 014407,272,,1392.01,Community Hospital of the Monterey Peninsula,2019
4053,Sx00000028397,2780000106,DISTRACTOR HNTRMN LRG CLS ARMS,278,,4658.81,Community Hospital of the Monterey Peninsula,2019
4054,Rx00378414001,6370001,disulfiram 250 mg tablet 100 each Bottle,250,,12.1,Community Hospital of the Monterey Peninsula,2019
4055,Rx64980017103,6370001,disulfiram 250 mg tablet 30 each Bottle,250,,37.68,Community Hospital of the Monterey Peninsula,2019
4056,Rx47781060730,6370001,disulfiram 250 mg tablet 30 each Bottle,250,,18.47,Community Hospital of the Monterey Peninsula,2019
4057,Rx51079076601,6370001,divalproex ER 250 mg tablet extended release 24 hr 1 each BLIST PACK,250,,36.78,Community Hospital of the Monterey Peninsula,2019
4058,Rx00904636361,6370001,divalproex ER 250 mg tablet extended release 24 hr 100 each BLIST PACK,250,,14.81,Community Hospital of the Monterey Peninsula,2019
4059,Rx51079076608,6370001,divalproex ER 250 mg tablet extended release 24 hr 80 each BLIST PACK,250,,36.78,Community Hospital of the Monterey Peninsula,2019
4060,Rx00904636345,6370001,divalproex ER 250 mg tablet extended release 24 hr 80 each BLIST PACK,250,,28.01,Community Hospital of the Monterey Peninsula,2019
4061,Rx51079076701,6370001,divalproex ER 500 mg tablet extended release 24 hr 1 each BLIST PACK,250,,12.89,Community Hospital of the Monterey Peninsula,2019
4062,Rx68084041511,6370001,divalproex ER 500 mg tablet extended release 24 hr 1 each BLIST PACK,250,,12.73,Community Hospital of the Monterey Peninsula,2019
4063,Rx00904636461,6370001,divalproex ER 500 mg tablet extended release 24 hr 100 each BLIST PACK,250,,12.88,Community Hospital of the Monterey Peninsula,2019
4064,Rx00904636445,6370001,divalproex ER 500 mg tablet extended release 24 hr 80 each BLIST PACK,250,,23.21,Community Hospital of the Monterey Peninsula,2019
4065,Rx51079076708,6370001,divalproex ER 500 mg tablet extended release 24 hr 80 each BLIST PACK,250,,12.89,Community Hospital of the Monterey Peninsula,2019
4066,Rx50268025811,6370001,"divalproex sprinkle 125 mg capsule, delayed rel sprinkle 1 each BLIST PACK",250,,20.06,Community Hospital of the Monterey Peninsula,2019
4067,Rx68084031301,6370001,"divalproex sprinkle 125 mg capsule, delayed rel sprinkle 100 each BLIST PACK",250,,15.11,Community Hospital of the Monterey Peninsula,2019
4068,Rx68084031311,6370001,"divalproex sprinkle 125 mg capsule, delayed rel sprinkle 100 each BLIST PACK",250,,15.11,Community Hospital of the Monterey Peninsula,2019
4069,Rx55111053201,6370001,"divalproex sprinkle 125 mg capsule, delayed rel sprinkle 100 each Bottle",250,,10.98,Community Hospital of the Monterey Peninsula,2019
4070,Rx50268025813,6370001,"divalproex sprinkle 125 mg capsule, delayed rel sprinkle 30 each BLIST PACK",250,,20.06,Community Hospital of the Monterey Peninsula,2019
4071,Sx00000015782,2720000194,DLU ENDOGIA ROTIC 30-2.5MM,272,,837.73,Community Hospital of the Monterey Peninsula,2019
4072,Sx00000015784,2720000194,DLU GIA 80-4.8 6/BX GIA8048L,272,,457.65,Community Hospital of the Monterey Peninsula,2019
4073,Sx00000015785,2720000194,DLU LINEAR CUTTER STND TR35W,272,,2060.74,Community Hospital of the Monterey Peninsula,2019
4074,Sx00000015787,2720000194,DLU LOAD 80-3.8 GIA8038L,272,,448.23,Community Hospital of the Monterey Peninsula,2019
4075,Rx00338107702,2500002,dobutamine per 250 mg,250,J1250,1197.84,Community Hospital of the Monterey Peninsula,2019
4076,Rx00409372432,2500002,dobutamine per 250 mg,250,J1250,656.88,Community Hospital of the Monterey Peninsula,2019
4077,Rx00409234402,2500002,dobutamine per 250 mg,250,J1250,301.81,Community Hospital of the Monterey Peninsula,2019
4078,Rx00409234488,2500002,dobutamine per 250 mg,250,J1250,297.86,Community Hospital of the Monterey Peninsula,2019
4079,Rx67457053102,2500002,DOCEtaxel 10 mg/mL solution 2 mL Vial,250,J9171,1382.44,Community Hospital of the Monterey Peninsula,2019
4080,Rx00409020102,2500002,DOCEtaxel 10 mg/mL solution 2 mL Vial,250,J9171,1246.57,Community Hospital of the Monterey Peninsula,2019
4081,Rx66758005001,2500002,DOCEtaxel 10 mg/mL solution 2 mL Vial,250,J9171,691.58,Community Hospital of the Monterey Peninsula,2019
4082,Rx66758095002,2500002,DOCEtaxel 10 mg/mL solution 2 mL Vial,250,J9171,677.84,Community Hospital of the Monterey Peninsula,2019
4083,Rx00409020110,2500002,DOCEtaxel 10 mg/mL solution 8 mL Vial,250,J9171,3601.3,Community Hospital of the Monterey Peninsula,2019
4084,Rx66758005002,2500002,DOCEtaxel 10 mg/mL solution 8 mL Vial,250,J9171,1825.43,Community Hospital of the Monterey Peninsula,2019
4085,Rx66758095003,2500002,DOCEtaxel 10 mg/mL solution 8 mL Vial,250,J9171,1789.03,Community Hospital of the Monterey Peninsula,2019
4086,Rx67457053102,2500002,DOCEtaxel 20 mg/2 mL (10 mg/mL) solution 2 mL Vial,250,J9171,1382.44,Community Hospital of the Monterey Peninsula,2019
4087,Rx00409020102,2500002,DOCEtaxel 20 mg/2 mL (10 mg/mL) solution 2 mL Vial,250,J9171,1246.57,Community Hospital of the Monterey Peninsula,2019
4088,Rx66758005001,2500002,DOCEtaxel 20 mg/2 mL (10 mg/mL) solution 2 mL Vial,250,J9171,691.58,Community Hospital of the Monterey Peninsula,2019
4089,Rx66758095002,2500002,DOCEtaxel 20 mg/2 mL (10 mg/mL) solution 2 mL Vial,250,J9171,677.84,Community Hospital of the Monterey Peninsula,2019
4090,Rx67457053208,2500002,DOCEtaxel 80 mg/8 mL (10 mg/mL) solution 8 mL Vial,250,J9171,3993.44,Community Hospital of the Monterey Peninsula,2019
4091,Rx00409020110,2500002,DOCEtaxel 80 mg/8 mL (10 mg/mL) solution 8 mL Vial,250,J9171,3601.3,Community Hospital of the Monterey Peninsula,2019
4092,Rx66758005002,2500002,DOCEtaxel 80 mg/8 mL (10 mg/mL) solution 8 mL Vial,250,J9171,1825.43,Community Hospital of the Monterey Peninsula,2019
4093,Rx66758095003,2500002,DOCEtaxel 80 mg/8 mL (10 mg/mL) solution 8 mL Vial,250,J9171,1789.03,Community Hospital of the Monterey Peninsula,2019
4094,Rx00121054410,6370001,docusate 50 mg/5 mL liquid 10 mL BLIST PACK,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4095,Rx63739047810,6370001,docusate sodium 100 mg capsule 100 each BLIST PACK,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4096,Rx63739047840,6370001,docusate sodium 100 mg capsule 100 each Bottle,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4097,Rx50268026811,6370001,docusate sodium 250 mg capsule 1 each BLIST PACK,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4098,Rx48433010101,6370001,docusate sodium 250 mg capsule 100 each BLIST PACK,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4099,Rx00536106401,6370001,docusate sodium 250 mg capsule 100 each Bottle,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4100,Rx50268026815,6370001,docusate sodium 250 mg capsule 50 each BLIST PACK,250,,2.0,Community Hospital of the Monterey Peninsula,2019
4101,RxCH016964900,6370001,dofetilide 125 mcg capsule 14 each,250,,1898.53,Community Hospital of the Monterey Peninsula,2019
4102,Rx00069580043,6370001,dofetilide 125 mcg capsule 40 each BLIST PACK,250,,135.61,Community Hospital of the Monterey Peninsula,2019
4103,Rx51862012560,6370001,dofetilide 125 mcg capsule 60 each Bottle,250,,129.95,Community Hospital of the Monterey Peninsula,2019
4104,Rx59762003702,6370001,dofetilide 125 mcg capsule 60 each Bottle,250,,79.13,Community Hospital of the Monterey Peninsula,2019
4105,RxCH016965000,6370001,dofetilide 250 mcg capsule 14 each,250,,1898.53,Community Hospital of the Monterey Peninsula,2019
4106,Rx00069581043,6370001,dofetilide 250 mcg capsule 40 each BLIST PACK,250,,67.8,Community Hospital of the Monterey Peninsula,2019
4107,Rx00069581060,6370001,dofetilide 250 mcg capsule 60 each Bottle,250,,76.2,Community Hospital of the Monterey Peninsula,2019
4108,Rx51862002560,6370001,dofetilide 250 mcg capsule 60 each Bottle,250,,64.97,Community Hospital of the Monterey Peninsula,2019
4109,Rx59762003802,6370001,dofetilide 250 mcg capsule 60 each Bottle,250,,39.56,Community Hospital of the Monterey Peninsula,2019
4110,RxCH016965100,6370001,dofetilide 500 mcg capsule 14 each,250,,1898.53,Community Hospital of the Monterey Peninsula,2019
4111,Rx00069582043,6370001,dofetilide 500 mcg capsule 40 each BLIST PACK,250,,33.9,Community Hospital of the Monterey Peninsula,2019
4112,Rx00069582060,6370001,dofetilide 500 mcg capsule 60 each Bottle,250,,38.1,Community Hospital of the Monterey Peninsula,2019
4113,Rx51862000560,6370001,dofetilide 500 mcg capsule 60 each Bottle,250,,32.49,Community Hospital of the Monterey Peninsula,2019
4114,Rx59762003902,6370001,dofetilide 500 mcg capsule 60 each Bottle,250,,19.78,Community Hospital of the Monterey Peninsula,2019
4115,Rx49702022813,6370001,dolutegravir 50 mg tablet 30 each Bottle,250,,583.24,Community Hospital of the Monterey Peninsula,2019
4116,Rx60687029211,6370001,donepezil 5 mg tablet 1 each BLIST PACK,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4117,Rx00904640861,6370001,donepezil 5 mg tablet 100 each BLIST PACK,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4118,Rx00904647761,6370001,donepezil 5 mg tablet 100 each BLIST PACK,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4119,Rx00338100702,2500002,dopamine per 40 mg,250,J1265,579.6,Community Hospital of the Monterey Peninsula,2019
4120,Rx00409780922,2500002,dopamine per 40 mg,250,J1265,444.81,Community Hospital of the Monterey Peninsula,2019
4121,Rx00409582001,2500002,dopamine per 40 mg,250,J1265,155.52,Community Hospital of the Monterey Peninsula,2019
4122,Rx50242010039,6370001,dornase alfa per 1 mg,250,J7639,1412.11,Community Hospital of the Monterey Peninsula,2019
4123,Rx50242010039,6370001,dornase alfa per 1 mg,250,J7639,1412.11,Community Hospital of the Monterey Peninsula,2019
4124,Rx50242010040,6370001,dornase alfa per 1 mg,250,J7639,1412.11,Community Hospital of the Monterey Peninsula,2019
4125,Rx50242010040,6370001,dornase alfa per 1 mg,250,J7639,1412.11,Community Hospital of the Monterey Peninsula,2019
4126,Rx24208048510,6370001,dorzolamide 2 % drops 10 mL DROP BTL,250,,379.68,Community Hospital of the Monterey Peninsula,2019
4127,Rx61314001910,6370001,dorzolamide 2 % drops 10 mL DROP BTL,250,,379.68,Community Hospital of the Monterey Peninsula,2019
4128,Rx50383023210,6370001,dorzolamide 2 % drops 10 mL DROP BTL,250,,153.57,Community Hospital of the Monterey Peninsula,2019
4129,Rx61314003002,6370001,dorzolamide-timolol 22.3-6.8 mg/mL drops 10 mL DROP BTL,250,,558.55,Community Hospital of the Monterey Peninsula,2019
4130,Rx24208048610,6370001,dorzolamide-timolol 22.3-6.8 mg/mL drops 10 mL DROP BTL,250,,558.43,Community Hospital of the Monterey Peninsula,2019
4131,Rx50383023310,6370001,dorzolamide-timolol 22.3-6.8 mg/mL drops 10 mL DROP BTL,250,,194.11,Community Hospital of the Monterey Peninsula,2019
4132,Rx00641601801,2500003,doxapram 20 mg/mL solution 20 mL Vial,250,,1660.25,Community Hospital of the Monterey Peninsula,2019
4133,Rx00904552261,6370001,doxazosin 1 mg tablet 100 each BLIST PACK,250,,9.65,Community Hospital of the Monterey Peninsula,2019
4134,Rx16729021101,6370001,doxazosin 1 mg tablet 100 each Bottle,250,,8.09,Community Hospital of the Monterey Peninsula,2019
4135,Rx00904552361,6370001,doxazosin 2 mg tablet 100 each BLIST PACK,250,,4.64,Community Hospital of the Monterey Peninsula,2019
4136,Rx00049276066,6370001,doxazosin 2 mg tablet 100 each Bottle,250,,44.22,Community Hospital of the Monterey Peninsula,2019
4137,Rx00093206901,6370001,doxazosin 2 mg tablet 100 each Bottle,250,,6.41,Community Hospital of the Monterey Peninsula,2019
4138,Rx00904552461,6370001,doxazosin 4 mg tablet 100 each BLIST PACK,250,,2.36,Community Hospital of the Monterey Peninsula,2019
4139,Rx16729021301,6370001,doxazosin 4 mg tablet 100 each Bottle,250,,2.28,Community Hospital of the Monterey Peninsula,2019
4140,Rx00378312501,6370001,doxepin 25 mg capsule 100 each Bottle,250,,11.63,Community Hospital of the Monterey Peninsula,2019
4141,Rx63323088330,2500002,DOXOrubicin 50 mg/25 mL solution 25 mL Vial,250,J9000,1154.19,Community Hospital of the Monterey Peninsula,2019
4142,Rx00069303220,2500002,DOXOrubicin 50 mg/25 mL solution 25 mL Vial,250,J9000,532.99,Community Hospital of the Monterey Peninsula,2019
4143,Rx00069403201,2500002,DOXOrubicin 50 mg/25 mL solution 25 mL Vial,250,J9000,532.99,Community Hospital of the Monterey Peninsula,2019
4144,Rx25021020725,2500002,DOXOrubicin 50 mg/25 mL solution 25 mL Vial,250,J9000,518.13,Community Hospital of the Monterey Peninsula,2019
4145,Rx00143954701,2500002,DOXOrubicin 50 mg/25 mL solution 25 mL Vial,250,J9000,441.99,Community Hospital of the Monterey Peninsula,2019
4146,Rx59676096002,2500002,doxorubicin liposomal per 10 mg,250,Q2050,24414.56,Community Hospital of the Monterey Peninsula,2019
4147,Rx47335005040,2500002,doxorubicin liposomal per 10 mg,250,Q2050,18942.46,Community Hospital of the Monterey Peninsula,2019
4148,Rx43598054125,2500002,doxorubicin liposomal per 10 mg,250,Q2050,12217.55,Community Hospital of the Monterey Peninsula,2019
4149,Rx59676096001,2500002,doxorubicin liposomal per 10 mg,250,Q2050,9765.91,Community Hospital of the Monterey Peninsula,2019
4150,Rx47335004940,2500002,doxorubicin liposomal per 10 mg,250,Q2050,7576.82,Community Hospital of the Monterey Peninsula,2019
4151,Rx43598068235,2500002,doxorubicin liposomal per 10 mg,250,Q2050,4740.42,Community Hospital of the Monterey Peninsula,2019
4152,Rx67457043650,2500002,doxorubicin per 10 mg,250,J9000,3819.55,Community Hospital of the Monterey Peninsula,2019
4153,Rx67457043650,2500002,doxorubicin per 10 mg,250,J9000,3819.55,Community Hospital of the Monterey Peninsula,2019
4154,Rx00703504001,2500002,doxorubicin per 10 mg,250,J9000,2045.13,Community Hospital of the Monterey Peninsula,2019
4155,Rx67457039610,2500002,doxorubicin per 10 mg,250,J9000,2028.0,Community Hospital of the Monterey Peninsula,2019
4156,Rx45963073360,2500002,doxorubicin per 10 mg,250,J9000,1994.95,Community Hospital of the Monterey Peninsula,2019
4157,Rx63323010161,2500002,doxorubicin per 10 mg,250,J9000,1936.1,Community Hospital of the Monterey Peninsula,2019
4158,Rx63323088330,2500002,doxorubicin per 10 mg,250,J9000,1154.19,Community Hospital of the Monterey Peninsula,2019
4159,Rx00069303320,2500002,doxorubicin per 10 mg,250,J9000,925.22,Community Hospital of the Monterey Peninsula,2019
4160,Rx00069403301,2500002,doxorubicin per 10 mg,250,J9000,925.22,Community Hospital of the Monterey Peninsula,2019
4161,Rx00143954601,2500002,doxorubicin per 10 mg,250,J9000,890.72,Community Hospital of the Monterey Peninsula,2019
4162,Rx25021020751,2500002,doxorubicin per 10 mg,250,J9000,823.86,Community Hospital of the Monterey Peninsula,2019
4163,Rx00069303420,2500002,doxorubicin per 10 mg,250,J9000,774.26,Community Hospital of the Monterey Peninsula,2019
4164,Rx00069403401,2500002,doxorubicin per 10 mg,250,J9000,774.26,Community Hospital of the Monterey Peninsula,2019
4165,Rx00069303220,2500002,doxorubicin per 10 mg,250,J9000,532.99,Community Hospital of the Monterey Peninsula,2019
4166,Rx00069403201,2500002,doxorubicin per 10 mg,250,J9000,532.99,Community Hospital of the Monterey Peninsula,2019
4167,Rx25021020725,2500002,doxorubicin per 10 mg,250,J9000,518.13,Community Hospital of the Monterey Peninsula,2019
4168,Rx00143954701,2500002,doxorubicin per 10 mg,250,J9000,441.99,Community Hospital of the Monterey Peninsula,2019
4169,Rx63323013011,2500003,doxycycline 100 mg recon soln 1 each Vial,250,,888.62,Community Hospital of the Monterey Peninsula,2019
4170,Rx63323013013,2500003,doxycycline 100 mg recon soln 1 each Vial,250,,888.62,Community Hospital of the Monterey Peninsula,2019
4171,Rx68382091001,2500003,doxycycline 100 mg recon soln 1 each Vial,250,,677.23,Community Hospital of the Monterey Peninsula,2019
4172,Rx62584069311,6370001,doxycycline 100 mg tablet 1 each BLIST PACK,250,,36.4,Community Hospital of the Monterey Peninsula,2019
4173,Rx00904043004,6370001,doxycycline 100 mg tablet 30 each BLIST PACK,250,,30.17,Community Hospital of the Monterey Peninsula,2019
4174,Rx63739016833,6370001,doxycycline 100 mg tablet 30 each BLIST PACK,250,,22.28,Community Hospital of the Monterey Peninsula,2019
4175,Rx00904043006,6370001,doxycycline 100 mg tablet 50 each BLIST PACK,250,,36.44,Community Hospital of the Monterey Peninsula,2019
4176,Rx00527133601,6370001,doxycycline 20 mg tablet 100 each Bottle,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4177,Rx68180065701,6370001,doxycycline monohydrate 25 mg/5 mL suspension for reconstitution 60 mL Bottle,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4178,Rx69097022843,6370001,doxycycline monohydrate 25 mg/5 mL suspension for reconstitution 60 mL Bottle,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4179,Rx41167000607,6370001,doxylamine 25 mg tablet 16 each BLIST PACK,250,,3.5,Community Hospital of the Monterey Peninsula,2019
4180,Rx10939085244,6370001,doxylamine 25 mg tablet 32 each BLIST PACK,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4181,Rx70677002501,6370001,doxylamine 25 mg tablet 32 each BLIST PACK,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4182,Rx41167000609,6370001,doxylamine 25 mg tablet 32 each BLIST PACK,250,,3.5,Community Hospital of the Monterey Peninsula,2019
4183,Rx10939046833,6370001,doxylamine 25 mg tablet 32 each Bottle,250,,3.5,Community Hospital of the Monterey Peninsula,2019
4184,Sx00000001133,2710000108,DRAIN CHEST DRY SEAL MINI 6/CA,271,,417.83,Community Hospital of the Monterey Peninsula,2019
4185,Sx00000015793,2720000194,DRAIN ELUTIA 15F RND 7108,272,,400.8,Community Hospital of the Monterey Peninsula,2019
4186,Sx00000015795,2720000194,DRAIN EXACTA EDM EXT 46700,272,,1156.64,Community Hospital of the Monterey Peninsula,2019
4187,Sx00000015796,2720000194,DRAIN EXACTA EXT BAG 46710,272,,354.04,Community Hospital of the Monterey Peninsula,2019
4188,Sx00000018433,2720000194,DRAPE 0000212,272,,467.6,Community Hospital of the Monterey Peninsula,2019
4189,Sx00000016089,2720000194,DRAPE SLEEVE STAR AR-1606V**,272,,671.5,Community Hospital of the Monterey Peninsula,2019
4190,Sx00000016109,2720000194,DRILL .066 2.75MM AR700014,272,,2132.75,Community Hospital of the Monterey Peninsula,2019
4191,Sx00000027285,2720000194,DRILL .9X46MM 4MM STOP END,272,,1295.75,Community Hospital of the Monterey Peninsula,2019
4192,Sx00000016110,2720000194,DRILL 10MM 48510610,272,,1319.71,Community Hospital of the Monterey Peninsula,2019
4193,Sx00000016111,2720000194,DRILL 12MM 48510612,272,,1256.64,Community Hospital of the Monterey Peninsula,2019
4194,Sx00000016112,2720000194,DRILL 2.0 303400,272,,1548.25,Community Hospital of the Monterey Peninsula,2019
4195,Sx00000016114,2720000194,DRILL 2.5 303401,272,,1606.7,Community Hospital of the Monterey Peninsula,2019
4196,Sx00000030512,2720000194,DRILL 2.5X80MM DRLLSSC25080,272,,1898.95,Community Hospital of the Monterey Peninsula,2019
4197,Sx00000016115,2720000194,DRILL 2.7 303402,272,,1694.38,Community Hospital of the Monterey Peninsula,2019
4198,Sx00000016116,2720000194,DRILL 3.5MM 48560314,272,,2012.52,Community Hospital of the Monterey Peninsula,2019
4199,Sx00000028965,2720000194,DRILL ACUTRAK 2 MINI AT2M1813,272,,2705.56,Community Hospital of the Monterey Peninsula,2019
4200,Sx00000016117,2720000194,DRILL ACUTRAK 2 MINI AT2ML1813,272,,2997.81,Community Hospital of the Monterey Peninsula,2019
4201,Sx00000029037,2720000194,DRILL ACUTRAK MICRO AT21509,272,,2705.56,Community Hospital of the Monterey Peninsula,2019
4202,Sx00000027279,2720000194,DRILL BIT 2.0X135MM 703896,272,,1281.72,Community Hospital of the Monterey Peninsula,2019
4203,Sx00000029925,2720000194,DRILL BIT 2.2MM CANN DSDS0022,272,,1945.71,Community Hospital of the Monterey Peninsula,2019
4204,Sx00000001516,2720000194,DRILL BIT 2.4MM 6956010,272,,2274.78,Community Hospital of the Monterey Peninsula,2019
4205,Sx00000030327,2720000194,DRILL BIT 2.5X60MM SP082560,272,,1805.43,Community Hospital of the Monterey Peninsula,2019
4206,Sx00000016119,2720000194,DRILL BIT 2.9MM 6956011,272,,2274.78,Community Hospital of the Monterey Peninsula,2019
4207,Sx00000016120,2720000194,DRILL BIT 3.2 OC 7756131,272,,2483.45,Community Hospital of the Monterey Peninsula,2019
4208,Sx00000001549,2720000194,DRILL BIT 3.5MM 6956013,272,,2156.13,Community Hospital of the Monterey Peninsula,2019
4209,Sx00000029866,2720000194,DRILL BIT 4.5MM ARS742800,272,,2518.52,Community Hospital of the Monterey Peninsula,2019
4210,Sx00000016121,2720000194,DRILL BIT 4MM 316441,272,,1051.43,Community Hospital of the Monterey Peninsula,2019
4211,Sx00000029864,2720000194,DRILL BIT 6.5MM ARS742000,272,,2518.52,Community Hospital of the Monterey Peninsula,2019
4212,Sx00000016122,2720000194,DRILL BIT 6956012,272,,2274.78,Community Hospital of the Monterey Peninsula,2019
4213,Sx00000000784,2720000194,DRILL BIT ATL 13MM 876-443,272,,1775.04,Community Hospital of the Monterey Peninsula,2019
4214,Sx00000016123,2720000194,DRILL BIT FAST 2.5MM DB25,272,,735.8,Community Hospital of the Monterey Peninsula,2019
4215,Sx00000018842,2720000194,DRILL BIT SYN 1.1X8MM  317.16,272,,1109.88,Community Hospital of the Monterey Peninsula,2019
4216,Sx00000018843,2720000194,DRILL BIT SYN 1.1X8MM 317.18,272,,922.84,Community Hospital of the Monterey Peninsula,2019
4217,Sx00000018844,2720000194,DRILL BIT SYN 1.5X60MM 317.435,272,,981.29,Community Hospital of the Monterey Peninsula,2019
4218,Sx00000005612,2720000194,DRILL BIT SYN 1.8MM 310.510,272,,975.44,Community Hospital of the Monterey Peninsula,2019
