,Description,UNITS,QUANTITY,Price,UNIT_PRICE,Hospital,Year
923,buprenorphine 20 mcg/hour weekly transdermal patch,Each,8.0,3985.25,498.15625,Kaiser Foundation Hospital - San Rafael,2019
924,buprenorphine 5 mcg/hour weekly transdermal patch,Each,1.0,269.6,269.6,Kaiser Foundation Hospital - San Rafael,2019
925,buprenorphine 8 mg-naloxone 2 mg sublingual film,Each,106.0,4058.1,38.283962264150894,Kaiser Foundation Hospital - San Rafael,2019
926,buprenorphine 8 mg-naloxone 2 mg sublingual tablet,Each,731.5,28418.47,38.8495830485304,Kaiser Foundation Hospital - San Rafael,2019
927,buprenorphine HCl 0.3 mg/mL injection solution,mL,44.25,2454.0,55.457627118644105,Kaiser Foundation Hospital - San Rafael,2019
928,buprenorphine HCl 2 mg sublingual tablet,Each,582.0,10026.26,17.2272508591065,Kaiser Foundation Hospital - San Rafael,2019
929,buprenorphine HCl 300 mcg buccal film,Each,38.5,1344.0,34.9090909090909,Kaiser Foundation Hospital - San Rafael,2019
930,buprenorphine HCl 600 mcg buccal film,Each,4.0,204.3,51.075,Kaiser Foundation Hospital - San Rafael,2019
931,buprenorphine HCl 75 mcg buccal film,Each,11.0,265.25,24.1136363636364,Kaiser Foundation Hospital - San Rafael,2019
932,buprenorphine HCl 8 mg sublingual tablet,Each,232.0,7286.7,31.4081896551724,Kaiser Foundation Hospital - San Rafael,2019
933,busPIRone 10 mg tablet,Each,13233.0,76953.17,5.81524748734225,Kaiser Foundation Hospital - San Rafael,2019
934,busPIRone 15 mg tablet,Each,644.33334,5291.83,8.21287627301732,Kaiser Foundation Hospital - San Rafael,2019
935,busPIRone 30 mg tablet,Each,70.5,1012.08,14.3557446808511,Kaiser Foundation Hospital - San Rafael,2019
936,busPIRone 5 mg tablet,Each,17746.8,65036.2,3.66467194085694,Kaiser Foundation Hospital - San Rafael,2019
937,busPIRone 7.5 mg tablet,Each,1.0,7.4,7.4,Kaiser Foundation Hospital - San Rafael,2019
938,butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap,Each,65.0,616.02,9.47723076923077,Kaiser Foundation Hospital - San Rafael,2019
939,butalbital-acetaminophen 50 mg-325 mg tablet,Each,7.0,57.3,8.18571428571429,Kaiser Foundation Hospital - San Rafael,2019
940,butalbital-acetaminophen-caffeine 50 mg-325 mg-40 mg capsule,Each,3.0,64.2,21.4,Kaiser Foundation Hospital - San Rafael,2019
941,butalbital-acetaminophen-caffeine 50 mg-325 mg-40 mg tablet,Each,2979.0,32035.32,10.753716012084599,Kaiser Foundation Hospital - San Rafael,2019
942,butalbital-aspirin-caffeine 50 mg-325 mg-40 mg capsule,Each,90.0,917.0,10.1888888888889,Kaiser Foundation Hospital - San Rafael,2019
943,butamben-tetracaine-benzocaine 2 %-2 %-14 % (200 mg/sec) topical spray,g,883.0,196011.02,221.983035107588,Kaiser Foundation Hospital - San Rafael,2019
944,butorphanol tartrate 2 mg/mL injection solution,mL,135.5,3413.3,25.190405904059,Kaiser Foundation Hospital - San Rafael,2019
945,cabergoline 0.5 mg tablet,Each,106.5,12367.35,116.125352112676,Kaiser Foundation Hospital - San Rafael,2019
946,cabozantinib 20 mg tablet,Each,12.0,21848.8,1820.7333333333304,Kaiser Foundation Hospital - San Rafael,2019
947,cabozantinib 40 mg tablet,Each,7.0,13101.55,1871.65,Kaiser Foundation Hospital - San Rafael,2019
948,cabozantinib 60 mg tablet,Each,1.0,1783.2,1783.2,Kaiser Foundation Hospital - San Rafael,2019
949,cadexomer iodine 0.9 % topical gel,g,275.0,99398.71,361.449854545455,Kaiser Foundation Hospital - San Rafael,2019
950,caffeine 200 mg tablet,Each,149.5,436.81,2.92180602006689,Kaiser Foundation Hospital - San Rafael,2019
951,caffeine citrate 60 mg/3 mL (20 mg/mL) intravenous solution,mL,455.34513,85171.4,187.048009056339,Kaiser Foundation Hospital - San Rafael,2019
952,caffeine citrate 60 mg/3 mL (20 mg/mL) oral solution,mL,1832.8458,233760.28,127.53952351037901,Kaiser Foundation Hospital - San Rafael,2019
953,caffeine-sodium benzoate 250 mg/mL(125 mg/mL caffeine) injection soln,mL,522.4680000000002,38996.74,74.6394803126699,Kaiser Foundation Hospital - San Rafael,2019
954,calamine 8 %-zinc oxide 8 % lotion,mL,78.0,1246.42,15.9797435897436,Kaiser Foundation Hospital - San Rafael,2019
955,calcipotriene 0.005 % scalp solution,mL,8.0,7111.2,888.9,Kaiser Foundation Hospital - San Rafael,2019
956,calcipotriene 0.005 % topical cream,g,3.0,4766.7,1588.9,Kaiser Foundation Hospital - San Rafael,2019
957,calcipotriene-betamethasone 0.005 %-0.064 % topical ointment,g,2.0,6053.0,3026.5,Kaiser Foundation Hospital - San Rafael,2019
958,calcitonin (salmon) 200 unit/actuation nasal spray,mL,763.0,237825.19,311.69749672346,Kaiser Foundation Hospital - San Rafael,2019
959,calcitonin (salmon) 200 unit/mL injection solution,mL,335.9,2824818.11,8409.69964275082,Kaiser Foundation Hospital - San Rafael,2019
960,calcitriol 0.25 mcg capsule,Each,11367.2,61545.61,5.414315750580619,Kaiser Foundation Hospital - San Rafael,2019
961,calcitriol 0.5 mcg capsule,Each,943.5,7389.88,7.83241123476418,Kaiser Foundation Hospital - San Rafael,2019
962,calcitriol 1 mcg/mL intravenous solution,mL,33.0,1222.68,37.0509090909091,Kaiser Foundation Hospital - San Rafael,2019
963,calcitriol 1 mcg/mL oral solution,mL,296.08103,13988.83,47.2466270466568,Kaiser Foundation Hospital - San Rafael,2019
964,calcitriol 3 mcg/gram topical ointment,g,147.0,417450.18,2839.79714285714,Kaiser Foundation Hospital - San Rafael,2019
965,calcium 600 mg-D3 800 unit-mag11 50 mg-zinc-copper-mang-s.borat tablet,Each,2.0,5.2,2.6,Kaiser Foundation Hospital - San Rafael,2019
966,calcium acetate 667 mg (169 mg calcium)/5 mL oral solution,mL,1675.0,2371.55,1.4158507462686598,Kaiser Foundation Hospital - San Rafael,2019
967,calcium acetate 667 mg capsule,Each,38076.3955,265695.55,6.977959612800009,Kaiser Foundation Hospital - San Rafael,2019
968,calcium acetate 667 mg tablet,Each,6122.0,16979.35,2.7734972231297004,Kaiser Foundation Hospital - San Rafael,2019
969,"calcium acetate-aluminum 952 mg-1,347 mg topical powder in packet",Each,18.99955,1700.2,89.48632993939329,Kaiser Foundation Hospital - San Rafael,2019
970,calcium carb-vit D3-minerals 600 mg calcium-200 unit tablet,Each,1.0,2.35,2.35,Kaiser Foundation Hospital - San Rafael,2019
971,calcium carb-vit D3-minerals 600 mg calcium-400 unit tablet,Each,2.0,4.6,2.3,Kaiser Foundation Hospital - San Rafael,2019
972,calcium carbonate 200 mg calcium (500 mg) chewable tablet,Each,48625.75,138706.85,2.85253903538763,Kaiser Foundation Hospital - San Rafael,2019
973,calcium carbonate 300 mg (750 mg) chewable tablet,Each,10.3333,16.25,1.57258571801845,Kaiser Foundation Hospital - San Rafael,2019
974,"calcium carbonate 400 mg calcium (1,000 mg) chewable tablet",Each,59.0,52.65,0.8923728813559321,Kaiser Foundation Hospital - San Rafael,2019
975,"calcium carbonate 500 mg (1,250 mg)-vitamin D3 200 unit tablet",Each,5991.5,12845.94,2.14402737211049,Kaiser Foundation Hospital - San Rafael,2019
976,"calcium carbonate 500 mg (1,250 mg)-vitamin D3 400 unit tablet",Each,2244.5,4710.7,2.0987747828024097,Kaiser Foundation Hospital - San Rafael,2019
977,"calcium carbonate 500 mg calcium (1,250 mg) chewable tablet",Each,36.6,101.7,2.7786885245901605,Kaiser Foundation Hospital - San Rafael,2019
978,"calcium carbonate 500 mg calcium (1,250 mg) tablet",Each,11763.05,17975.47,1.52813003430233,Kaiser Foundation Hospital - San Rafael,2019
979,"calcium carbonate 500 mg/5 mL calcium (1,250 mg/5 mL) oral suspension",mL,1546.88116,5913.75,3.823015078934701,Kaiser Foundation Hospital - San Rafael,2019
980,"calcium carbonate 600 mg (1,500 mg)-vitamin D3 200 unit tablet",Each,2621.0,5216.65,1.99032811903853,Kaiser Foundation Hospital - San Rafael,2019
981,"calcium carbonate 600 mg (1,500 mg)-vitamin D3 400 unit tablet",Each,14068.5,38110.1,2.70889576003128,Kaiser Foundation Hospital - San Rafael,2019
982,"calcium carbonate 600 mg calcium (1,500 mg) tablet",Each,529.99993,1019.5,1.92358515971879,Kaiser Foundation Hospital - San Rafael,2019
983,"calcium carbonate-vitamin D3 600 mg (1,500 mg)-800 unit tablet",Each,1.0,2.5,2.5,Kaiser Foundation Hospital - San Rafael,2019
984,"calcium carbonate-vitamin D3 600 mg(1,500 mg)-400 unit chewable tablet",Each,1.0,2.3,2.3,Kaiser Foundation Hospital - San Rafael,2019
985,calcium carbonate-vitamin D3 600 mg-125 unit tablet,Each,1.0,2.2,2.2,Kaiser Foundation Hospital - San Rafael,2019
986,calcium caseinate-whey 7.5 gram oral packet,Each,18.0,74.7,4.15,Kaiser Foundation Hospital - San Rafael,2019
987,calcium chloride 100 mg/mL (10 %) intravenous solution,mL,3689.47752,236080.24,63.987445029886,Kaiser Foundation Hospital - San Rafael,2019
988,calcium chloride 100 mg/mL (10 %) intravenous syringe,mL,3469.1741,124596.77,35.915398422927204,Kaiser Foundation Hospital - San Rafael,2019
989,calcium citrate 200 mg (950 mg) tablet,Each,680.5,934.25,1.37288758265981,Kaiser Foundation Hospital - San Rafael,2019
990,calcium citrate 250 mg tablet,Each,145.0,187.75,1.2948275862069,Kaiser Foundation Hospital - San Rafael,2019
991,calcium citrate 315 mg-vitamin D3 250 unit tablet,Each,12643.0,20561.74,1.62633393972949,Kaiser Foundation Hospital - San Rafael,2019
992,calcium citrate malate-vitamin D3 250 mg-100 unit tablet,Each,18.0,28.16,1.56444444444444,Kaiser Foundation Hospital - San Rafael,2019
993,calcium citrate-vitamin D3 200 mg calcium-250 unit tablet,Each,7.0,15.05,2.15,Kaiser Foundation Hospital - San Rafael,2019
994,calcium citrate-vitamin D3 315 mg-200 unit tablet,Each,2217.0,3361.91,1.51642309427154,Kaiser Foundation Hospital - San Rafael,2019
995,calcium glubionate 115 mg/5 mL (1.8 gram/5 mL) oral syrup,mL,2.58148,312.45,121.03522010629601,Kaiser Foundation Hospital - San Rafael,2019
996,calcium gluconate 1 gram/10 mL (100 mg/mL) in sterile water IV syringe,mL,28.25,1147.85,40.6318584070796,Kaiser Foundation Hospital - San Rafael,2019
997,calcium gluconate 1 gram/100 mL in 0.9 % sodium chloride intravenous,mL,3582.0,197821.45,55.226535455052996,Kaiser Foundation Hospital - San Rafael,2019
998,calcium gluconate 1 gram/100 mL in dextrose 5 % IV,mL,1.0,65.7,65.7,Kaiser Foundation Hospital - San Rafael,2019
999,calcium gluconate 1 gram/110 mL in 0.9 % sodium chloride intravenous,mL,512.90909,24210.65,47.2026144048256,Kaiser Foundation Hospital - San Rafael,2019
1000,calcium gluconate 1 gram/50 mL in 0.9 % sodium chloride intravenous,mL,22.0,1362.9,61.95,Kaiser Foundation Hospital - San Rafael,2019
1001,calcium gluconate 100 mg/mL (10 %) intravenous solution,mL,19400.61184,2095464.97,108.01025180451201,Kaiser Foundation Hospital - San Rafael,2019
1002,calcium polycarbophil 625 mg tablet,Each,902.0,2774.64,3.07609756097561,Kaiser Foundation Hospital - San Rafael,2019
1003,calcium-magnesium-zinc 333 mg-133 mg-5 mg tablet,Each,66.0,122.32,1.8533333333333304,Kaiser Foundation Hospital - San Rafael,2019
1004,camph-eucalypt-men-turp-pet topical ointment,g,1.0,17.9,17.9,Kaiser Foundation Hospital - San Rafael,2019
1005,camphor 4 %-methyl salicylate 30 %-menthol 10 % topical cream,g,13.0,276.84,21.295384615384602,Kaiser Foundation Hospital - San Rafael,2019
1006,camphor-eucalyptus oil-menthol 4.8 %-1.2 %-2.6 % topical ointment,g,5.0,90.85,18.17,Kaiser Foundation Hospital - San Rafael,2019
1007,camphor-menthol 0.5 %-0.5 % lotion,mL,865.0,25991.0,30.0473988439306,Kaiser Foundation Hospital - San Rafael,2019
1008,camphor-menthol 11 %-11 % topical ointment,g,7.0,235.08,33.5828571428571,Kaiser Foundation Hospital - San Rafael,2019
1009,camphor-methyl salicylate-menthol topical patch,Each,10015.0,47391.04,4.73200599101348,Kaiser Foundation Hospital - San Rafael,2019
1010,canagliflozin 100 mg tablet,Each,0.5,35.65,71.3,Kaiser Foundation Hospital - San Rafael,2019
1011,canakinumab (PF) 150 mg/mL subcutaneous solution,mL,0.99667,49934.7,50101.538121946105,Kaiser Foundation Hospital - San Rafael,2019
1012,candesartan 16 mg tablet,Each,4.0,52.89,13.2225,Kaiser Foundation Hospital - San Rafael,2019
1013,candesartan 32 mg tablet,Each,0.5,9.35,18.7,Kaiser Foundation Hospital - San Rafael,2019
1014,candesartan 4 mg tablet,Each,7.0,111.5,15.9285714285714,Kaiser Foundation Hospital - San Rafael,2019
1015,candesartan 8 mg tablet,Each,37.5,511.7,13.645333333333301,Kaiser Foundation Hospital - San Rafael,2019
1016,cangrelor 50 mg intravenous solution,Each,136.60446000000002,353768.2,2589.72657261703,Kaiser Foundation Hospital - San Rafael,2019
1017,capecitabine 150 mg tablet,Each,32.0,1845.45,57.6703125,Kaiser Foundation Hospital - San Rafael,2019
1018,capecitabine 500 mg tablet,Each,416.0,52810.38,126.948028846154,Kaiser Foundation Hospital - San Rafael,2019
1019,capsaicin 0.025 % topical cream,g,668.0,25357.24,37.959940119760496,Kaiser Foundation Hospital - San Rafael,2019
1020,capsaicin 0.075 % topical cream,g,43.0,1211.8,28.1813953488372,Kaiser Foundation Hospital - San Rafael,2019
1021,capsaicin 0.1 % topical cream,g,7.0,347.34,49.62,Kaiser Foundation Hospital - San Rafael,2019
1022,captopril 100 mg tablet,Each,0.5,7.05,14.1,Kaiser Foundation Hospital - San Rafael,2019
1023,captopril 12.5 mg tablet,Each,1380.24,10108.87,7.3239943777893695,Kaiser Foundation Hospital - San Rafael,2019
1024,captopril 25 mg tablet,Each,1187.75,8414.45,7.084361187118501,Kaiser Foundation Hospital - San Rafael,2019
1025,captopril 50 mg tablet,Each,74.0,665.74,8.99648648648649,Kaiser Foundation Hospital - San Rafael,2019
1026,carBAMazepine 100 mg chewable tablet,Each,2127.0,7317.21,3.44015514809591,Kaiser Foundation Hospital - San Rafael,2019
1027,carBAMazepine 100 mg/5 mL (5 mL) oral suspension,mL,916.332,7783.8,8.494519453647799,Kaiser Foundation Hospital - San Rafael,2019
1028,carBAMazepine 100 mg/5 mL oral suspension,mL,844.9422400000003,1102.8,1.3051779728753998,Kaiser Foundation Hospital - San Rafael,2019
1029,carBAMazepine 200 mg tablet,Each,5866.5,39764.96,6.77831074746442,Kaiser Foundation Hospital - San Rafael,2019
1030,carBAMazepine 200 mg/10 mL oral suspension,mL,440.6,7392.2,16.7775760326827,Kaiser Foundation Hospital - San Rafael,2019
1031,"carBAMazepine ER 100 mg capsule,extended release mphase12hr",Each,43.0,317.75,7.38953488372093,Kaiser Foundation Hospital - San Rafael,2019
1032,"carBAMazepine ER 100 mg tablet,extended release,12 hr",Each,790.0,3839.29,4.85986075949367,Kaiser Foundation Hospital - San Rafael,2019
1033,"carBAMazepine ER 200 mg capsule,extended release mphase12hr",Each,587.0,4356.25,7.42120954003407,Kaiser Foundation Hospital - San Rafael,2019
1034,"carBAMazepine ER 200 mg tablet,extended release,12 hr",Each,858.0,11025.21,12.8498951048951,Kaiser Foundation Hospital - San Rafael,2019
1035,"carBAMazepine ER 300 mg capsule,extended release mphase12hr",Each,221.3333,1709.38,7.72310357275656,Kaiser Foundation Hospital - San Rafael,2019
1036,"carBAMazepine ER 400 mg tablet,extended release,12 hr",Each,58.0,1329.85,22.928448275862106,Kaiser Foundation Hospital - San Rafael,2019
1037,carbachol 0.01 % intraocular solution,mL,879.6017400000003,111803.8,127.10729744577401,Kaiser Foundation Hospital - San Rafael,2019
1038,carbamide peroxide 10 % oral rinse,mL,1.0,22.35,22.35,Kaiser Foundation Hospital - San Rafael,2019
1039,carbamide peroxide 6.5 % ear drops,mL,440.0,8194.45,18.62375,Kaiser Foundation Hospital - San Rafael,2019
1040,carbidopa 10 mg-levodopa 100 mg tablet,Each,1022.0,4255.2,4.16360078277886,Kaiser Foundation Hospital - San Rafael,2019
1041,carbidopa 12.5 mg-levodopa 50 mg-entacapone 200 mg tablet,Each,16.0,438.45,27.403125,Kaiser Foundation Hospital - San Rafael,2019
1042,carbidopa 18.75 mg-levodopa 75 mg-entacapone 200 mg tablet,Each,4.0,132.8,33.2,Kaiser Foundation Hospital - San Rafael,2019
1043,carbidopa 25 mg tablet,Each,565.5,21420.35,37.8786030061892,Kaiser Foundation Hospital - San Rafael,2019
1044,carbidopa 25 mg-levodopa 100 mg disintegrating tablet,Each,17.0,107.75,6.338235294117651,Kaiser Foundation Hospital - San Rafael,2019
1045,carbidopa 25 mg-levodopa 100 mg tablet,Each,34815.25,144755.21,4.15781044226309,Kaiser Foundation Hospital - San Rafael,2019
1046,carbidopa 25 mg-levodopa 100 mg-entacapone 200 mg tablet,Each,15.5,407.6,26.296774193548398,Kaiser Foundation Hospital - San Rafael,2019
1047,carbidopa 25 mg-levodopa 250 mg tablet,Each,3382.5,16413.44,4.852458240946049,Kaiser Foundation Hospital - San Rafael,2019
1048,carbidopa 37.5 mg-levodopa 150 mg-entacapone 200 mg tablet,Each,4.0,77.6,19.4,Kaiser Foundation Hospital - San Rafael,2019
1049,carbidopa 50 mg-levodopa 200 mg-entacapone 200 mg tablet,Each,3.0,99.6,33.2,Kaiser Foundation Hospital - San Rafael,2019
1050,"carbidopa ER 23.75 mg-levodopa 95 mg capsule,extended release",Each,114.0,1555.7,13.6464912280702,Kaiser Foundation Hospital - San Rafael,2019
1051,"carbidopa ER 25 mg-levodopa 100 mg tablet,extended release",Each,3131.0,13300.69,4.24806451612903,Kaiser Foundation Hospital - San Rafael,2019
1052,"carbidopa ER 36.25 mg-levodopa 145 mg capsule,extended release",Each,299.0,3760.1,12.575585284280901,Kaiser Foundation Hospital - San Rafael,2019
1053,"carbidopa ER 48.75 mg-levodopa 195 mg capsule,extended release",Each,335.0,4644.35,13.863731343283598,Kaiser Foundation Hospital - San Rafael,2019
1054,"carbidopa ER 50 mg-levodopa 200 mg tablet,extended release",Each,2196.0,15976.13,7.27510473588342,Kaiser Foundation Hospital - San Rafael,2019
1055,carboprost tromethamine 250 mcg/mL intramuscular solution,mL,810.0,901431.48,1112.8783703703698,Kaiser Foundation Hospital - San Rafael,2019
1056,carboxymethyl 0.5 %-glycerin 1 %-polysorb 80 0.5 %-PF eye dropperette,Each,23.5,355.94,15.1463829787234,Kaiser Foundation Hospital - San Rafael,2019
1057,"carboxymethylcellulose 0.5 %-glycerin 0.9 % (PF) eye drops,dropperette",Each,127.0,806.45,6.35,Kaiser Foundation Hospital - San Rafael,2019
1058,carboxymethylcellulose 0.5 %-glycerin 0.9 % eye drops,mL,1.0,42.85,42.85,Kaiser Foundation Hospital - San Rafael,2019
1059,carboxymethylcellulose 1 %-glycerin 0.9 % eye gel drops,mL,63.0,2885.4,45.8,Kaiser Foundation Hospital - San Rafael,2019
1060,carboxymethylcellulose sodium 0.5 % eye drops,mL,737.0,27416.4,37.2,Kaiser Foundation Hospital - San Rafael,2019
1061,carboxymethylcellulose sodium 0.5 % eye drops in a dropperette,Each,15937.0,97384.56,6.11059546966179,Kaiser Foundation Hospital - San Rafael,2019
1062,carboxymethylcellulose sodium 1 % eye gel in a dropperette,Each,1478.75095,44618.67,30.17321476615109,Kaiser Foundation Hospital - San Rafael,2019
1063,carboxymethylcellulose sodium 1 % eye liquid gel drops,mL,40.0,1488.0,37.2,Kaiser Foundation Hospital - San Rafael,2019
1064,carboxymethylcellulose-glycerin-polysorb 80 0.5 %-1 %-0.5 % eye drops,mL,2.0,89.6,44.8,Kaiser Foundation Hospital - San Rafael,2019
1065,carfilzomib 60 mg intravenous solution,Each,5.76666,40965.45,7103.84347265141,Kaiser Foundation Hospital - San Rafael,2019
1066,cariprazine 6 mg capsule,Each,5.0,826.75,165.35,Kaiser Foundation Hospital - San Rafael,2019
1067,carisoprodol 350 mg tablet,Each,315.5,2441.78,7.73939778129952,Kaiser Foundation Hospital - San Rafael,2019
1068,carvedilol 12.5 mg tablet,Each,38993.599,300380.72,7.70333407798547,Kaiser Foundation Hospital - San Rafael,2019
1069,carvedilol 25 mg tablet,Each,11483.875,93191.63,8.11499863939654,Kaiser Foundation Hospital - San Rafael,2019
1070,carvedilol 3.125 mg tablet,Each,57871.045,438122.77,7.570673209719992,Kaiser Foundation Hospital - San Rafael,2019
1071,carvedilol 6.25 mg tablet,Each,26325.2604,214971.47,8.16597696408731,Kaiser Foundation Hospital - San Rafael,2019
1072,caspofungin 50 mg intravenous solution,Each,4755.612,3517998.22,739.757200545377,Kaiser Foundation Hospital - San Rafael,2019
1073,caspofungin 70 mg intravenous solution,Each,789.64891,645704.55,817.710936876998,Kaiser Foundation Hospital - San Rafael,2019
1074,castor oil 100 % oral,mL,0.50847,10.0,19.6668436682597,Kaiser Foundation Hospital - San Rafael,2019
1075,ceFAZolin 1 gram intravenous solution,Each,2.9,39.15,13.5,Kaiser Foundation Hospital - San Rafael,2019
1076,ceFAZolin 1 gram solution for injection,Each,34038.04605,509860.9,14.979147135856199,Kaiser Foundation Hospital - San Rafael,2019
1077,ceFAZolin 1 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback,mL,42205.23825,1187979.07,28.147668850086397,Kaiser Foundation Hospital - San Rafael,2019
1078,ceFAZolin 10 gram solution for injection,Each,236.001,14486.56,61.3834687141156,Kaiser Foundation Hospital - San Rafael,2019
1079,ceFAZolin 2 gram/100 mL in 0.9 % sodium chloride intravenous solution,mL,514.5,27010.65,52.498833819242,Kaiser Foundation Hospital - San Rafael,2019
1080,ceFAZolin 2 gram/100 mL in dextrose 5 % intravenous solution,mL,152.0,6791.54,44.6811842105263,Kaiser Foundation Hospital - San Rafael,2019
1081,ceFAZolin 2 gram/100 mL in dextrose(iso-osmotic) intravenous piggyback,mL,57.0,2436.56,42.74666666666671,Kaiser Foundation Hospital - San Rafael,2019
1082,ceFAZolin 2 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback,Each,136653.749905,5692961.87,41.659755944916796,Kaiser Foundation Hospital - San Rafael,2019
1083,ceFAZolin 500 mg solution for injection,Each,1980.6708,31624.63,15.9666260541631,Kaiser Foundation Hospital - San Rafael,2019
1084,cefOXitin 1 gram intravenous solution,Each,327.1738,9970.52,30.474689599228306,Kaiser Foundation Hospital - San Rafael,2019
1085,"cefOXitin 1 gram/50 mL in dextrose, iso-osmotic intravenous piggyback",Each,1052.005,52608.8,50.008127337797795,Kaiser Foundation Hospital - San Rafael,2019
1086,cefOXitin 2 gram intravenous solution,Each,1650.384,85783.5,51.97790332431721,Kaiser Foundation Hospital - San Rafael,2019
1087,cefOXitin 2 gram/50 mL in dextrose(iso-osmotic) intravenous piggyback,Each,1973.3246,173541.91,87.9439246842613,Kaiser Foundation Hospital - San Rafael,2019
1088,cefTAZidime 1 gram solution for injection,Each,1479.92875,39545.65,26.721320198692002,Kaiser Foundation Hospital - San Rafael,2019
1089,cefTAZidime 1 gram/50 mL in dextrose (iso-osm) intravenous piggyback,mL,19.0,1826.82,96.14842105263159,Kaiser Foundation Hospital - San Rafael,2019
1090,cefTAZidime 1 gram/50 mL in dextrose 5 % intravenous piggyback,Each,2346.2508,113808.28,48.50644270424971,Kaiser Foundation Hospital - San Rafael,2019
1091,cefTAZidime 2 gram solution for injection,Each,1949.8253,97479.3,49.9938635528014,Kaiser Foundation Hospital - San Rafael,2019
1092,cefTAZidime 2 gram/50 mL in dextrose (iso-osm) intravenous piggyback,mL,75.34874,13645.91,181.103360188903,Kaiser Foundation Hospital - San Rafael,2019
1093,cefTAZidime 2 gram/50 mL in dextrose 5 % intravenous piggyback,Each,3903.13094,264667.16,67.8089369966153,Kaiser Foundation Hospital - San Rafael,2019
1094,cefTAZidime 500 mg solution for injection,Each,2190.1704,70213.01,32.0582407651934,Kaiser Foundation Hospital - San Rafael,2019
1095,cefTAZidime 6 gram solution for injection,Each,0.33333,37.65,112.951129511295,Kaiser Foundation Hospital - San Rafael,2019
1096,cefTAZidime-avibactam 2.5 gram intravenous solution,Each,234.888,261254.55,1112.25158373352,Kaiser Foundation Hospital - San Rafael,2019
1097,cefTRIAXone 1 gram intravenous solution,Each,1.0,20.25,20.25,Kaiser Foundation Hospital - San Rafael,2019
1098,cefTRIAXone 1 gram solution for injection,Each,70754.06932000001,1373531.27,19.412752979449397,Kaiser Foundation Hospital - San Rafael,2019
1099,cefTRIAXone 1 gram/50 mL in dextrose (iso-osmot) intravenous piggyback,mL,12336.58,679678.68,55.094578886531,Kaiser Foundation Hospital - San Rafael,2019
1100,cefTRIAXone 2 gram intravenous solution,Each,3230.0,110814.0,34.3077399380805,Kaiser Foundation Hospital - San Rafael,2019
1101,cefTRIAXone 2 gram solution for injection,Each,66512.83475,1708353.24,25.684565188375203,Kaiser Foundation Hospital - San Rafael,2019
1102,cefTRIAXone 2 gram/50 mL in dextrose (iso-osm) intravenous piggyback,mL,14544.16283,1211849.46,83.3220498260882,Kaiser Foundation Hospital - San Rafael,2019
1103,cefTRIAXone 250 mg solution for injection,Each,183.96400000000003,1817.78,9.8811724032963,Kaiser Foundation Hospital - San Rafael,2019
1104,cefTRIAXone 500 mg solution for injection,Each,49.964,1141.3,22.8424465615243,Kaiser Foundation Hospital - San Rafael,2019
1105,cefaclor 250 mg capsule,Each,1.0,8.75,8.75,Kaiser Foundation Hospital - San Rafael,2019
1106,cefadroxil 250 mg/5 mL oral suspension,mL,155.0,356.8,2.3019354838709702,Kaiser Foundation Hospital - San Rafael,2019
1107,cefadroxil 500 mg capsule,Each,6044.0,83780.14,13.8617041694242,Kaiser Foundation Hospital - San Rafael,2019
1108,cefadroxil 500 mg/5 mL oral suspension,mL,4.54501,1439.3,316.676971007765,Kaiser Foundation Hospital - San Rafael,2019
1109,cefdinir 125 mg/5 mL oral suspension,mL,270.80626,3619.52,13.3657176167198,Kaiser Foundation Hospital - San Rafael,2019
1110,cefdinir 250 mg/5 mL oral suspension,mL,49.0138,1716.85,35.027890104419605,Kaiser Foundation Hospital - San Rafael,2019
1111,cefdinir 300 mg capsule,Each,23.0,444.11,19.3091304347826,Kaiser Foundation Hospital - San Rafael,2019
1112,cefepime 1 gram solution for injection,Each,4150.4511,234277.13,56.446184849642,Kaiser Foundation Hospital - San Rafael,2019
1113,cefepime 1 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback,mL,3.0,339.9,113.3,Kaiser Foundation Hospital - San Rafael,2019
1114,cefepime 1 gram/50 mL in dextrose 5 % intravenous piggyback,Each,3054.0,163615.48,53.574158480681106,Kaiser Foundation Hospital - San Rafael,2019
1115,cefepime 2 gram solution for injection,Each,14919.3515,1242130.3,83.25631982060351,Kaiser Foundation Hospital - San Rafael,2019
1116,cefepime 2 gram/100 mL in dextrose (iso-osmotic) intravenous piggyback,mL,10.0,1583.0,158.3,Kaiser Foundation Hospital - San Rafael,2019
1117,cefepime 2 gram/50 mL in dextrose 5 % intravenous piggyback,Each,7115.1865,558918.3,78.552867166588,Kaiser Foundation Hospital - San Rafael,2019
1118,cefixime 100 mg/5 mL oral suspension,mL,18.4728,13804.4,747.282491013815,Kaiser Foundation Hospital - San Rafael,2019
1119,cefixime 200 mg/5 mL oral suspension,mL,0.33333,554.4,1663.2166321663199,Kaiser Foundation Hospital - San Rafael,2019
1120,cefixime 400 mg capsule,Each,1.0,96.1,96.1,Kaiser Foundation Hospital - San Rafael,2019
1121,cefoTEtan 1 gram solution for injection,Each,1114.7952,101712.9,91.23909037283258,Kaiser Foundation Hospital - San Rafael,2019
