,Group,ChargeCode,Description,Price, ,Hospital,Year
1164,SGR,406502374,SPECIMEN HANDLING LAB,51.0,,Sharp Grossmont Hospital,2019
1165,SGR,406503013,E TEST,43.0,,Sharp Grossmont Hospital,2019
1166,SGR,406503021,TROPONIN I,302.0,,Sharp Grossmont Hospital,2019
1167,SGR,406503031,HANDLING FEE REF LAB,51.0,,Sharp Grossmont Hospital,2019
1168,SGR,406503042,ACETONE/KETONE URINE QUAL,20.0,,Sharp Grossmont Hospital,2019
1169,SGR,406503070,ELECTROLYTE PANEL,153.0,,Sharp Grossmont Hospital,2019
1170,SGR,406503073,NEWBORN SCRN HANDLING FEE,51.0,,Sharp Grossmont Hospital,2019
1171,SGR,406503075,TACROLIMUS (FK506),95.0,,Sharp Grossmont Hospital,2019
1172,SGR,406503127,VOLUME MEASUREMENT TIMED URINE,65.0,,Sharp Grossmont Hospital,2019
1173,SGR,406503131,CULTURE LEGIONELLA,212.0,,Sharp Grossmont Hospital,2019
1174,SGR,406503145,PFA COLLAGEN,140.0,,Sharp Grossmont Hospital,2019
1175,SGR,406503148,CREATININE BF,82.0,,Sharp Grossmont Hospital,2019
1176,SGR,406503150,COMPREHENSIVE METABOLIC PNL,478.0,,Sharp Grossmont Hospital,2019
1177,SGR,406503151,HEPATIC FUNCTION PNL,216.0,,Sharp Grossmont Hospital,2019
1178,SGR,406503152,RENAL FUNCTION PNL,123.0,,Sharp Grossmont Hospital,2019
1179,SGR,406503154,GLUCOSE POC,140.0,,Sharp Grossmont Hospital,2019
1180,SGR,406503155,PSA TOTAL SCREEN,234.0,,Sharp Grossmont Hospital,2019
1181,SGR,406503157,BASIC METABOLIC PANEL,346.0,,Sharp Grossmont Hospital,2019
1182,SGR,406503158,PLATELET AUTOMATED COUNT,48.0,,Sharp Grossmont Hospital,2019
1183,SGR,406503161,FETAL FIBRONECTIN,964.0,,Sharp Grossmont Hospital,2019
1184,SGR,406503166,HEMOGLOBIN,27.0,,Sharp Grossmont Hospital,2019
1185,SGR,406503167,HEMATOCRIT,116.0,,Sharp Grossmont Hospital,2019
1186,SGR,406503168,BLOOD COUNT WBC,25.0,,Sharp Grossmont Hospital,2019
1187,SGR,406503174,CULTURE STOOL ADDTL PATHOGENS,110.0,,Sharp Grossmont Hospital,2019
1188,SGR,406503175,CULTURE ANAEROBIC IDENT,93.0,,Sharp Grossmont Hospital,2019
1189,SGR,406503176,CULTURE TYPING IMMUNO,118.0,,Sharp Grossmont Hospital,2019
1190,SGR,406503181,ALBUMIN URINE OR BF,24.0,,Sharp Grossmont Hospital,2019
1191,SGR,406503182,SENSITIVITY ENZYME DETECTION/ENZYME,35.0,,Sharp Grossmont Hospital,2019
1192,SGR,406503196,B TYPE NATRIURETIC PEPTIDE,354.0,,Sharp Grossmont Hospital,2019
1193,SGR,406503202,HEPARIN ASSAY,134.0,,Sharp Grossmont Hospital,2019
1194,SGR,406503208,INFECTIOUS AGENT DIRECT AG,72.0,,Sharp Grossmont Hospital,2019
1195,SGR,406503211,PROTIME FINGERSTICK,193.0,,Sharp Grossmont Hospital,2019
1196,SGR,406503214,DRUG SCREEN URINE MULT,528.0,,Sharp Grossmont Hospital,2019
1197,SGR,406503220,GENERAL HEALTH PANEL,428.0,,Sharp Grossmont Hospital,2019
1198,SGR,406503221,CRP HIGH SENSITIVITY,160.0,,Sharp Grossmont Hospital,2019
1199,SGR,406503223,DRUG ABUSE SCREEN URINE EA ADD,140.0,,Sharp Grossmont Hospital,2019
1200,SGR,406503224,R ACTIVATED CLOTTING TIME,118.0,,Sharp Grossmont Hospital,2019
1201,SGR,406503225,EPL/LY30 FIBRINOLYSIS,127.0,,Sharp Grossmont Hospital,2019
1202,SGR,406503249,SPECIMEN HANDLING LAB2,51.0,,Sharp Grossmont Hospital,2019
1203,SGR,406503257,SUSCEPT STUDY ENZYME DETECTION,35.0,,Sharp Grossmont Hospital,2019
1204,SGR,406503260,HYDROXPROGEST 17 D GS,53.0,,Sharp Grossmont Hospital,2019
1205,SGR,406503261,TANDEM MASS SPEC QT GS,80.0,,Sharp Grossmont Hospital,2019
1206,SGR,406503265,PLT AGGREGATION EACH AGENT,140.0,,Sharp Grossmont Hospital,2019
1207,SGR,406503270,CULTURE AEROBIC QUANTITATIVE,210.0,,Sharp Grossmont Hospital,2019
1208,SGR,406503271,SIROLIMUS (RAPAMYCIN),115.0,,Sharp Grossmont Hospital,2019
1209,SGR,406503275,PLT AGGREG P2Y12 EA,140.0,,Sharp Grossmont Hospital,2019
1210,SGR,406503279,OBSTETRIC PANEL,556.0,,Sharp Grossmont Hospital,2019
1211,SGR,406503287,AMIKACIN DRUG ASSAY,93.0,,Sharp Grossmont Hospital,2019
1212,SGR,406503290,DIRECT AG LEGIONELLA,72.0,,Sharp Grossmont Hospital,2019
1213,SGR,406503292,PARATHYROID HORMONE,314.0,,Sharp Grossmont Hospital,2019
1214,SGR,406503293,LEUKOCYTE ASSESSMENT FECAL,45.0,,Sharp Grossmont Hospital,2019
1215,SGR,406503295,CULTURE YEAST SCREEN,162.0,,Sharp Grossmont Hospital,2019
1216,SGR,406503296,CANDIDA DIRECT PROBE,158.0,,Sharp Grossmont Hospital,2019
1217,SGR,406503297,GARDNERELLA DIRECT PROBE,160.0,,Sharp Grossmont Hospital,2019
1218,SGR,406503298,TRICHOMONAS DIRECT PROBE,160.0,,Sharp Grossmont Hospital,2019
1219,SGR,406503301,SHIGA TOX DETECT DIR OBSERV,222.0,,Sharp Grossmont Hospital,2019
1220,SGR,406503302,SHIGA TOX DETECT DIR OBSRV ADD,222.0,,Sharp Grossmont Hospital,2019
1221,SGR,406503303,BASIC META PNL W/ICAL NO CAL,310.0,,Sharp Grossmont Hospital,2019
1222,SGR,406503304,OCCULT BLD FECES IMMUNOASSAY,115.0,,Sharp Grossmont Hospital,2019
1223,SGR,406503312,PROTEIN C ACTIVITY,151.0,,Sharp Grossmont Hospital,2019
1224,SGR,406503313,PROTEIN S FREE,159.0,,Sharp Grossmont Hospital,2019
1225,SGR,406503316,BLOOD GAS ANALYSIS,210.0,,Sharp Grossmont Hospital,2019
1226,SGR,406503317,ANTIGEN C DIFFICILE TOXIN,79.0,,Sharp Grossmont Hospital,2019
1227,SGR,406503318,DIRECT ANTIGEN C DIFFICILE,72.0,,Sharp Grossmont Hospital,2019
1228,SGR,406503338,URINE CULTURE QUANT COLONY CNT,392.0,,Sharp Grossmont Hospital,2019
1229,SGR,406503346,COMPAT TEST ELECT PER UNIT,492.0,,Sharp Grossmont Hospital,2019
1230,SGR,406503350,BIOTINIDASE EA,33.0,,Sharp Grossmont Hospital,2019
1231,SGR,406503351,IMMUNOREACTIVE TRYPSINOGEN,32.0,,Sharp Grossmont Hospital,2019
1232,SGR,406503357,F2 MUTATION GENE ANALYSIS,394.0,,Sharp Grossmont Hospital,2019
1233,SGR,406503358,F5 V LEIDEN GENE ANALYSIS,546.0,,Sharp Grossmont Hospital,2019
1234,SGR,406503359,CULT TYPING DIRECT PROBE EA,167.0,,Sharp Grossmont Hospital,2019
1235,SGR,406503360,INFLUENZA A OR B AG W/OPTIC   ,149.0,,Sharp Grossmont Hospital,2019
1236,SGR,406503364,RBC FETOMATERNAL SCREEN   ,193.0,,Sharp Grossmont Hospital,2019
1237,SGR,406503367,FECAL BLOOD SCRN IMMUNOASSAY,115.0,,Sharp Grossmont Hospital,2019
1238,SGR,406503372,HIV 1 AG W/HIV 1/2 AB COMBO,212.0,,Sharp Grossmont Hospital,2019
1239,SGR,406503381,STREP A ANTIGEN WITH OPTIC,228.0,,Sharp Grossmont Hospital,2019
1240,SGR,406503382,RSV ANTIGEN W/OPTIC        ,353.0,,Sharp Grossmont Hospital,2019
1241,SGR,406503384,LACTOFERRIN FECAL QUAL,35.0,,Sharp Grossmont Hospital,2019
1242,SGR,406503386,AMPLIFIED PROBE C DIFF,297.0,,Sharp Grossmont Hospital,2019
1243,SGR,406503389,LDL CHOLESTEROL DIRECT,93.0,,Sharp Grossmont Hospital,2019
1244,SGR,406503390,TESTOSTERONE TOTAL,87.0,,Sharp Grossmont Hospital,2019
1245,SGR,406503391,SEX HORMONE GLOBU (SHBG),95.0,,Sharp Grossmont Hospital,2019
1246,SGR,406503401,SENSITIVITY DESK METHOD,61.0,,Sharp Grossmont Hospital,2019
1247,SGR,406503403,PLATELET AB HIT,72.0,,Sharp Grossmont Hospital,2019
1248,SGR,406503404,RUBELLA ANTIBODY IGG,114.0,,Sharp Grossmont Hospital,2019
1249,SGR,406503405,RPR/VDRL QUALITATIVE,72.0,,Sharp Grossmont Hospital,2019
1250,SGR,406503406,RESP VIRUS MOL AMP 3 TO 5,282.0,,Sharp Grossmont Hospital,2019
1251,SGR,406540010,IMMUNOGLOBULIN E IGE     ,50.0,,Sharp Grossmont Hospital,2019
1252,SGR,406544898,RHOGAM                         ,456.0,,Sharp Grossmont Hospital,2019
1253,SGR,406553002,DRUG 2 COMBO1 PRESUMP NONOPTIC,873.0,,Sharp Grossmont Hospital,2019
1254,SGR,406553003,DRUG 3 COMBO1 PRESUMP NONOPTIC,1011.0,,Sharp Grossmont Hospital,2019
1255,SGR,406553004,DRUG 4 COMBO1 PRESUMP NONOPTIC,1539.0,,Sharp Grossmont Hospital,2019
1256,SGR,406553023,DRUG 3 COMBO2 PRESUMP NONOPTIC,1194.0,,Sharp Grossmont Hospital,2019
1257,SGR,406560032,GLUC TOL (1ST 3 SPEC),433.0,,Sharp Grossmont Hospital,2019
1258,SGR,406560034,GLUC TOL EA ADDL SPEC,83.0,,Sharp Grossmont Hospital,2019
1259,SGR,406560056,TISSUE PROCESSING,50.0,,Sharp Grossmont Hospital,2019
1260,SGR,406561056,LIPID (CARDIAC RISK) PANEL,248.0,,Sharp Grossmont Hospital,2019
1261,SGR,406570030,HLA B27                        ,46.0,,Sharp Grossmont Hospital,2019
1262,SGR,406599901,STUDY LAB HANDLING MOD    ,80.0,,Sharp Grossmont Hospital,2019
1263,SGR,406599902,STUDY LAB HANDLING HIGH   ,150.0,,Sharp Grossmont Hospital,2019
1264,SGR,406599903,STUDY LAB HANDLING CMPLX  ,300.0,,Sharp Grossmont Hospital,2019
1265,SGR,406599904,STUDY LAB HNDLG GT 5HR/HR   ,100.0,,Sharp Grossmont Hospital,2019
1266,SGR,406610230,MATERNAL DRUG SCREEN,33.93,,Sharp Grossmont Hospital,2019
1267,SGR,406610232,DRUG SCREEN MECONIUM 5,77.6,,Sharp Grossmont Hospital,2019
1268,SGR,406610498,CAFFEINE LEVEL,10.49,,Sharp Grossmont Hospital,2019
1269,SGR,406610882,METHOTREXATE,44.09,,Sharp Grossmont Hospital,2019
1270,SGR,406610923,PAIN DRUG PANEL 8,112.55,,Sharp Grossmont Hospital,2019
1271,SGR,406610924,PAIN DRUG PANEL 9,113.4,,Sharp Grossmont Hospital,2019
1272,SGR,406610925,PAIN DRUG PANEL 11,115.12,,Sharp Grossmont Hospital,2019
1273,SGR,406610926,PAIN DRUG PANEL 13          ,116.83,,Sharp Grossmont Hospital,2019
1274,SGR,406611094,PCP QT,34.0,,Sharp Grossmont Hospital,2019
1275,SGR,406611204,PAIN MNGMT URINE ALCOHOL,17.58,,Sharp Grossmont Hospital,2019
1276,SGR,406611205,PAIN MNGMT UR OPIATES QT,40.56,,Sharp Grossmont Hospital,2019
1277,SGR,406611206,PAIN MNGMT UR OXYCOD QT,40.57,,Sharp Grossmont Hospital,2019
1278,SGR,406611207,PAIN MNGMT UR BENZODIAZ QT,81.13,,Sharp Grossmont Hospital,2019
1279,SGR,406611208,PAIN MNGMT UR AMPHET QT,81.13,,Sharp Grossmont Hospital,2019
1280,SGR,406611209,PAIN MNGMT UR BARBIT QT,81.13,,Sharp Grossmont Hospital,2019
1281,SGR,406611210,PAIN MNGMT UR CANNABIN QT,81.13,,Sharp Grossmont Hospital,2019
1282,SGR,406611214,PAIN MNGMT UR FENTANYL QT,81.13,,Sharp Grossmont Hospital,2019
1283,SGR,406611215,PAIN MNGMT UR CARISOP QT,81.13,,Sharp Grossmont Hospital,2019
1284,SGR,406613255,LYMPHOCYTE TRANSFORMATION,135.8,,Sharp Grossmont Hospital,2019
1285,SGR,406623348,COCCI CF UC DAVIS,44.0,,Sharp Grossmont Hospital,2019
1286,SGR,406633000,METHOTREXATE LEVEL RCH -,120.0,,Sharp Grossmont Hospital,2019
1287,SGR,406652076,GALACTO GS (NBS),18.25,,Sharp Grossmont Hospital,2019
1288,SGR,406652081,TSH GS (NBS),18.25,,Sharp Grossmont Hospital,2019
1289,SGR,406652083,HGB CHROM GS  (NBS),18.25,,Sharp Grossmont Hospital,2019
1290,SGR,406653073,NEWBORN SCRN HANDLING FEE,36.0,,Sharp Grossmont Hospital,2019
1291,SGR,406653260,HYDROXPROGEST 17 D GS  (NBS),18.25,,Sharp Grossmont Hospital,2019
1292,SGR,406653261,TANDEM MASS SPEC QT GS (NBS),19.75,,Sharp Grossmont Hospital,2019
1293,SGR,406653350,BIOTINIDASE EA (NBS),18.25,,Sharp Grossmont Hospital,2019
1294,SGR,406653351,IMMUNOREAC TRYPSINO (NBS),18.25,,Sharp Grossmont Hospital,2019
1295,SGR,406662321,ANTIBODY ID PANEL SDBB,70.0,,Sharp Grossmont Hospital,2019
1296,SGR,406663199,ADSORPTION SDBB,55.0,,Sharp Grossmont Hospital,2019
1297,SGR,406663320,ABO TYPE SDBB,16.0,,Sharp Grossmont Hospital,2019
1298,SGR,406663321,ANTIBODY SCREEN SDBB,49.0,,Sharp Grossmont Hospital,2019
1299,SGR,406663322,DIRECT ANTIGLOBULIN SDBB,15.0,,Sharp Grossmont Hospital,2019
1300,SGR,406663323,RH PHENOTYPE SDBB,54.0,,Sharp Grossmont Hospital,2019
1301,SGR,406663324,ANTIGEN TYPE PATIENT SDBB,29.0,,Sharp Grossmont Hospital,2019
1302,SGR,406663325,ELUATE SDBB,81.0,,Sharp Grossmont Hospital,2019
1303,SGR,406663326,TITRATION SDBB,63.0,,Sharp Grossmont Hospital,2019
1304,SGR,406663327,SCREEN COMPAT SDBB,49.0,,Sharp Grossmont Hospital,2019
1305,SGR,406663339,RH TYPE SDBB,16.0,,Sharp Grossmont Hospital,2019
1306,SGR,406663340,ANTIBODY ID SELECT SDBB  ,20.0,,Sharp Grossmont Hospital,2019
1307,SGR,406663341,RBC ENZYME PRETREAT SDBB  ,75.0,,Sharp Grossmont Hospital,2019
1308,SGR,406663342,RBC PRETREAT CHEM SDBB  ,75.0,,Sharp Grossmont Hospital,2019
1309,SGR,406663361,SICKLE CELL TEST SDBB,35.0,,Sharp Grossmont Hospital,2019
1310,SGR,406663362,PLATELET CROSSMATCH SDBB,150.0,,Sharp Grossmont Hospital,2019
1311,SGR,406663363,RBC ANTIGEN MOLECULAR SDBB,500.0,,Sharp Grossmont Hospital,2019
1312,SGR,406670010,IMMUNOGLOBULIN E IGE (PACRIM),18.0,,Sharp Grossmont Hospital,2019
1313,SGR,406670012,CYTOGEN MICROARRAY NUM+SNP VAR,1100.0,,Sharp Grossmont Hospital,2019
1314,SGR,406690003,GHBA BLOOD,165.0,,Sharp Grossmont Hospital,2019
1315,SGR,406690005,AMITRIPTYLINE QT,22.4,,Sharp Grossmont Hospital,2019
1316,SGR,406690006,BENZODIAZEPINE/CLONAZEPAM,26.88,,Sharp Grossmont Hospital,2019
1317,SGR,406690010,ETHOSUXIMIDE,11.2,,Sharp Grossmont Hospital,2019
1318,SGR,406690011,HALOPERIDOL,27.72,,Sharp Grossmont Hospital,2019
1319,SGR,406690013,NORTRIPTYLINE,13.44,,Sharp Grossmont Hospital,2019
1320,SGR,406690014,PHENOBARBITAL ,11.2,,Sharp Grossmont Hospital,2019
1321,SGR,406690015,PHENYTOIN FREE ,14.83,,Sharp Grossmont Hospital,2019
1322,SGR,406690016,PHENYTOIN TOTAL,14.29,,Sharp Grossmont Hospital,2019
1323,SGR,406690017,PRIMIDONE ,2.8,,Sharp Grossmont Hospital,2019
1324,SGR,406690019,ACTH,19.6,,Sharp Grossmont Hospital,2019
1325,SGR,406690020,IGGSYN CSF ALBUMIN SERUM,4.05,,Sharp Grossmont Hospital,2019
1326,SGR,406690022,OLIGO CSF ALBUMIN SERUM,6.16,,Sharp Grossmont Hospital,2019
1327,SGR,406690023,IGGSYN CSF ALBUMIN CSF,4.24,,Sharp Grossmont Hospital,2019
1328,SGR,406690026,ALDOLASE,5.0,,Sharp Grossmont Hospital,2019
1329,SGR,406690027,ALDOSTERONE,19.6,,Sharp Grossmont Hospital,2019
1330,SGR,406690028,A1 ANTITRYPSIN TOTAL,7.0,,Sharp Grossmont Hospital,2019
1331,SGR,406690033,AMYLASE ISOENZ,7.84,,Sharp Grossmont Hospital,2019
1332,SGR,406690034,ANDROSTENEDIONE,20.0,,Sharp Grossmont Hospital,2019
1333,SGR,406690035,ANGIOTENSIN I CONV ENZYME,6.0,,Sharp Grossmont Hospital,2019
1334,SGR,406690036,LIPOPROTEIN A,10.0,,Sharp Grossmont Hospital,2019
1335,SGR,406690037,ARSENIC,14.0,,Sharp Grossmont Hospital,2019
1336,SGR,406690038,BETA 2 MICROGLOBULIN,11.2,,Sharp Grossmont Hospital,2019
1337,SGR,406690039,BILE ACID,12.6,,Sharp Grossmont Hospital,2019
1338,SGR,406690041,VITAMIN D 25 HYDROXY,9.0,,Sharp Grossmont Hospital,2019
1339,SGR,406690043,CALCIUM URINE 24HR,5.88,,Sharp Grossmont Hospital,2019
1340,SGR,406690044,STONE ANALYSIS,16.0,,Sharp Grossmont Hospital,2019
1341,SGR,406690046,CAROTENE,12.6,,Sharp Grossmont Hospital,2019
1342,SGR,406690047,CATCHOL PL FRACTIONATED,20.0,,Sharp Grossmont Hospital,2019
1343,SGR,406690048,CATCHOL UR FRACTIONATED,15.0,,Sharp Grossmont Hospital,2019
1344,SGR,406690049,CERULOPLASMIN,8.4,,Sharp Grossmont Hospital,2019
1345,SGR,406690050,CHLORIDES OTHER SOURCE,12.88,,Sharp Grossmont Hospital,2019
1346,SGR,406690052,CHOLINESTERASE SERUM,8.96,,Sharp Grossmont Hospital,2019
1347,SGR,406690054,GABAPENTIN,18.2,,Sharp Grossmont Hospital,2019
1348,SGR,406690056,FLECAINIDE ,18.2,,Sharp Grossmont Hospital,2019
1349,SGR,406690057,LAMOTRIGINE,9.0,,Sharp Grossmont Hospital,2019
1350,SGR,406690059,TRAZADONE,18.2,,Sharp Grossmont Hospital,2019
1351,SGR,406690060,AMIODARONE,18.2,,Sharp Grossmont Hospital,2019
1352,SGR,406690061,CHROMIUM,14.0,,Sharp Grossmont Hospital,2019
1353,SGR,406690062,CITRATE URINE,12.6,,Sharp Grossmont Hospital,2019
1354,SGR,406690063,N TELOPEPTIDE,111.16,,Sharp Grossmont Hospital,2019
1355,SGR,406690064,COPPER,12.6,,Sharp Grossmont Hospital,2019
1356,SGR,406690065,CORTISOL FREE URINE,15.4,,Sharp Grossmont Hospital,2019
1357,SGR,406690066,CK ISOENZ CK TOTAL,5.56,,Sharp Grossmont Hospital,2019
1358,SGR,406690067,CK ISOENZYMES,11.44,,Sharp Grossmont Hospital,2019
1359,SGR,406690068,CREATININE URINE,5.6,,Sharp Grossmont Hospital,2019
1360,SGR,406690070,CRYOGLOB QL/QT,7.0,,Sharp Grossmont Hospital,2019
1361,SGR,406690071,CYANIDE,30.8,,Sharp Grossmont Hospital,2019
1362,SGR,406690072,DHEA,15.0,,Sharp Grossmont Hospital,2019
1363,SGR,406690073,DHEA SULFATE,11.2,,Sharp Grossmont Hospital,2019
1364,SGR,406690074,VIT D 1 25 DIHYDROXY,18.0,,Sharp Grossmont Hospital,2019
1365,SGR,406690075,ERYTHROPOIETIN,15.0,,Sharp Grossmont Hospital,2019
1366,SGR,406690076,ESTROGEN FRACTIONATED,17.0,,Sharp Grossmont Hospital,2019
1367,SGR,406690077,ESTRIOL,14.28,,Sharp Grossmont Hospital,2019
1368,SGR,406690078,ESTRONE,28.0,,Sharp Grossmont Hospital,2019
1369,SGR,406690079,FATS/LIPIDS FECES QUAL,14.56,,Sharp Grossmont Hospital,2019
1370,SGR,406690081,FOLATE RBC,14.0,,Sharp Grossmont Hospital,2019
1371,SGR,406690082,CRYOGLOB QT IMMUNOGLOB,9.24,,Sharp Grossmont Hospital,2019
1372,SGR,406690083,IGGSYN CSF IGG,7.62,,Sharp Grossmont Hospital,2019
1373,SGR,406690085,OLIGO CSF IGG,12.85,,Sharp Grossmont Hospital,2019
1374,SGR,406690086,IGE,6.75,,Sharp Grossmont Hospital,2019
1375,SGR,406690088,GASTRIN,8.0,,Sharp Grossmont Hospital,2019
1376,SGR,406690089,G6PD,17.64,,Sharp Grossmont Hospital,2019
1377,SGR,406690090,FRUCTOSAMINE,10.64,,Sharp Grossmont Hospital,2019
1378,SGR,406690092,GROWTH HORMONE,8.0,,Sharp Grossmont Hospital,2019
1379,SGR,406690094,HEAVY METAL QUANT EACH,19.6,,Sharp Grossmont Hospital,2019
1380,SGR,406690096,HGB EVAL 50610 NORMAL,23.0,,Sharp Grossmont Hospital,2019
1381,SGR,406690097,HEMOGLOBIN A2/F,29.4,,Sharp Grossmont Hospital,2019
1382,SGR,406690099,PLASMA HEMOGLOBIN,14.28,,Sharp Grossmont Hospital,2019
1383,SGR,406690100,HISTAMINE,23.8,,Sharp Grossmont Hospital,2019
1384,SGR,406690101,HOMOCYSTINE URINE QT,32.2,,Sharp Grossmont Hospital,2019
1385,SGR,406690102,HVA URINE,15.4,,Sharp Grossmont Hospital,2019
1386,SGR,406690104,HIAA URINE,15.68,,Sharp Grossmont Hospital,2019
1387,SGR,406690105,HYDROXYPROGESTERONE 17,19.6,,Sharp Grossmont Hospital,2019
1388,SGR,406690106,GLIADIN AB,9.8,,Sharp Grossmont Hospital,2019
1389,SGR,406690107,ENDOMYSIAL AB ,5.0,,Sharp Grossmont Hospital,2019
1390,SGR,406690108,GBM IGG,28.0,,Sharp Grossmont Hospital,2019
1391,SGR,406690110,PTH RELATED PEPTIDE,50.0,,Sharp Grossmont Hospital,2019
1392,SGR,406690111,NEURONAL CELL AB,74.77,,Sharp Grossmont Hospital,2019
1393,SGR,406690112,INHIBIN A,30.8,,Sharp Grossmont Hospital,2019
1394,SGR,406690114,TUMOR NECROSIS FACTOR,95.0,,Sharp Grossmont Hospital,2019
1395,SGR,406690115,INSULIN TOTAL,8.4,,Sharp Grossmont Hospital,2019
1396,SGR,406690116,LD ISOENZ LD TOTAL,5.0,,Sharp Grossmont Hospital,2019
1397,SGR,406690117,LD ISOENZYMES,15.44,,Sharp Grossmont Hospital,2019
1398,SGR,406690118,LEAD,7.0,,Sharp Grossmont Hospital,2019
1399,SGR,406690119,LIPOPROTEIN ELP,48.16,,Sharp Grossmont Hospital,2019
1400,SGR,406690122,MERCURY QT BLD OR UR,9.8,,Sharp Grossmont Hospital,2019
1401,SGR,406690123,METANEPHRINES URINE,21.0,,Sharp Grossmont Hospital,2019
1402,SGR,406690125,MYELIN BASIC PROTEIN CSF,26.6,,Sharp Grossmont Hospital,2019
1403,SGR,406690126,MYOGLOBIN,12.04,,Sharp Grossmont Hospital,2019
1404,SGR,406690127,OLIGO CSF ALBUMIN CSF,7.34,,Sharp Grossmont Hospital,2019
1405,SGR,406690129,NUCLEOTIDASE 5',14.0,,Sharp Grossmont Hospital,2019
1406,SGR,406690130,OLIGOCLONAL BANDS,28.0,,Sharp Grossmont Hospital,2019
1407,SGR,406690132,ORGANIC ACIDS URINE,70.0,,Sharp Grossmont Hospital,2019
1408,SGR,406690133,METHYLMALONIC ACID,15.0,,Sharp Grossmont Hospital,2019
1409,SGR,406690134,OXALATE URINE,19.32,,Sharp Grossmont Hospital,2019
1410,SGR,406690136,ACIDPHOS PROSTATIC,12.32,,Sharp Grossmont Hospital,2019
1411,SGR,406690137,ALK PHOSPHATASE TOTAL ,5.01,,Sharp Grossmont Hospital,2019
1412,SGR,406690138,ALK PHOS ISOENZYMES,14.31,,Sharp Grossmont Hospital,2019
1413,SGR,406690139,PHOSPHORUS URINE,6.44,,Sharp Grossmont Hospital,2019
1414,SGR,406690140,PORPHYRIN URINE,25.48,,Sharp Grossmont Hospital,2019
1415,SGR,406690142,PSA TOTAL,6.5,,Sharp Grossmont Hospital,2019
1416,SGR,406690143,PSA FREE ,6.5,,Sharp Grossmont Hospital,2019
1417,SGR,406690144,PROTEIN TOTAL CSF,2.96,,Sharp Grossmont Hospital,2019
1418,SGR,406690145,PROTEIN ELP CSF,14.4,,Sharp Grossmont Hospital,2019
1419,SGR,406690146,PROTOPORPHYRIN RBC,12.6,,Sharp Grossmont Hospital,2019
1420,SGR,406690147,VITAMIN B6,10.0,,Sharp Grossmont Hospital,2019
1421,SGR,406690148,PYRUVATE,21.0,,Sharp Grossmont Hospital,2019
1422,SGR,406690149,PYRUVATE KINASE,36.4,,Sharp Grossmont Hospital,2019
1423,SGR,406690151,RENIN ACTIVITY,12.6,,Sharp Grossmont Hospital,2019
1424,SGR,406690152,SEROTONIN,35.0,,Sharp Grossmont Hospital,2019
1425,SGR,406690153,SEXHORM BND GLB (SHBG),6.0,,Sharp Grossmont Hospital,2019
1426,SGR,406690154,SIALIC ACID (LASA),27.16,,Sharp Grossmont Hospital,2019
1427,SGR,406690155,SOMATOMEDIN (IGF1),9.0,,Sharp Grossmont Hospital,2019
1428,SGR,406690156,NEURON SPECIFIC ENOLASE,33.6,,Sharp Grossmont Hospital,2019
1429,SGR,406690157,PORPHYRN,17.92,,Sharp Grossmont Hospital,2019
1430,SGR,406690158,TESTOSTERONE FREE,7.5,,Sharp Grossmont Hospital,2019
1431,SGR,406690161,THYROXINE BINDING GLOBULIN,12.6,,Sharp Grossmont Hospital,2019
1432,SGR,406690162,THYROID STIMULATING IMM GLOB,22.0,,Sharp Grossmont Hospital,2019
1433,SGR,406690164,T3 FREE,5.0,,Sharp Grossmont Hospital,2019
1434,SGR,406690165,T3 REVERSE,17.0,,Sharp Grossmont Hospital,2019
1435,SGR,406690167,URIC ACID BODY FLUID,6.16,,Sharp Grossmont Hospital,2019
1436,SGR,406690168,URIC ACID URINE,6.16,,Sharp Grossmont Hospital,2019
1437,SGR,406690169,VASOPRESSIN (ADH),29.4,,Sharp Grossmont Hospital,2019
1438,SGR,406690170,ZINC ,9.8,,Sharp Grossmont Hospital,2019
1439,SGR,406690171,C PEPTIDE,11.2,,Sharp Grossmont Hospital,2019
1440,SGR,406690173,POTASSIUM FECAL,11.48,,Sharp Grossmont Hospital,2019
1441,SGR,406690175,PROTEIN S FUNCTIONAL,36.4,,Sharp Grossmont Hospital,2019
1442,SGR,406690176,VISCOSITY,9.8,,Sharp Grossmont Hospital,2019
1443,SGR,406690177,PLT AB DIRECT IGG/IGM,30.8,,Sharp Grossmont Hospital,2019
1444,SGR,406690183,CARDIOLIPIN IGG/IGM,11.76,,Sharp Grossmont Hospital,2019
1445,SGR,406690184,COMPLEMENT 2,33.6,,Sharp Grossmont Hospital,2019
1446,SGR,406690185,C1 ESTERASE INHIBITOR,13.16,,Sharp Grossmont Hospital,2019
1447,SGR,406690186,COMPLEMENT TOTAL (CH50),8.5,,Sharp Grossmont Hospital,2019
1448,SGR,406690187,DS DNA AB,8.96,,Sharp Grossmont Hospital,2019
1449,SGR,406690188,SS DNA IGG,17.92,,Sharp Grossmont Hospital,2019
1450,SGR,406690189,RIBOSOMAL P AB,22.4,,Sharp Grossmont Hospital,2019
1451,SGR,406690190,ENA AB EA,12.6,,Sharp Grossmont Hospital,2019
1452,SGR,406690191,HISTONE AB,11.2,,Sharp Grossmont Hospital,2019
1453,SGR,406690192,JO1 IGG,22.4,,Sharp Grossmont Hospital,2019
1454,SGR,406690195,ANCA ATYPICAL,12.0,,Sharp Grossmont Hospital,2019
