,Revenue Center,CDM Number,CDM Description,Description,UB Revenue Code,CPT/HCPCS,Price,Hospital,Year
6541,4085,432500797,MED EMG ONE EXTREMITY/TECH ONL,EMG ONE EXTREMITY/TECH ONLY,922,95860,49.0,Kern Medical Center,2019
6542,4085,432500798,MED EMG TWO EXTREMITIES/TECH,EMG TWO EXTREMITIES/TECH,922,95861,88.2,Kern Medical Center,2019
6543,4085,432500799,MED EMG THREE EXTREM./TECH ONL,EMG THREE EXTREM/TECH ONLY.,922,95863,107.8,Kern Medical Center,2019
6544,4085,432500801,MSS I&D ABSCESS,MSS I & D ABSCESS,510,,0.0,Kern Medical Center,2019
6545,4086,432500802,MSS I&D ABSCESS,MSS I&D ABSCESS,983,10060,132.0,Kern Medical Center,2019
6546,4086,432500803,MSS I&D PARONYCHIA,MSS I&D PARONYCHIA,510,,0.0,Kern Medical Center,2019
6547,4086,432500804,MSS I&D PARONYCHIA,MSS I&D PARONYCHINA,983,10060,132.0,Kern Medical Center,2019
6548,4085,432500805,MED DEBRIDE INFECTED SKIN,MED DEBRIDE INFECTED SKIN,510,,0.0,Kern Medical Center,2019
6549,4085,432500806,MED DEBRIDE INFECTED SKIN,MED DEBRIDE INFECTED SKIN,983,11000,106.7,Kern Medical Center,2019
6550,4085,432500807,MED EXCISE LESION UP TO 1.0 CM,MED EXCISE LESION UP TO 1 CM,510,,0.0,Kern Medical Center,2019
6551,4085,432500808,EXC BEN LES S N H F G .6-1.0CM,EXC BEN LES S N H F G .6-1.0CM,983,11421,232.1,Kern Medical Center,2019
6552,4085,432500809,MED EXCISE LESION 1 TO 2 CM,MED EXCISE LESION 1 TO 2 CM,510,,0.0,Kern Medical Center,2019
6553,4085,432500810,EXC BEN LES S N H F G 1.1-2CM,EXC BEN LES S N H F G 1.1-2CM,983,11422,286.0,Kern Medical Center,2019
6554,4086,432500811,MSS DEBRIDE MYCOTIC NAILS UP T,MSS DEBRIDE MYCOTIC NAILS UP TO 5,510,11700,41.15,Kern Medical Center,2019
6555,4086,432500812,MSS DEB MYCOTIC NAIL-5 EA NAIL,MSS DEB MYCOTIC NAILS-5EA NAIL,510,11701,20.55,Kern Medical Center,2019
6556,4085,432500813,MED UNNA BOOT APPLICATION,MED UNNA BOOT APPLICATION,510,,0.0,Kern Medical Center,2019
6557,4085,432500814,MED UNNA BOOT APPLICATION,MED UNNA BOOT APPLICATION,983,29580,93.5,Kern Medical Center,2019
6558,4085,432500815,UNNA BOOT SUPPLIES,UNNA BOOT SUPPLIES,270,,11.0,Kern Medical Center,2019
6559,4085,432500816,MED AVULSION OF NAIL,MED AVULSION OF NAIL,510,,0.0,Kern Medical Center,2019
6560,4085,432500817,AVULS NAIL PLATE SIMP SINGL,AVULS NAIL PLATE SIMP SINGL,983,11730,158.4,Kern Medical Center,2019
6561,4085,432500818,MED TOE NAIL REMOVAL,MED TOE NAIL REMOVAL,510,,0.0,Kern Medical Center,2019
6562,4085,432500819,EXCISION OF NAIL/MATRIX,EXCISION OF NAIL/MATRIX,983,11750,0.0,Kern Medical Center,2019
6563,4085,432500820,INJ TRIGGER POINTS =>3 MUSCLES,INJ TRIGGER POINTS =>3 MUSCLES,983,20553,0.0,Kern Medical Center,2019
6564,4085,432500821,MED ARTHROCENTSIS/ASPIRATION,MED ARTHROCENTSIS/ASPIRATION,983,20605,102.3,Kern Medical Center,2019
6565,4085,432500822,MED NERVE BLOCK,MSS NERVE BLOCK,983,64450,181.5,Kern Medical Center,2019
6566,4085,432500825,MED FLOWRATE MEASUREMENT,MED FLOWRATE MEASUREMENT,271,,18.0,Kern Medical Center,2019
6567,4085,432500870,MED CRYOTHERAPY,MED CRYOTHERAPY,983,17340,83.6,Kern Medical Center,2019
6568,4086,432500871,MSS DESTRUCTION OF LESIONS PENIS,MSS DESTRUCTION LESIONS PENIS CHE,983,54050,111.1,Kern Medical Center,2019
6569,4085,432500898,MED NUTRITIONAL CONSUL W/O MD,NUTRIONAL COUNSELING W/O MD PRESE,510,97802,22.0,Kern Medical Center,2019
6570,4085,432500899,MED NUTRIONAL COUSELNG WITH MD,NUTRIONAL COUNSELING WITH MD PRES,510,99211,0.0,Kern Medical Center,2019
6571,4085,432500900,1ST SUBSEQUENT 1/2 HOUR,1ST SUBSEQUENT 1/2 HR,510,,81.0,Kern Medical Center,2019
6572,4085,432500901,2ND SUBSEQUENT 1/2 HOUR,2ND SUBSEQUENT 1/2 HR,510,,81.0,Kern Medical Center,2019
6573,4085,432500902,ADD SUBSEQUENT 1/2 HOUR,ADD SUBSEQUENT 1/2 HR,510,99201,81.0,Kern Medical Center,2019
6574,4085,432500933,MED-THORACENTSIS 58,MED THORACENTSIS,983,32000,303.6,Kern Medical Center,2019
6575,4085,432501001,MINOR PROCEDURE LEVEL 1,MINOR PROCEDURE LEVEL 1,510,,200.0,Kern Medical Center,2019
6576,4085,432501002,EACH ADD'L PROCEDURE LEVEL 1,EACH ADD'L PROCEDURE LEVEL 1,510,,200.0,Kern Medical Center,2019
6577,4085,432501003,MINOR PROCEDURE LEVEL 2,MINOR PROCEDURE LEVEL 2,510,,450.0,Kern Medical Center,2019
6578,4085,432501004,EACH ADD'L PROCEDURE LEVEL 2,EACH ADD'L PROCEDURE LEVEL 2,510,,450.0,Kern Medical Center,2019
6579,4085,432501005,MINOR PROCEDURE LEVEL 3,MINOR PROCEDURE LEVEL 3,510,,750.0,Kern Medical Center,2019
6580,4085,432501006,EACH ADD'L PROCEDURE LEVEL 3,EACH ADD'L PROCEDURE LEVEL 3,510,,750.0,Kern Medical Center,2019
6581,4085,432501007,MINOR PROCEDURE LEVEL 4,MINOR PROCEDURE LEVEL 4,510,,1000.0,Kern Medical Center,2019
6582,4085,432501008,EACH ADD'L PROCEDURE LEVEL 4,EACH ADD'L PROCEDURE LEVEL 4,510,,1000.0,Kern Medical Center,2019
6583,4085,432501010,CHDP VISIT ONLY,CHDP VISIT ONLY,510,,0.0,Kern Medical Center,2019
6584,4085,432501011,CHDP SUB / IM INJECTION 1 VACCINE,CHDP SUB / IM INJECTION 1 VACC,771,90471,9.0,Kern Medical Center,2019
6585,4085,432501025,PF URINE PREGNANCY TEST,PF_URINE PREGNANCY TEST,983,81025,0.0,Kern Medical Center,2019
6586,4085,432501602,IM ADULT HEP-A VACCINE,IM ADULT HEP-A VACCINE,636,90632,162.39,Kern Medical Center,2019
6587,4085,432501603,IM ADULT HEPA-HEPB,IM ADULT HEPA-HEPB,636,90636,282.66,Kern Medical Center,2019
6588,4085,432501605,HEP B VACC ADULT 2 DOSE IM,HEP B VACC ADULT 2 DOSE IM,636,90739,192.51,Kern Medical Center,2019
6589,4085,432501606,HEP B VACC ADULT 3 DOSE IM,HEP B VACC ADULT 3 DOSE IM,636,90746,192.51,Kern Medical Center,2019
6590,4085,432501607,FLU VACC NO PRESERV =>3 YRS IM,FLU VACC NO PRESERV =>3 YRS IM,636,90656,9.0,Kern Medical Center,2019
6591,4085,432501608,PNEUMOCOCCAL VACC 7 VAL IM,PNEUMOCOCCAL VACC 7 VAL IM,636,90669,9.0,Kern Medical Center,2019
6592,4085,432501650,DTAP-HIB-IP VACCINE IM,DTAP-HIB-IP VACCINE IM,636,90698,9.0,Kern Medical Center,2019
6593,4085,432501651,DTAP VACCINE < 7 YRS IM,DTAP VACCINE < 7 YRS IM,636,90700,9.0,Kern Medical Center,2019
6594,4085,432501652,DTAP-IPV VACC 4-6 YR IM,DTAP-IPV VACC 4-6 YR IM,636,90696,9.0,Kern Medical Center,2019
6595,4085,432501653,FLU VACCINE NO PRESERV ID,FLU VACCINE NO PRESERV ID,636,90654,9.0,Kern Medical Center,2019
6596,4085,432501654,FLU VAC NO PRSV 3 VAL 6-35 M,FLU VAC NO PRSV 3 VAL 6-35 M,636,90655,9.0,Kern Medical Center,2019
6597,4085,432501655,HEP-A VACC PED/ADOL 2-DOSE IM,HEP-A VACC PED/ADOL 2-DOSE IM,636,90633,9.0,Kern Medical Center,2019
6598,4085,432501656,HEP B VACC ADOL 2 DOSE IM,HEP B VACC ADOL 2 DOSE IM,636,90743,9.0,Kern Medical Center,2019
6599,4085,432501657,HEP B VAC PED/ADOL 3 DOSE IM,HEP B VAC PED/ADOL 3 DOSE IM,636,90744,9.0,Kern Medical Center,2019
6600,4085,432501658,IM 4 DOSE HIB PRP-T,IM 4 DOSE HIB PRP-T,636,90648,9.0,Kern Medical Center,2019
6601,4085,432501659,"HIB VACC, PRP-OMP 3-DOSE IM","HIB VACC, PRP-OMP 3-DOSE IM",636,90647,9.0,Kern Medical Center,2019
6602,4085,432501660,HPV VACCINE 4 VALENT/3-DOSE IM,HPV VACCINE 4 VALENT/3-DOSE IM,636,90649,9.0,Kern Medical Center,2019
6603,4085,432501661,FLU VACCINE NASAL,FLU VACCINE NASAL,636,90660,9.0,Kern Medical Center,2019
6604,4085,432501662,MENINGOCOCCAL VACC 4 VALENT IM,MENINGOCOCCAL VACCINE IM,636,90734,9.0,Kern Medical Center,2019
6605,4085,432501663,MPV VACCINE,MPV VACCINE,636,90733,9.0,Kern Medical Center,2019
6606,4085,432501664,MMR VACCINE SQ,MMR VACCINE SQ,636,90707,9.0,Kern Medical Center,2019
6607,4085,432501665,DTAP-HEPB-IPV INACTIV IM,DTAP-HEPB-IPV INACTIV IM,636,90723,9.0,Kern Medical Center,2019
6608,4085,432501666,PNEUMO VAC 23 VALENT >2 YRS IM,PNEUMO VAC 23 VALENT >2 YRS IM,636,90732,9.0,Kern Medical Center,2019
6609,4085,432501667,POLIOVIRUS IPV SC/IM,POLIOVIRUS IPV SC/IM,636,90713,9.0,Kern Medical Center,2019
6610,4085,432501668,ROTAVIRUS VACC 3 DOSE ORAL,ROTAVIRUS VACC 3 DOSE ORAL,636,90680,9.0,Kern Medical Center,2019
6611,4085,432501669,TDAP VACCINE =>7 YRS IM,TDAP VACCINE =>7 YRS IM,636,90715,9.0,Kern Medical Center,2019
6612,4085,432501670,SQ LIVE VARICELLA VACCINE,SQ LIVE VARICELLA VACCINE,636,90716,9.0,Kern Medical Center,2019
6613,4085,432501671,PREGANCY URINE TEST,PREGANCY URINE TEST,300,81002,0.0,Kern Medical Center,2019
6614,4085,432501725,AEROSOL INHALATION TX,AEROSOL INHALATION TX,410,94640,529.41,Kern Medical Center,2019
6615,4085,432501750,BIOPSY FORCEPS,BIOPSY FORCEPS,272,,87.15,Kern Medical Center,2019
6616,4085,432501751,HUBER NEEDLE,HUBER NEEDLE,272,,26.5,Kern Medical Center,2019
6617,4085,432501753,IUD MIRENA - 50419042101,IUD MIRENA - 50419042101,636,J7302,840.0,Kern Medical Center,2019
6618,4085,432501754,IUD PARAGARD - 51285020401,IUD PARAGARD - 51285020401,636,J7300,748.0,Kern Medical Center,2019
6619,4085,432501760,"GLUCOSE, BLOOD BY MONITOR DVC","GLUCOSE, BLOOD BY MONITOR DVC",510,82962,86.25,Kern Medical Center,2019
6620,4085,432501780,STRAIGHT CATH TRAY,STRAIGHT CATH TRAY,272,,75.55,Kern Medical Center,2019
6621,4086,432503001,MINOR PROCEDURE LEVEL 1-1ST HR,MINOR PROCEDURE LEVEL 1-1ST HR,510,,200.0,Kern Medical Center,2019
6622,4086,432503002,MINOR PRCDR LVL 1-ADDTL 30 MIN,MINOR PRCDR LVL 1-ADDTL 30 MIN,510,,200.0,Kern Medical Center,2019
6623,4086,432503003,MINOR PROCEDURE LEVEL 2-1ST HR,MINOR PROCEDURE LEVEL 2-1ST HR,510,,450.0,Kern Medical Center,2019
6624,4086,432503004,MINOR PRCDR LVL 2-ADDTL 30 MIN,MINOR PRCDR LVL 2-ADDTL 30 MIN,510,,450.0,Kern Medical Center,2019
6625,4086,432503005,MINOR PROCEDURE LEVEL 3-1ST HR,MINOR PROCEDURE LEVEL 3-1ST HR,510,,750.0,Kern Medical Center,2019
6626,4086,432503006,MINOR PRCDR LVL 3-ADDTL 30 MIN,MINOR PRCDR LVL 3-ADDTL 30 MIN,510,,750.0,Kern Medical Center,2019
6627,4086,432503007,MINOR PROCEDURE LEVEL 4-1ST HR,MINOR PROCEDURE LEVEL 4-1ST HR,510,,1000.0,Kern Medical Center,2019
6628,4086,432503008,MINOR PRCDR LVL 4-ADDTL 30 MIN,MINOR PRCDR LVL 4-ADDTL 30 MIN,510,,1000.0,Kern Medical Center,2019
6629,4085,432503042,"PF RHYTHM ECG 1-3 LEADS,INT/RPT","PF RHYTHM ECG 1-3 LEADS,INT/RPT",983,93042,0.0,Kern Medical Center,2019
6630,4086,432503400,MSS EXTENDED ROOM USE,MSS EXTENDED ROOM USE,510,99201,59.0,Kern Medical Center,2019
6631,4086,432503401,HOSPITAL OUTPATIENT CLINIC VISIT,HOSPITAL OUTPATIENT CLINIC VISIT,510,G0463,150.0,Kern Medical Center,2019
6632,4086,432503402,MSS PROCEDURE ROOM,MSS PROCEDURE ROOM 1 HR,510,,161.0,Kern Medical Center,2019
6633,4086,432503403,MSS PROCEDURE RM 1-1/4 HR,MSS PROCEDURE RM 1-1/4 HR,510,,0.0,Kern Medical Center,2019
6634,4086,432503404,MSS PROCEDURE RM 1-1/2 HR,MSS PROCEDURE RM 1-1/2 HR,510,,0.0,Kern Medical Center,2019
6635,4086,432503405,MSS PROCEDURE RM 1-3/4 HR,MSS PROCEDURE RM 1-3/4 HR,510,,0.0,Kern Medical Center,2019
6636,4086,432503406,MSS PROCEDURE RMM 2 HR,MSS PROCEDURE RM 2 HR,510,,0.0,Kern Medical Center,2019
6637,4086,432503407,MSS PROCEDURE RM 2-1/4 HR,MSS PROCEDURE RM 2-1/4 HR,510,,0.0,Kern Medical Center,2019
6638,4086,432503408,CHEMO DID NOT WAIT/NOT SEEN,CHEMO DID NOT WAIT/NOT SEEN,510,,0.0,Kern Medical Center,2019
6639,4086,432503410,MSS PROB FOCUSED VISIT NEW PT,MSS PROB FOCUSED VISIT NEW PT,983,99201,0.0,Kern Medical Center,2019
6640,4086,432503411,MSS EXP PROB FOCUSED VISIT NEW PT,MSS EXP PROB FOCUSED VISIT NEW PT,983,99202,0.0,Kern Medical Center,2019
6641,4086,432503412,MSS DETAILED VISIT NEW PT,MSS DETAILED VISIT NEW PT,983,99203,0.0,Kern Medical Center,2019
6642,4086,432503413,MSS COMPREHENSIVE EXAM NEW PT,MSS COMPREHENSIVE EXAM NEW PT,983,99205,0.0,Kern Medical Center,2019
6643,4086,432503414,MSS PROB FOCUSED VISIT EST PT,MSS PROB FOCUSED VISIT EST PT,983,99212,0.0,Kern Medical Center,2019
6644,4086,432503415,MSS EXP PROB FOCUSED VISIT EST PT,MSS EXP PROB FOCUSED VISIT EST PT,983,99213,0.0,Kern Medical Center,2019
6645,4086,432503416,MSS DETAILED VISIT EST PT,MSS DETAILED VISIT EST PT,983,99214,0.0,Kern Medical Center,2019
6646,4086,432503417,MSS COMPREHENSIVE VISIT EST PT,MSS COMPREHENSIVE VISIT EST PT,983,99215,0.0,Kern Medical Center,2019
6647,4086,432503418,MSS EXTENDED EXAM RTN PT,MSS EXTENDED EXAM RTN PT,983,99214,78.15,Kern Medical Center,2019
6648,4086,432503419,MSS COMPREHENSIVE EXAM RTN PT,MSS COMPREHENSIVE EXAM RTN PT,983,99215,116.8,Kern Medical Center,2019
6649,4086,432503420,MSS CONSULT LIMITED,MSS CONSULT LIMITED,983,99241,0.0,Kern Medical Center,2019
6650,4086,432503421,MSS CONSULT INTERMEDIATE,MSS CONSULT INTERMED,983,99242,0.0,Kern Medical Center,2019
6651,4086,432503422,MSS CONSULT EXTENDED,MSS CONSULT EXTENDED,983,99243,0.0,Kern Medical Center,2019
6652,4086,432503423,MSS CONSULT COMPREHENSIVE,MSS CONSULT COMPREHENSIVE,983,99244,0.0,Kern Medical Center,2019
6653,4085,432503424,NEU CONSULT COMPLEX,MSS CONSULT COMPLEX,983,99245,260.6,Kern Medical Center,2019
6654,4086,432503425,MSS CONSULT COMPLEX,MSS CONSULT COMPLEX.,983,99245,0.0,Kern Medical Center,2019
6655,4086,432503455,MSS BIOPSY SIMPLE,MSS BIOSPY SIMPLE,510,,0.0,Kern Medical Center,2019
6656,4086,432503456,MSS BIOPSY SIMPLE,MSS BIOSPY SIMPLE,983,11100,143.0,Kern Medical Center,2019
6657,4086,432503460,MSS INJECTION TENDON SHEATH,MSS INJECTION TENDON SHEATH,510,,0.0,Kern Medical Center,2019
6658,4086,432503461,MSS INJECTION TENDON SHEATH,MSS INJECTION TENDON SHEATH,983,20550,106.7,Kern Medical Center,2019
6659,4086,432503465,MSS ASPIRATION JOINT,MSS ASPIRATION JOINT,510,,0.0,Kern Medical Center,2019
6660,4086,432503466,MSS ASPIRATION JOINT,MSS ASPIRATION JOINT,983,20610,115.5,Kern Medical Center,2019
6661,4086,432503470,MSS CISTERNAL PUNCTURE,MSS CISTERNAL PUNCTURE,983,61050,372.9,Kern Medical Center,2019
6662,4086,432503475,MSS LUNBAR PUNCTURE,MSS LUMBAR PUNCTURE,510,,0.0,Kern Medical Center,2019
6663,4086,432503476,MSS LUNBAR PUNCTURE,MSS LUMBAR PUNCTURE,983,62270,265.1,Kern Medical Center,2019
6664,4086,432503480,MSS BONE MARROW ASPIRATION,MSS BONE MARROW ASPIRATION,310,85095,81.0,Kern Medical Center,2019
6665,4086,432503490,CHEMO ADMIN INFUSSION ONLY/VISIT,CHEMO ADMIN INFUSSION ONLY/VISIT,335,Q0084,18.0,Kern Medical Center,2019
6666,4086,432503495,MSS BLOOD GAS COLLECTION,MSS BLOOD GAS COLLECTION,983,36600,92.4,Kern Medical Center,2019
6667,4086,432503500,MSS ANTIGEN INJECTION 2+INJ,MSS ANTIGEN INJECTION 2+INJ,983,95125,19.8,Kern Medical Center,2019
6668,4086,432503505,MSS PIC LINE INSERTION PNL,MSS PIC LINE INSERTION PANEL,510,,0.0,Kern Medical Center,2019
6669,4086,432503510,MSS PIC LINE INSERTION,MSS PIC LINE INSERTION,983,36489,446.0,Kern Medical Center,2019
6670,4086,432503515,MSS PIC LINE KIT,MSS PIC LINE KIT,272,,145.0,Kern Medical Center,2019
6671,4086,432503520,MSS PEAK FLOW METER,MSS PEAK FLOW METER,270,,15.0,Kern Medical Center,2019
6672,4086,432503525,MSS OCCULT BLOOD,MSS OCCULT BLOOD,301,82270,7.0,Kern Medical Center,2019
6673,4086,432503530,MSS BIOPSY BONE SUPERFICIAL,MSS BIOPSY BONE SUPERFICIAL,510,,0.0,Kern Medical Center,2019
6674,4086,432503535,MSS BIOPSY BONE SUPERFICIAL,MSS SUPERFICIAL BONE BIOPSY,983,20220,328.9,Kern Medical Center,2019
6675,4086,432503540,MSS INITIAL IV AND SUPPLIES,MSS INITIAL IV AND SUPPLIES,258,,48.0,Kern Medical Center,2019
6676,4086,432503545,MSS ADDITIONAL IV SOLUTIONS,MSS ADDITIONAL IV SOLUTIONS,258,,41.0,Kern Medical Center,2019
6677,4086,432503550,MSS CHEMO INJ LUMBAR PUNCTURE,MSS CHEMO INJ LUMBAR PUNCTURE,331,,0.0,Kern Medical Center,2019
6678,4086,432503560,MSS CHEMO INJ LUMBAR PUNCTURE,MSS CHEMO INJCTN LUMBAR PUNCTURE,331,Q0083,164.0,Kern Medical Center,2019
6679,4086,432503565,MSS FOLEY CATHERIZATION,MSS FOLEY CATHERIZATION,983,53670,55.0,Kern Medical Center,2019
6680,4086,432503570,MSS URINE DIPSTICK,MSS URINE DIPSTICK,307,81002,15.0,Kern Medical Center,2019
6681,4086,432503575,MSS BLOOD GLUCOSE,MSS BLOOD GLUCOSE,301,82948,18.0,Kern Medical Center,2019
6682,4086,432503580,MSS BONE ASPIRATION MARROW,MSS BONE ASPIRATION MARROW,510,,0.0,Kern Medical Center,2019
6683,4086,432503585,MSS BONE ASPIRATION-MARROW,MSS BONE ASPIRATION-MARROW,310,85095,81.0,Kern Medical Center,2019
6684,4086,432503590,MSS TETANUS TOXOID,MSS TETANUS TOXOID,636,90703,15.0,Kern Medical Center,2019
6685,4086,432503595,MSS THERAPEUTIC INJECTION,MSS THERAPEUTIC INJECTION,272,,8.0,Kern Medical Center,2019
6686,4086,432503600,MSS PNEUMOCOCCAL VACCINE,MSS PNEUMOCOCCAL VACCINE,636,90732,29.0,Kern Medical Center,2019
6687,4086,432503605,MSS THERAPUTIC INJ OF MEDICATION,MSS THERAPUTIC INJ OF MEDICATION,510,90782,0.0,Kern Medical Center,2019
6688,4086,432503610,MSS PHLEBOTOMY THERAPEUTIC,MSS PHLEBOTOMY THERAPEUTIC,983,99195,53.9,Kern Medical Center,2019
6689,4086,432503615,MSS UNNA BOOT APPLICATION,MSS UNNA BOOT APPLICATION,510,,0.0,Kern Medical Center,2019
6690,4086,432503620,MSS UNNA BOOT APPLICATION,MSS UNNA BOOT APPLICATION.,983,29580,93.5,Kern Medical Center,2019
6691,4086,432503625,MSS UNNA BOOT SUPPLIES,MSS UNNA BOOT SUPPLIES,271,Q4050,12.0,Kern Medical Center,2019
6692,4086,432503630,MSS TRIGGER POINT INJECTION,MSS TRIGGER POINT INJECTION,983,20550,106.7,Kern Medical Center,2019
6693,4086,432503635,MSS ARTHROCENTSIS/ASPIRATION,MSS ARTHROCENTSIS/ASPIRATION,983,20605,102.3,Kern Medical Center,2019
6694,4086,432503640,MSS CRYOTHERAPY ACNE,MSS CRYOTHERAPY ACNE,983,17340,83.6,Kern Medical Center,2019
6695,4086,432503900,MSS 1ST SUBSEQUENT 1/2 HOUR,MSS 1ST SUBSEQUENT 1/2 HOUR,510,,81.0,Kern Medical Center,2019
6696,4086,432503901,MSS 2ND SUBSEQUENT 1/2 HOUR,MSS 2ND SUBSEQUENT 1/2 HOUR,510,,81.0,Kern Medical Center,2019
6697,4086,432503902,MSS ADD SUBSEQUENT 1/2 HOUR,MSS ADD SUBSEQUENT 1/2 HOUR,510,,81.0,Kern Medical Center,2019
6698,4086,432504193,MSS FLU VACCINE,MSS FLU VACCINE,636,90724,0.0,Kern Medical Center,2019
6699,4086,432503426,MSS COMPRNSV VISIT MOD,MSS COMPRNSV VISIT MOD,983,99205,0.0,Kern Medical Center,2019
6700,4085,432505610,"SREP S/N/A/G/TR/E, 2.5CM/<","SREP S/N/A/G/TR/E, 2.5CM/<",983,12001,0.0,Kern Medical Center,2019
6701,4085,432505611,"SREP S/N/A/G/TR/E, 2.6-7.5CM","SREP S/N/A/G/TR/E, 2.6-7.5CM",983,12002,0.0,Kern Medical Center,2019
6702,4085,432505612,"SREP S/N/A/G/TR/E, 7.6-12.5CM","SREP S/N/A/G/TR/E, 7.6-12.5CM",983,12004,0.0,Kern Medical Center,2019
6703,4085,432505613,"SREP S/N/A/G/TR/E, 12.6-20.0CM","SREP S/N/A/G/TR/E, 12.6-20.0CM",983,12005,0.0,Kern Medical Center,2019
6704,4085,432505614,"SREP S/N/A/G/TR/E, 20.1-30.0CM","SREP S/N/A/G/TR/E, 20.1-30.0CM",983,12006,0.0,Kern Medical Center,2019
6705,4085,432505615,"SREP S/N/A/G/TR/E, > 30CM","SREP S/N/A/G/TR/E, > 30CM",983,12007,0.0,Kern Medical Center,2019
6706,4085,432505616,"SREP F/E/N/L/MM, 2.5CM/<","SREP F/E/N/L/MM, 2.5CM/<",983,12011,0.0,Kern Medical Center,2019
6707,4085,432505617,"SREP F/E/N/L/MM, 2.6-5.0CM","SREP F/E/N/L/MM, 2.6-5.0CM",983,12013,0.0,Kern Medical Center,2019
6708,4085,432505618,"SREP F/E/N/L/MM, 5.1-7.5CM","SREP F/E/N/L/MM, 5.1-7.5CM",983,12014,0.0,Kern Medical Center,2019
6709,4085,432505619,"SREP F/E/N/L/MM, 7.6-12.5CM","SREP F/E/N/L/MM, 7.6-12.5CM",983,12015,0.0,Kern Medical Center,2019
6710,4085,432505620,"SREP F/E/N/L/MM, 12.6-20.0CM","SREP F/E/N/L/MM, 12.6-20.0CM",983,12016,0.0,Kern Medical Center,2019
6711,4085,432505621,"SREP F/E/N/L/MM, 20.1-30.0CM","SREP F/E/N/L/MM, 20.1-30.0CM",983,12017,0.0,Kern Medical Center,2019
6712,4085,432505622,"SREP F/E/N/L/MM, > 30.0CM","SREP F/E/N/L/MM, > 30.0CM",983,12018,0.0,Kern Medical Center,2019
6713,4085,432505623,VENTRIC PUNCT PREV HOLE WO INJ,VENTRIC PUNCT PREV HOLE WO INJ,983,61020,0.0,Kern Medical Center,2019
6714,4085,432505624,VENTRIC PUNCT PREV HOLE W INJ,VENTRIC PUNCT PREV HOLE W INJ,983,61026,0.0,Kern Medical Center,2019
6715,4085,432505654,]MED I&D CYST,]MED INCISION AND DRAINAGE CYST,510,,0.0,Kern Medical Center,2019
6716,4085,432505655,]MED BIOPSY SIMPLE,]MED BIOPSY SIMPLE,510,,0.0,Kern Medical Center,2019
6717,4085,432505656,]MED BIOPSY SIMPLE,]MED BIOPSY SIMPLE.,983,11100,82.3,Kern Medical Center,2019
6718,4085,432505657,]MED I&D CYST,]MED I&D CYST,983,10060,51.45,Kern Medical Center,2019
6719,4085,432505660,]MED WART REMOVAL,]MED WART REMOVAL,510,,0.0,Kern Medical Center,2019
6720,4085,432505662,"REM SKIN TAGS, <=15 LESIONS",]MED WART REMOVAL.,983,11200,0.0,Kern Medical Center,2019
6721,4085,432505665,]MED INJECTION TENDON SHEATH,]MED INJ TENDON SHEATH,510,,0.0,Kern Medical Center,2019
6722,4085,432505666,]MED INJ TENDON SHEATH,]MED INJ TENDON SHEATH.,983,20550,51.45,Kern Medical Center,2019
6723,4085,432505670,]MED ASPIRATION JOINT,]MED ASPIRATION JOINT,510,,0.0,Kern Medical Center,2019
6724,4085,432505671,]MED BONE MARROW BIOPSY,]MED BONE MARROW BIOPSY,510,,0.0,Kern Medical Center,2019
6725,4085,432505672,]MED BONE MARROW BIOPSY,]MED BONE MARROW BIOPSY.,983,20220,164.55,Kern Medical Center,2019
6726,4085,432505673,]MED ASPIRATION JOINT,]MED ASPIRATION JOINT.,983,20610,51.4,Kern Medical Center,2019
6727,4085,432505675,]MED THORACENTESIS PUNCT,]MED THORACENTESIS PUNCT,510,,0.0,Kern Medical Center,2019
6728,4085,432505676,]MED THORACENTISIS,]MED THORACENTISIS,983,32000,123.4,Kern Medical Center,2019
6729,4085,432505701,]MED INJ LUMBAR PUNCTURE,]MED INJ LUMBAR PUNCTURE,510,,0.0,Kern Medical Center,2019
6730,4085,432505702,]MED CHEMO INJ LUMBAR,]MED INJ LUMBAR PUNCTURE.,983,Q0083,135.5,Kern Medical Center,2019
6731,4085,432505735,]MED CISTERNAL PUNCTURE,]MED CISTERNAL PUNCTURE,510,,0.0,Kern Medical Center,2019
6732,4085,432505736,]MED CISTERNAL PUNCTURE,]MED CISTERNAL PUNCT,983,61050,236.55,Kern Medical Center,2019
6733,4085,432505740,]MED CISTERNAL PUNCTURE W/INJ,]MED CISTERNAL PUNCT W/INJ,510,,0.0,Kern Medical Center,2019
6734,4085,432505741,]MED CISTERNAL PUNCTURE W/INJ,]MED CISTERNAL PUNCT W/INJ.,983,61055,288.0,Kern Medical Center,2019
6735,4085,432505745,]MED LUMBAR PUNCTURE,]MED LUMBAR PUNCTURE,510,,0.0,Kern Medical Center,2019
6736,4085,432505748,]MED SPINAL PUNCTURE,]MED LUMBAR PUNCT,983,62270,82.3,Kern Medical Center,2019
6737,4085,432505750,MED BONE MARROW ASPIRATION,MED BONE MARROW ASPIRATION,510,,0.0,Kern Medical Center,2019
6738,4085,432505751,]MED BONE MARROW ASPIRATION,]MED BONE MARROW ASPIRATION.,983,85095,67.15,Kern Medical Center,2019
6739,4085,432505801,]MED I&D ABSCESS,]MED I&D ABCESS,510,,0.0,Kern Medical Center,2019
6740,4085,432505802,]MED I&D ABCESS,]MED I&D ABCESS.,983,10060,51.45,Kern Medical Center,2019
