,CDM,Description,Price,Surgery Center/Procedure Room Charge,Supply Charge Range,Hospital,Year
2030,2744861909,HB  PROCESR SPRINT NUCLEUS 3 REPLACEMENT,19990.0,,,Ronald Reagan UCLA Medical Center,2019
2031,2744861911,HB COCHLEAR SPEECH PROCESSOR NUCLEUS6 REPLACEMENT COCH AM,35290.0,,,Ronald Reagan UCLA Medical Center,2019
2032,2744862801,HB COCHLEAR CONTRLR FREEDOM REPLC,4250.0,,,Ronald Reagan UCLA Medical Center,2019
2033,2744869102,HB  PROCESR EXT BAHA REPLACEMENT,11100.0,,,Ronald Reagan UCLA Medical Center,2019
2034,2744990002,HB COCHLEAR AMERICA SOFTBAND LONG,420.0,,,Ronald Reagan UCLA Medical Center,2019
2035,2750009203,HB PCMKR INSYNC III DUAL MDTR,32640.0,,,Ronald Reagan UCLA Medical Center,2019
2036,2750009208,HB PCMKR SYNCRA CRT-P OTH SGL/DUAL MDTR,25810.0,,,Ronald Reagan UCLA Medical Center,2019
2037,2750009210,HB PCMKR REVO MRI OTH MDTR,23980.0,,,Ronald Reagan UCLA Medical Center,2019
2038,2750009213,HB PCMKR ANTHEM RF CRT-P ST JUDE,30810.0,,,Ronald Reagan UCLA Medical Center,2019
2039,2750009257,HB PCMKR ADAPTA DR DUAL RATE RESP MDTR,21650.0,,,Ronald Reagan UCLA Medical Center,2019
2040,2750009258,HB PCMKR VILTORY XL DR DUAL RATE ST JUDE,20520.0,,,Ronald Reagan UCLA Medical Center,2019
2041,2750047501,HB PCMKR ENRHYTHM DUAL RATE MDTR,21650.0,,,Ronald Reagan UCLA Medical Center,2019
2042,2750047502,HB PCMKR INTEGRITY DUAL RATE RESP STJUDE,17130.0,,,Ronald Reagan UCLA Medical Center,2019
2043,2750047503,HB PCMKR INTEGRITY SGL RATE RESP STJUDE,17130.0,,,Ronald Reagan UCLA Medical Center,2019
2044,2750047506,HB PCMKR VERITY ADX XL SR MS SGL RESP  STJU,17130.0,,,Ronald Reagan UCLA Medical Center,2019
2045,2750047507,HB PCKR MICRONY SR SGL RATE RESP STJUDE,17130.0,,,Ronald Reagan UCLA Medical Center,2019
2046,2750047508,HB PCMKR CONSULTA CRT-P OTHER MDTR,32640.0,,,Ronald Reagan UCLA Medical Center,2019
2047,2750047688,HB  PCMKR REPLY / RHAPSODY DR RESP SORIN,17820.0,,,Ronald Reagan UCLA Medical Center,2019
2048,2750047689,HB PCMKR REPLY / RHAPSODY SR RESP SORIN,11330.0,,,Ronald Reagan UCLA Medical Center,2019
2049,2750047690,HB PCMKR SENSIA SGL RESP MDTR,15700.0,,,Ronald Reagan UCLA Medical Center,2019
2050,2750047694,HB PCMKR STRATOS / EVIA HF-T OTH BIOTRONIK,25810.0,,,Ronald Reagan UCLA Medical Center,2019
2051,2750047695,HB PCMKR SYMPHONY DR RESP SORIN,13330.0,,,Ronald Reagan UCLA Medical Center,2019
2052,2750047696,HB PCMKR VILTORY SR RESP STJU,14000.0,,,Ronald Reagan UCLA Medical Center,2019
2053,2750047697,HB PCMKR EVIA DR / DR-T DUAL RESP BIOTRONIK,14990.0,,,Ronald Reagan UCLA Medical Center,2019
2054,2750047698,HB PCMKR EVIA SR / SR-T SGL RESP BIOTRONIK,14990.0,,,Ronald Reagan UCLA Medical Center,2019
2055,2750047699,HB  PCMKR REPLY / RHAPSODY SR RESP SORIN,11330.0,,,Ronald Reagan UCLA Medical Center,2019
2056,2750050518,HB PCMKR IDENTITY SGL RATE RESP ST JUDE,17130.0,,,Ronald Reagan UCLA Medical Center,2019
2057,2750050519,HB PCMKR VERITYH ADX SR SGL RESP STJUDE,20520.0,,,Ronald Reagan UCLA Medical Center,2019
2058,2750050520,HB PCMKR PHILOS II DR-T DUAL RATE BIOTRONIK,20990.0,,,Ronald Reagan UCLA Medical Center,2019
2059,2750050521,HB PCMKR SIGMA SDR DUAL RATE RESP MDTR,16320.0,,,Ronald Reagan UCLA Medical Center,2019
2060,2750050522,HB PCMKR ENPULSE DR DUAL RATE RESP MDTR,19990.0,,,Ronald Reagan UCLA Medical Center,2019
2061,2750050523,HB PCMKR VERITY ADX XL DR DUAL RESP STJUDE,17130.0,,,Ronald Reagan UCLA Medical Center,2019
2062,2750050524,HB PCMKR KAPPA DUAL RATE RESP MDTR,188160.0,,,Ronald Reagan UCLA Medical Center,2019
2063,2750050525,HB PCMKR PHILOS DUAL RATE RESP BIOTRONIK,17320.0,,,Ronald Reagan UCLA Medical Center,2019
2064,2750050526,HB PCMKR PHILOS II DUAL RATE BIOTRONIK,18320.0,,,Ronald Reagan UCLA Medical Center,2019
2065,2750050528,HB PCMKR INSIGNIA I SR SGL RATE GUIDANT,18990.0,,,Ronald Reagan UCLA Medical Center,2019
2066,2750050529,HB PCMKR FRONTIER 2 CRT-P ST JUDE,30810.0,,,Ronald Reagan UCLA Medical Center,2019
2067,2750050531,HB PCMKR IDENTITY DUAL RATE RESP ST JUDE,20520.0,,,Ronald Reagan UCLA Medical Center,2019
2068,2750050532,HB PCMKR CYLOS DR DUAL RATE RESP BIOTRONIK,19320.0,,,Ronald Reagan UCLA Medical Center,2019
2069,2750050533,HB PCMKR PHILOS II SR SGL RATE BIOTRONIK,15990.0,,,Ronald Reagan UCLA Medical Center,2019
2070,2750050534,HB PCMKR CYLOS VR SGL RATE RESP BIOTRONIK,17320.0,,,Ronald Reagan UCLA Medical Center,2019
2071,2750050536,HB PCMKR SYMPHONY SR SGL RATE ELA MED SORIN,18640.0,,,Ronald Reagan UCLA Medical Center,2019
2072,2750050537,HB PCMKR ALTRUA 60 SR SINGLE RATE RESP BSCI,18420.0,,,Ronald Reagan UCLA Medical Center,2019
2073,2750050538,HB PCMKR ZEPHYR XL / ACCENT RF DR STJUDE,21000.0,,,Ronald Reagan UCLA Medical Center,2019
2074,2750050539,HB PCMKR ZEPHYR XL / ACCENT RF SR STJUDE,17610.0,,,Ronald Reagan UCLA Medical Center,2019
2075,2750050540,HB PCMKR ADAPTA /KAPPA/LEGACY/THERA SR SINGLE RATE RESP MDTR,19990.0,,,Ronald Reagan UCLA Medical Center,2019
2076,2750050541,HB PCMKR ALTRUA 60 DDDR /INGENIO DR /ADVANTIO DR BSCI,21320.0,,,Ronald Reagan UCLA Medical Center,2019
2077,2750050542,HB PCMKR CONTAK RENEWAL TR CRT-P OTHER BSCI,25810.0,,,Ronald Reagan UCLA Medical Center,2019
2078,2750050570,HB PCMKR VERSA DDDR MDTR,19990.0,,,Ronald Reagan UCLA Medical Center,2019
2079,2750050571,HB PCMKR VISTA DDD DUAL NONRATE STJUDE,16660.0,,,Ronald Reagan UCLA Medical Center,2019
2080,2750050572,HB PCMKR ENPULSE SINGLE RATE RESP MDTR,19990.0,,,Ronald Reagan UCLA Medical Center,2019
2081,2750050573,HB PCMKR ALTRUA 20 DDDR DUAL RATE RESP BSCI,16990.0,,,Ronald Reagan UCLA Medical Center,2019
2082,2750050574,HB PCMKR ALTRUA 20 EL DUAL RATE RESP BSCI,17490.0,,,Ronald Reagan UCLA Medical Center,2019
2083,2750050575,HB PCMKR ALTRUA 20 SSIR SGL RATE RESP BSCI,14540.0,,,Ronald Reagan UCLA Medical Center,2019
2084,2750050576,HB PCMKR ALTRUA 40 DDDR DUAL RATE RESP BSCI,18950.0,,,Ronald Reagan UCLA Medical Center,2019
2085,2750050577,HB PCMKR ALTRUA 40 EL DUAL RATE RESP BSCI,19320.0,,,Ronald Reagan UCLA Medical Center,2019
2086,2750050578,HB PCMKR ALTRUA 40 SSIR SGL RATE RESP BSCI,16910.0,,,Ronald Reagan UCLA Medical Center,2019
2087,2750050579,HB PCMKR ALTRUA 60 EL DUAL RATE RESP BSCI,21650.0,,,Ronald Reagan UCLA Medical Center,2019
2088,2750317850,HB  PCKMR ADVISA DR MRI MDTR,17320.0,,,Ronald Reagan UCLA Medical Center,2019
2089,2750540382,HB  PCMKR CONSULTA CRT-P OTH,32640.0,,,Ronald Reagan UCLA Medical Center,2019
2090,2750544844,HB  PCMKR REVO MRI DUAL RATE MDTR,17320.0,,,Ronald Reagan UCLA Medical Center,2019
2091,2750620768,HB PCMKR ASSURITY / ENDURITY DR STJUDE,14990.0,,,Ronald Reagan UCLA Medical Center,2019
2092,2750620770,HB PCMKR ASSURITY / ENDURITY SR STJUDE,12330.0,,,Ronald Reagan UCLA Medical Center,2019
2093,2750620772,HB PCMKR ALLURE BIV CRTP/QUADRA STJUDE,25810.0,,,Ronald Reagan UCLA Medical Center,2019
2094,2750620780,HB PCMKR INTUA CRT-P OTH THAN SGL/DUAL CHAMBER BSCI,25810.0,,,Ronald Reagan UCLA Medical Center,2019
2095,2750630320,HB PCMKR ADAPTA DUAL RATE LONG MDTR,14990.0,,,Ronald Reagan UCLA Medical Center,2019
2096,2750665408,HB PCMKR ACCOLADE MRI DUAL RATE RESP BSCI,16320.0,,,Ronald Reagan UCLA Medical Center,2019
2097,2750665410,HB PCMKR ACCOLADE MRI SGL RATE RESP BSCI,16320.0,,,Ronald Reagan UCLA Medical Center,2019
2098,2750673084,HB PCMKR ADVISA SR MRI SGL RESP MDTR,13650.0,,,Ronald Reagan UCLA Medical Center,2019
2099,2750678470,HB PCMKR LEADLESS MICRA SGL RESP MDTR,32470.0,,,Ronald Reagan UCLA Medical Center,2019
2100,2750678526,HB PCMKR VALITUDE BIVENT OTH BSCI,25810.0,,,Ronald Reagan UCLA Medical Center,2019
2101,2750679020,HB PCMKR EDORA MRI DR-T DUAL RATE RESP BIOTRONIK,16320.0,,,Ronald Reagan UCLA Medical Center,2019
2102,2750679021,HB PCMKR EDORA MRI SR-T SGL RATE RESP BIOTRONIK,13650.0,,,Ronald Reagan UCLA Medical Center,2019
2103,2750683822,HB SOLARA CRT-P MRI SURESCAN NONQUAD PMA P010015 S317,23310.0,,,Ronald Reagan UCLA Medical Center,2019
2104,2750683823,HB SOLARA CRT-P MRI SURESCAN QUAD PMA P010015 S317,24980.0,,,Ronald Reagan UCLA Medical Center,2019
2105,2750683939,HB PCMKR AZURE XT MRI SURESCAN DUAL CHAMBER MDTR,15680.0,,,Ronald Reagan UCLA Medical Center,2019
2106,2750683940,HB PCMKR AZURE XT MRI SURESCAN SGL CHAMBER MDTR,13230.0,,,Ronald Reagan UCLA Medical Center,2019
2107,2750690071,HB PCMKR VISIONIST X4/NON-MRI CRT-P BSCI,23310.0,,,Ronald Reagan UCLA Medical Center,2019
2108,2751617900,HB  PCMKR ADVANTIO DR BSCI,14990.0,,,Ronald Reagan UCLA Medical Center,2019
2109,2751618300,HB PCMKR ADVANTIO / INGENIO SR BSCI,12330.0,,,Ronald Reagan UCLA Medical Center,2019
2110,2753178500,HB PCMKR DUAL CHAMBER RATE RESPONSIVE,,,12407.58 - 15677.64,Ronald Reagan UCLA Medical Center,2019
2111,2753178600,HB  PCMKR SGL CHAMBER RATE RESPONSIVE,,,10176.48 - 32467.5,Ronald Reagan UCLA Medical Center,2019
2112,2753262100,HB  PCMKR OTH THAN SGL/DUAL CHAMBER IMPLANT,,,20815.83 - 24975,Ronald Reagan UCLA Medical Center,2019
2113,2754769900,HB  PCMKR REPLY / RHAPSODY SR RESP SORIN,11330.0,,,Ronald Reagan UCLA Medical Center,2019
2114,2755058000,HB  PCMKR INVIVE BIVALVE OTH BSCI,25810.0,,,Ronald Reagan UCLA Medical Center,2019
2115,2766263000,HB  IOL ANTERIOR CHAMBER,,,499.5 - 1650,Ronald Reagan UCLA Medical Center,2019
2116,2766263200,HB  IOL POSTERIOR CHAMBER,,,149 - 2980.35,Ronald Reagan UCLA Medical Center,2019
2117,2766263201,HB MFR DONATED IOL POSTERIOR CHAMBER ENVISTA BAUSCH & LOMB,1.0,,,Ronald Reagan UCLA Medical Center,2019
2118,2766278700,HB  IOL ASTIGMATISM CORRECTING FUNCTION,1581.75,,,Ronald Reagan UCLA Medical Center,2019
2119,2766278800,HB  IOL PRESBYOPIA CORRECTING FUNCITON,,,582.75 - 2980.35,Ronald Reagan UCLA Medical Center,2019
2120,2780000007,HB CSF CAMINO MONITOR,620.0,,,Ronald Reagan UCLA Medical Center,2019
2121,2780000057,HB MRI HEAD TONGS OR RINGS,670.0,,,Ronald Reagan UCLA Medical Center,2019
2122,2780000173,HB LARYNGECTMY TUBE,630.0,,,Ronald Reagan UCLA Medical Center,2019
2123,2780000271,HB CATH DRAIN THORACIC,100.0,,,Ronald Reagan UCLA Medical Center,2019
2124,2780000328,HB CSF CAMINO CATH,1440.0,,,Ronald Reagan UCLA Medical Center,2019
2125,2780000330,HB CATH MULTIMED ARROW,540.0,,,Ronald Reagan UCLA Medical Center,2019
2126,2780000338,HB TUBE STOMACH LINTON,1020.0,,,Ronald Reagan UCLA Medical Center,2019
2127,2780000340,HB STENT HERCULINK ELITE ABBOTT,5320.0,,,Ronald Reagan UCLA Medical Center,2019
2128,2780000341,HB STENT HERCULINK GUIDANT,5800.0,,,Ronald Reagan UCLA Medical Center,2019
2129,2780000342,HB STENT MEDTRONIC,6740.0,,,Ronald Reagan UCLA Medical Center,2019
2130,2780000405,HB STENT OMNILINK ABBOTT GUIDANT,5470.0,,,Ronald Reagan UCLA Medical Center,2019
2131,2780000427,HB IABP INTRAAORTIC BALLN PUMP ASSISTDEVICE,2500.0,,,Ronald Reagan UCLA Medical Center,2019
2132,2780000476,HB TUBE ESOPHAGEAL BLAKEMORE,900.0,,,Ronald Reagan UCLA Medical Center,2019
2133,2780000561,HB HDE STENT JOSTENT GRAFTMASTER WO DELV H000001,7980.0,,,Ronald Reagan UCLA Medical Center,2019
2134,2780000562,HB HDE STENT JOSTENT GRAFTMASTER + DELV H000001,7980.0,,,Ronald Reagan UCLA Medical Center,2019
2135,2780000571,HB STENT EXPRESS2 MONORAIL SCIMED BSCI,3830.0,,,Ronald Reagan UCLA Medical Center,2019
2136,2780000590,HB STENT HEPACOAT CORDIS,5720.0,,,Ronald Reagan UCLA Medical Center,2019
2137,2780000602,HB CATH BALLN ESPIRIT RX GUIDANT,2500.0,,,Ronald Reagan UCLA Medical Center,2019
2138,2780000603,HB CATH SEPTOSTOMY RASHKIND MDTR,410.0,,,Ronald Reagan UCLA Medical Center,2019
2139,2780000604,HB CATH CV BLADE SEPTO,4000.0,,,Ronald Reagan UCLA Medical Center,2019
2140,2780000605,HB CATH GUIDE CELIAC,50.0,,,Ronald Reagan UCLA Medical Center,2019
2141,2780000606,HB CATH GUIDE CEREBRAL,50.0,,,Ronald Reagan UCLA Medical Center,2019
2142,2780000607,HB CATH EMBOLECTOMY,300.0,,,Ronald Reagan UCLA Medical Center,2019
2143,2780000609,HB CATH INFERIOR MESENTERIC,50.0,,,Ronald Reagan UCLA Medical Center,2019
2144,2780000610,HB CATH BALLN GEMINI RX GUIDANT,1420.0,,,Ronald Reagan UCLA Medical Center,2019
2145,2780000613,HB CATH NIH MARKER,100.0,,,Ronald Reagan UCLA Medical Center,2019
2146,2780000614,HB CATH PERICARDIOCENTESIS,40.0,,,Ronald Reagan UCLA Medical Center,2019
2147,2780000616,HB BIOPUMP CARDIO ASSIST DEVC DISP,74930.0,,,Ronald Reagan UCLA Medical Center,2019
2148,2780000617,HB CATH GROSHONG REPAIR KIT,100.0,,,Ronald Reagan UCLA Medical Center,2019
2149,2780000618,HB CATH STRAIGHT,50.0,,,Ronald Reagan UCLA Medical Center,2019
2150,2780000619,HB CATH VERTEBRAL ARTERY,50.0,,,Ronald Reagan UCLA Medical Center,2019
2151,2780000620,HB CATH BALLN ANGIO AGILTRAC,670.0,,,Ronald Reagan UCLA Medical Center,2019
2152,2780000621,HB COIL EMBO STAINLESS STEEL COOK,300.0,,,Ronald Reagan UCLA Medical Center,2019
2153,2780000622,HB CATH BALLN GUIDANT,2170.0,,,Ronald Reagan UCLA Medical Center,2019
2154,2780000630,HB CATH BALLN SCIMED,1300.0,,,Ronald Reagan UCLA Medical Center,2019
2155,2780000631,HB CATH BALLN APEX BSCI,1600.0,,,Ronald Reagan UCLA Medical Center,2019
2156,2780000650,HB CATH BALLN MEDTRONIC,2170.0,,,Ronald Reagan UCLA Medical Center,2019
2157,2780000655,HB CATH BALLN VIATRAC GUIDANT,640.0,,,Ronald Reagan UCLA Medical Center,2019
2158,2780000660,HB CATH BALLN FX MINIRAIL GUIDANT,2600.0,,,Ronald Reagan UCLA Medical Center,2019
2159,2780000662,HB CONNECTOR FOR GROSHONG CATH,300.0,,,Ronald Reagan UCLA Medical Center,2019
2160,2780000675,HB  STENT ESOPH WALL COV+DELIV SYST BSCI,9800.0,,,Ronald Reagan UCLA Medical Center,2019
2161,2780000701,HB CATH THROMBECTOMY EXPORT MEDTRONIC,1670.0,,,Ronald Reagan UCLA Medical Center,2019
2162,2780000719,HB CATH DRAIN CHEST,200.0,,,Ronald Reagan UCLA Medical Center,2019
2163,2780000800,HB CATH BALLN CUTTING ATHERTOME BSCI,2670.0,,,Ronald Reagan UCLA Medical Center,2019
2164,2780000814,HB CATH SWAN GANZ OXIMETRY,570.0,,,Ronald Reagan UCLA Medical Center,2019
2165,2780000815,HB CATH SWAN GANZ HISHOR,480.0,,,Ronald Reagan UCLA Medical Center,2019
2166,2780000823,HB CATH GUIDING PEDS,330.0,,,Ronald Reagan UCLA Medical Center,2019
2167,2780000855,HB CATH CV PACING TRANSESOPH,1270.0,,,Ronald Reagan UCLA Medical Center,2019
2168,2780000857,HB CATH CV PACING ATRIAL,280.0,,,Ronald Reagan UCLA Medical Center,2019
2169,2780000858,HB CATH CV PACING ATRIAL OXIMETRY,1020.0,,,Ronald Reagan UCLA Medical Center,2019
2170,2780000859,HB CATH CV PACING VENTRIC PROBE,400.0,,,Ronald Reagan UCLA Medical Center,2019
2171,2780000860,HB CATH CV PACING TEMPORARY EDWARDS BAXTER,700.0,,,Ronald Reagan UCLA Medical Center,2019
2172,2780000862,HB ELECTRODE BIPOLAR PACING,400.0,,,Ronald Reagan UCLA Medical Center,2019
2173,2780000863,HB CATH CV PACING ATRIAL PROBE,800.0,,,Ronald Reagan UCLA Medical Center,2019
2174,2780000864,HB CATH CV CASTILLO,60.0,,,Ronald Reagan UCLA Medical Center,2019
2175,2780000867,HB CATH CV HANAFEE,110.0,,,Ronald Reagan UCLA Medical Center,2019
2176,2780000876,HB CATH GUIDE CV BIOPSY,340.0,,,Ronald Reagan UCLA Medical Center,2019
2177,2780000889,HB PCMKR TEMPORARY-BEDSIDE,170.0,,,Ronald Reagan UCLA Medical Center,2019
2178,2780000900,HB CATH BALLN ATHERECTMY FLEXICUT,6530.0,,,Ronald Reagan UCLA Medical Center,2019
2179,2780000929,HB CLOSURE DEVICE PERCLOSE ARTERY 8F,960.0,,,Ronald Reagan UCLA Medical Center,2019
2180,2780000945,HB CATH CV EP SPECIAL EP <19ELEC,2030.0,,,Ronald Reagan UCLA Medical Center,2019
2181,2780000946,HB CATH OXIMETRY,1740.0,,,Ronald Reagan UCLA Medical Center,2019
2182,2780000949,HB CATH ABLAT THERMOCOOL CELSIUS BIOSENSE,5100.0,,,Ronald Reagan UCLA Medical Center,2019
2183,2780000951,HB CATH EP ABLAT THERMOCOOL NVSTR BIOSENSE,4170.0,,,Ronald Reagan UCLA Medical Center,2019
2184,2780000954,HB CATH BALLN ANGIO BLUE MAX BOSTON SCI,1200.0,,,Ronald Reagan UCLA Medical Center,2019
2185,2780000956,HB CATH BALLN PACK,260.0,,,Ronald Reagan UCLA Medical Center,2019
2186,2780000970,HB CATH CVP CENTRAL VENOUS PRESS,280.0,,,Ronald Reagan UCLA Medical Center,2019
2187,2780001004,HB CATH CV INFUSION,2140.0,,,Ronald Reagan UCLA Medical Center,2019
2188,2780001011,HB CATH GUIDE ZUMA / LAUNCHER MDTR,200.0,,,Ronald Reagan UCLA Medical Center,2019
2189,2780001032,HB CATH GLIDEWIRE ZIPWIRE BSCI,110.0,,,Ronald Reagan UCLA Medical Center,2019
2190,2780001043,HB CATH CENTRAL VENOUS ARGON,100.0,,,Ronald Reagan UCLA Medical Center,2019
2191,2780001045,HB CATH CV ALI KHAN,120.0,,,Ronald Reagan UCLA Medical Center,2019
2192,2780001049,HB CATH GUIDE CV BERENSTEIN,60.0,,,Ronald Reagan UCLA Medical Center,2019
2193,2780001051,HB CATH ANGIOGRAPHIC MARKER PIGTAIL,100.0,,,Ronald Reagan UCLA Medical Center,2019
2194,2780001101,HB AMPLATZ ASD SEPTAL CLOS DEVICE AGA MED,16660.0,,,Ronald Reagan UCLA Medical Center,2019
2195,2780001106,HB AMPLATZ PATENT DUCTUS ARTER SEPTAL SYST,2760.0,,,Ronald Reagan UCLA Medical Center,2019
2196,2780001107,HB AMPLATZ PATENT FORAMEN OVALE SEPTAL SYST,33300.0,,,Ronald Reagan UCLA Medical Center,2019
2197,2780001108,HB AMPLATZ ASD CRIBIFORM SEPTALSYST AGA MED,16660.0,,,Ronald Reagan UCLA Medical Center,2019
2198,2780001110,HB AMPLATZ PLUG ASD SEPTAL DEFECT SYST AGA,1250.0,,,Ronald Reagan UCLA Medical Center,2019
2199,2780001112,HB AMPLATZ PLUG2 ASD SEPTAL DEFECT SYST AGA,2670.0,,,Ronald Reagan UCLA Medical Center,2019
2200,2780001121,HB NITINOL OCCLUDER DEVICE SM,2400.0,,,Ronald Reagan UCLA Medical Center,2019
2201,2780001122,HB NITINOL OCCLUDER DEVICE MED,3020.0,,,Ronald Reagan UCLA Medical Center,2019
2202,2780001123,HB NITINOL OCCLUDER DEVICE LG,3710.0,,,Ronald Reagan UCLA Medical Center,2019
2203,2780001128,HB CATH BALLN DILAT RIGIFLEX BSCI,2900.0,,,Ronald Reagan UCLA Medical Center,2019
2204,2780001201,HB STENT CARDIAC ACS GUIDANT,7580.0,,,Ronald Reagan UCLA Medical Center,2019
2205,2780001227,HB STENT CARDIAC AVE,7230.0,,,Ronald Reagan UCLA Medical Center,2019
2206,2780001245,HB STENT CARDIAC NIROYAL 9MM,5680.0,,,Ronald Reagan UCLA Medical Center,2019
2207,2780001250,HB STENT COVERED VIABAHN 2.5CM GORE,9790.0,,,Ronald Reagan UCLA Medical Center,2019
2208,2780001253,HB STENT CARDIAC CORDIS,7580.0,,,Ronald Reagan UCLA Medical Center,2019
2209,2780001255,HB STENT CYPHER RX-ELUTING CORDIS,7330.0,,,Ronald Reagan UCLA Medical Center,2019
2210,2780001261,HB CATH ATHERECTOMY CUTTER GTO,4920.0,,,Ronald Reagan UCLA Medical Center,2019
2211,2780001265,HB ROTALINK ATHERECTOMY CATH BURR,3650.0,,,Ronald Reagan UCLA Medical Center,2019
2212,2780001267,HB ROTALINK ATHERECTOMY ADVANCER,670.0,,,Ronald Reagan UCLA Medical Center,2019
2213,2780001268,HB CATH ARTHERECTOMY SCA-EX GRAFT GUIDANT,4170.0,,,Ronald Reagan UCLA Medical Center,2019
2214,2780001269,HB CATH ARTHERECTOMY ATHEROCATH-BANTAM GUID,4320.0,,,Ronald Reagan UCLA Medical Center,2019
2215,2780001271,HB CATH BALLN CUTTING FLEXTOME BSCI,3170.0,,,Ronald Reagan UCLA Medical Center,2019
2216,2780001280,HB CATH GUIDE BMX COAXIAL BAYLIS,600.0,,,Ronald Reagan UCLA Medical Center,2019
2217,2780001282,HB STENT CARDIAC DRUG ELUT ION / TAXUS BSCI,8090.0,,,Ronald Reagan UCLA Medical Center,2019
2218,2780001283,STENT XIENCE DRUG ELUT+DELIV SYST ABBOTT,6830.0,,,Ronald Reagan UCLA Medical Center,2019
2219,2780001296,HB STENT XIENCE NANO DRUG ELUT+DELIV ABBOTT,4320.0,,,Ronald Reagan UCLA Medical Center,2019
2220,2780001297,HB  STENT XIENCE PRIME DRUG ELUT+DELV ABBOTT,5420.0,,,Ronald Reagan UCLA Medical Center,2019
2221,2780001537,HB CATH GUIDE VERIPATH ABBOTT,300.0,,,Ronald Reagan UCLA Medical Center,2019
2222,2780001597,HB CATH INFUSION TRANSIT CORDIS,1500.0,,,Ronald Reagan UCLA Medical Center,2019
2223,2780001601,HB CATH IVUS VOLCANO EAGLE EYE,2250.0,,,Ronald Reagan UCLA Medical Center,2019
2224,2780001602,HB CATH IVUS VOLCANO VISIONS,2920.0,,,Ronald Reagan UCLA Medical Center,2019
2225,2780001603,HB CATH IVUS LIPISCAN INFRAREDX,2840.0,,,Ronald Reagan UCLA Medical Center,2019
2226,2780001610,HB CATH MAESTRO MICROCATH MERIT,990.0,,,Ronald Reagan UCLA Medical Center,2019
2227,2780001611,HB CATH SOFTOUCH. JUDKINS MERIT,300.0,,,Ronald Reagan UCLA Medical Center,2019
2228,2780001625,HB GRIFKA VASC OCCLUS DEVICE COIL SYST COOK,3160.0,,,Ronald Reagan UCLA Medical Center,2019
2229,2780001626,HB OCCLUS DEVICE NIT-OCCLUD COIL PFM MED,5600.0,,,Ronald Reagan UCLA Medical Center,2019
2230,2780001651,HB CATH BALLN TPA SAILOR PLUS EV3,500.0,,,Ronald Reagan UCLA Medical Center,2019
2231,2780001675,HB  STENT ESOPH WALL COV+DELIV SYST BSCI,8500.0,,,Ronald Reagan UCLA Medical Center,2019
2232,2780001795,HB CATH YUEH CENTESIS COOK,70.0,,,Ronald Reagan UCLA Medical Center,2019
2233,2780001817,HB CATH SWAN GANZ VIP EDWARDS,700.0,,,Ronald Reagan UCLA Medical Center,2019
2234,2780001860,HB CATH CV PACING TEMPORARY BARD,500.0,,,Ronald Reagan UCLA Medical Center,2019
2235,2780001861,HB CATH CV PACING TEMPORARY DIAG AVE,1100.0,,,Ronald Reagan UCLA Medical Center,2019
2236,2780001872,HB CATH CORONARY DILAT TREK ABBOTT,570.0,,,Ronald Reagan UCLA Medical Center,2019
2237,2780002015,HB CLOSURE DEVICE QUICKSEAL VASC SUBQ BSCI,990.0,,,Ronald Reagan UCLA Medical Center,2019
2238,2780002018,HB CLOSURE DEVICE PERCLOSE ARTERY 6F ABBOTT,700.0,,,Ronald Reagan UCLA Medical Center,2019
2239,2780002020,HB HEMOSTATIC FEMOSTOP IMPRA BARD STJUDE,1400.0,,,Ronald Reagan UCLA Medical Center,2019
2240,2780002101,HB CATH BALLN ACS,1000.0,,,Ronald Reagan UCLA Medical Center,2019
2241,2780002109,HB CATH BALLN BS,1160.0,,,Ronald Reagan UCLA Medical Center,2019
2242,2780002117,HB CATH IT ATHEROTOME CATHETER,3010.0,,,Ronald Reagan UCLA Medical Center,2019
2243,2780002118,HB CATH ATHERECTOMY CTO FRONTRUNNER,3780.0,,,Ronald Reagan UCLA Medical Center,2019
2244,2780002119,HB CATH BALLN INOUE-BALLOON TORAY,7330.0,,,Ronald Reagan UCLA Medical Center,2019
2245,2780002121,HB CATH THROMECTOMY PRONTO VASC SOLN,1540.0,,,Ronald Reagan UCLA Medical Center,2019
2246,2780002123,HB CATH ANGIO TORNUS ASAHI ABBOTT,1990.0,,,Ronald Reagan UCLA Medical Center,2019
2247,2780002124,HB CATH THROMBECTOMY DIVER EV3,1700.0,,,Ronald Reagan UCLA Medical Center,2019
2248,2780002126,HB CATH BALLN SUBMARINE PTA GUIDANT,1340.0,,,Ronald Reagan UCLA Medical Center,2019
2249,2780002127,HB CATH BALLN PTA NANOCROSS EV3,1150.0,,,Ronald Reagan UCLA Medical Center,2019
2250,2780002128,HB DEVICE THROMBECTOMY TEROTOLA ARROW,1910.0,,,Ronald Reagan UCLA Medical Center,2019
2251,2780002129,HB INTRDCR SHEATH LASER PREFACE BIOSENSE,600.0,,,Ronald Reagan UCLA Medical Center,2019
2252,2780002131,HB DEVICE EMBOLC FILTERWIRE BSCI,4900.0,,,Ronald Reagan UCLA Medical Center,2019
2253,2780002201,HB DEVICE EMBOLIC PROTECT SPIDERX EV3,4080.0,,,Ronald Reagan UCLA Medical Center,2019
