,PROC_CODE,Description,Price,PATIENT_PRICE,Hospital,Year
544,409904517,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJECTION SOLUTION",138.0,138.0,Marshall Medical Center,2019
545,409909332,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
546,409909335,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
547,409909345,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
548,409909431,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
549,409909441,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,337.324,337.324,Marshall Medical Center,2019
550,409909461,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,337.324,337.324,Marshall Medical Center,2019
551,409910420,DOPAMINE 400 MG/10 ML (40 MG/ML) INTRAVENOUS SOLUTION,302.0,302.0,Marshall Medical Center,2019
552,409915801,PHYTONADIONE (VITAMIN K1) 10 MG/ML INJECTION SOLUTION,1709.5739999999994,1709.5739999999994,Marshall Medical Center,2019
553,409925739,POTASSIUM CHLORIDE 20 MEQ/L IN 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLN,318.0,318.0,Marshall Medical Center,2019
554,436093616,SODIUM HYPOCHLORITE 0.25 % SOLUTION,490.93699999999995,490.93699999999995,Marshall Medical Center,2019
555,436094616,SODIUM HYPOCHLORITE 0.5 % SOLUTION,490.93699999999995,490.93699999999995,Marshall Medical Center,2019
556,456045901,THYROID (PORK) 60 MG TABLET,70.794,70.794,Marshall Medical Center,2019
557,456140230,NEBIVOLOL 2.5 MG TABLET,6.244,6.244,Marshall Medical Center,2019
558,456141030,NEBIVOLOL 10 MG TABLET,6.244,6.244,Marshall Medical Center,2019
559,456270001,CEFTAZIDIME-AVIBACTAM 2.5 GRAM INTRAVENOUS SOLUTION,13647.969,13647.969,Marshall Medical Center,2019
560,469260130,"MIRABEGRON ER 25 MG TABLET,EXTENDED RELEASE 24 HR",550.806,550.806,Marshall Medical Center,2019
561,469260230,"MIRABEGRON ER 50 MG TABLET,EXTENDED RELEASE 24 HR",550.806,550.806,Marshall Medical Center,2019
562,469325010,MICAFUNGIN 50 MG INTRAVENOUS SOLUTION,3492.6009999999997,3492.6009999999997,Marshall Medical Center,2019
563,469650189,REGADENOSON 0.4 MG/5 ML INTRAVENOUS SYRINGE,8485.795,8485.795,Marshall Medical Center,2019
564,472024260,PERMETHRIN 5 % TOPICAL CREAM,1049.098,1049.098,Marshall Medical Center,2019
565,472173803,MICONAZOLE NITRATE 200 MG VAGINAL SUPPOSITORY,433.811,433.811,Marshall Medical Center,2019
566,486112501,SODIUM DI- AND MONOPHOSPHATE-POTASSIUM PHOS MONOBASIC 250 MG TABLET,59.0,59.0,Marshall Medical Center,2019
567,487590199,RACEPINEPHRINE 2.25 % SOLUTION FOR NEBULIZATION,115.76899999999999,115.76899999999999,Marshall Medical Center,2019
568,487900360,SODIUM CHLORIDE 3 % FOR NEBULIZATION,59.0,59.0,Marshall Medical Center,2019
569,487930133,SODIUM CHLORIDE 0.9 % FOR NEBULIZATION,59.0,59.0,Marshall Medical Center,2019
570,487970101,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,289.585,289.585,Marshall Medical Center,2019
571,487980101,IPRATROPIUM BROMIDE 0.02 % SOLUTION FOR INHALATION,59.0,59.0,Marshall Medical Center,2019
572,487990130,ALBUTEROL SULFATE CONCENTRATE 2.5 MG/0.5 ML SOLUTION FOR NEBULIZATION,59.0,59.0,Marshall Medical Center,2019
573,501379801,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM TOPICAL OINTMENT",316.327,316.327,Marshall Medical Center,2019
574,517003125,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",265.069,265.069,Marshall Medical Center,2019
575,517037401,METHYLENE BLUE (ANTIDOTE) 5 MG/ML (0.5 %) INTRAVENOUS SOLUTION,6657.459,6657.459,Marshall Medical Center,2019
576,517037501,INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLUTION,5370.638000000001,5370.638000000001,Marshall Medical Center,2019
577,517037510,INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLUTION,293.4120000000001,293.4120000000001,Marshall Medical Center,2019
578,517040125,ATROPINE 0.4 MG/ML INJECTION SOLUTION,180.479,180.479,Marshall Medical Center,2019
579,517065001,FERRIC CARBOXYMALTOSE 50 MG IRON/ML INTRAVENOUS SOLUTION,4319.226,4319.226,Marshall Medical Center,2019
580,517072001,BETAMETHASONE ACETATE AND SODIUM PHOS 6 MG/ML SUSPENSION FOR INJECTION,1505.231,1505.231,Marshall Medical Center,2019
581,517095501,OLANZAPINE 10 MG INTRAMUSCULAR SOLUTION,904.188,904.188,Marshall Medical Center,2019
582,517234010,IRON SUCROSE 100 MG IRON/5 ML INTRAVENOUS SOLUTION,203.955,203.955,Marshall Medical Center,2019
583,517390025,CALCIUM GLUCONATE 100 MG/ML (10 %) INTRAVENOUS SOLUTION,646.7040000000002,646.7040000000002,Marshall Medical Center,2019
584,517481025,NITROGLYCERIN 50 MG/10 ML (5 MG/ML) INTRAVENOUS SOLUTION,408.38199999999995,408.38199999999995,Marshall Medical Center,2019
585,517560125,HYDROXYZINE HCL 50 MG/ML INTRAMUSCULAR SOLUTION,476.765,476.765,Marshall Medical Center,2019
586,517611025,ZINC SULFATE 1 MG/ML INTRAVENOUS SOLUTION,684.2289999999998,684.2289999999998,Marshall Medical Center,2019
587,517651025,SELENIUM 40 MCG/ML INTRAVENOUS SOLUTION,672.253,672.253,Marshall Medical Center,2019
588,517821025,TRACE ELEMENTS CR-CU-MN-SE-ZN 10 MCG-1 MG-0.5 MG-60 MCG-5MG/ML IV SOLN,833.53,833.53,Marshall Medical Center,2019
589,517890510,METHYLDOPATE 250 MG/5 ML INTRAVENOUS SOLUTION,1629.934,1629.934,Marshall Medical Center,2019
590,527130101,PRIMIDONE 50 MG TABLET,1.0,1.0,Marshall Medical Center,2019
591,527131301,PILOCARPINE 5 MG TABLET,118.75,118.75,Marshall Medical Center,2019
592,527172874,COCAINE 4 % TOPICAL SOLUTION,7375.4,7375.4,Marshall Medical Center,2019
593,536002583,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP,59.0,59.0,Marshall Medical Center,2019
594,536009185,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSPENSION,176.07,176.07,Marshall Medical Center,2019
595,536077097,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID,59.0,59.0,Marshall Medical Center,2019
596,536100294,TETRAHYDROZOLINE 0.05 % EYE DROPS,65.27,65.27,Marshall Medical Center,2019
597,536101701,MECLIZINE 12.5 MG TABLET,59.0,59.0,Marshall Medical Center,2019
598,536101801,MECLIZINE 25 MG CHEWABLE TABLET,59.0,59.0,Marshall Medical Center,2019
599,536102008,SIMETHICONE 125 MG CHEWABLE TABLET,59.0,59.0,Marshall Medical Center,2019
600,536106505,DOCUSATE CALCIUM 240 MG CAPSULE,59.0,59.0,Marshall Medical Center,2019
601,536108691,WHITE PETROLATUM-MINERAL OIL 83 %-15 % EYE OINTMENT,101.85600000000001,101.85600000000001,Marshall Medical Center,2019
602,536114941,"ASPIRIN 81 MG TABLET,DELAYED RELEASE",1.0,1.0,Marshall Medical Center,2019
603,536222075,"SIMETHICONE 40 MG/0.6 ML ORAL DROPS,SUSPENSION",69.461,69.461,Marshall Medical Center,2019
604,536302934,NICOTINE (POLACRILEX) 2 MG GUM,59.0,59.0,Marshall Medical Center,2019
605,536348108,"FERROUS SULFATE ER 140 MG (45 MG IRON) TABLET,EXTENDED RELEASE",1.0,1.0,Marshall Medical Center,2019
606,536355101,CYANOCOBALAMIN (VIT B-12) 500 MCG TABLET,1.0,1.0,Marshall Medical Center,2019
607,536407001,NIACIN 50 MG TABLET,59.0,59.0,Marshall Medical Center,2019
608,536440601,PYRIDOXINE (VITAMIN B6) 25 MG TABLET,1.0,1.0,Marshall Medical Center,2019
609,536589488,NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH,99.01799999999999,99.01799999999999,Marshall Medical Center,2019
610,536589588,NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH,102.425,102.425,Marshall Medical Center,2019
611,536589688,NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH,102.425,102.425,Marshall Medical Center,2019
612,536673101,LYSINE 500 MG TABLET,1.0,1.0,Marshall Medical Center,2019
613,536741551,SODIUM PHOSPHATES 19 GRAM-7 GRAM/118 ML ENEMA,71.693,71.693,Marshall Medical Center,2019
614,536853080,"PEDI MULTIVIT NO.46  1,500 UNIT-400 UNIT-IRON 10 MG/ML ORAL DROPS",176.81400000000005,176.81400000000005,Marshall Medical Center,2019
615,548560100,ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,138.0,138.0,Marshall Medical Center,2019
616,548560200,ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE,138.0,138.0,Marshall Medical Center,2019
617,548560400,ENOXAPARIN 80 MG/0.8 ML SUBCUTANEOUS SYRINGE,240.31900000000002,240.31900000000002,Marshall Medical Center,2019
618,548560500,ENOXAPARIN 100 MG/ML SUBCUTANEOUS SYRINGE,479.43800000000016,479.43800000000016,Marshall Medical Center,2019
619,548560700,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,450.69699999999995,450.69699999999995,Marshall Medical Center,2019
620,548563100,ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,138.0,138.0,Marshall Medical Center,2019
621,548563200,ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE,138.0,138.0,Marshall Medical Center,2019
622,548563300,ENOXAPARIN 60 MG/0.6 ML SUBCUTANEOUS SYRINGE,180.287,180.287,Marshall Medical Center,2019
623,548563400,ENOXAPARIN 80 MG/0.8 ML SUBCUTANEOUS SYRINGE,240.351,240.351,Marshall Medical Center,2019
624,548563500,ENOXAPARIN 100 MG/ML SUBCUTANEOUS SYRINGE,479.43800000000016,479.43800000000016,Marshall Medical Center,2019
625,548563600,ENOXAPARIN 120 MG/0.8 ML SUBCUTANEOUS SYRINGE,360.55800000000005,360.55800000000005,Marshall Medical Center,2019
626,548590000,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,795.846,795.846,Marshall Medical Center,2019
627,555007101,ISONIAZID 300 MG TABLET,59.0,59.0,Marshall Medical Center,2019
628,555077902,MEDROXYPROGESTERONE 10 MG TABLET,1.0,1.0,Marshall Medical Center,2019
629,555087202,MEDROXYPROGESTERONE 2.5 MG TABLET,1.0,1.0,Marshall Medical Center,2019
630,555088602,ESTRADIOL 1 MG TABLET,1.0,1.0,Marshall Medical Center,2019
631,555089902,ESTRADIOL 0.5 MG TABLET,1.0,1.0,Marshall Medical Center,2019
632,555100916,CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,258.133,258.133,Marshall Medical Center,2019
633,555101016,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,2041.546,2041.546,Marshall Medical Center,2019
634,573287110,PHENYLEPHRINE 0.25 %-MINERAL OIL 14 %-PETROLATM 74.9 % RECTAL OINTMENT,281.676,281.676,Marshall Medical Center,2019
635,574006915,DEXTROSE 40 % ORAL GEL,128.74200000000002,128.74200000000002,Marshall Medical Center,2019
636,574006930,DEXTROSE 40 % ORAL GEL,130.239,130.239,Marshall Medical Center,2019
637,574010603,BROMOCRIPTINE 2.5 MG TABLET,165.64700000000005,165.64700000000005,Marshall Medical Center,2019
638,574012074,ACTIVATED CHARCOAL-SORBITOL 25 GRAM/120 ML ORAL SUSPENSION,536.525,536.525,Marshall Medical Center,2019
639,574012174,ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSPENSION,536.525,536.525,Marshall Medical Center,2019
640,574014560,TROSPIUM 20 MG TABLET,59.0,59.0,Marshall Medical Center,2019
641,574030216,COMPOUNDING VEHICLE SUGAR-FREE NO.9 ORAL LIQUID,735.1089999999997,735.1089999999997,Marshall Medical Center,2019
642,574030316,COMPOUNDING VEHICLE SUSPENSION SUGAR-FREE NO.20 ORAL,1.0,1.0,Marshall Medical Center,2019
643,574050811,FERROUS GLUCONATE 324 MG (38 MG IRON) TABLET,1.0,1.0,Marshall Medical Center,2019
644,574061816,MINERAL OIL ORAL,269.152,269.152,Marshall Medical Center,2019
645,574080530,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,6498.736,6498.736,Marshall Medical Center,2019
646,574085005,DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION,2902.903,2902.903,Marshall Medical Center,2019
647,574402135,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM EYE OINTMENT",240.738,240.738,Marshall Medical Center,2019
648,574402235,BACITRACIN 500 UNIT/GRAM EYE OINTMENT,3516.893,3516.893,Marshall Medical Center,2019
649,574402411,ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT,231.93599999999998,231.93599999999998,Marshall Medical Center,2019
650,574402450,ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT,231.93599999999998,231.93599999999998,Marshall Medical Center,2019
651,574402535,WHITE PETROLATUM-MINERAL OIL 85 %-15 % EYE OINTMENT,295.788,295.788,Marshall Medical Center,2019
652,574416035,"NEOMYCIN 3.5 MG/G-POLYMYXIN B 10,000 UNIT/G-DEXAMETH 0.1 % EYE OINT",333.792,333.792,Marshall Medical Center,2019
653,574703412,ASPIRIN 300 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
654,574704001,BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SUPPOSITORY,892.053,892.053,Marshall Medical Center,2019
655,574704012,BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SUPPOSITORY,892.053,892.053,Marshall Medical Center,2019
656,574704501,BELLADONNA ALKALOIDS-OPIUM 16.2 MG-30 MG RECTAL SUPPOSITORY,733.69,733.69,Marshall Medical Center,2019
657,574704512,BELLADONNA ALKALOIDS-OPIUM 16.2 MG-30 MG RECTAL SUPPOSITORY,733.69,733.69,Marshall Medical Center,2019
658,574705012,BISACODYL 10 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
659,591084401,"GLIPIZIDE ER 5 MG TABLET, EXTENDED RELEASE 24 HR",1.0,1.0,Marshall Medical Center,2019
660,591222315,CYCLOSPORINE MODIFIED 100 MG CAPSULE,227.40599999999998,227.40599999999998,Marshall Medical Center,2019
661,591301226,LIDOCAINE 2 % MUCOSAL JELLY,93.413,93.413,Marshall Medical Center,2019
662,591329315,TELMISARTAN 40 MG TABLET,6.704,6.704,Marshall Medical Center,2019
663,591329415,TELMISARTAN 80 MG TABLET,6.704,6.704,Marshall Medical Center,2019
664,591387045,MEMANTINE 5 MG TABLET,1.0,1.0,Marshall Medical Center,2019
665,591551305,CARISOPRODOL 350 MG TABLET,59.0,59.0,Marshall Medical Center,2019
666,597000160,"ASPIRIN 25 MG-DIPYRIDAMOLE 200 MG CAPSULE,EXT.RELEASE 12 HR MULTIPHASE",396.07800000000003,396.07800000000003,Marshall Medical Center,2019
667,597003334,CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,6611.403,6611.403,Marshall Medical Center,2019
668,597005345,GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,3981.022,3981.022,Marshall Medical Center,2019
669,597007575,TIOTROPIUM BROMIDE 18 MCG CAPSULE WITH INHALATION DEVICE,294.64,294.64,Marshall Medical Center,2019
670,597008717,IPRATROPIUM INHALER (BEDSIDE USE),2647.132,2647.132,Marshall Medical Center,2019
671,597013560,DABIGATRAN ETEXILATE 150 MG CAPSULE,293.465,293.465,Marshall Medical Center,2019
672,597014960,DABIGATRAN ETEXILATE 75 MG CAPSULE,293.465,293.465,Marshall Medical Center,2019
673,597019705,IDARUCIZUMAB 2.5 GRAM/50 ML INTRAVENOUS SOLUTION,69860.0,69860.0,Marshall Medical Center,2019
674,597035556,DABIGATRAN ETEXILATE 75 MG CAPSULE,315.812,315.812,Marshall Medical Center,2019
675,597036082,DABIGATRAN ETEXILATE 150 MG CAPSULE,315.812,315.812,Marshall Medical Center,2019
676,603082354,DIPHENHYDRAMINE 12.5 MG/5 ML ORAL LIQUID,59.0,59.0,Marshall Medical Center,2019
677,603139364,LIDOCAINE 2 % MUCOSAL SOLUTION,161.304,161.304,Marshall Medical Center,2019
678,603150858,PHENOBARBITAL 20 MG/5 ML (4 MG/ML) ORAL ELIXIR,2270.188,2270.188,Marshall Medical Center,2019
679,603158558,PROMETHAZINE 6.25 MG-CODEINE 10 MG/5 ML SYRUP,269.152,269.152,Marshall Medical Center,2019
680,603188010,LIDOCAINE 5 % TOPICAL PATCH,358.541,358.541,Marshall Medical Center,2019
681,603254421,BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TABLET,114.917,114.917,Marshall Medical Center,2019
682,603516821,PHENOBARBITAL 97.2 MG TABLET,1.246,1.246,Marshall Medical Center,2019
683,603548321,PROPRANOLOL 20 MG TABLET,1.0,1.0,Marshall Medical Center,2019
684,603548421,PROPRANOLOL 40 MG TABLET,1.0,1.0,Marshall Medical Center,2019
685,603780550,MICONAZOLE NITRATE 2 % TOPICAL CREAM,99.76899999999999,99.76899999999999,Marshall Medical Center,2019
686,603781874,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM",698.201,698.201,Marshall Medical Center,2019
687,603781878,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM",1047.9,1047.9,Marshall Medical Center,2019
688,641012121,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
689,641036721,DEXAMETHASONE 10 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
690,641037621,DIPHENHYDRAMINE 50 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
691,641047721,PHENOBARBITAL SODIUM 130 MG/ML INJECTION SOLUTION,2279.4320000000002,2279.4320000000002,Marshall Medical Center,2019
692,641049321,PHENYTOIN SODIUM 50 MG/ML INTRAVENOUS SOLUTION,302.0,302.0,Marshall Medical Center,2019
693,641092821,PROMETHAZINE 25 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
694,641092921,PROMETHAZINE 50 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
695,641092925,PROMETHAZINE 50 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
696,641139831,CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION,1212.371,1212.371,Marshall Medical Center,2019
697,641141031,DIGOXIN 250 MCG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
698,641141035,DIGOXIN 250 MCG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
699,641149631,PROMETHAZINE 50 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
700,641234139,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,645.906,645.906,Marshall Medical Center,2019
701,641255541,PHENYTOIN SODIUM 50 MG/ML INTRAVENOUS SOLUTION,302.0,302.0,Marshall Medical Center,2019
702,641600601,ATROPINE 0.4 MG/ML INJECTION SOLUTION,1120.156,1120.156,Marshall Medical Center,2019
703,641600801,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
704,641600810,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
705,641601301,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,302.0,302.0,Marshall Medical Center,2019
706,641601501,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,489.37800000000004,489.37800000000004,Marshall Medical Center,2019
707,641601901,MORPHINE (PF) 1 MG/ML INJECTION SOLUTION,675.846,675.846,Marshall Medical Center,2019
708,641602201,FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,138.0,138.0,Marshall Medical Center,2019
709,641602901,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,288.223,288.223,Marshall Medical Center,2019
710,641604201,KETOROLAC 30 MG/ML (1 ML) INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
711,641604425,LORAZEPAM 2 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
712,641605325,MEPERIDINE (PF) 50 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
713,641605901,MIDAZOLAM 1 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
714,641605910,MIDAZOLAM 1 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
715,641607201,MORPHINE 15 MG/ML INJECTION SOLUTION,295.408,295.408,Marshall Medical Center,2019
716,641607801,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
717,641610325,METHOCARBAMOL 100 MG/ML INJECTION SOLUTION,743.71,743.71,Marshall Medical Center,2019
718,641611601,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION,346.625,346.625,Marshall Medical Center,2019
719,641612525,MORPHINE 4 MG/ML INTRAVENOUS SOLUTION,138.0,138.0,Marshall Medical Center,2019
720,641613201,NALOXONE 0.4 MG/ML INJECTION SOLUTION,292.215,292.215,Marshall Medical Center,2019
721,641613225,NALOXONE 0.4 MG/ML INJECTION SOLUTION,292.215,292.215,Marshall Medical Center,2019
722,641614201,PHENYLEPHRINE 10 MG/ML INJECTION SOLUTION,340.95599999999996,340.95599999999996,Marshall Medical Center,2019
723,703012501,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,5351.036,5351.036,Marshall Medical Center,2019
724,703301812,FLUOROURACIL 2.5 GRAM/50 ML INTRAVENOUS SOLUTION,138.0,138.0,Marshall Medical Center,2019
725,703301911,FLUOROURACIL 5 GRAM/100 ML INTRAVENOUS SOLUTION,168.562,168.562,Marshall Medical Center,2019
726,703331101,OCTREOTIDE ACETATE 100 MCG/ML INJECTION SOLUTION,302.0,302.0,Marshall Medical Center,2019
727,703333301,OCTREOTIDE ACETATE 200 MCG/ML INJECTION SOLUTION,971.4119999999999,971.4119999999999,Marshall Medical Center,2019
728,703367101,METHOTREXATE SODIUM (PF) 25 MG/ML INJECTION SOLUTION,138.0,138.0,Marshall Medical Center,2019
729,703398501,OXALIPLATIN 50 MG/10 ML (5 MG/ML) INTRAVENOUS SOLUTION,164.66,164.66,Marshall Medical Center,2019
730,703398601,OXALIPLATIN 100 MG/20 ML INTRAVENOUS SOLUTION,329.32,329.32,Marshall Medical Center,2019
731,703443211,IRINOTECAN 40 MG/2 ML INTRAVENOUS SOLUTION,138.0,138.0,Marshall Medical Center,2019
732,703443411,IRINOTECAN 100 MG/5 ML INTRAVENOUS SOLUTION,138.0,138.0,Marshall Medical Center,2019
733,703476401,"PACLITAXEL 6 MG/ML CONCENTRATE,INTRAVENOUS",138.0,138.0,Marshall Medical Center,2019
734,703504001,DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION,203.25,203.25,Marshall Medical Center,2019
735,703514001,LEUCOVORIN CALCIUM 100 MG SOLUTION FOR INJECTION,138.0,138.0,Marshall Medical Center,2019
736,703514501,LEUCOVORIN CALCIUM 350 MG SOLUTION FOR INJECTION,138.0,138.0,Marshall Medical Center,2019
737,703565301,ETOPOSIDE 20 MG/ML INTRAVENOUS SOLUTION,138.0,138.0,Marshall Medical Center,2019
738,703565601,ETOPOSIDE 20 MG/ML INTRAVENOUS SOLUTION,174.795,174.795,Marshall Medical Center,2019
739,703877701,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,5095.788,5095.788,Marshall Medical Center,2019
740,703951401,SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG/5 ML INTRAVENOUS SOLUTION,633.689,633.689,Marshall Medical Center,2019
741,703952601,SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG/5 ML INTRAVENOUS SOLUTION,1543.067,1543.067,Marshall Medical Center,2019
742,713010109,GLYCERIN (ADULT) RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
743,713010209,GLYCERIN (CHILD) RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
744,713010906,BISACODYL 10 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
745,713010950,BISACODYL 10 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
746,713011850,ACETAMINOPHEN 120 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
747,713013512,PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY,230.25900000000001,230.25900000000001,Marshall Medical Center,2019
748,713016450,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
749,713016501,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
750,713016506,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,59.0,59.0,Marshall Medical Center,2019
751,713025237,MICONAZOLE NITRATE 2 % VAGINAL CREAM,107.78399999999999,107.78399999999999,Marshall Medical Center,2019
752,713050312,HYDROCORTISONE ACETATE 25 MG RECTAL SUPPOSITORY,436.087,436.087,Marshall Medical Center,2019
753,713052606,PROMETHAZINE 25 MG RECTAL SUPPOSITORY,152.774,152.774,Marshall Medical Center,2019
754,713053606,PROMETHAZINE 12.5 MG RECTAL SUPPOSITORY,177.84400000000005,177.84400000000005,Marshall Medical Center,2019
755,731040106,ZINC SULFATE 220 MG (50 MG) CAPSULE,1.0,1.0,Marshall Medical Center,2019
756,781103401,TRIFLUOPERAZINE 5 MG TABLET,80.634,80.634,Marshall Medical Center,2019
757,781105301,BUPROPION HCL 75 MG TABLET,1.001,1.001,Marshall Medical Center,2019
758,781118201,NADOLOL 40 MG TABLET,207.541,207.541,Marshall Medical Center,2019
759,781139213,HALOPERIDOL 1 MG TABLET,59.0,59.0,Marshall Medical Center,2019
760,781139613,HALOPERIDOL 5 MG TABLET,59.0,59.0,Marshall Medical Center,2019
761,781155601,ISOSORBIDE DINITRATE 10 MG TABLET,74.029,74.029,Marshall Medical Center,2019
762,781165501,PENICILLIN V POTASSIUM 500 MG TABLET,59.0,59.0,Marshall Medical Center,2019
763,781187431,AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 125 MG TABLET,193.255,193.255,Marshall Medical Center,2019
764,781196160,CLARITHROMYCIN 250 MG TABLET,59.0,59.0,Marshall Medical Center,2019
765,781202001,AMOXICILLIN 250 MG CAPSULE,59.0,59.0,Marshall Medical Center,2019
766,781214501,AMPICILLIN 500 MG CAPSULE,59.0,59.0,Marshall Medical Center,2019
767,781232106,APREPITANT 40 MG CAPSULE,2770.941,2770.941,Marshall Medical Center,2019
768,781261301,AMOXICILLIN 500 MG CAPSULE,1.0,1.0,Marshall Medical Center,2019
769,781282210,FLUOXETINE 20 MG CAPSULE,1.0,1.0,Marshall Medical Center,2019
770,781300094,MEROPENEM 500 MG INTRAVENOUS SOLUTION,414.48900000000003,414.48900000000003,Marshall Medical Center,2019
