,HSP,CHARGE CODE,Description,Price,COMMENTS,Hospital,Year
882,HMD,31257,CS\CATH INTRAUTERINE,407.45,,Hi Desert Medical Center,2019
883,HMD,31264,CS\OB DELIVERY PACK,430.19,,Hi Desert Medical Center,2019
884,HMD,31266,CS\TRAY AMIOCENTESIS,107.54,,Hi Desert Medical Center,2019
885,HMD,31269,CS\NELLCO OXISENSOR II,107.54,,Hi Desert Medical Center,2019
886,HMD,31275,CS\PACK C-SECTION,399.18,,Hi Desert Medical Center,2019
887,HMD,31293,CS\CATH VESSEL UMBILICAL 2.5,134.43,,Hi Desert Medical Center,2019
888,HMD,31297,CS\KATZ EXTRACTOR,430.19,,Hi Desert Medical Center,2019
889,HMD,31320,CS\BREAST PUMP HARMONY,273.01,,Hi Desert Medical Center,2019
890,HMD,31323,CS\BIPAP MASK SM/MED/LG,281.27,,Hi Desert Medical Center,2019
891,HMD,31324,CS\NEBULIZER W/HEAT ADAPT,26.89,,Hi Desert Medical Center,2019
892,HMD,31328,CS\MINIHEART HIGH FLOW NEB,78.59,,Hi Desert Medical Center,2019
893,HMD,31331,CS\RESMED DISP CIRCUIT,80.67,,Hi Desert Medical Center,2019
894,HMD,31332,CS\PTFE COATED GUIDE WIRE,128.24,,Hi Desert Medical Center,2019
895,HMD,31334,CS\CUTTER LINEAR 75MM,1232.69,,Hi Desert Medical Center,2019
896,HMD,31341,CS\UROJET,74.46,,Hi Desert Medical Center,2019
897,HMD,31345,CS\UNNA BOOT 3 INCH,53.78,,Hi Desert Medical Center,2019
898,HMD,31355,CS\CUTTER RELOAD 55MM TCR55,442.61,,Hi Desert Medical Center,2019
899,HMD,31356,CS\CUTTER RELOAD 75MM TCR75,655.66,,Hi Desert Medical Center,2019
900,HMD,31361,CS\STAPLER RELOAD 60MM,131.78,,Hi Desert Medical Center,2019
901,HMD,31363,CS\FIBER IWRE SUTURE 2-0,153.05,,Hi Desert Medical Center,2019
902,HMD,31364,CS\FIBER WIRE SUTURE 4-0,144.77,,Hi Desert Medical Center,2019
903,HMD,31365,CS\PEAK FLOWMETER PEDI/ADULT,155.13,,Hi Desert Medical Center,2019
904,HMD,31370,CS\EQUALIZER SHORT LEG WALKER,430.19,,Hi Desert Medical Center,2019
905,HMD,31371,CS\EQUALIZER AIR WALKER,630.83,,Hi Desert Medical Center,2019
906,HMD,31379,CS\BILICOMBI DISP,138.59,,Hi Desert Medical Center,2019
907,HMD,31380,CS\PUMP LACTINA SYMPHONY DBL,270.96,,Hi Desert Medical Center,2019
908,HMD,31381,CS\JONES DRESSING ROLL,115.82,,Hi Desert Medical Center,2019
909,HMD,31384,CS\SMART MIX TOWER,1121.0,,Hi Desert Medical Center,2019
910,HMD,31391,CS\COMPOSIX E/X MESH 8X10,3977.28,,Hi Desert Medical Center,2019
911,HMD,31393,CS\HEWSON SUTURE RETRIEVER,432.28,,Hi Desert Medical Center,2019
912,HMD,31396,CS\DISP BIOPSY FORCEPS 220K,401.24,,Hi Desert Medical Center,2019
913,HMD,31408,CS\TROCAR LONG 150M,144.77,,Hi Desert Medical Center,2019
914,HMD,31409,CS\DERMABOND PRINEO (ORTHO),320.38,,Hi Desert Medical Center,2019
915,HMD,31410,CS\POWERGLIDE BASIC KIT 18 GA,322.65,,Hi Desert Medical Center,2019
916,HMD,31411,CS\POWERGLIDE FULL KIT,533.62,,Hi Desert Medical Center,2019
917,HMD,31413,CCS\OXISENSOR ADULT,107.54,,Hi Desert Medical Center,2019
918,HMD,31414,CS\PICC LINE SHERLOCK 3CG,1706.33,,Hi Desert Medical Center,2019
919,HMD,31419,CS\CROSSCUT SM TEAR RASP,625.65,,Hi Desert Medical Center,2019
920,HMD,31422,CS\VERRES NEEDLE,176.95,,Hi Desert Medical Center,2019
921,HMD,31426,ORTHO WEDGE SHOE MEDIUM,172.29,,Hi Desert Medical Center,2019
922,HMD,31427,ORTHO WEDGE SHOE LARGE,172.29,,Hi Desert Medical Center,2019
923,HMD,31428,ORTHO WEDGE SHOE XL,172.29,,Hi Desert Medical Center,2019
924,HMD,31431,HEALING SHOE MEDIUM,191.09,,Hi Desert Medical Center,2019
925,HMD,31432,HEALING SHOE LARGE,191.09,,Hi Desert Medical Center,2019
926,HMD,31434,THUNDERBOLT 5MM 35CM,1758.03,,Hi Desert Medical Center,2019
927,HMD,31435,VACUUM KIWI W/PALM PUMP,214.08,,Hi Desert Medical Center,2019
928,HMD,31436,BALLOON CERVICAL RIPENING,171.91,,Hi Desert Medical Center,2019
929,HMD,31437,MEPILEX 7X9 DRESSING,77.15,,Hi Desert Medical Center,2019
930,HMD,31438,MEPILEX 4X10 DRESSING,179.75,,Hi Desert Medical Center,2019
931,HMD,31439,MEPILEX 4X12 DRESSING,209.93,,Hi Desert Medical Center,2019
932,HMD,31440,MEPILEX 9X9 DRESSING,103.53,,Hi Desert Medical Center,2019
933,HMD,31441,"20G 1.25"" COILED GUIDEWIRE",159.27,,Hi Desert Medical Center,2019
934,HMD,31442,"22G 1.25"" COILED GUIDEWIRE",159.27,,Hi Desert Medical Center,2019
935,HMD,31443,"20G 2.25"" COILED GUIDEWIRE",282.31,,Hi Desert Medical Center,2019
936,HMD,31444,"22G 2.25"" COILED GUIDEWIRE",282.31,,Hi Desert Medical Center,2019
937,HMD,31445,ORTHO KNEE DYNAPRO FLEX SMALL,1168.61,,Hi Desert Medical Center,2019
938,HMD,31446,GRAFT VASCULAR PROPATEN,9838.24,,Hi Desert Medical Center,2019
939,HMD,31447,MESH VENTRALEX CIRCLE SMALL,2594.47,,Hi Desert Medical Center,2019
940,HMD,31448,MESH VENTRALEX CIRCLE MED,3099.88,,Hi Desert Medical Center,2019
941,HMD,31449,GRAFT VASC ARTEGRAFT 6X30,7675.59,,Hi Desert Medical Center,2019
942,HMD,31450,TRAY CATH FOLEY SURESTEP 16FR,89.54,,Hi Desert Medical Center,2019
943,HMD,31451,STAPLER RLD VASC WHITE TR45W,557.57,,Hi Desert Medical Center,2019
944,HMD,31452,STAPLER RELOAD STD BLUE 6R45B,557.57,,Hi Desert Medical Center,2019
945,HMD,31453,GRAFT EPIFIX 14MM DISC,2112.64,,Hi Desert Medical Center,2019
946,HMD,31454,GRAFT EPIFIX 18MM DISC,5017.12,,Hi Desert Medical Center,2019
947,HMD,31456,WRIST BRACE LEFT MEDIUM,104.04,,Hi Desert Medical Center,2019
948,HMD,31457,WRIST BRACE RIGHT MEDIUM,104.04,,Hi Desert Medical Center,2019
949,HMD,31458,MESH PHYSIOMESH OPEN 10X10,2390.05,,Hi Desert Medical Center,2019
950,HMD,31459,IOL ASTIGMATISM CORRECT FUNCTN,3031.45,,Hi Desert Medical Center,2019
951,HMD,31460,TRAY THORACENTESIS,272.15,,Hi Desert Medical Center,2019
952,HMD,31461,CANISTER SUCT OMNI JUG 16000CC,138.28,,Hi Desert Medical Center,2019
953,HMD,31462,FILTER PLUME SMOKE EVACUATION,149.58,,Hi Desert Medical Center,2019
954,HMD,31463,COMPONENT FEM PRECT SZ F RT,14183.16,,Hi Desert Medical Center,2019
955,HMD,31464,NAIL HUMERAL CANN 7.0X270MM LT,9470.18,,Hi Desert Medical Center,2019
956,HMD,31465,TROCAR BLUNT TIP,146.25,,Hi Desert Medical Center,2019
957,HMD,31466,CAP END OUTFLW CHANNEL MYOSURE,141.86,,Hi Desert Medical Center,2019
958,HMD,31468,CATH VAS MIDLINE FULL KIT,336.84,,Hi Desert Medical Center,2019
959,HMD,31469,SCRW CORTEX SELF-TAP 2.7MM,96.35,,Hi Desert Medical Center,2019
960,HMD,31470,SCREW LOCKING SELF-TAPPING,414.07,,Hi Desert Medical Center,2019
961,HMD,31471,GUIDE PIN 3.2MM X 343MM TRIGEN,437.25,,Hi Desert Medical Center,2019
962,HMD,31472,SCRW CORTX LP T15 STARDRV 3.5,102.04,,Hi Desert Medical Center,2019
963,HMD,31473,PROS TIBIAL INSERT TS PLUS X3,10950.18,,Hi Desert Medical Center,2019
964,HMD,31474,MSH POLYESTER SLF-FIX PROGRIP,1365.05,,Hi Desert Medical Center,2019
965,HMD,31475,SCRW LCK VA SLFTP T15 STAR 3.5,427.61,,Hi Desert Medical Center,2019
966,HMD,31477,SCRW CORTX SLF TAP T8 STAR 2.7,109.47,,Hi Desert Medical Center,2019
967,HMD,31478,TB TRACH FEN CUFFED 8MM,122.53,,Hi Desert Medical Center,2019
968,HMD,31479,KIT CATH EXPNSN ON-Q SLVSOAKER,151.55,,Hi Desert Medical Center,2019
969,HMD,31480,SYS FASCIAL CLOSURE EFX SHIELD,458.81,,Hi Desert Medical Center,2019
970,HMD,31481,CATH VAS MIDLINE BASIC KIT,165.79,,Hi Desert Medical Center,2019
971,HMD,31484,HEALON 5 OVD 0.60ML,180.0,,Hi Desert Medical Center,2019
972,HMD,31485,STPLR HERNIA ENDO UNIV 65 DEG,854.4,,Hi Desert Medical Center,2019
973,HMD,31486,APPLIER ENDO MULTI CLIP,375.8,,Hi Desert Medical Center,2019
974,HMD,31487,SCRW CORTX SLF-TP T4 STAR 1.5,127.72,,Hi Desert Medical Center,2019
975,HMD,31491,KT ENDOMETRL ABL W/SURSOUND,1710.45,,Hi Desert Medical Center,2019
976,HMD,31492,SHUNT GLAUCOMA MINI,3805.44,,Hi Desert Medical Center,2019
977,HMD,31493,MSH H PROGRIP SLF-FIXATING,1901.3,,Hi Desert Medical Center,2019
978,HMD,31494,MSH LAPAROSCOPC SLF-FX PROGRIP,2338.03,,Hi Desert Medical Center,2019
979,HMD,31495,SCRW CORTX SLF-TP T8 STRDV 2.4,160.77,,Hi Desert Medical Center,2019
980,HMD,31496,CATH PWRPICC SOLO DL MAXBR 5FR,694.74,,Hi Desert Medical Center,2019
981,HMD,31497,BIT DRILL QC GOLD 2.5X110MM,181.35,,Hi Desert Medical Center,2019
982,HMD,31498,SCREW CANCELLOUS 6.5MM,428.77,,Hi Desert Medical Center,2019
983,HMD,31499,BLD REAMER PATELLA PILOT SZ 29,346.5,,Hi Desert Medical Center,2019
984,HMD,31500,HEAD HUMERAL FX 40MM RT,9557.89,,Hi Desert Medical Center,2019
985,HMD,31618,PEG SMOOTH,341.05,,Hi Desert Medical Center,2019
986,HMD,31619,PLT H LCP EXTND 105MM LEFT,1281.75,,Hi Desert Medical Center,2019
987,HMD,31621,NAIL DIAMETER 13MM,7257.4,,Hi Desert Medical Center,2019
988,HMD,31622,KT FIBRIN SEALANT TISSEEL,391.33,,Hi Desert Medical Center,2019
989,HMD,31623,ENDOCLIP APPLIER DISP,109.52,,Hi Desert Medical Center,2019
990,HMD,31624,SCRW LOCK SLF-TP T25 STAR 5.0,428.77,,Hi Desert Medical Center,2019
991,HMD,31625,PIN BUTTRES LCK VA T8 STAR 1.8,385.44,,Hi Desert Medical Center,2019
992,HMD,31631,PROS FEMORAL HEAD LFIT,2105.09,,Hi Desert Medical Center,2019
993,HMD,31632,PROS FEM COMPONENT CEMNTD PS,13479.3,,Hi Desert Medical Center,2019
994,HMD,31633,TRY INST BIOTENODES DISP,616.0,,Hi Desert Medical Center,2019
995,HMD,31635,CATH PWRPICC SOLO TL MAXBR 6FR,694.74,,Hi Desert Medical Center,2019
996,HMD,31636,PLT 1/3 TUB W/COLLR 5HL 64MM,494.91,,Hi Desert Medical Center,2019
997,HMD,31637,CAP END FOR TROCHAN FX NAIL,446.53,,Hi Desert Medical Center,2019
998,HMD,31638,SCRW LOCK T25 STARDRV 4.0MM,499.58,,Hi Desert Medical Center,2019
999,HMD,31639,CATH PWR PICC SOLO TL,842.11,,Hi Desert Medical Center,2019
1000,HMD,31641,CATH POSTPRTM BLLN RAPID INS,668.25,,Hi Desert Medical Center,2019
1001,HMD,31642,TRY CATH SGL MAXBR PWRPICC 4FR,824.56,,Hi Desert Medical Center,2019
1002,HMD,31644,SCRW LOCKING TITAN 5.0MM,510.63,,Hi Desert Medical Center,2019
1003,HMD,31646,PLT 1/3 TUB W/COLLR 8HL 93MM,531.4,,Hi Desert Medical Center,2019
1004,HMD,31649,SCRW LCK VA SLF-TP 25 STAR 5.0,517.72,,Hi Desert Medical Center,2019
1005,HMD,31650,PLT 1/3 TUB W/COLLR 7HL 81MM,506.32,,Hi Desert Medical Center,2019
1006,HMD,31651,BONE CANCELLOUS CRUSH 65CC,989.47,,Hi Desert Medical Center,2019
1007,HMD,31654,SCREW LOW PROFILE 4.5MM,773.68,,Hi Desert Medical Center,2019
1008,HMD,31656,SUBSTITUTE BONE MOLDABLE 10CC,9622.6,,Hi Desert Medical Center,2019
1009,HMD,31657,SCREW LOW PROFILE 5MM,751.58,,Hi Desert Medical Center,2019
1010,HMD,31661,SCRW CANNULTD 32MM THRD 7.3X85,733.89,,Hi Desert Medical Center,2019
1011,HMD,31662,DRILL BIT THREE-FLUTD CALIBRTD,472.97,,Hi Desert Medical Center,2019
1012,HMD,31663,DRILL AO PILOT 4.0MM LONG,548.71,,Hi Desert Medical Center,2019
1013,HMD,31664,MESH POLYPRO PLUG LARGE PERFIX,524.91,,Hi Desert Medical Center,2019
1014,HMD,31668,SCRW CANNULATED 4.0MM,559.26,,Hi Desert Medical Center,2019
1015,HMD,31669,SCRW LOCK T25 STARDRV 4.0,632.21,,Hi Desert Medical Center,2019
1016,HMD,31670,BIT DRILL JACOB CHUCK 3.2X130,175.5,,Hi Desert Medical Center,2019
1017,HMD,31671,CATH DIALYSIS/PHERESIS HICKMAN,468.88,,Hi Desert Medical Center,2019
1018,HMD,31674,MESH POLYPRO PLUG MED PERFIX,514.39,,Hi Desert Medical Center,2019
1019,HMD,31675,CS\ORTHOCORD #2 223104,100.2,,Hi Desert Medical Center,2019
1020,HMD,31676,SCRW CANNULTD 32MM THRD 7.3X75,733.89,,Hi Desert Medical Center,2019
1021,HMD,31677,SCRW CANNULTD 32MM THRD 7.3X80,733.89,,Hi Desert Medical Center,2019
1022,HMD,31678,TB ESOPHGL/NASOGSTRC BLAKEMORE,726.18,,Hi Desert Medical Center,2019
1023,HMD,31679,TRY CATH SGL MAXBR PWRPICC 3FR,800.28,,Hi Desert Medical Center,2019
1024,HMD,31680,MESH COMPOSIX E/X 4X6,1262.46,,Hi Desert Medical Center,2019
1025,HMD,31681,DRILL BIT HOLLOW MULTILOC,637.56,,Hi Desert Medical Center,2019
1026,HMD,31682,PLATE T W/PRE LOAD DRILL GUIDE,1341.05,,Hi Desert Medical Center,2019
1027,HMD,31684,SCRW MULTILOC,817.89,,Hi Desert Medical Center,2019
1028,HMD,31686,CATH SNGL LMN INTRMED HICKMAN,1091.23,,Hi Desert Medical Center,2019
1029,HMD,31687,ANCHOR MITEK MICRO QUICKANCHOR,1498.25,,Hi Desert Medical Center,2019
1030,HMD,31688,KIT CATH PWRPICC SOLO TL 5F,976.14,,Hi Desert Medical Center,2019
1031,HMD,31689,PLATE LCP 3.5MM,859.82,,Hi Desert Medical Center,2019
1032,HMD,31690,SCREW LAG SOLID TAPERED,1554.39,,Hi Desert Medical Center,2019
1033,HMD,31692,ANCHOR MITEK MINI QUICKANCHOR,1575.44,,Hi Desert Medical Center,2019
1034,HMD,31693,PATCH HERNIA VENTRIO SM CIRCLE,1584.21,,Hi Desert Medical Center,2019
1035,HMD,31694,STAPLER CUTTER CURVED W/RELOAD,729.57,,Hi Desert Medical Center,2019
1036,HMD,31695,PROS FEM COMPONENT CEMNTD CR,13341.75,,Hi Desert Medical Center,2019
1037,HMD,31696,PLATE COMPRESSION LOCK 3.5MM,923.82,,Hi Desert Medical Center,2019
1038,HMD,31697,ANCH MITEK ROTATOR CUFF PLUS,1705.26,,Hi Desert Medical Center,2019
1039,HMD,31698,GRANULES BONE CHRONOS 5.0CC,1042.28,,Hi Desert Medical Center,2019
1040,HMD,31699,PATCH HERNIA VENTRIO SM OVAL,2017.89,,Hi Desert Medical Center,2019
1041,HMD,31704,KIT CATH DUAL LUMEN 12F HICKMN,428.07,,Hi Desert Medical Center,2019
1042,HMD,31705,PLT FIB LAT DST 2.7/3.5 5H 99,1851.93,,Hi Desert Medical Center,2019
1043,HMD,31706,SCREW CORTICAL,341.05,,Hi Desert Medical Center,2019
1044,HMD,31707,PLT CONDYLR LCP 1.5MM 6H SHFT,1562.28,,Hi Desert Medical Center,2019
1045,HMD,31708,MESH COMPOSIX E/X 6X8,2667.37,,Hi Desert Medical Center,2019
1046,HMD,31709,BLADE HELICAL,1702.11,,Hi Desert Medical Center,2019
1047,HMD,31711,PATCH HERNIA VENTRIO MED OVAL,2980.0,,Hi Desert Medical Center,2019
1048,HMD,31712,PLT HOOK LCP 3H 3.5X 62MM,1544.04,,Hi Desert Medical Center,2019
1049,HMD,31713,PEG THREADED MULTIDIRECTIONAL,603.16,,Hi Desert Medical Center,2019
1050,HMD,31717,PLATE DVRA VOLAR SYSTEM,3161.05,,Hi Desert Medical Center,2019
1051,HMD,31718,PLUG TAPER,3168.42,,Hi Desert Medical Center,2019
1052,HMD,31719,DEVICE FIXATION ZIPTIGHT,1875.96,,Hi Desert Medical Center,2019
1053,HMD,31721,KIT SCREW COMPRS LAG INTERLOCK,2360.11,,Hi Desert Medical Center,2019
1054,HMD,31722,SCREW COMPRESSION LAG,2526.39,,Hi Desert Medical Center,2019
1055,HMD,31723,PLT FIB LT DST 2.7/3.5 11H 177,1963.68,,Hi Desert Medical Center,2019
1056,HMD,31724,PLT FIB LAT DST VA 2.7 LT 5HL,2513.33,,Hi Desert Medical Center,2019
1057,HMD,31725,PATELLA ALL POLY SZ 7.5X26MM,3360.0,,Hi Desert Medical Center,2019
1058,HMD,31726,PATELLA ALL POLY SZ 8.0X29MM,3360.0,,Hi Desert Medical Center,2019
1059,HMD,31727,KIT FXN DEVICE DISP ZIPTIGHT,1007.6,,Hi Desert Medical Center,2019
1060,HMD,31728,SYS BICEP DSTL REPR IMPL,3431.58,,Hi Desert Medical Center,2019
1061,HMD,31729,CLAMP UNIVERSAL,985.8,,Hi Desert Medical Center,2019
1062,HMD,31730,PLT FIBULA LAT DST 2.7 6H RT,2641.05,,Hi Desert Medical Center,2019
1063,HMD,31731,EXFX CLAMP MULTI-PIN LG 6 POS,641.82,,Hi Desert Medical Center,2019
1064,HMD,31732,BLADE HELICAL TFNA,2428.95,,Hi Desert Medical Center,2019
1065,HMD,31733,ACETABULAR BIPOLAR COMP,3740.35,,Hi Desert Medical Center,2019
1066,HMD,31735,PATCH HERNIA VENTRIO LG OVAL,3771.93,,Hi Desert Medical Center,2019
1067,HMD,31736,PLT FIB LAT DST VA 2.7 3H LFT,2289.82,,Hi Desert Medical Center,2019
1068,HMD,31737,PLT VOLR DST RAD 2COL 2.46H 51,2839.47,,Hi Desert Medical Center,2019
1069,HMD,31738,KIT FXN DVC ANKLE SYN ZIPTIGHT,2448.6,,Hi Desert Medical Center,2019
1070,HMD,31741,FEM STEM PRESS-FIT 13X160MM,4192.98,,Hi Desert Medical Center,2019
1071,HMD,31743,PLT CLAVICL SPR ANT 3.5X81 LT,2584.04,,Hi Desert Medical Center,2019
1072,HMD,31744,FEM STEM CEMENTED 10X120MM,4254.39,,Hi Desert Medical Center,2019
1073,HMD,31746,PLT FIB LAT DST VA 2.7X92 4H R,2394.74,,Hi Desert Medical Center,2019
1074,HMD,31748,BONE PASTE 5CC INTERGRO DBM,4442.11,,Hi Desert Medical Center,2019
1075,HMD,31749,PLT FIB LAT DISTL VA RT 5HL,2513.33,,Hi Desert Medical Center,2019
1076,HMD,31750,PROS PATELLA SYMMETRIC - X3,4603.51,,Hi Desert Medical Center,2019
1077,HMD,31751,PLT VOLR RIM DST RAD 2.4X57 6H,2725.44,,Hi Desert Medical Center,2019
1078,HMD,31752,PLT VOLAR DST RAD 2-COL 2.4X54,2839.47,,Hi Desert Medical Center,2019
1079,HMD,31753,SURFACE ARTICULAR,4955.79,,Hi Desert Medical Center,2019
1080,HMD,31754,SURFACE ART ULTRACNGRT 16MM LT,4955.79,,Hi Desert Medical Center,2019
1081,HMD,31755,PLATE OLECRANON,2948.95,,Hi Desert Medical Center,2019
1082,HMD,31756,PLATE POSTERLAT DSTL HUMERUS,3240.88,,Hi Desert Medical Center,2019
1083,HMD,31757,PROS FEMORAL HEAD COCR 28-3,1118.42,,Hi Desert Medical Center,2019
1084,HMD,31758,PROS FEM HEAD DELTA CERAMIC,6030.18,,Hi Desert Medical Center,2019
1085,HMD,31761,GUIDE PIN THREADED,394.41,,Hi Desert Medical Center,2019
1086,HMD,31762,WEDGE L FEMORAL SCREW-ON,6070.18,,Hi Desert Medical Center,2019
1087,HMD,31764,PLT WRIST STR LCP 2.4X170MM,6136.84,,Hi Desert Medical Center,2019
1088,HMD,31765,PLATE EXTRA-ART DSTL HUMERUS,3475.79,,Hi Desert Medical Center,2019
1089,HMD,31766,NAIL INTERTROCH ANTGRD 10X20,6414.04,,Hi Desert Medical Center,2019
1090,HMD,31767,NAIL TROCH FX CANN 235MM,6519.3,,Hi Desert Medical Center,2019
1091,HMD,31768,REATTCHMNT GRTR TRCH SHT 2 CBL,6560.0,,Hi Desert Medical Center,2019
1092,HMD,31769,PROS TIBIAL PLATE STEM PRECOAT,7016.84,,Hi Desert Medical Center,2019
1093,HMD,31771,PROS KNEE CONSTRAINED INSERT,6792.98,,Hi Desert Medical Center,2019
1094,HMD,31772,MEMODERM 5CMX5CM,2450.0,,Hi Desert Medical Center,2019
1095,HMD,31773,PLT TIB MED PRX 3.5X93MM 4H RT,4299.12,,Hi Desert Medical Center,2019
1096,HMD,31774,PLT TIB MED PRX 4.5X214 10H LT,4321.93,,Hi Desert Medical Center,2019
1097,HMD,31775,FILLER BN INJECT DRILLABLE,7154.39,,Hi Desert Medical Center,2019
1098,HMD,31776,PLT HUM PERART PRX 3.5X91 2H R,4479.3,,Hi Desert Medical Center,2019
1099,HMD,31777,PLATE PROX TIBIAL SMALL BEND,4352.7,,Hi Desert Medical Center,2019
1100,HMD,31778,NAIL INTERTROCH ANTGRD 11.5X18,5055.51,,Hi Desert Medical Center,2019
1101,HMD,31779,NEURAGEN PER CM 5MM X 3CM,8176.03,,Hi Desert Medical Center,2019
1102,HMD,31780,PLT TIB MED DST 2.7/3.5 6H RT,4239.82,,Hi Desert Medical Center,2019
1103,HMD,31781,NAIL FEM PROX 130D 12MMX170MM,5083.68,,Hi Desert Medical Center,2019
1104,HMD,31782,NAIL INTERTROCH ANTGRD 10X18,6231.58,,Hi Desert Medical Center,2019
1105,HMD,31783,PLT TIB PRX SM BND 4H 3.5X87 L,4352.7,,Hi Desert Medical Center,2019
1106,HMD,31784,BASEPLATE TIBIAL PRIM CEMENTED,7966.32,,Hi Desert Medical Center,2019
1107,HMD,31788,PLT CONDYLR LCP CRV 4.5X195 8H,4837.37,,Hi Desert Medical Center,2019
1108,HMD,31789,NAIL TIBIAL 8.5MM META-NAIL,6693.72,,Hi Desert Medical Center,2019
1109,HMD,31790,ACETABULAR LINER XLPE,8449.12,,Hi Desert Medical Center,2019
1110,HMD,31791,NAIL TROCH FX CANN 130D 360 LT,5066.53,,Hi Desert Medical Center,2019
1111,HMD,31792,PROS FEM HEAD BIPOLAR TAN CEM,8947.37,,Hi Desert Medical Center,2019
1112,HMD,31793,PROS FEM HEAD BIPOLAR POROUS,8947.37,,Hi Desert Medical Center,2019
1113,HMD,31794,PROS FEMORAL HEAD,8947.37,,Hi Desert Medical Center,2019
1114,HMD,31795,BASEPLT TIBL CMNTD FEMALE TAPE,8815.79,,Hi Desert Medical Center,2019
1115,HMD,31796,NAIL FEMUR SHORT 235MM TFNA,5845.44,,Hi Desert Medical Center,2019
1116,HMD,31797,NAIL HUMERAL PRX MULTILC 8MM L,5255.68,,Hi Desert Medical Center,2019
1117,HMD,31799,PROS TIBIAL INSERT PS - X3,9285.61,,Hi Desert Medical Center,2019
1118,HMD,31816,PROS FEMORAL HEAD W/OXINIUM,15614.04,,Hi Desert Medical Center,2019
1119,HMD,31817,COMPONENT FEM PRECT SZ D LEFT,15545.26,,Hi Desert Medical Center,2019
1120,HMD,31819,PROS HIP STEM 132D NECK ANGLE,17349.3,,Hi Desert Medical Center,2019
1121,HMD,31820,PROS HIP/FEM STEM ACCOLADE II,17349.3,,Hi Desert Medical Center,2019
1122,HMD,31821,"COMPONENT HUMRL LNG FLNG 6"" SM",19938.25,,Hi Desert Medical Center,2019
1123,HMD,31822,STEM HUMERAL FX 7-130MM,21870.18,,Hi Desert Medical Center,2019
1124,HMD,31823,STEM TRABECULR MTL REV 14X130,22035.09,,Hi Desert Medical Center,2019
1125,HMD,31824,BIT DRILL W/DEPTH MRKR 2.0X140,343.2,,Hi Desert Medical Center,2019
1126,HMD,31825,STEM TRABECULR MTL REV 18X130,25905.96,,Hi Desert Medical Center,2019
1127,HMD,31826,PUMP FIXED FLOW ON-Q,277.2,,Hi Desert Medical Center,2019
1128,HMD,31827,FEM STEM POROUS PLUS HA SZ 11,15052.63,,Hi Desert Medical Center,2019
1129,HMD,31828,KT PUMP FIXD FLOW W/CATH ON-Q,406.84,,Hi Desert Medical Center,2019
1130,HMD,31829,"DRS WND MEPILEX BRDR AG 4""X12",105.73,,Hi Desert Medical Center,2019
1131,HMD,31830,"DRS WND MEPILEX BRDR AG 4""X10",90.19,,Hi Desert Medical Center,2019
1132,HMD,31831,SCREW LOCK SELF-TAP T8 STRDRV,403.68,,Hi Desert Medical Center,2019
1133,HMD,31832,DVC ENDOCLIP HEMO RESOLUTION,440.0,,Hi Desert Medical Center,2019
1134,HMD,31833,PROS TIBIAL INSERT CS - X3,9790.88,,Hi Desert Medical Center,2019
1135,HMD,31834,DVC CLIP-FIXING ENDOSCOPIC,398.75,,Hi Desert Medical Center,2019
1136,HMD,31835,DVC LIGATION POLYLOOP,192.0,,Hi Desert Medical Center,2019
1137,HMD,31836,HIP HEMI BIPOLAR STRYKER CAP,10000.0,,Hi Desert Medical Center,2019
1138,HMD,31837,SNARE POLYPCTMY CAPITVATOR II,52.5,,Hi Desert Medical Center,2019
1139,HMD,31838,SNARE POLYPECTOMY,70.4,,Hi Desert Medical Center,2019
1140,HMD,31839,BIT DRILL 3-FLUTED 4.0MM,317.05,,Hi Desert Medical Center,2019
1141,HMD,31840,BIT DRILL QC 4.3X180MM,282.43,,Hi Desert Medical Center,2019
1142,HMD,31841,WASHER SPIKED 13.5X4MM,358.07,,Hi Desert Medical Center,2019
1143,HMD,31842,WASHER SPIKED 13.5X6.5MM,353.51,,Hi Desert Medical Center,2019
1144,HMD,31843,GUIDEWIRE 3.2MM X 400MM,234.36,,Hi Desert Medical Center,2019
1145,HMD,31844,KNEE PRIM TTL STRYKR CAP,14210.53,,Hi Desert Medical Center,2019
1146,HMD,31845,RD REAMING BALL TP 2.5X950MM,277.83,,Hi Desert Medical Center,2019
1147,HMD,31847,RD REAM BALL TP 2.5X650MM EXT,298.62,,Hi Desert Medical Center,2019
1148,HMD,31848,SCRW SCHANTZ BLNT TRCR 5.0X170,298.95,,Hi Desert Medical Center,2019
1149,HMD,31849,SCRW LOCK VA T8 STARDRV 2.4MM,385.44,,Hi Desert Medical Center,2019
1150,HMD,31850,SCRW LCK VA SLF-TP T8 STAR 2.7,403.68,,Hi Desert Medical Center,2019
1151,HMD,31851,SCRW LOCK SLF-TP T4 STRDRV 1.5,314.74,,Hi Desert Medical Center,2019
1152,HMD,31852,SCRW LCK SLF-TP T8 STRDRV 2.7,346.67,,Hi Desert Medical Center,2019
1153,HMD,31853,SCRW LOCK SLF-TAP STRDRV 3.5,367.19,,Hi Desert Medical Center,2019
1154,HMD,40001,CCC\SHAMPOO,6.21,,Hi Desert Medical Center,2019
1155,HMD,40002,CCC\SHAMPOO-SET OR BLOWDRY,10.36,,Hi Desert Medical Center,2019
1156,HMD,40004,CCC\HAIRCUT,10.36,,Hi Desert Medical Center,2019
