,PROC_CODE,Description,CPT_CODE,INPAT_FEE,OUTPAT_FEE,Hospital,Year
515,300000146,HC CELL ENUMERATION PHYS INTERP,86153,36.57,36.57,Marshall Medical Center,2019
516,300000174,HB LAB GLUCOSE TOLERACE 1/2 HOUR,82951,161.98,25.08,Marshall Medical Center,2019
517,300000399,HC RBC ANTIBODY SCREEN,86850,442.04,76.29,Marshall Medical Center,2019
518,300000415,HC PT AG TYPING,86905,287.38,287.38,Marshall Medical Center,2019
519,300000421,HC RENAL FUNCTION PANL,80069,477.57,147.35,Marshall Medical Center,2019
520,300000422,HC HIV COMBO AG/AB,87389,403.37,95.1,Marshall Medical Center,2019
521,300000429,HC CYTOPATH CELL ENHANCE TECH,88112,42.71,42.71,Marshall Medical Center,2019
522,300000432,RF AB ID/EA SEL REAGENT CELL,86885,287.38,287.38,Marshall Medical Center,2019
523,300000464,"HC SEMEN ANLYS, COUNT",89321,243.49,114.95,Marshall Medical Center,2019
524,300000465,"HC BLOOD, OCCULT, BY PEROXIDASE ACTIVITY, QUAL; 1 ONLY",82270,106.59,21.95,Marshall Medical Center,2019
525,300000466,HC OCCULT BLD FECES; 1 ONLY,82272,106.59,21.95,Marshall Medical Center,2019
526,300000468,HC DRUG SCREENING ANALGESICS NON-OPIOID 1 OR 2,80329,471.3,112.86,Marshall Medical Center,2019
527,300000475,HC O2 SAT FOR CARDIAC CATH LAB PATIENT,82810,262.3,262.3,Marshall Medical Center,2019
528,300000477,HC BLOOD ALCOHOL DRAW FEE,36415,41.8,40.76,Marshall Medical Center,2019
529,300000478,HC PEDIATRIC STOOL WBC(SLIDE),89055,221.54,221.54,Marshall Medical Center,2019
530,300900013,RF BLOOD TYPE; ABO,86900,36.58,36.58,Marshall Medical Center,2019
531,300900014,RF BLOOD TYPE; RH (D),86901,36.58,36.58,Marshall Medical Center,2019
532,300900042,RF SERUM INHIBITION,86977,118.09,118.09,Marshall Medical Center,2019
533,300900047,"RF SPCMN HANDLING,PT->LAB",99001,5.0,5.0,Marshall Medical Center,2019
534,300900049,RF CELL SEPARATION SMF114,86972,414.87,414.87,Marshall Medical Center,2019
535,300900052,"RF ANTIBDY SCRN, RBC, EA SERUM TECHNQ",86850,107.64,107.64,Marshall Medical Center,2019
536,300900057,RF BS ANTIBODY ID,86870,118.09,118.09,Marshall Medical Center,2019
537,300900064,RF BLOOD TYPE ANTIGEN DONOR EA,86902,71.06,71.06,Marshall Medical Center,2019
538,300900066,RF BLOOD TYPING RBC ANITGENS,86905,29.26,29.26,Marshall Medical Center,2019
539,300900067,"RF BS PER UNIT, PRE-SELECTED DONORS WITH PATIENT",86904,59.57,59.57,Marshall Medical Center,2019
540,300900070,RF BLOOD TYPING RH PHENOTYPE,86906,147.35,147.35,Marshall Medical Center,2019
541,300900071,RF RBC PRETX INCUBATJ W/ENZYMES,86971,118.09,118.09,Marshall Medical Center,2019
542,300900072,"RF BS CHEMICAL OR DRUG TREATMENT, RED CELLS",86970,118.09,118.09,Marshall Medical Center,2019
543,300900082,RF CYTO/MOLECULAR INTERP,88291,35.39,35.39,Marshall Medical Center,2019
544,300900111,RF AUTOIM LYMPHOPROLIFERATIVE SYN,86356,88.75,88.75,Marshall Medical Center,2019
545,300900272,RF ARUP METHYLENETETRAHYDROFOLATE REDUCTASE,81291,82.5,82.5,Marshall Medical Center,2019
546,300900478,RF LAB IMMUNOREACTIVE TRYPSINOGEN (IRT),83516,14.95,14.95,Marshall Medical Center,2019
547,300900481,RF CYTOPATH CELL ENHANCE TECH,88112,42.71,42.71,Marshall Medical Center,2019
548,301000001,HC BASIC METABOLIC PANEL,80048,454.58,117.04,Marshall Medical Center,2019
549,301000002,HC ELECTROLYTE PANEL,80051,266.48,76.29,Marshall Medical Center,2019
550,301000003,HC COMPREHENSIVE METABOLIC PANEL,80053,681.34,189.15,Marshall Medical Center,2019
551,301000004,HC LIPID PANEL,80061,643.72,129.58,Marshall Medical Center,2019
552,301000005,HC HEPATIC FUNC PANEL,80076,469.21,123.31,Marshall Medical Center,2019
553,301000009,HC ASSAY OF DIGOXIN,80162,458.76,116.0,Marshall Medical Center,2019
554,301000010,HC ASSAY OF DIPROPYLACETIC ACID (VALPROIC ACID),80164,358.44,132.72,Marshall Medical Center,2019
555,301000012,HC ASSAY OF PHENOBARBITAL,80184,488.02,126.45,Marshall Medical Center,2019
556,301000013,HC ASSAY OF PHENYTOIN; TOTAL,80185,407.55,126.45,Marshall Medical Center,2019
557,301000019,HC DRUG TEST PRSMV CHEM ANLYZR,80307,477.57,106.59,Marshall Medical Center,2019
558,301000021,"HC URINALYSIS; QUAL/SEMIQUANT, EXCEPT IMMUNOASYS",81005,57.48,26.13,Marshall Medical Center,2019
559,301000022,HC ANALGESICS NON-OPIOID 1 OR 2,80307,471.3,112.86,Marshall Medical Center,2019
560,301000023,"HC ACETONE/OTHER KETONE BODIES, SERUM; QUANT",82010,191.24,56.43,Marshall Medical Center,2019
561,301000028,HC ALBUMIN; SERUM,82040,229.9,40.76,Marshall Medical Center,2019
562,301000029,"HC ALBUMIN; URINE OR OTHER SOURCE, QUANT, EA SPCMN",82042,229.9,40.76,Marshall Medical Center,2019
563,301000030,"HC ALBUMIN; URINE, MICROALBUMIN, QUANT",82043,198.55,76.29,Marshall Medical Center,2019
564,301000031,HC DRUG SCREEN QUANTALCOHOLS,80320,702.24,171.38,Marshall Medical Center,2019
565,301000036,HC ALPHA-FETOPRTN; SERUM,82105,285.29,106.59,Marshall Medical Center,2019
566,301000044,HC AMMONIA,82140,286.33,153.62,Marshall Medical Center,2019
567,301000047,HC AMYLASE,82150,400.24,84.65,Marshall Medical Center,2019
568,301000057,HC BILIRUBIN; TOTAL,82247,291.56,40.76,Marshall Medical Center,2019
569,301000062,HC OCCULT BLD FECES 1-3 TESTS,82272,213.18,38.67,Marshall Medical Center,2019
570,301000058,HC BILIRUBIN; DRCT,82248,291.56,40.76,Marshall Medical Center,2019
571,301000060,"HC BLOOD, OCCULT, BY PEROXIDASE ACTIVITY, QUAL; FECES, 1-3 SIMUL DET, SCREENING",82270,106.59,21.95,Marshall Medical Center,2019
572,301000061,HC BLOOD OCCULT OTHER,82271,157.8,157.8,Marshall Medical Center,2019
573,301000064,HC CALCIFEDIOL (25-OH VITAMIN D-3),82306,521.46,261.25,Marshall Medical Center,2019
574,301000066,HC CALCIUM; TOTAL,82310,215.27,40.76,Marshall Medical Center,2019
575,301000067,HC CALCIUM; IONIZED 1,82330,205.87,205.87,Marshall Medical Center,2019
576,301000068,"HC CALCIUM; URINE QUANT, TIMED SPCMN",82340,193.33,40.76,Marshall Medical Center,2019
577,301000071,HC CARBON DIOXIDE (BICARBONATE),82374,163.02,31.35,Marshall Medical Center,2019
578,301000072,"HC CARBON MONOXIDE, (CARBOXYHEMOGLOBIN); QUANT",82375,224.68,68.97,Marshall Medical Center,2019
579,301000073,HC CARCINOEMBRYONIC ANTIGN (CEA),82378,351.12,97.19,Marshall Medical Center,2019
580,301000081,HC CHLORIDE; BLOOD,82435,141.08,141.08,Marshall Medical Center,2019
581,301000082,HC CHLORIDE; URINE,82436,120.18,37.62,Marshall Medical Center,2019
582,301000085,"HC CHOLESTEROL, SERUM/WHOLE BLOOD, TOTAL",82465,222.59,49.12,Marshall Medical Center,2019
583,301000097,HC CORTISOL; TOTAL,82533,426.36,243.49,Marshall Medical Center,2019
584,301000100,"HC CREATINE KINASE (CK), (CPK); TOTAL",82550,342.76,71.06,Marshall Medical Center,2019
585,301000102,"HC CREATINE KINASE (CK), (CPK); MB FRCTN ONLY",82553,615.51,163.02,Marshall Medical Center,2019
586,301000103,HC CREATININE; BLOOD,82565,161.98,40.76,Marshall Medical Center,2019
587,301000104,HC CREATININE; OTHER SOURCE,82570,182.88,49.12,Marshall Medical Center,2019
588,301000105,HC CREATININE; CLEARANCE,82575,378.29,88.83,Marshall Medical Center,2019
589,301000109,HC CYANOCOBALAMIN (VITAMIN B-12),82607,242.44,130.63,Marshall Medical Center,2019
590,301000110,HC DEHYDROEPIANDROSTERONE-SULFATE (DHEA-S),82627,379.34,144.21,Marshall Medical Center,2019
591,301000118,HC ESTRADIOL,82670,449.35,247.67,Marshall Medical Center,2019
592,301000123,HC DRUG SCREEN QUANTALCOHOLS,80320,702.24,171.38,Marshall Medical Center,2019
593,301000128,HC FERRITIN,82728,245.58,130.63,Marshall Medical Center,2019
594,301000129,"HC FETAL FIBRONECTIN, CERVICOVAGINAL SECRETIONS, SEMI-QUANT",82731,999.02,530.86,Marshall Medical Center,2019
595,301000130,HC FOLIC ACID; SERUM,82746,262.3,148.39,Marshall Medical Center,2019
596,301000139,"HC GASES, BLOOD, PH, PCO2, PO2, CO2, HCO3, (W/CALCULATED O2 SAT)",82803,618.64,182.88,Marshall Medical Center,2019
597,301000140,"HC GASES, BLOOD, PH, PCO2, PO2, CO2, HCO3; W/O2 SAT, DRCT MSR, W/O",82805,311.41,91.96,Marshall Medical Center,2019
598,301000143,"HC GLUCOSE, BODY FLUID, OTHR THN BLOOD",82945,161.98,5.63,Marshall Medical Center,2019
599,301000144,"HC GLUCOSE; QUANT, BLOOD (EXCEPT REAGNT STRIP)",82947,161.98,39.71,Marshall Medical Center,2019
600,301000146,"HC GLUCOSE; TOLERANCE TST (GTT), 3 SPCMNS (INCLUDES GLUCOSE)",82951,645.81,100.32,Marshall Medical Center,2019
601,301000147,"HC GLUCOSE; TOLERANCE TST, EA ADD'L BEYOND 3 SPCMNS",82952,108.68,22.99,Marshall Medical Center,2019
602,301000150,"HC GLUTAMYLTRANSFERASE, GAMMA (GGT)",82977,286.33,79.42,Marshall Medical Center,2019
603,301000152,HC GONADOTROPIN; FOLLICLE STIMULATING HORMONE (FSH),83001,331.27,181.83,Marshall Medical Center,2019
604,301000153,HC GONADOTROPIN; LUTEINIZING HORMONE (LH),83002,291.56,155.71,Marshall Medical Center,2019
605,301000158,HC HEMOGLOBIN FRCTNATION & QUANTITATION; CHROMATGPH,83021,16.67,16.67,Marshall Medical Center,2019
606,301000160,HC GLYCOSYLATED HEMOGLOBIN TEST,83036,205.87,106.59,Marshall Medical Center,2019
607,301000161,HC HEMOGLOBIN; PLASMA,83051,118.09,66.88,Marshall Medical Center,2019
608,301000167,HC HOMOCYSTINE,83090,362.62,167.2,Marshall Medical Center,2019
609,301000176,HC INSULIN; TOTAL,83525,304.1,114.95,Marshall Medical Center,2019
610,301000178,HC IRON,83540,178.7,59.57,Marshall Medical Center,2019
611,301000182,HC LACTATE (LACTIC ACID),83605,329.18,31.35,Marshall Medical Center,2019
612,301000183,"HC LACTATE DEHYDROGENASE (LD), (LDH)",83615,286.33,49.12,Marshall Medical Center,2019
613,301000191,HC LIPASE,83690,373.07,79.42,Marshall Medical Center,2019
614,301000195,"HC LIPOPRTN, DRCT MSRMENT; HIGH DENSITY CHOLESTEROL (HDL CHOLEST",83718,286.33,70.02,Marshall Medical Center,2019
615,301000196,"HC LIPOPRTN, DRCT MSRMENT; DRCT MSRMENT, LDL CHOLESTEROL",83721,231.99,70.02,Marshall Medical Center,2019
616,301000197,HC MAGNESIUM,83735,307.23,74.2,Marshall Medical Center,2019
617,301000206,HC MYOGLOBIN,83874,13.48,13.48,Marshall Medical Center,2019
618,301000207,HC NATRIURETIC PEPTIDE,83880,80.47,80.47,Marshall Medical Center,2019
619,301000237,HC PARATHORMONE (PARATHYROID HORMONE),83970,1145.32,491.15,Marshall Medical Center,2019
620,301000238,"HC PH, BODY FLUID, EXCEPT BLOOD",83986,132.72,21.95,Marshall Medical Center,2019
621,301000248,HC PHOSPHORUS INORGANIC (PHOSPHATE),84100,198.55,52.25,Marshall Medical Center,2019
622,301000249,HC PHOSPHORUS INORGANIC (PHOSPHATE); URINE,84105,204.82,40.76,Marshall Medical Center,2019
623,301000253,HC POTASSIUM; SERUM,84132,123.31,56.43,Marshall Medical Center,2019
624,301000254,HC POTASSIUM; URINE,84133,120.18,37.62,Marshall Medical Center,2019
625,301000255,HC PREALBUMIN,84134,266.48,64.79,Marshall Medical Center,2019
626,301000259,HC PROGESTERONE,84144,379.34,144.21,Marshall Medical Center,2019
627,301000260,HC PROCALCITONIN,84145,421.14,198.55,Marshall Medical Center,2019
628,301000261,HC PROLACTIN,84146,378.29,211.09,Marshall Medical Center,2019
629,301000262,HC PROSTATE SPECIFIC ANTIGN (PSA); TOTAL 1,84153,573.71,130.63,Marshall Medical Center,2019
630,301000263,HC PROSTATE SPECIFIC ANTIGN (PSA); FREE,84154,474.43,130.63,Marshall Medical Center,2019
631,301000264,"HC PRTN, TOTAL, EXCEPT REFRACTOMETRY; SERUM",84155,184.97,38.67,Marshall Medical Center,2019
632,301000265,"HC PRTN, TOTAL, EXCEPT REFRACTOMETRY; URINE",84156,291.56,39.71,Marshall Medical Center,2019
633,301000266,"HC PRTN, TOTAL, EXCEPT REFRACTOMETRY; OTHER",84157,369.93,52.25,Marshall Medical Center,2019
634,301000284,HC SODIUM; SERUM,84295,123.31,26.13,Marshall Medical Center,2019
635,301000285,HC SODIUM; URINE,84300,120.18,37.62,Marshall Medical Center,2019
636,301000292,HC TSTOSTERONE; TOTAL,84403,426.36,243.49,Marshall Medical Center,2019
637,301000296,HC THYROXINE; TOTAL,84436,152.57,56.43,Marshall Medical Center,2019
638,301000298,HC THYROXINE; FREE,84439,205.87,106.59,Marshall Medical Center,2019
639,301000300,HC THYROID STIMULATING HORMONE (TSH),84443,281.11,142.12,Marshall Medical Center,2019
640,301000303,HC TRANSFERASE; ASPARTATE AMINO (AST) (SGOT),84450,318.73,40.76,Marshall Medical Center,2019
641,301000304,HC TRANSFERASE; ALANINE AMINO (ALT) (SGPT),84460,247.67,56.43,Marshall Medical Center,2019
642,301000305,HC TRANSFERRIN,84466,181.83,52.25,Marshall Medical Center,2019
643,301000306,HC TRIGLYCERIDES,84478,326.04,70.02,Marshall Medical Center,2019
644,301000308,HC TRIIODOTHYRONINE T3; TOTAL (TT-3),84480,191.24,71.06,Marshall Medical Center,2019
645,301000309,HC TRIIODOTHYRONINE T3; FREE,84481,285.29,106.59,Marshall Medical Center,2019
646,301000311,"HC TROPONIN, QUANT",84484,523.55,155.71,Marshall Medical Center,2019
647,301000314,HC UREA NITROGEN; QUANT,84520,158.84,39.71,Marshall Medical Center,2019
648,301000315,"HC UREA NITROGEN, URINE",84540,240.35,40.76,Marshall Medical Center,2019
649,301000316,HC URIC ACID; BLOOD,84550,222.59,40.76,Marshall Medical Center,2019
650,301000317,HC URIC ACID; OTHER SOURCE,84560,193.33,40.76,Marshall Medical Center,2019
651,301000328,"HC GONADOTROPIN, CHORIONIC (HCG); QUANT",84702,276.93,148.39,Marshall Medical Center,2019
652,301000332,HC ANTIBDY; RUBEOLA,86765,262.3,67.93,Marshall Medical Center,2019
653,301000349,RF ARUP ASSAY FOR PHENCYCLIDINE,83992,75.0,75.0,Marshall Medical Center,2019
654,301000389,HC DRUG SCRN ANTIDEPRESSANT TRICYCLIC & CYCLICALS 6+,80337,39.0,39.0,Marshall Medical Center,2019
655,301000406,HC DRUG SCREENING ANALGESICS NON-OPIOID 1 OR 2,80329,477.57,106.59,Marshall Medical Center,2019
656,301000418,HC LAB H PYLORI AG (UBIT),83013,272.75,154.66,Marshall Medical Center,2019
657,301000419,HC LAB H PYLORI AG (UBIT),83014,272.75,129.58,Marshall Medical Center,2019
658,301000426,HC AMNISURE RUPT MEMBRN TST,83518,735.68,226.77,Marshall Medical Center,2019
659,301000427,HC MICRO TOTAL PROTEIN /CREATININE RATIO,82043,129.58,31.35,Marshall Medical Center,2019
660,301000858,HC ASSAY ALKALINE PHOSPHATASE,84075,294.69,59.57,Marshall Medical Center,2019
661,301000859,HC ASSAY OF CALCIUM,82310,215.27,40.76,Marshall Medical Center,2019
662,301000862,HC GLUCOSE BLOOD TEST,82962,104.5,104.5,Marshall Medical Center,2019
663,301000863,HC GLUCOSE TEST,82950,240.35,40.76,Marshall Medical Center,2019
664,301000891,HC LACTOFERRIN FECAL QUALITATIVE,83630,257.07,257.07,Marshall Medical Center,2019
665,301000892,HC CYSTATIN C,82610,276.93,148.39,Marshall Medical Center,2019
666,301900001,"RF ARUP AMINO ACIDS, 6+ QUANT, EA SPCMN 1",82139,111.5,111.5,Marshall Medical Center,2019
667,301900003,"RF ORGANIC ACIDS; TOTAL, QUANT, EA SPCMN 2",83918,120.0,120.0,Marshall Medical Center,2019
668,301900005,"RF AMINO ACIDS, 6+ AMINO ACIDS, QUANT, EA SPCMN 2",82139,90.0,90.0,Marshall Medical Center,2019
669,301900011,RF UREA NITROGEN; QUANT,84520,29.5,29.5,Marshall Medical Center,2019
670,301900029,RF CANNABINOIDS NATURAL,82542,25.0,25.0,Marshall Medical Center,2019
671,301900032,"RF CYSTATIN C, SERUM",82610,48.0,48.0,Marshall Medical Center,2019
672,301900036,"RF HEAVY METAL (ARSENIC, BARIUM, BERYLLIUM, BISMUTH, ANTIMONY, 1",83018,76.5,76.5,Marshall Medical Center,2019
673,301900040,RF SENSORY NEURO PNL 1,83516,11.7,11.7,Marshall Medical Center,2019
674,301900047,"RF VANILLYLMANDELIC ACID (VMA), URINE",84585,17.7,17.7,Marshall Medical Center,2019
675,301900050,"RF ARUP PHOSPHATASE, ALKALINE",84075,9.5,9.5,Marshall Medical Center,2019
676,301900051,"RF ARUP PHOSPHATASE, ALKALINE; ISOENZMS",84080,40.0,40.0,Marshall Medical Center,2019
677,301900057,RF ARSENIC 1,82175,96.0,96.0,Marshall Medical Center,2019
678,301900058,RF LD 1,83655,7.7,7.7,Marshall Medical Center,2019
679,301900059,"RF MERCURY, QUANT 1",83825,10.5,10.5,Marshall Medical Center,2019
680,301900066,RF ALPHA-1-ANTITRYPSIN; TOTAL 1,82103,9.5,9.5,Marshall Medical Center,2019
681,301900067,RF ALPHA-1-ANTITRYPSIN; PHENOTYPE,82104,19.5,19.5,Marshall Medical Center,2019
682,301900070,"RF ALBUMIN; URINE, MICROALBUMIN, QUANT",82043,11.2,11.2,Marshall Medical Center,2019
683,301900071,"RF NEPHELOMETRY, EA ANLYT NOT ELSEWHR SPEC 1",83883,17.0,17.0,Marshall Medical Center,2019
684,301900072,"RF NEPHELOMETRY, EA ANLYT NOT ELSEWHR SPEC 2",83883,17.0,17.0,Marshall Medical Center,2019
685,301900082,RF CADMIUM 1,82300,15.0,15.0,Marshall Medical Center,2019
686,301900083,RF COPPER 1,82525,13.5,13.5,Marshall Medical Center,2019
687,301900084,RF ZINC,84630,10.5,10.5,Marshall Medical Center,2019
688,301900085,"RF GAMMAGLOBULIN; IMMUNOGLOBULIN SUBCLASS, (IGG1/2/3/4) 5",82787,17.4,17.4,Marshall Medical Center,2019
689,301900086,"RF GAMMAGLOBULIN; IMMUNOGLOBULIN SUBCLASS, (IGG1/2/3/4) 6",82787,17.4,17.4,Marshall Medical Center,2019
690,301900087,"RF GAMMAGLOBULIN; IMMUNOGLOBULIN SUBCLASS, (IGG1/2/3/4) 7",82787,17.4,17.4,Marshall Medical Center,2019
691,301900088,"RF GAMMAGLOBULIN; IMMUNOGLOBULIN SUBCLASS, (IGG1/2/3/4) 8",82787,17.4,17.4,Marshall Medical Center,2019
692,301900092,"RF COLLAGEN CROSS LINKS, ANY MTHD 1",82523,105.0,105.0,Marshall Medical Center,2019
693,301900098,RF PROTEIN E-PHORESIS SERUM,84165,1.9,1.9,Marshall Medical Center,2019
694,301900099,RF ASSAY OF PROTEIN ANY SOURCE,84160,2.5,2.5,Marshall Medical Center,2019
695,301900115,"RF BIOTINIDASE, EA SPCMN 1",82261,15.95,15.95,Marshall Medical Center,2019
696,301900116,RF PREGNENOLONE,84140,32.9,32.9,Marshall Medical Center,2019
697,301900123,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 1",83520,133.5,133.5,Marshall Medical Center,2019
698,301900125,RF METANEPHRINES 1,83835,40.0,40.0,Marshall Medical Center,2019
699,301900126,"RF MASS/TANDEM SPECT, ANLYT NOT ELSEWHR CLASSIFIED; QUANT, EA SP 1",83789,16.0,16.0,Marshall Medical Center,2019
700,301900127,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 2",83520,133.5,133.5,Marshall Medical Center,2019
701,301900129,RF OPIOID,80361,15.0,15.0,Marshall Medical Center,2019
702,301900130,"RF COLLAGEN CROSS LINKS, ANY MTHD 3",82523,60.0,60.0,Marshall Medical Center,2019
703,301900137,RF CALPROTECTIN,83993,130.0,130.0,Marshall Medical Center,2019
704,301900139,"RF LACTOFERRIN, FECAL",83630,246.0,246.0,Marshall Medical Center,2019
705,301900150,RF DRUG SCREENING BARBITURATES,80345,66.5,66.5,Marshall Medical Center,2019
706,301900153,RF DRUG SCREENING COCAINE,80353,38.0,38.0,Marshall Medical Center,2019
707,301900154,RF DRUG SCREENING METHADONE,80358,44.0,44.0,Marshall Medical Center,2019
708,301900156,RF PHENCYCLIDINE (PCP),83992,39.0,39.0,Marshall Medical Center,2019
709,301900171,RF CALCITONIN,82308,24.7,24.7,Marshall Medical Center,2019
710,301900173,RF DEHYDROEPIANDROSTERONE (DHEA),82626,27.9,27.9,Marshall Medical Center,2019
711,301900175,RF ARUP COL CHROMOTOGRAPHY QUAL/QUAN,82542,37.8,37.8,Marshall Medical Center,2019
712,301900181,"RF ARUP HYDROXYPROGESTERONE, 17-D 1",83498,15.95,15.95,Marshall Medical Center,2019
713,301900182,RF HISTAMINE 1,83088,29.2,29.2,Marshall Medical Center,2019
714,301900183,RF C-PEPTIDE 2,84681,12.5,12.5,Marshall Medical Center,2019
715,301900185,RF PYRIDOXAL PHOSPHATE (VITAMIN B-6),84207,19.3,19.3,Marshall Medical Center,2019
716,301900187,RF MAGNESIUM 1,83735,9.6,9.6,Marshall Medical Center,2019
717,301900189,RF TRIIODOTHYRONINE T3; RVS,84482,18.0,18.0,Marshall Medical Center,2019
718,301900193,RF SENSORY NEURO PNL 17,83516,9.6,9.6,Marshall Medical Center,2019
719,301900203,RF CATECHOLAMINES; FRCTNATED 1,82384,27.0,27.0,Marshall Medical Center,2019
720,301900207,RF MYOGLOBIN,83874,13.5,13.5,Marshall Medical Center,2019
721,301900216,RF THYROXINE BINDING GLOBULIN (TBG),84442,17.3,17.3,Marshall Medical Center,2019
722,301900218,RF ARUP SENSORY NEURO PNL 19,83516,44.0,44.0,Marshall Medical Center,2019
723,301900220,RF GASTRIN,82941,16.3,16.3,Marshall Medical Center,2019
724,301900221,RF RENIN,84244,21.0,21.0,Marshall Medical Center,2019
725,301900225,RF VITAMIN A,84590,14.5,14.5,Marshall Medical Center,2019
726,301900229,RF ARSENIC 2,82175,29.85,29.85,Marshall Medical Center,2019
727,301900230,RF BILE ACIDS; TOTAL,82239,14.45,14.45,Marshall Medical Center,2019
728,301900231,RF COPPER 2,82525,13.2,13.2,Marshall Medical Center,2019
729,301900233,RF COPPER 3,82525,13.2,13.2,Marshall Medical Center,2019
730,301900243,RF GLYCATED PRTN 1,82985,11.6,11.6,Marshall Medical Center,2019
731,301900245,RF IMMUNOASSAY NONANTIBODY,83516,45.3,45.3,Marshall Medical Center,2019
732,301900249,RF ARUP ALDOSTERONE 1,82088,24.0,24.0,Marshall Medical Center,2019
733,301900251,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 5",83520,133.5,133.5,Marshall Medical Center,2019
734,301900254,RF ARUP NUCLEOTIDASE 5-,83915,14.7,14.7,Marshall Medical Center,2019
735,301900256,RF MAGNESIUM 2,83735,30.0,30.0,Marshall Medical Center,2019
736,301900265,RF COLUMN CHROMOTOGRAPHY QUANT,82542,76.7,76.7,Marshall Medical Center,2019
737,301900272,RF TSTOSTERONE; TOTAL,84403,13.0,13.0,Marshall Medical Center,2019
738,301900273,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 6",83520,133.5,133.5,Marshall Medical Center,2019
739,301900274,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 7",83520,133.5,133.5,Marshall Medical Center,2019
740,301900275,RF THIAMINE (VITAMIN B-1) 2,84425,24.1,24.1,Marshall Medical Center,2019
741,301900276,RF ARUP ALDOLASE,82085,8.25,8.25,Marshall Medical Center,2019
742,301900277,"RF ASCORBIC ACID (VITAMIN C), BLOOD",82180,23.5,23.5,Marshall Medical Center,2019
743,301900280,RF CALCULUS; INFRARED SPECTROSCOPY,82365,24.0,24.0,Marshall Medical Center,2019
744,301900285,RF CATECHOLAMINES; FRCTNATED 2,82384,33.3,33.3,Marshall Medical Center,2019
745,301900287,RF METANEPHRINES 2,83835,29.0,29.0,Marshall Medical Center,2019
746,301900288,RF CORTISOL; FREE,82530,19.3,19.3,Marshall Medical Center,2019
747,301900295,"RF GROWTH HORMONE, HUMAN (HGH) (SOMATOTROPIN)",83003,17.6,17.6,Marshall Medical Center,2019
748,301900297,RF ASSAY OF NORTRIPTYLINE,80335,14.4,14.4,Marshall Medical Center,2019
749,301900305,RF ARUP OXALATE,83945,21.4,21.4,Marshall Medical Center,2019
750,301900313,RF SEROTONIN 1,84260,38.0,38.0,Marshall Medical Center,2019
751,301900314,"RF ARUP HYDROXYINDOLACETIC ACID, 5-(HIAA)",83497,19.5,19.5,Marshall Medical Center,2019
752,301900317,RF ERYTHROPOIETIN,82668,10.0,10.0,Marshall Medical Center,2019
753,301900320,RF ESTROGENS; FRCTNATED,82671,38.0,38.0,Marshall Medical Center,2019
754,301900324,"RF COLLAGEN CROSS LINKS, ANY MTHD 4",82523,18.0,18.0,Marshall Medical Center,2019
755,301900326,"RF COLLAGEN CROSS LINKS, ANY MTHD 6",82523,105.0,105.0,Marshall Medical Center,2019
756,301900331,RF THYROID STIMULATING IMMUNOGLOBULINS (TSI),84445,43.2,43.2,Marshall Medical Center,2019
757,301900333,RF BETA-2 MICROGLOBULIN,82232,14.5,14.5,Marshall Medical Center,2019
758,301900337,"RF CARNITINE (TOTAL & FREE), QUANT, EA SPCMN",82379,31.5,31.5,Marshall Medical Center,2019
759,301900338,RF TSTOSTERONE; TOTAL,84403,41.3,41.3,Marshall Medical Center,2019
760,301900339,RF SEX HORMONE BINDING GLOBULIN (SHBG),84270,14.3,14.3,Marshall Medical Center,2019
761,301900341,RF VITAMIN K,84597,48.0,48.0,Marshall Medical Center,2019
762,301900342,RF ARUP ALUMINUM 2,82108,12.0,12.0,Marshall Medical Center,2019
763,301900344,"RF ARUP IMMUNOASY, ANLYT, QUANT; RADPHARM TECHNQ 8",83519,35.9,35.9,Marshall Medical Center,2019
764,301900352,RF ASSAY OF BENZODIAZEPINES 4,80346,42.8,42.8,Marshall Medical Center,2019
765,301900358,RF SELENIUM,84255,16.45,16.45,Marshall Medical Center,2019
766,301900362,"RF DIHYDROXYVITAMIN D, 1,25-",82652,22.0,22.0,Marshall Medical Center,2019
767,301900366,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 10",83520,133.5,133.5,Marshall Medical Center,2019
768,301900367,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 11",83520,133.5,133.5,Marshall Medical Center,2019
769,301900369,RF GALACTOSE-1-PHOSPHATE URIDYL TRANSFERASE; SCRN,82776,15.95,15.95,Marshall Medical Center,2019
770,301900370,RF HEMOGLOBIN FRCTNATION & QUANTITATION; CHROMATGPH,83021,29.4,29.4,Marshall Medical Center,2019
771,301900379,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 12",83520,133.5,133.5,Marshall Medical Center,2019
772,301900380,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 13",83520,133.5,133.5,Marshall Medical Center,2019
